group,VDR,LHX2,NR2F2,ETV5,TP63,ZNF76,MITF,STAT1,PGR,E2F3,KMT2A,FOXD2,FOXM1,MZF1,FOS,NFYB,CEBPA,MBD2,EHF,BARX2,NFE2,SP2,ASCL1,NR3C1,HNF4G,NFATC1,IRF3,STAT2,IRF2,HIF1A,TBP,YY1,TCF4,USF1,ATF2,RARG,RBPJ,SETDB1,CEBPB,ZNF143,MYB,ETV7
healthy,0.0374319899254982,-0.0486887115335284,0.115957794877902,0.20519782883072,-0.190143658969378,0.122603329321197,0.0519436671792239,-0.0492312041411444,-0.0359401352545544,0.0242765441908122,0.163425898044295,-0.100632378712752,0.154339146866728,-0.0176310097475173,-0.0762202113700362,0.173597634437093,-0.083679484724755,-0.155966624689576,-0.0987336545860967,0.0478749726221046,-0.0381101056850181,0.107956028915567,-0.0401444529635778,0.150677321765321,-0.0885619181932983,0.151897930132456,-0.0872056866742585,-0.135351905600171,-0.096970553611345,-0.0747283566990924,-0.0214284580008287,-0.0143760541018218,-0.0336345416721868,-0.165731491626662,-0.0139691846461098,0.106192927940816,0.0181735023551332,-0.0267177609250839,-0.111482230865071,0.104565450117968,0.0760845882181322,-0.083679484724755
healthy,-0.451906769446261,-0.453637108065711,0.464884309092133,-0.384711953057634,0.453060328525894,0.485648372525529,-0.453060328525894,-0.483341254366263,-0.454790667145344,0.475554730578739,0.485071592985712,-0.303962817483318,0.27022121440405,0.483918033906079,-0.454790667145344,0.453060328525894,-0.473824391959289,0.483918033906079,0.198412161696891,0.485071592985712,-0.485071592985712,-0.475554730578739,0.473247612419473,-0.485648372525529,0.453060328525894,-0.483918033906079,0.462577190932867,-0.453637108065711,0.374041531571028,0.474977951038923,-0.462577190932867,0.485071592985712,0.393075256384974,-0.45536744668516,0.485648372525529,0.453060328525894,0.485648372525529,0.485071592985712,-0.453637108065711,0.462577190932867,0.485071592985712,0.463153970472683
healthy,-0.194777692034447,-0.0094040986884148,-0.0355098766474543,-0.118491643474027,-0.23284548352515,-0.0908812097248406,0.0028588460012781,0.0386696538067617,0.152120700383798,-0.167317723864276,0.028362761644259,0.0729005730325915,0.108937079206597,0.0495784082853228,0.133237270217461,0.0415284998080398,0.0361869717530202,0.14926185438252,0.0833579307741088,-0.06733334660905,0.203429462827789,0.0075232789507318,-0.0009027934740878,-0.0221936729046589,0.0820789733524844,0.0265571746960834,-0.0627441464491035,0.0334033585412494,0.0708692877158939,0.109388475943641,0.0273095025911566,0.0247515877479078,-0.0835083963531234,-0.0246011221688931,-0.0768879108764794,-0.10856091525906,0.343889080837952,-0.135870417850217,0.0476975885476399,0.0529638838131522,0.0619165857645231,0.0007523278950731
healthy,0.180616998622932,0.000692019151812,-0.022836632009796,-0.467804946624912,-0.004844134062684,-0.049825378930464,0.081658259913816,-0.128715562237032,-0.224214205187088,-0.097574700405492,0.007612210669932,-0.336321307780632,0.4671129274731,-0.017992497947112,0.078890183306568,0.078198164154756,0.177156902863872,-0.184077094381992,-0.123179409022536,-0.087886432280124,-0.091346528039184,0.386146686711096,0.00692019151812,0.01038028727718,0.02768076607248,0.0346009575906,-0.17992497947112,-0.244282760589636,0.46019273595498,0.267811411751244,0.06228172366308,0.247742856348696,0.450504467829612,-0.298952273582784,-0.069893934333012,0.094114604646432,0.303796407645468,-0.121795370718912,0.126639504781596,0.060897685359456,-0.11764325580804,-0.116951236656228
healthy,0.0645423348272664,-0.291766719082163,-0.164273504258988,0.359845620201335,-0.0343046930314786,0.198401368975871,0.0553472624683134,-0.163389362686011,0.0164450332573583,-0.0801032265116485,-0.0017682831459525,0.227047555940302,0.0236949941557636,-0.173468576617941,0.135627317294557,0.0129084669654533,-0.0557009190975039,-0.120066425610175,0.100615311004698,0.132090751002652,-0.0114938404486913,0.274614372566424,-0.210072037739158,-0.242785275939279,0.0104328705611198,0.131029781115081,0.016975518201144,-0.277443625599948,-0.19433431774018,-0.11652985931827,-0.189913609875299,0.130499296171295,0.220681736614873,0.0160913766281678,0.117767657520437,-0.0993775128025308,0.184078275493656,0.010609698875715,0.105212847184174,0.114231091228532,-0.163035706056821,0.163212534371416
healthy,0.218311639050582,-0.274859607053323,0.31586600449531,0.321703214095593,0.334618040336219,0.272378792973203,0.259391001612573,-0.276975595533425,0.135642158086575,-0.153153786887424,0.145054658567031,-0.0678575616032892,0.29543577089432,-0.0472084326422883,-0.232904663051289,-0.211379952650246,-0.284928793613811,0.31586600449531,-0.0094125004804562,-0.235531407371417,-0.312947399695169,-0.137174425606649,0.310758446095063,-0.330896819216039,0.318638679055445,-0.155780531207551,0.206345359370002,0.251875594252209,0.252970071052262,-0.120830238725857,-0.0356799436817295,0.326518912015827,0.256618327052439,-0.305431992334805,0.31338519041519,0.308788387854967,0.297478794254419,-0.134839541766536,-0.287409607693931,0.078583434243809,0.226775592970992,0.0301345945614607
healthy,-0.0837226402381657,0.026901869385837,0.125709670027276,-0.0309245788267099,0.0045255481209819,0.0485239326305285,-0.0309245788267099,-0.125835379697303,-0.104339026122639,0.174862151007941,0.0353244172776645,0.0577007385425196,0.0056569351512274,-0.0946593815305387,-0.0735401569659564,0.0402270944087283,-0.113390122364603,-0.0046512577910092,0.268641564848289,0.128349573097849,-0.0873682206689567,0.0149594507332458,0.113138703024548,-0.100190607011739,-0.0397242557286192,-0.0832198015580566,-0.0661232864343471,-0.207295245874978,0.0529237710814831,0.108864574243621,-0.117287122135448,-0.0793228017872111,-0.0098053542621275,-0.0525466420714013,-0.140920540100576,0.0661232864343471,-0.123321186296758,0.0177250634738459,-0.129983798808203,0.0916423494498841,0.030547449816628,0.130235218148258
healthy,0.0191301551313781,0.0107558054158637,0.0883232196558153,-0.0016748699431028,0.0214854409888665,-0.0141317151449304,0.0747410712109655,0.0127185436304374,-0.237988550977773,-0.0552968779652556,-0.141814378463663,0.0555847462367264,0.121768278832151,-0.0741653346680239,0.0196273821457367,0.029519582747188,0.0100753895014782,0.119491502503245,-0.0555062367081435,0.0698734804388228,0.0199152504172075,-0.0474459251069609,-0.0013346619859101,-0.0936618675994557,0.0800797191546058,-0.0253585777322919,-0.0597195814087616,-0.0674658548956124,-0.0643254737522945,-0.0917776389134649,-0.0358265148766848,0.0406941056488275,0.0062807622866357,0.165000859238493,0.0006019063858025,-0.0314823209617617,-0.118915765960304,-0.12148041056068,0.103240030086575,-0.0379986118341463,-0.124228244061083,-0.044436393177948
mild,0.0439650260752325,0.0998739790273069,0.201511109165005,0.014389588094481,-0.0989070897087054,0.0479463350341798,-0.207426196761155,-0.198667317051471,-0.203217384433125,-0.147194679796509,-0.0304854514570823,0.157716710616584,0.0316229683024958,0.187860907020043,0.160162371834223,-0.0399837171162852,-0.0801380617593824,0.174608835770975,0.267942092937154,-0.0584114900119842,-0.183367715480659,0.244281742552553,0.0010237651608721,-0.0691610242011419,0.0766686353808711,-0.150209099436855,0.151062237070915,0.0824699712924801,-0.0638715708699691,-0.094072643115698,-0.0035263022207819,-0.108632858736991,-0.0109770375582405,-0.0546008085798489,-0.0565345872170519,-0.0439081502329618,0.216753834893546,-0.290521802318613,-0.0060288392806916,-0.132350084963863,-0.15060723033275,-0.199577330527802
mild,0.0355927860242751,-0.200913192265106,0.163547585481001,-0.164443736634322,-0.105492575983278,0.0831277602438871,-0.170950573269301,-0.193315389008693,0.146676565942401,0.0065263181817909,0.0607629445044959,-0.158949940433531,0.186691663092845,0.0236311162821268,0.0839070221163398,-0.0171242796471471,-0.194951838940843,0.151430063364362,-0.134091486702291,-0.0109681108547711,-0.0570614506103458,-0.0432685154679337,0.213576197692462,-0.137130608004856,0.143676407733458,0.007266616960621,0.0432295523743111,-0.0062535765264325,-0.0519962484394035,0.0308392886023139,-0.16604122347285,-0.0063315027136778,0.0311120302576723,-0.220628517638158,0.07369869158721,-0.379403124150387,0.17196361370349,-0.109778516281768,-0.0763871450471716,0.222031189008573,0.115622980325163,0.194718060379107
