group,HSF1,KLF5,SIX5,TFAP2A,HOXA6,PGR,E2F6,ESR2,SMAD3,HNF1B,CEBPA,GATA2,MBD2,TFAP4,PRDM1,ZFX,BHLHE40,E2F2,HNF4G,IRF3,GMEB2,TAL1,TCF12,HIF1A,NR5A2,PAX6,FOSL1,ZKSCAN1,USF1,SETDB1,HES1
healthy,0.121352139977096,0.0707138395915919,0.278660469577036,0.195661598530972,0.0143824758491373,-0.057829538310073,0.0119853965409478,0.032360570660559,0.0167795551573269,0.0065919680975212,-0.208246264898968,-0.135734615826234,-0.0605262525317862,-0.0137832060220899,0.151615266242989,0.211841883861252,0.0590280779641678,0.0734105538133051,-0.157907599426987,-0.11925469558243,0.276263390268846,-0.061724792185881,0.0083897775786634,-0.0668185857157838,-0.187271820952309,-0.122251044717667,0.0278660469577036,-0.0638222365805469,-0.19056780500107,0.278960104490559,-0.0308623960929405
healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
healthy,-0.0412946953414631,-0.0069295892867523,0.238575859729617,-0.240272902003924,0.209726141066403,0.0207887678602571,-0.232211951200967,-0.0227686505136149,-0.072407137037086,0.124732607161543,-0.166168722692531,0.224999521535164,0.245788289395421,-0.020505927481206,-0.0158390612268626,0.123176985076762,-0.238293019350566,-0.0541639325882889,0.0510526884187266,0.310417316008601,-0.144672853884646,-0.325125015719259,0.19614980287195,0.0332337445385063,-0.1897858943433,-0.15315806525618,-0.0005656807581022,-0.0943272664135476,-0.0729728177951882,0.0366278290871197,-0.0651947073712825
healthy,-0.163299316185545,-0.102062072615966,0.244948974278318,0.224536559755125,0.142886901662352,-0.204124145231932,-0.204124145231932,-0.265361388801511,-0.224536559755125,-0.224536559755125,-0.163299316185545,-0.244948974278318,0.0,-0.0816496580927726,0.163299316185545,0.204124145231932,-0.163299316185545,-0.244948974278318,0.306186217847897,0.183711730708738,0.306186217847897,-0.183711730708738,-0.285773803324704,-0.142886901662352,0.306186217847897,-0.265361388801511,-0.244948974278318,-0.244948974278318,-0.163299316185545,0.163299316185545,-0.163299316185545
healthy,0.0346677094463216,0.431341772634844,0.0978714246273704,-0.127586604152789,-0.128529943185342,-0.175932729571128,-0.114144022938909,0.0113200683906356,0.127822438910927,0.414833339565167,-0.124992421813268,-0.171451869166502,0.0143859202464328,-0.120983230924918,-0.45068022280218,0.049761133967169,0.0280643362184508,0.277105840812434,-0.167914347794428,-0.131359960283001,0.0733446097809932,0.186309458929211,-0.142444193915498,-0.121219065683056,-0.182300268040861,-0.0613170371159429,0.209185430468621,0.425445903681388,-0.0002358347581382,0.15423593182241,-0.105653971645932
healthy,0.284693217886381,-0.206700491462836,0.202690727830633,-0.27232507372508,0.23544654341764,-0.0233808752638289,-0.231097926520744,-0.166376952964348,-0.231210877608975,0.0799128949234733,-0.28458026679815,0.235107690152946,0.206813442551067,0.280683454254178,-0.280683454254178,0.280457552077716,-0.276673690621976,0.248605345196558,0.23923040487338,0.280683454254178,0.284693217886381,0.284693217886381,-0.206926393639298,0.0067770652938634,-0.172419836184709,-0.268202359004646,-0.194671200566228,-0.244482630476124,-0.223078399256339,0.0599205523065761,-0.243353119593814
healthy,-0.0312776214172137,0.194748429551478,0.251565133580433,0.171432384495009,0.178670181186596,-0.073101746585025,-0.195162017933854,0.147185765578194,-0.0831829634054493,0.106912596844294,-0.12903957530143,0.158094159163371,-0.146668780100223,0.18244417517578,-0.0837516474312168,0.140361557268984,-0.276638929262001,-0.0143721962875792,-0.164194587803423,-0.164194587803423,0.1873555372165,0.0775478216955711,0.0459600089915751,0.0978653509798107,-0.198987710470835,-0.214548973357747,0.239054085013547,-0.0181461902767636,-0.0655537586066561,0.157163585303024,0.146358588813441
healthy,0.14233623418251,0.1210546831216,-0.0714219004940257,0.0910719868228388,-0.0348770904950521,-0.107966710492999,0.0804130839064715,0.0103688647417723,0.0005438215773656,0.267306432661143,0.0890417196006736,0.103616137874074,-0.153393939588945,0.0001087643154731,-0.13968963583933,-0.0673976208215196,0.0929209801858821,0.0296564033523416,-0.0186712074895549,0.059675354422927,0.0834584847397193,-0.0611255452959022,0.171702599360257,-0.0140668514678589,-0.0317591801181556,-0.052678183460822,-0.0152632589380634,0.0383575485901925,-0.0563399154150842,0.143532641652715,0.179062318040605
mild,0.190345975065867,0.378980748875192,0.356231838052936,-0.196586826707371,0.125622304009626,-0.238863563633687,-0.25315712707068,-0.289092353458048,-0.315968279075492,-0.3418376157185,-0.37918206667008,0.197593415681807,-0.226885154837897,0.282549525124214,0.320296611665568,0.359251604976245,-0.284361385278199,-0.189138068296544,0.331369090384365,0.321907154024665,0.374048462900455,-0.139211255164513,-0.325027579845417,0.294628592817447,0.064824329953685,-0.272886270969627,-0.372035284951583,-0.378376795490531,-0.295635181791883,0.12854141203549,-0.28103964166256
mild,0.0342220351855935,-0.229070211150913,-0.0083693576041355,0.0553092422451237,-0.0207595809611477,-0.121013167066202,-0.150916494591299,-0.0817576036418226,-0.0718096839272984,-0.194282276340841,-0.0836042234690696,-0.0957561732999853,0.0874761682681358,0.152584409273973,0.0201638971459067,-0.140849438113726,-0.163306717948311,0.109456901050527,-0.0924799123161599,0.0204617390535272,-0.094386100524931,-0.0087863362748042,-0.117260359030184,-0.0230231794590633,0.0593598921887622,0.0546539900483586,0.0858082535854611,-0.167059525984329,0.0407745571532441,-0.160685709161251,-0.0744902610958828
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,-0.528135983514052,-0.436924092641456,-0.475194816084504,0.437561938032174,-0.487632801203494,0.507087085620376,0.417788730919933,0.4110913543174,0.415556272052422,0.232175722221154,0.236959562651534,-0.492416641633875,-0.432140252211076,-0.478384043038091,0.0060595312118158,-0.426718566389977,0.426399643694618,0.229624340658284,-0.471367743740199,-0.49369233241531,-0.50357893597143,-0.43851870611825,0.42352933943639,-0.473919125303069,-0.479659733819526,0.376966625914016,0.41842657631065,0.254181388200906,0.200602375380639,-0.336782366298816,0.4110913543174
moderate,-0.0314506699333285,0.0286837488248245,0.0497123492494547,-0.152641814485802,0.0113443765448663,-0.0301594400826933,0.0072862255857271,0.078488328777896,0.0679740285655809,0.0897404746191454,0.108555538156972,-0.0436251228107459,-0.0853134008455391,0.0463920439192499,0.0294215944537589,-0.0853134008455391,0.135486903613078,0.039935894666074,-0.0126356063955015,-0.143049821309655,-0.0628091091630401,0.0884492447685103,-0.169612263951293,-0.0349554366707668,-0.105050771419534,0.142496437087954,-0.0310817471188613,0.150243816191766,-0.0360622051141684,-0.110769075043776,0.103944002976132
moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moderate,0.0012358544085611,-0.14540047805009,-0.0374728711738716,0.0010924070218531,0.0988904215136153,-0.0079006406833015,-0.123684750585373,0.0758836675685263,-0.314635291122431,-0.0769760745903794,0.119370294569771,-0.19977807202678,-0.108887600925726,0.0003862045026753,-0.0719112783981512,-0.062741680063202,-0.160495556897516,0.14237704851486,0.244103314519549,0.136937082234319,0.112970334239723,0.0028248100767111,0.0515527838999789,-0.0203695289125345,0.154228009539813,0.0508245125520768,0.0854394704061508,0.0983938728673184,0.14452875931548,0.088771863543521,-0.161753480134801
