group,EPAS1,TP63,STAT1,ZNF281,ELK3,FOXM1,FOXP3,IRF1,MBD2,EHF,E2F7,OTX2,BACH1,MNT,BARX2,MEIS1,TBX21,PRDM14,ASCL1,JUNB,ATF3,KLF9,TP73,FOXP2,ETV4,GLIS1,RBPJ,TP53,MYB,ETV7
healthy,0.0394140742977952,0.053760193295077,0.11280579885231,-0.257475083056478,0.155995167623075,0.0137420718816068,0.242373905164603,-0.087133796436122,0.0761099365750529,-0.159166414980368,0.0860767139836907,-0.109332527937179,-0.214587737843552,-0.111446692842042,-0.441860465116279,-0.335246149199638,0.237994563575959,0.246149199637572,-0.379945635759589,0.334793113862881,0.0656901238296587,-0.236786469344609,-0.252642706131078,-0.0264270613107822,0.289640591966173,-0.0001510117789187,-0.159770462096044,0.0768649954696466,-0.0514950166112957,0.127755964965267
healthy,-0.226890756302521,0.246498599439776,-0.385714285714286,0.312044817927171,-0.527450980392157,0.369187675070028,-0.330532212885154,-0.177871148459384,0.402240896358543,0.141176470588235,-0.122408963585434,-0.107282913165266,0.0582633053221289,-0.120168067226891,0.320728291316527,-0.231932773109244,-0.0988795518207283,-0.408403361344538,0.290756302521008,0.287675070028011,0.0375350140056022,-0.529411764705882,0.281232492997199,-0.228571428571429,-0.16890756302521,-0.219047619047619,0.497478991596639,0.053781512605042,0.173669467787115,0.556302521008403
healthy,0.5815606242497,-0.0254021608643457,0.534117647058823,-0.241008403361345,-0.425210084033613,-0.279711884753902,-0.0752460984393758,-0.351836734693878,-0.12,-0.359039615846339,0.419255702280912,0.0626650660264106,0.0736134453781513,0.163505402160864,-0.112509003601441,-0.156494597839136,0.325522208883553,-0.0927250900360144,-0.52422569027611,0.451812725090036,0.403793517406963,-0.502424969987995,-0.338391356542617,0.281728691476591,0.350588235294118,-0.193853541416567,0.12374549819928,-0.401584633853541,-0.440480192076831,-0.297767106842737
healthy,0.388463121561426,0.466317101272075,0.497378015457152,-0.350544602945876,0.368697085261831,-0.0601048858906048,0.32593790469536,0.258975414374284,-0.28317872412889,-0.302541371932574,0.36425981180682,-0.28398550112071,-0.305768479899855,0.357805595872258,-0.350141214449966,-0.358612372864078,0.346510717986775,0.32432435071172,-0.380395351643224,0.44776123046021,0.369100473757741,-0.566357448257779,-0.319483688760799,-0.343283610019494,0.450181561435671,0.454215446394772,-0.246470371001071,0.385236013594145,-0.344090387011315,-0.390076675545066
healthy,0.0823892921231315,0.115345008972384,-0.248970142134588,0.0342430495386765,-0.424819787509897,-0.366117416872166,-0.0780123609790901,-0.136199798541052,-0.216014425285335,-0.10169928246449,-0.31900104043925,-0.0466014433571463,-0.0798146267442836,0.0321833172355982,-0.0888259555702511,0.0741503629108183,-0.110453144752573,-0.449794041684721,-0.391606604122759,0.262358402104597,0.369207015326783,-0.0314109176219439,0.169412981928189,-0.334963965788106,0.283985591286919,0.162976318481069,-0.22219362219457,0.225540687187072,-0.0980947509341034,0.218846557202068
healthy,-0.661000211131244,-0.112032298558157,0.549820297273573,-0.360719555607365,0.368696589785493,-0.387223894973406,0.231253577514749,0.45697469584144,-0.390729930156535,0.308933164370318,0.304783819979275,-0.556478547575479,-0.331513317568086,-0.202352911349229,0.016436550262193,-0.445491626480182,0.431805223081819,0.299476519013988,-0.47268752324473,0.383862604362057,0.371559315760709,0.261392613905502,-0.175350007347055,-0.467717959613597,0.502746145984494,0.435198679153564,-0.436404883918402,0.459081533497357,-0.412023464938476,0.35911128258758
healthy,-0.144725784743468,0.0091344221625516,0.129635719330933,-0.11326683481564,-0.0208630202192679,-0.248127443623552,0.0256859951210952,-0.0972267894981995,-0.0398260806287251,-0.362015419146246,-0.10964960363927,-0.389857137897703,0.0897000256362569,-0.245021740088285,-0.325952720448492,-0.258431071822911,0.306953122350385,-0.27063465983208,-0.313639519373373,0.485439731406643,0.094669151292685,-0.132522196734299,0.0385837992146181,-0.0846578246025284,0.238262267687997,0.207168694646671,0.251452373290721,-0.298147539385685,-0.0477912967544701,-0.22287990076626
healthy,0.381313954424486,-0.373858077697053,0.55308992928506,-0.607446673725307,0.323578862521021,-0.313808879655779,-0.58369305484015,0.543487007558109,-0.248209539353502,-0.434544583043661,0.347555229590566,0.18692285139896,-0.43456314539236,0.425288158492424,0.50567550325824,-0.496394328908739,0.503318084973467,0.507946297249085,-0.402549281336146,0.337871871019253,0.426166776330844,-0.60963703087179,-0.361241868031298,0.437174249109353,0.4034031493763,0.11096572052264,0.396918702230781,-0.310090222466412,-0.576565112939733,-0.570031166197684
mild,0.561672945054047,-0.0025024232964466,0.428721617013803,-0.394494924184985,0.616564810911585,-0.404343170706484,0.299322115587871,-0.0074265465571963,0.420568560467316,0.513238945767983,0.198337227076429,-0.588392367993525,-0.508314822507233,-0.243623016408898,0.567565748300517,-0.372296007845539,0.625040760786646,0.507346142521512,-0.30424623884862,0.0660316856933329,0.316758355330854,0.534307735457421,-0.30868602211651,0.427995107024512,0.582661011411341,0.0937197886185323,0.555457248479002,0.564821155007641,0.216580700140846,-0.474007406346272
mild,0.342843413185075,0.437792448455954,0.300326277252643,-0.267926246836555,0.328464476969972,0.0502820144162249,0.336456990327883,0.152578597568349,-0.357791436585472,0.313895845026438,-0.218099502168565,0.18048916241156,-0.0765991351406123,0.249500468414915,0.221476086134645,-0.409123100699017,0.385676708664892,0.135632445828474,-0.389862661072279,0.257745909410734,0.182967853263064,0.248134659170209,-0.154424969325081,-0.249032552284784,0.197966462191042,-0.237397880940989,-0.336317880127034,-0.213989428052551,-0.31823355401657,-0.36792118848371
