group,VDR,DUX4,HOXA6,EBF1,E2F6,ESR2,FOXM1,ZNF263,MZF1,GMEB1,GFI1B,CEBPA,E2F4,MBD2,ELF1,RUNX2,MXI1,CDX2,JUN,HINFP,NR3C1,JUNB,NANOG,RFX2,IRF2,TBP,TP73,ZBTB7B,NR5A2,HOXA1,AHR,PAX6,FOSL1,GTF2B,HOXC6,GLIS1,BACH2,SETDB1,CEBPB,SPIB
healthy,0.0381699313101259,-0.338009422493976,0.0211402696486851,-0.0631859170610699,-0.0381699313101259,0.257441505943987,-0.230781276998146,0.0793934571250618,-0.0967754566139807,0.0115097023642841,0.0476830526520342,-0.202594250799899,-0.0482702823644976,-0.146807428115869,0.263078911183637,-0.215865642301573,0.266484843515925,-0.225613655528467,-0.0909031594893459,0.263313803068622,0.034646553035345,-0.023489188498539,-0.0687058763582266,0.0629510251760845,0.0312406207030569,0.174172332716667,-0.0510889849843223,-0.113922564217914,-0.229724263515711,-0.116036591182783,-0.122143780192403,-0.0039931620447516,0.175229346199101,-0.0684709844732412,-0.419399460641414,0.330492882174444,-0.0122143780192403,-0.126136942237154,-0.0926648486267363,-0.336247733356586
healthy,-0.12325466745262,0.430325119237694,0.330953709146135,0.240965007303565,-0.0759146394690877,-0.281481247469651,0.264848264664626,0.272098539220663,0.156094146324079,0.515195980217179,-0.242670954257926,0.109607091817728,-0.288731522025687,0.357395886938739,-0.362087241063233,0.125387101145572,-0.506666245445372,0.519460847603083,0.33649803674781,0.0921211355355221,-0.142020083950597,-0.127519534838524,-0.165476854573067,-0.528843555852071,0.552300326474542,-0.278922327038109,0.19021308541131,-0.501121917843697,-0.237553113394842,0.287878548548507,0.253759609461276,-0.331380195884725,-0.26911313205053,0.396632666889054,-0.0870032946724375,0.0776205864234492,0.272525025959253,0.130078455270066,-0.0904151885811606,0.225611484714311
healthy,0.308909653468351,-0.0242948243752863,-0.11403823895418,0.0371153121722712,-0.331730121746984,-0.145512536495778,0.139294599914241,-0.192115009637818,0.112884395052452,0.215897014501225,0.212563687674009,-0.299743004693506,-0.231281599857607,0.0484614438726028,-0.321601936387366,0.303268638837677,0.437691453389064,-0.102499799936894,0.0241666194973165,0.136409990159919,-0.176281707208542,-0.183268873057899,0.10621774139802,-0.198589355975296,-0.270191780321456,-0.314999385171918,0.261025131546612,0.161217634047085,-0.204166268166984,0.248396951066582,0.168717619408321,-0.335448063208109,-0.274422541294461,0.0630767999611656,0.136794604793829,0.117884385293276,0.185384253544401,0.14423048771608,-0.252114892527708,-0.117371565781397
healthy,-0.0714500952636218,-0.110480103249036,0.0494170262395975,-0.0214035527661951,0.122755670276707,-0.178782617223512,-0.0147936320589878,-0.0871880017093535,0.0758567090684267,0.0475284774661097,-0.09442743867439,-0.088447034225012,-0.0761714671973413,0.088447034225012,-0.0708205790057925,-0.0922241317719876,-0.115830991440585,-0.166192292066927,0.119922847116475,0.0390300079854146,-0.101666875639427,0.0273839572155731,0.0232921015396829,-0.0679877558455608,-0.1161457495695,0.0544531563022316,0.0638959001696706,0.0273839572155731,-0.0047213719337195,-0.0261249246999146,-0.0516203331419999,0.0110165345120122,-0.0129050832855,0.0176264552192195,0.0135345995433292,0.126218009694768,-0.0519350912709145,0.0396595242432438,-0.0922241317719876,-0.0594892863648657
healthy,0.198172853910915,-0.106164028880848,-0.0901462982075969,0.0882837713851258,-0.124789297105558,0.232070842079888,0.162039833554978,0.0644434280574969,-0.125161802470052,-0.0715210299828868,-0.249951099575609,-0.249578594211115,-0.0908913089365853,0.153844715536105,-0.0957338786750099,0.240638465463254,0.0931263411235505,-0.334509817315793,-0.187742703705078,-0.075618588992323,0.247716067388644,0.0957338786750099,-0.0975964054974809,-0.12590681319904,-0.0704035138894042,0.0409755900943622,-0.0979689108619751,0.0067050965608956,-0.0692859977959216,0.104301502058377,0.0975964054974809,-0.225738250883486,-0.158314779910036,0.134846941946901,0.151237177984646,-0.116594179086685,-0.222013197238544,0.220523175780568,-0.0383680525429028,0.121809254189604
healthy,-0.203961005777338,0.0179417644081336,-0.0074116092250303,0.0976874396217114,-0.114009180155521,-0.0414726111826835,-0.048074208470552,0.266129421954505,0.0517597627846381,0.0346280103136664,-0.152282244186416,-0.0785711579046933,-0.060305388721695,-0.0066420978847266,0.0950954014227937,0.104167535119006,-0.0270543987012037,0.0466566875805189,-0.0946093942604966,0.0603458893185531,0.0156332303872225,-0.119112255359641,-0.0055080811727001,-0.0153902268060739,0.0456846732559247,0.053501288449536,-0.043538141622446,-0.0278644106383654,-0.0412296076015349,0.0644769501980782,0.0843222426585419,-0.14859668987233,-0.133165962469398,-0.0888178089097899,-0.0617634102085862,-0.0106111563768194,0.141630587212738,-0.0405005968580893,-0.0733060803131416,-0.117937738050756
healthy,-0.0441617925004476,-0.0506020539067629,-0.0059145257813099,0.277456976096562,0.14451157992334,0.0487619792192442,-0.191893503126945,0.0937123751571998,-0.0036801493750373,0.0503391860942602,0.0684113482038183,0.0824747761727109,0.0249724421877531,0.101466975626028,-0.0185321807814378,-0.0574366170318321,0.0228037827346061,-0.0719600636726043,0.124730777032514,-0.0113690328907402,-0.0732744027351176,0.0541507693755488,-0.0436360568754423,0.0115004667969916,0.0065716953125666,0.0509306386723912,0.120722042891849,-0.0216208775783441,0.126702285626284,-0.0454104146098352,-0.0164949552345422,0.0274696864065284,0.0266153660158947,-0.038575851484766,-0.0133405414845102,0.0555308253911878,-0.0147205975001492,0.036210041172242,0.0260239134377637,0.0385101345316403
healthy,-0.104426604038018,0.171669321350345,0.119233361326991,0.0582529003868795,0.142904690413967,-0.151602268708711,0.151532688082353,0.0735328059350862,0.154315913136671,0.121209451115557,0.0680081042022647,-0.14301601941614,-0.102394849748366,0.005747359737167,-0.146495050734037,0.181647183170076,0.119122032324818,0.159896279370579,0.132342351332829,-0.100891908219034,-0.205471589635039,-0.044253278363659,-0.0663520852949454,0.171335334343827,-0.0590739517779033,-0.172921772624788,0.0600898289227294,0.139300413968625,0.0648491437656135,0.153397448868746,0.0742146960733942,-0.16375104607081,0.155693609538559,-0.0778050563934646,0.122948966774505,-0.0076121205235602,0.194436102294668,0.118481890562325,-0.0689404845954613,-0.157641867076582
mild,-0.186010590401014,-0.302960895305077,-0.0245273633014965,0.165388421815119,0.292478530542147,0.180940688489532,-0.124281109019315,0.390382447184154,0.196767003915916,-0.186490175716965,0.266512411292797,0.24424595019507,0.32694016110263,0.204645905535112,0.185325468521084,0.177241030337909,-0.320431503243294,-0.122157231191532,-0.0952319413102798,0.0271993386332238,0.127021596539035,-0.0169225104342727,-0.31556713789579,-0.0892713809548882,0.009934267258986,0.11345618331642,-0.019800022329979,-0.0766651383641749,-0.203344173963245,-0.336052282105699,-0.0959170631902098,0.114004280820364,0.0915322831586574,-0.308578894720504,-0.239107536095595,0.058714945110007,-0.0715267242646993,-0.0966706972581329,0.173678396562273,0.0459031659553147
mild,-0.135183939343368,0.117077508850268,-0.290166122485087,-0.0454775528959066,-0.0025377199578761,-0.196290624678257,0.189301824476805,-0.0139373191337322,-0.211255116175892,-0.156653855812383,0.0138567565953869,0.16630121977923,-0.176935474840806,0.0885382296414549,0.0180661492239274,0.204367019147371,0.0693442048806937,0.113552897797662,0.19480021771887,0.0593947313950524,0.0349440010072621,-0.0616504824687201,-0.0060220497413091,-0.0497070861590334,-0.0338765473741873,-0.0374414396959656,-0.0055185338766511,0.213027492019488,-0.0784880529828821,0.0587099498191176,0.139755863394462,0.0393547999816658,0.0114398804450288,-0.300317002316591,0.106886347749591,0.0665647973077817,0.203722518840609,-0.0470082411244667,0.224104841041963,0.18166852396859
