group,RXRG,TFAP2C,RUNX1,ARNT,FOXO3,RFX5,MITF,SPI1,REST,FOXM1,RUNX3,XBP1,ZNF263,FOS,NFYB,CEBPD,KLF3,GATA2,RXRA,RELA,ELF1,EHF,BHLHE40,TEAD4,BARX2,FOXP1,NFE2L2,FOSL2,GMEB2,TCF12,HIF1A,ZEB1,MEF2C,FOSL1,GTF2B,CTCFL,USF1,RARG,POU2F2,TP53,SETDB1,SPIB,ZNF143,CUX1
healthy,0.0442735068608961,0.207350439468212,-0.122222229365022,0.175042745272423,0.129059836602226,-0.107008553262243,-0.0078632483227846,0.10188034783434,-0.274871810935602,-0.103931630005501,-0.0459829086701971,-0.0090598295892953,0.278632494916064,-0.0680341920101801,0.0251282065967248,0.106324792538523,0.0239316253302141,-0.193162404451014,-0.0343589763669502,0.0837606886557493,0.0974359031301574,-0.11880342574642,0.0854700904650504,0.0717948759906423,-0.0447863274036864,-0.0082051286846448,0.0536752168120516,-0.0239316253302141,0.115042741765958,-0.0663247902008791,-0.0155555564646392,-0.114017100680377,-0.182735053414278,0.177435907805445,-0.138290606372451,-0.120341887374791,-0.0846153895603999,0.115897442670608,-0.0131623939316178,-0.113333339956657,-0.0709401750859918,-0.128717956240366,-0.0529914560883312,-0.139487187638962
healthy,-0.407069148045916,0.200746429173329,0.20936433143582,0.393888826938577,-0.426332694279721,0.125719985946933,-0.169316432686595,-0.41213850231797,0.351306251053325,0.303147385468815,0.333056575673932,-0.313286094012922,0.14903901559838,-0.395409633220193,0.368542055578308,-0.183510624648346,-0.430895113124569,0.342688348790834,-0.355868669898174,0.198211752037302,-0.225079329679187,0.0871928934793246,-0.420249469153256,-0.405041406337095,-0.0380201570404032,0.402506729201068,-0.429374306842953,-0.362458830451843,0.0973316020234321,-0.213926750280668,-0.145490467607943,-0.428867371415748,0.447623982222347,-0.354854799043763,0.214940621135079,0.0917553123241729,-0.368542055578308,0.0172358045249828,0.476519301573053,-0.315313835721743,-0.0588045095558236,0.409603825181943,-0.0055762896992591,0.448637853076757
healthy,-0.0665383316663515,-0.264935380324692,0.465191399713596,-0.413076116818853,0.185897073056281,0.0672434584951857,0.168333004774411,0.0002564097559396,0.0482691365556481,0.419999180229225,0.0548075853321104,0.117499770659366,-0.450576043625034,0.418781233888511,0.217114960841939,0.47083241434427,-0.0535255365524119,0.468973443613707,-0.0025640975593969,-0.120961302364552,-0.18640989256816,-0.496409287499254,-0.366730053432752,-0.0920511023823514,-0.400832550972732,0.184230409642673,-0.0626280828882711,0.445511950945224,-0.489101609454973,0.480127267997084,0.0817306097057786,-0.400960755850702,0.339871131498069,0.208909848651869,0.10179467310806,0.227948273030391,-0.0623075706933465,-0.0442306828995978,-0.075448570685256,0.323396804678943,0.047499907287829,-0.119871560901809,0.148461248689085,0.0938459706739293
healthy,-0.0539563742534712,-0.282087711009376,-0.138204046333452,0.118325382134805,0.0340777100548239,-0.197840038929394,0.0501699620251574,-0.126844809648511,0.064369007881334,0.116432176020648,0.153349695246707,0.0331311069977454,-0.208252672557257,-0.135364237162217,-0.0984467179361579,-0.150509886075472,-0.0227184733698826,-0.0094660305707844,0.113592366849413,-0.0085194275137059,-0.0927670995936872,0.12116519130604,-0.141043855504688,0.0350243131119023,0.0501699620251574,0.064369007881334,-0.152403092189629,-0.164708931931649,-0.0823544659658244,-0.0075728244566275,-0.181747786959061,-0.0104126336278629,0.124005000477276,-0.106019542392785,0.135364237162217,0.0918204965366088,-0.006626221399549,-0.179854580844904,0.0851942751370597,-0.123058397420197,0.108859351564021,-0.0823544659658244,0.149563283018394,-0.0113592366849413
healthy,-0.366815051914844,0.156228114292786,0.196034181770126,-0.0162648447756873,-0.0564989344839666,-0.255529271870667,0.205878693081727,-0.0278214450110442,0.240548493787797,-0.120702269124838,-0.356970540603243,-0.288058961422042,0.163932514449691,-0.25895344971818,0.282066650188894,-0.203738581927031,-0.240548493787797,-0.138679202824282,0.0856044461878282,-0.473820609649629,-0.255957294101606,-0.10957369112042,-0.197746270693883,-0.0402340897082792,0.148095691904943,0.261093560872876,0.0847484017259499,0.124126446972351,0.241832560480615,-0.118134135739203,-0.191753959460735,0.128406669281742,0.0158368225447482,0.0042802223093914,0.130118758205499,0.160080314371239,0.484093143192168,-0.119846224662959,0.193894070615431,-0.0115566002353568,0.231988049169014,-0.122414358048594,0.429306297631958,0.386932096768983
healthy,-0.0309485981753098,0.0840920851880224,-0.0749430470413067,-0.0589039925124966,0.026374079101952,-0.120292908966076,-0.0216301333962475,0.0016942663234658,0.11961520243669,0.062687853968237,0.196026613625001,-0.0512233185127846,0.180439363449115,0.0052522256027441,-0.0664717154239774,-0.0679400795709812,-0.0111256821907592,0.102898441378494,0.0464228972629647,-0.104253854437266,0.0517880739539399,0.0481736391305461,-0.0623490007035438,-0.0106738778378349,-0.103124343554956,0.0628008050564681,0.0304967938223856,0.0868593868496833,0.0347324596310502,-0.119954055701383,-0.111934528436978,0.0224772665579805,0.0907561993936548,-0.0515621717774778,0.0221948888374028,0.0053651766909752,-0.0788398595852782,0.0709332834091042,0.0782751041441229,0.0420178048219534,-0.14790945003857,-0.0104479756613728,-0.0268823589989917,0.103124343554956
healthy,-0.0207271798632661,0.0540125922319227,0.266161374361822,-0.0224341240872997,0.180489030926989,0.151308413001842,-0.168418496771323,-0.107821976818127,-0.0855504188474021,0.187072958648262,-0.210604404022441,0.170409931699362,0.0625066718229475,-0.0095101178196161,0.221740183007803,-0.111804846674206,0.0536468184696298,0.0071935506584276,0.0618157658275053,-0.187154241706549,-0.0364148101127184,-0.0833964178027882,0.0171913668277677,0.233607509517752,0.110992016091333,-0.173010989564556,0.261284390864583,0.117088245462881,-0.014061969083706,0.102701144146026,-0.033244770839513,0.0651483712172853,-0.0017069442240336,0.293635048062936,-0.278394474634064,-0.0354394134132706,0.0583205943211506,-0.107496844584978,0.0014630950491717,-0.0042267190309405,0.240354003355599,0.0095101178196161,0.0366180177584367,-0.124728852941889
healthy,-0.239190630247341,-0.11534995441103,-0.0727333775835582,-0.177702162036997,-0.123694003105357,0.213832544762238,0.101285669209459,0.121722069722518,0.163458610164259,0.211306514395791,0.245155321306177,-0.146314197612634,-0.0668827653154656,-0.168021761793969,-0.169798131535535,-0.0998678328102274,-0.179934846941534,-0.0839945839268786,0.0876288082605406,-0.17722954990392,-0.165186088995507,0.167532852690786,-0.19267907756451,-0.176577671099676,-0.115235875620287,0.207981932494145,-0.150698082571177,0.168526967867259,-0.243248575803762,-0.0667197956144045,0.147764627952078,0.224702623823012,0.128175669884536,0.205879623350457,0.0151724791687862,0.0698488138747772,0.130897263892256,0.153990070532611,0.180505240895248,-0.0641122803974273,0.0914585962354759,-0.185671380418884,0.11388322710148,0.232720733115217
mild,-0.0018122552345038,0.417595384750671,0.0617461247755952,-0.0172164247277865,0.186532842351431,-0.41073470422005,0.293455901187158,0.007637361345409,0.0037539572714722,0.204396501091541,0.060063316343556,-0.405168491714074,-0.0113913186168813,-0.435847383898174,-0.244136669448161,0.186532842351431,-0.335914452395534,0.0322322538136755,0.0995445910952468,-0.0869882512561845,-0.108088080057908,-0.180707736240526,-0.225496329893264,-0.128281781242379,-0.0955317402188455,0.0617461247755952,0.0375395727147225,0.0748202518245158,0.185497267931715,-0.0108735314070231,0.161290715870842,-0.109511994885018,0.184591140314463,-0.0863410172438617,-0.0296433177643843,0.0412935299861947,-0.0100968505922357,-0.107181952440656,-0.0714546349604372,-0.2929381139773,0.127634547230056,0.230285861584453,0.197924160968313,-0.126857866415269
mild,0.142874763085546,0.0277886499809911,-0.0284439021777561,-0.0273121029287983,-0.148355054185763,0.146925413029184,-0.183023852232787,-0.221683731841925,0.281311681747546,0.13959850210172,-0.0890845145692864,-0.242115686704691,-0.0376770013139911,0.116009423018178,-0.106716755500419,-0.0570962936908466,-0.23294215594998,-0.24414101167651,0.225913086930136,-0.0893823564769069,-0.286970677992335,-0.166582978932136,-0.124110722905455,-0.155384123205606,-0.0696056538109069,0.158719952570955,0.101891716596967,-0.155384123205606,0.213522863573124,-0.0768134279753225,0.113864961283311,0.0207595809611477,-0.120477051632485,-0.213225021665504,-0.129114466953479,0.284349669205275,-0.149010306382528,-0.255399435784564,0.1936865925256,0.144602246149744,-0.110588700299485,0.172003701650829,0.199286020388865,0.0069397164475572
