group,TFAP2C,ATF1,DUX4,HEY1,STAT1,PGR,FOXP3,ESRRA,MZF1,CEBPD,STAT5A,STAT4,TFAP4,ZFX,E2F7,TEAD4,CDX2,SPDEF,E2F2,USF2,BCL6,JUNB,FOSL2,NANOG,KLF9,VEZF1,TP73,PAX6,GTF2I,ATF2,JUND,ETV1,HES1,ZNF143,MYB,ELK4,ETV7
healthy,-0.499697976442163,-0.106916339474479,0.21232256115977,0.412262156448203,-0.255209906372697,-0.374056176381758,-0.348988221081244,-0.383116883116883,0.200543642404108,-0.248716399879191,0.39806704922984,-0.329809725158562,0.155089096949562,0.235125339776503,-0.281032920567804,-0.46964663243733,0.135155542132286,-0.199637571730595,-0.403352461491996,-0.163696768347931,-0.148293566898218,-0.485955904560556,-0.148897614013893,-0.306855934762912,-0.236484445786771,-0.174267592872244,0.449562065841136,-0.3421926910299,-0.222893385684083,0.418604651162791,-0.196013289036545,0.32165508909695,-0.38961038961039,0.242524916943522,0.236786469344609,-0.198882512836001,0.243279975838115
healthy,0.148739495798319,-0.0557422969187675,0.224649859943978,0.411204481792717,-0.344817927170868,-0.370868347338936,-0.435014005602241,0.0638655462184874,0.688795518207283,-0.500840336134454,-0.374509803921569,-0.007563025210084,0.0974789915966387,-0.307282913165266,-0.264985994397759,-0.119047619047619,0.570028011204482,-0.147058823529412,0.0310924369747899,-0.252380952380952,-0.469747899159664,0.0271708683473389,-0.100280112044818,0.0568627450980392,-0.717366946778712,-0.217366946778712,0.381232492997199,-0.312605042016807,-0.322408963585434,0.64733893557423,0.0957983193277311,0.275070028011205,-0.412044817927171,0.72296918767507,0.173669467787115,-0.440616246498599,0.558823529411765
healthy,-0.442016806722689,-0.296614645858343,-0.500504201680672,-0.259735894357743,-0.337142857142857,0.0912845138055222,-0.172533013205282,0.211332533013205,0.106554621848739,0.401200480192077,-0.327923169267707,-0.212292917166867,0.261272509003601,0.331380552220888,-0.126146458583433,-0.313037214885954,0.225642256902761,-0.0667947178871549,0.0829291716686675,-0.277118847539016,0.107803121248499,-0.368259303721489,0.29421368547419,0.140744297719088,-0.220168067226891,-0.0459543817527011,0.299015606242497,-0.313421368547419,-0.253973589435774,-0.234765906362545,-0.186458583433373,-0.0484513805522209,-0.263097238895558,0.380168067226891,0.259447779111645,-0.303721488595438,0.348667466986795
healthy,-0.100806451612903,0.422177419354839,0.314112903225806,0.573790322580645,-0.41008064516129,0.5375,-0.786693548387097,-0.514112903225806,-0.177822580645161,-0.730241935483871,0.357258064516129,0.0403225806451613,-0.149596774193548,0.230645161290323,-0.550806451612903,-0.409677419354839,0.233064516129032,-0.479838709677419,-0.562903225806452,-0.365725806451613,-0.703629032258065,-0.543145161290323,-0.659274193548387,-0.299193548387097,0.281451612903226,-0.342741935483871,0.452822580645161,-0.563306451612903,-0.572983870967742,-0.193145161290323,-0.229838709677419,0.748387096774194,-0.503225806451613,0.566532258064516,0.443951612903226,0.427822580645161,0.391935483870968
healthy,-0.236550836550837,0.157528957528958,0.299356499356499,-0.0496782496782497,0.151351351351351,0.137709137709138,0.079021879021879,-0.264864864864865,-0.0674388674388674,-0.207979407979408,0.37966537966538,0.0885456885456886,-0.43963963963964,-0.0494208494208494,-0.0097812097812097,0.0437580437580438,-0.323294723294723,-0.252509652509653,0.304247104247104,0.138223938223938,-0.0936936936936937,-0.133075933075933,-0.137451737451737,-0.148519948519949,-0.130759330759331,0.0682110682110682,-0.103732303732304,0.248133848133848,-0.0792792792792793,0.331531531531532,0.152895752895753,0.100643500643501,-0.104761904761905,-0.0947232947232947,-0.35006435006435,0.33951093951094,-0.207722007722008
healthy,0.100609413262721,-0.0902863761339582,-0.41571931764334,0.0731938707322845,-0.131063980742278,0.347944237428802,-0.281407278489831,0.090543648087323,0.402775322489674,-0.362254989834718,0.254908267293257,-0.21829525243003,0.0580309049808469,0.242510975040491,-0.37439501013412,-0.0115611584043305,0.149973469314591,0.264893634983228,-0.513450500927792,-0.181489283601778,-0.0996285639405174,-0.129970574940478,0.219067068290124,0.201234906022527,-0.383447766993144,-0.222427683180952,0.152240678403618,-0.135936068359124,-0.176392083025738,0.386390314959753,0.402518050536309,0.0831470794280851,-0.177453329833368,0.178916564068131,0.0212088566555104,0.148976540495302,0.0698975738297981
healthy,0.367130695557275,-0.369249881498987,-0.582922284725394,0.552413314702472,-0.25306003159133,-0.311081881167858,-0.584676093780604,-0.524169681375862,-0.288026599629578,-0.0378530454416139,0.528481128636587,-0.42113339938228,0.145493076205122,0.33267565516013,-0.593043224481502,-0.369213343810337,0.0625525229691535,0.168694508498003,-0.407943293779556,-0.326135408891743,-0.460594103124503,-0.352698308540443,0.393730132894625,-0.260550257764623,0.458365304116841,0.274434579451701,0.569220651481567,-0.237239212405791,-0.272790383462442,-0.105520844821796,-0.134385618855459,0.461580620718059,-0.56447075195704,0.300522489147948,0.0540392415136554,0.328510358654007,0.236033468680334
healthy,-0.736891579754852,-0.277273584644444,-0.282666303855105,0.534404868292191,-0.357249094773182,0.287941521156358,0.0674770175544894,-0.47209175044057,-0.114354095096697,-0.27398353118106,0.385437184408721,-0.478597645635082,0.295133874874246,0.401454549954145,-0.534652240733047,-0.435251809686093,0.305208117528106,-0.588127978135088,0.215350078387172,-0.236296339816652,-0.322443792344746,-0.503681211137878,0.332363427223071,-0.431139242856863,0.14507775225101,-0.339054851748225,0.557942356039637,-0.309147523648737,-0.649123837739151,0.399673468379982,-0.0735129051113753,0.496037402715429,-0.544769773564056,0.526371448275393,0.316568696874417,-0.305974972094759,0.256877726895869
mild,0.185256113086202,-0.399338803072652,0.337452375741352,0.559719394554025,-0.375551837518602,-0.169129356778372,-0.529118874459917,0.507710605461272,-0.299312597073333,0.214647126457223,0.498639305038118,-0.234483036715855,0.410788800051211,0.464894067463982,-0.133811760464223,-0.533311831099953,0.467635616036314,0.446509565273056,-0.101316346503945,-0.29673231606408,-0.284959783959364,0.242264196634383,0.384945673067913,0.123893805334907,-0.324873505821244,-0.488116596547258,0.440300764094541,-0.202229524100194,-0.428850767115981,-0.117402785921006,-0.388171024329479,-0.450581571240783,-0.38897736214487,0.430785977872921,-0.544640877406204,-0.244280041172862,0.414497954002012
mild,0.0850522967760259,-0.278174760979731,0.0655503426305044,0.269094084535837,-0.316065717283221,0.482148507062072,-0.415953158166054,-0.135590434756249,-0.290164289209273,0.318418093075094,0.40095360069745,0.500158093769739,0.402193024501769,-0.0399271525534444,-0.203176973636707,-0.373610393912354,0.179526743901217,-0.480428490354037,0.26656464820049,-0.539541417511084,-0.352236656878676,-0.63813884586289,-0.238437316151437,-0.421163797016868,-0.199585174040515,-0.0599349939660352,0.137791044368,-0.245671504070528,0.061174417770355,0.710328958873679,-0.215697683496672,-0.0858111276766298,-0.434519220867498,0.323805792469382,0.332431170372913,-0.602094378084203,0.0910217665274436
