group,VDR,LHX2,ATF1,ETS2,EBF1,PGR,ELF3,E2F6,ELK3,REST,ESR2,FOXM1,CLOCK,FOXP3,FOS,SMAD3,FOXH1,STAT3,ZNF384,E2F4,MBD2,RXRA,RELA,E2F7,SP4,BACH1,MXI1,TEAD4,IKZF1,SPDEF,ZBTB7A,TBX21,SP2,POU2F1,GATA3,FOXP1,FOSL2,MAFK,TBP,TP73,AHR,PAX6,MEF2C,E2F8,FOSL1,GTF2B,ETV4,USF1,RARG,HOXC6,HES1,MYB
healthy,0.113439146895766,-0.116250431848977,-0.304530543039673,-0.204843898212315,-0.0003799033720554,0.0626840563891542,0.0370025884382037,0.0681546649467531,-0.0828189351080946,-0.0734733121555298,-0.320562465340414,0.25445927860276,0.0600247327847658,0.0124608306034197,0.393883816147121,-0.084718451968372,-0.0783360753178399,-0.234856264604698,-0.490911137370091,0.193674739073884,-0.192155125585662,0.203552226747326,-0.629727829519163,-0.0427011390190359,-0.246633269138417,0.0195270333236517,-0.308177615411405,0.239719027767008,-0.246709249812829,0.140564247660527,-0.138208846753784,0.0352550329267485,0.154012827031291,0.167157483704411,0.0778801912713733,0.0676228002258754,0.0727135054114188,-0.0272770621135834,-0.113439146895766,-0.0899611185027376,0.4430433124911,-0.162294720542101,-0.163814334030323,-0.3327953539206,0.301643277412051,-0.376712183730214,0.117238180616321,-0.187444323772174,0.107512654291701,0.298756011784429,0.197169850096794,0.203780168770559
healthy,0.0086834733893557,0.188515406162465,-0.0470588235294118,0.171148459383754,0.247619047619048,-0.2296918767507,-0.0899159663865546,-0.100560224089636,-0.0005602240896358,0.208403361344538,-0.0047619047619047,0.0221288515406163,0.038655462184874,0.2,0.038375350140056,0.015406162464986,-0.167787114845938,-0.150420168067227,0.0862745098039216,-0.239775910364146,-0.144257703081233,-0.0887955182072829,0.0,0.209243697478992,0.0826330532212885,-0.243697478991597,0.157703081232493,0.146778711484594,-0.0733893557422969,0.0341736694677871,-0.0862745098039216,0.050140056022409,0.145378151260504,-0.149299719887955,-0.0210084033613445,-0.0871148459383754,0.126330532212885,-0.195238095238095,0.0801120448179272,0.257703081232493,0.0705882352941177,0.258263305322129,0.0725490196078431,0.106442577030812,-0.0464985994397759,0.0663865546218488,-0.139775910364146,-0.0431372549019608,-0.241456582633053,0.176190476190476,-0.24593837535014,-0.133893557422969
healthy,0.28374549819928,-0.339831932773109,-0.378823529411765,-0.0861944777911164,-0.501080432172869,-0.0125330132052821,0.558991596638655,-0.45046818727491,-0.470732292917167,0.215270108043217,-0.326194477791116,0.469291716686675,0.421944777911164,-0.183097238895558,0.413685474189676,-0.290756302521008,0.289891956782713,-0.0261704681872749,0.258967587034814,-0.503673469387755,0.237935174069628,-0.232557022809124,-0.288547418967587,-0.332917166866747,-0.368739495798319,-0.202593037214886,0.105210084033613,-0.224393757503001,0.299399759903962,-0.085906362545018,-0.508571428571429,-0.296902761104442,-0.391788715486194,-0.341656662665066,0.381608643457383,0.509435774309724,0.469483793517407,0.22093637454982,-0.440960384153661,0.314093637454982,0.343769507803121,-0.461224489795918,0.473613445378151,0.46641056422569,-0.117406962785114,0.301608643457383,-0.238223289315726,-0.231308523409364,-0.192509003601441,0.329555822328932,-0.295078031212485,0.357791116446579
healthy,0.0491935483870968,-0.337903225806452,0.354435483870968,0.308467741935484,-0.304838709677419,0.237096774193548,0.105241935483871,-0.219354838709677,-0.359677419354839,0.292741935483871,-0.458064516129032,-0.183467741935484,0.303225806451613,-0.466935483870968,-0.329032258064516,-0.292741935483871,0.268951612903226,0.230645161290323,0.0661290322580645,-0.428225806451613,0.36491935483871,0.149193548387097,-0.302822580645161,-0.347177419354839,-0.461290322580645,0.381854838709677,0.0653225806451613,-0.205241935483871,-0.383467741935484,-0.268951612903226,-0.327016129032258,-0.316129032258065,-0.457258064516129,-0.539516129032258,0.183064516129032,0.193145161290323,-0.465322580645161,0.335483870967742,-0.325,0.418145161290323,-0.4625,-0.30241935483871,0.222177419354839,0.335887096774194,-0.241935483870968,0.424193548387097,-0.143951612903226,0.30241935483871,-0.37258064516129,0.338306451612903,-0.384677419354839,0.271370967741936
healthy,-0.16469085839599,-0.0724227405465932,-0.421134370295848,-0.146134141957005,-0.227577508550327,-0.378093097444314,0.110824834288381,-0.155154768003733,-0.256443511899858,0.342010593257399,0.127319693345256,-0.122422782062747,0.242010510225093,-0.433247782415741,0.116494942089182,0.008762893873965,-0.174484680961009,-0.0824742952843766,0.15979394711348,0.129897015072893,-0.0286082711767681,0.107474316042453,-0.319072429881432,-0.483763288277421,-0.0507732380344443,0.162113536668353,0.0010309286910547,0.175773341824828,0.0608247927722277,0.167010447950863,-0.296649730850992,-0.144330016747659,0.0989691543412519,-0.0796392413839762,-0.0157216625385843,0.184020771353265,0.278093014412007,0.0391752902600789,-0.353866273204528,0.19768057650974,0.0090206260467286,0.0768041874835757,-0.084536152666486,0.0724227405465932,0.324227073336706,0.158247554076898,0.0090206260467286,0.203608416483305,-0.0951031717497968,-0.113659888188781,-0.214690899912143,0.0641753110181555
healthy,-0.438259695157245,-0.281497202392437,-0.228599909962055,0.333687053829828,0.231847707248055,0.490288764550775,0.373432375072352,-0.256254421506206,-0.192134542414303,0.332240015435076,-0.403948806997235,0.309923467747122,0.161071451540292,-0.430284905781722,-0.163483182198212,-0.149302205929642,-0.459611550582031,0.29246253778378,0.357482796321307,-0.120393594443373,0.334169399961412,0.260595536690462,-0.476525821596244,-0.344973953308895,-0.125828027525886,-0.0665637661585954,0.385619653997042,-0.161521641263104,-0.272557720753746,0.275966300083607,-0.240111904302528,-0.176474371342209,-0.432986044118593,-0.374557849379381,0.134413788668082,0.277541964113448,0.418579972988617,0.201781465045984,-0.456846099427616,0.336902694707055,0.106630651488842,-0.109460415460801,0.194192552575728,0.37298218534954,-0.303749437262847,0.0118978712457393,-0.182069586468583,-0.260209659785195,0.363978390893305,0.385523184770725,-0.190558878384462,0.194160396166956
healthy,-0.135690143984434,-0.259541427957838,-0.659048143792982,-0.010669589886483,0.0194208459748826,-0.100045675031474,0.305691058186016,0.0328491825614665,-0.369745137196306,0.239755185069035,-0.433707866978116,-0.588636158480472,0.0568557598060533,-0.309710424239144,0.0880241165634848,-0.175755915595833,0.237416644819943,0.237215676517286,0.262811730337428,-0.111500868282887,0.275618892170347,0.126153284531105,0.129935142590183,-0.42572394440895,-0.140933589699195,-0.245272678469237,-0.309545995627879,-0.236411803306661,-0.337699827845465,0.0019548734894754,-0.496154199567156,-0.0487439483170148,-0.394847905182655,-0.146286654488133,-0.0603818400253875,0.103352517102456,0.442641821523476,0.271928383339748,-0.311756646957099,0.218982370512646,0.372942360193112,-0.103041929725623,0.14146341522438,0.26929752555952,0.284826894401147,0.144368320690049,-0.130921714257769,0.0272951494698726,0.37290582050172,0.194592126508443,-0.3168173942149,0.32708504749607
healthy,-0.103365510709377,-0.0178544926925581,-0.150519683717928,0.182293999195744,-0.0448403891322457,-0.0652066365140549,-0.0700569214312294,-0.0784088151023844,0.156025746952985,0.256743398039211,0.0616060423536014,0.261395712143439,0.0544048540326944,-0.0791017129476951,-0.011482307150862,-0.0330982452893922,0.0132269249399478,0.110319235514101,-0.134248957528937,-0.0905097810437024,0.250160868508759,0.0071145760902431,-0.377703564749154,-0.183952004754166,-0.0616431618810288,0.0349665948365691,0.251732261836517,-0.0339025017169849,-0.0709106705620586,0.150494937366309,-0.257832237510413,-0.0817990652740829,-0.284892373004955,0.125266031891516,0.0394704308310883,0.112138092358042,0.236142060317028,0.125550614935126,-0.089532300154782,-0.0340633530025034,0.307225955340414,0.037564961756484,-0.0230512265323879,0.271888165229572,0.173719388360025,0.261494697549912,-0.140584023543205,0.414464270078045,0.0561865913492075,0.154924534305974,-0.248317265313201,-0.0416728561251114
mild,-0.014352523786486,-0.303660699887115,-0.299306563457507,-0.383809063054346,0.237300435413643,0.114497661667473,0.106998871149815,-0.478068053539752,-0.10482180293501,0.0543460732139977,-0.289711336881148,0.400580551523948,0.277293984841155,-0.307208514755685,-0.178922754394452,-0.214965328172875,0.134010643444606,-0.136913401064344,0.156587647153685,-0.0012094823415578,-0.225044347685857,0.0759554910498307,-0.009353330108047,0.0765199161425576,-0.183599419448476,0.350266086115143,0.317932591517497,-0.185212062570553,-0.422351233671988,0.37719722625383,-0.123044670214482,-0.124334784712143,-0.0639412997903564,-0.457668118045477,0.274633123689727,0.180696661828737,0.218029350104822,0.333978390582164,-0.443638122883406,0.246492501209482,0.23891307853572,0.187631027253669,0.248911465892598,0.161425576519916,-0.155620061280439,0.0773262377035962,-0.308256732785035,-0.0728914691178842,-0.190049991936784,0.261973875181422,-0.0388646992420577,-0.245686179648444
mild,0.153032769380689,-0.207572590983262,-0.250020559744448,0.131024585338834,0.210481718758909,0.0640387562091435,0.0713874659380616,-0.141548038857698,-0.221194898002272,0.23753660707243,-0.157232032082928,-0.0033012276062781,0.16794521132629,-0.265590717534978,0.0196176399131704,-0.130885453140869,-0.0290786293748412,0.217337141604131,0.0290912777564744,-0.140991510065835,0.22799972732096,0.0903347416246698,-0.206130675477071,-0.276050929145676,-0.316955795347606,0.357974496984235,0.0416511207182915,-0.242722443542063,-0.27139632470464,-0.197036489082765,-0.319042778317092,-0.198086304758324,-0.179429941849281,-0.258722646308124,-0.0764341702097283,0.376643508274911,-0.054185666916842,0.114809360085008,-0.283652606507259,-0.147796339384523,0.404254925380296,-0.116162736919766,-0.13264357818789,0.160912711138203,-0.140118771733141,-0.102692210480355,-0.30015874453865,-0.26629902690644,-0.172840135018358,-0.0186816596723099,-0.225634479955542,0.18456518479238
