group,MAFF,KLF5,ETS2,STAT1,KLF10,E2F6,MYBL2,GATA1,ELK3,FOXM1,E2F1,XBP1,FOXP3,SMAD3,KLF1,MBD2,RXRA,ELF2,ZFX,BHLHE40,OTX2,TEAD4,GATA6,NFE2,PAX5,POU2F1,ASCL1,NFE2L2,KLF4,ZNF217,FOXA1,IRF2,TBP,TP73,ZBTB7B,TCF3,FOXP2,FOSL1,ZKSCAN1,ETV4,MYC,SREBF1
healthy,-0.166108755748653,0.216916176001353,0.184029202426931,0.509748090403543,0.423592096757976,0.433143104053542,-0.0848759617399757,-0.628594129638057,0.303564489610609,-0.247341549757331,-0.23621511857796,0.114021303590362,0.442398719370894,0.336845319155982,0.190724753933101,0.349054854255468,0.225876399340492,-0.228830319122626,-0.604175059439085,0.355750405761638,-0.399960738500906,0.137061877891005,0.0392871331023785,0.363922917158875,0.0913745852606699,0.113430519633935,-0.172115059305658,-0.203426608996276,-0.594820980128994,-0.353091877957718,-0.55179221530258,-0.180090642717419,0.540370392144996,-0.185900018288949,0.249409293604824,-0.157542388380465,0.0572075797806565,0.165517971792226,0.27766845952057,0.368846116795764,0.0011815679128534,-0.0031508477676093
healthy,-0.496331977399943,0.0096290154345667,-0.09804088442468,0.0869529272576031,0.116131761907806,-0.011671533860081,-0.0250937977991741,-0.349562439109425,0.16865366427817,-0.176823737980226,-0.100666979543198,0.447603323534105,0.0930804825341456,0.326511159735765,0.140641983013976,-0.0501875955983481,0.564902238827918,0.177699103019733,0.0647770129234493,0.531054790633684,-0.216215164758,0.202501112472405,-0.316590355954696,0.235473195627133,-0.0061275552765425,0.454606243850153,-0.236932137359643,0.151146363488048,0.150854575141546,-0.479408253302825,-0.292080134848526,-0.152021728527554,-0.100375191196696,-0.260275205079805,-0.0440600403218056,-0.0323885064617247,0.646311187501983,0.434764636288016,0.359775031236996,0.215923376411498,-0.527261542129157,0.0554397858353845
healthy,-0.123514852239578,-0.307005176836214,-0.164805266570286,0.218212966487565,0.251611871297607,-0.11307769448644,-0.400430466967964,-0.133799271098768,0.0895559048183915,-0.0316678640119611,-0.258994251171778,0.0495892275685693,0.0771331414439245,0.263067288343735,0.245145924787126,-0.0810534397219325,0.2382217615948,-0.120358248431312,-0.101316799652416,0.259299728959675,-0.115928820506809,0.220351311002842,0.162463270196411,0.0546805240335148,0.292291330052522,0.19901877881472,-0.196167652794351,0.218569357240111,-0.269736886712813,0.235116070751184,-0.239545498675686,0.252121000944102,0.193163787880033,-0.20741941798188,-0.239596411640336,-0.226002650078931,0.160477664575083,0.223966131492953,0.360107398965596,0.361176571223235,0.396001039043462,0.419828306499407
healthy,-0.254546564942513,0.095110359103069,-0.141516862820025,0.33035917002467,0.287168958644532,0.35241374604857,-0.298655716990313,-0.477849147184501,0.118543346128463,-0.0592716730642314,-0.188842307204644,0.249032920936538,0.0698394907423502,0.14335474415535,0.074893664414494,-0.0022973516691562,-0.475092325181514,-0.52149882889847,-0.373549381404807,0.1176244054608,0.005513644005975,0.37079255940182,0.139219511150869,0.144273684823013,0.0992455921075503,0.152084680498144,-0.147030506826,0.0680016094070252,-0.544012875256202,0.300034127991807,-0.614311836332383,0.0317034530343563,0.192518069875294,-0.0974077107722253,-0.0882183040956002,0.38917137275507,-0.0997050624413815,0.261898090283813,0.250870802271863,0.32668340735402,0.0781099567513127,0.159895676173275
healthy,-0.0946931867504437,0.277560235862316,0.175369826064505,-0.139839508144373,-0.321239709268717,0.0014668479875283,0.0612816492567416,0.429134527906916,-0.120281534977328,-0.213181907520792,-0.0477540511495353,0.064052362122073,-0.0503617809051413,0.0162983109725377,0.330366763413338,-0.0673120243165805,-0.279353050069295,-0.144566018326409,-0.313905469331075,-0.102679359126987,0.016461294082263,-0.0726904669375179,0.0873589468128018,0.163635042164278,-0.259306127573074,-0.380565561208754,-0.0485689666981622,0.0324336388353499,0.212041025752715,-0.39376719309651,0.187104609964732,-0.442988092233573,-0.171132265211645,0.0044005439625851,-0.258654195134172,0.286850273116663,-0.215626654166673,-0.140654423693,-0.113925193698038,-0.165753822590708,0.211552076423539,0.0457982538328308
healthy,-0.417132993090721,0.19637086790176,0.0605957019016511,0.50511149324302,0.450447881092751,0.355500450286966,-0.416674063511101,0.160183420679147,0.466680390297821,-0.326247938934163,-0.601656678881555,0.476793838441295,0.318769086525544,0.564687351634405,0.187243268484878,-0.364203114907904,-0.299120101561082,0.195571990485385,-0.317681253447927,0.682241313584424,-0.443139002602509,0.58766782539907,-0.370118207267448,0.417574925278503,-0.201147135008174,0.436000098030646,-0.436510019785779,-0.414634376490569,-0.615577542796689,0.019088071033816,-0.523009746848192,-0.520885072868471,0.170126894904243,-0.288904669066582,-0.355789405948208,0.192529457346424,-0.407886411930974,0.446402501835361,0.70476285776947,0.507406141141119,0.263068633473171,0.375931315275966
healthy,-0.204589883226047,-0.400965606808097,-0.332832654722237,0.364840284549488,0.191493923276833,0.416990646940441,-0.259499524050384,0.168082507030508,0.240609079391064,0.131086950804447,-0.485166049463739,-0.357899638028592,0.299063331741363,0.364203527987938,0.183980195850542,-0.245872933633211,-0.160590004822935,-0.160038149136258,-0.267989611537718,0.434883506319999,-0.298447800398531,0.285564092636501,-0.0566076583218038,0.362208357428415,-0.339645949930823,0.433652443634336,-0.389015808669674,0.166957570438436,-0.445687142647632,0.170438506308243,-0.489920498456646,0.123551998159438,0.298511476054686,-0.343975894549363,-0.168443335748719,-0.202785739634988,0.146814837874734,0.0233477405901703,0.145222946470859,0.372396462413216,-0.201342424762141,0.411196162230335
healthy,-0.20042140486968,0.262807515225952,-0.170813199369291,0.322228422959343,0.341085943088106,-0.475279620410294,-0.170477240451427,0.229445333991177,0.163714241365744,-0.119864299129844,-0.191920183556791,0.305678794527206,-0.308746245516393,0.211960863352812,0.0609254194090398,-0.190225782058002,-0.0691052887135381,0.10194162120731,-0.312091227785554,0.30954962553737,0.145674708167431,0.33046671990173,-0.237858913847232,0.249734331248227,-0.292591003640009,0.163685027546799,-0.221513782147708,0.2068484450375,-0.21352380266635,-0.176860459890831,-0.352596187752293,-0.127518319693339,0.432656658570069,-0.254204045546756,-0.413083399877163,0.279751530213841,0.408102443747102,-0.411345177649957,0.259068146401038,0.361316512707267,0.250391642174481,-0.174231216185813
mild,-0.183133458265665,-0.0017866678855186,-0.277032781582368,-0.0361303950182666,0.123180824773816,-0.0962815471640621,-0.163380852197986,0.0611437454155281,0.221546817804316,-0.0965793251449819,-0.101939328801538,-0.0420859546366622,0.0134000091413901,0.179560122494627,-0.0795067209055812,0.1083911850548,0.101840069474565,-0.200007543851119,-0.149881583729623,0.0493318855057102,-0.232564603098348,0.0138963057762564,0.230678675885856,0.0161792702966414,-0.177078639320296,0.0745437545569182,0.0550889264701593,-0.258372028111396,-0.089730431583827,-0.0913185808153992,-0.226311265499033,-0.151370473634221,0.0564785570477849,-0.220852002515503,-0.0508207754103091,0.0618385607043409,0.0911200621614526,0.0643200438786724,0.005757040964449,0.115438597269901,-0.0371229882879992,0.257875731476529
mild,0.0509905167833993,0.0208360985604868,-0.118351054595384,0.0487742677826061,-0.06217250037831,0.110762080744183,-0.0611651144688586,-0.169794895038036,0.0999494719827382,0.122414177763505,-0.180204549435701,0.0805740829909559,0.088465272614992,0.135980308010784,0.115362476397345,-0.054382049345219,-0.0411517144010904,0.0474310865700042,-0.103542481726448,0.0263767210624696,0.0637507383031172,0.129398720069035,0.128827868053679,0.0285258110026326,-0.145617633211202,0.0057588894490306,-0.067142270864937,-0.0567326164672723,-0.141520930512767,0.117310089155618,-0.171037337659693,-0.0719105641696737,0.015967066664805,-0.180741821920742,-0.0699293718810859,0.0705338034267567,-0.109553217652842,0.159788195004152,0.0214741096364727,0.0210039962120621,-0.0609300577566532,0.0744290289433022
