group,AHR,ASCL2,BATF,CTCF,DUX4,FOXA1,FOXO3,GLI2,KLF9,PBX3,RUNX1,SIX5,TCF12,TCF21,TFAP4,TFDP1,USF1,VDR,ZNF263,ZNF384
progressive,0.0562837194857696,-0.14207606369774,0.0661514251924725,4.72461969541177e-05,-0.0532599628807061,0.0340442596337956,0.0697218877908622,0.0379184477840333,0.0736905683350081,0.058457044545659,-0.0687837133084876,-0.0981101027035792,-0.0269100838937239,0.0520450606733145,-0.111602266662334,0.0308585160677466,0.0126282335001649,0.151005594922068,0.009084768728606,-0.0866495252138518
progressive,-0.100262774609023,-0.0735015354936751,-0.051096826865425,0.158019668268841,0.131531436077977,0.131504299398427,0.0475119522147619,-0.0018156227850569,-0.0357061049859191,-0.0717763683071182,0.0562717817154346,0.0872822968225158,0.103146121362528,-0.0571903533481143,-0.0968442984988973,-0.0105599953125793,-0.0581630989381374,0.052682632789238,0.108708842465009,0.0455209847310742
progressive,-0.0585706676064673,0.0208076401008696,-0.0337794255098221,0.0643908748593823,0.0522195377601238,0.0012358466575901,0.0121870685493781,0.0208072246576446,0.0353405503644712,-0.0179540159808494,-0.0403644221956195,0.0136814178296639,-0.0135506916948673,-0.0335505993814981,0.0157792676347839,0.0527315022943854,0.0118678142790814,-0.0348903622377655,0.0570948886383385,0.0468528421797145
progressive,-0.302585543482722,-0.338251206267671,-0.35836923994735,0.319077172629884,-0.280765214645531,0.331952714184879,-0.303792625503502,0.309415357993464,0.31418694290467,0.314212735255541,0.12227121854088,-0.24583205462533,-0.322471446004558,-0.170239832691479,0.358075207147416,-0.1943402053457,-0.341707381284436,0.365142311286175,0.342259337593084,-0.312665194203258
progressive,0.100154769576008,0.0836229492841955,0.11192225346638,0.137659430518468,-0.0615947562680567,-0.0313433552248465,0.0122372071975559,0.0440624863349682,0.0703547909319103,0.0634309473779592,0.0062162084418292,0.119681838488958,0.117406425585324,-0.0473688503933308,-0.0105718245629932,0.0499309775234272,-0.001098054484327,0.10535222746849,0.0055634760539237,0.0743504891943226
stable,-0.0183123358065312,-0.0383663593540944,-0.0530997244536116,0.0997385560084555,-0.048036227118517,-0.0630112564488159,-0.0102718811830041,0.0162727220617,0.0873703636522808,-0.063063597323935,-0.0936094457556567,0.160916823808035,-0.0004775404694278,0.0315235834473234,-0.0094791752063192,0.0165744444904484,0.0445567725343513,-0.0119087004643741,-0.0352866496461356,0.0470852537869833
stable,0.0477233953966044,-0.0271922486566647,-0.0055431840381996,0.0011857534834344,0.0103593508570413,0.0219031661598941,0.0431474729647448,0.0051387484839911,-0.0285691019677053,-0.0057462074638183,0.0688139844649154,0.0183496116927568,-0.0073004645777208,0.005165334884965,-0.0133850444175702,0.0264544357472142,-0.0568463980435095,0.0158670863606092,-0.0541210502491339,-0.0116525778522913
stable,0.0052503369246645,-0.0241295090506118,-0.0660254290030338,-0.0089160761790989,0.0377032150339138,-0.0501329217169476,-0.011005489867087,0.0233652646201058,0.0601156094885472,-0.0558435032580609,-0.0644837156603148,-0.0043277796658212,0.0636556345341609,-0.0186987096512938,0.0719888539269094,-0.0276648538269793,-0.0474280526230924,-0.0179277169255957,0.108959497980332,0.0336774759996748
stable,0.0185132864938845,0.032027377745081,-0.030711302882372,0.0630386245628089,-0.015071043653692,-0.0505011569884953,0.0115295048126694,0.0155256270799881,-0.053768089877586,0.0519849292941284,-0.0313002998654717,-0.0027579505904875,-0.0104663652581746,0.0233591758237072,-0.0332545474027938,-0.0490895645961686,0.0373255167395686,-0.066752583935771,0.0899787909122557,-0.0100724596342884
stable,-0.0791310706140518,-0.0535801903657383,0.011634943246248,0.108923628612545,0.0500286566160493,-0.105136826019473,0.120121785820445,-0.0484407849473477,0.0488608054609915,-0.0642546455256391,-0.0774818724207741,0.0870919373609632,0.0621807942395231,-0.0293289691805194,-0.0522507504363926,-0.0500512680144991,-0.0339818434839723,-0.0370578760691869,-0.0374572705754642,0.0832172260626986
stable,-0.062837169521056,0.171054494265357,-0.124906553691051,0.0648071450928576,0.112096661254926,0.111833997845352,0.102125554129961,0.0216192190956688,-0.017376194787173,0.0293980969945776,-0.114379812430449,0.312791711046774,0.0048087608829618,-0.120441275728301,0.0675449060157203,-0.155264382374455,-0.142585821643116,-0.0160224679839863,-0.0525225794758794,-0.151880065366488
stable,0.0044547881094781,0.0081162577885012,0.121377719859616,0.246264348161629,0.138128943641146,-0.15137125898028,-0.126107118195021,-0.154269922476173,-0.0243182611181784,0.0248369693227067,-0.300881270873723,-0.0652046725339364,0.0573325127240367,0.000640757193829,-0.0277966573132504,-0.151096648754353,-0.101239636624989,-0.0367977702741822,0.180083283713286,-0.17034987681655
stable,-0.054724173673643,-0.149785983958091,-0.146466013866666,0.275944847432212,0.336589634435561,-0.107899027971288,0.09539380729359,0.0924611670461652,0.0730946748461905,0.0110665669714142,-0.18398167589976,-0.0144972027325525,0.0698300375896233,-0.345664219352121,0.149066657104949,0.327072386840145,-0.130087494748973,-0.101093089283868,0.139936739353532,-0.0670080630119127
stable,0.0122141286592526,-0.0674488156218306,-0.00064923230607,0.0758032225493918,-0.0388469220500177,-0.0844501407357318,0.0953800736247359,0.0011985827188986,0.0525664135288394,0.0135696686389594,0.0360002880926335,-0.0577388687145626,-0.0480503250701321,-0.0523880530051938,0.0356578358872339,0.0249847421522795,0.0516817453315571,0.073427460374432,0.218356087467923,-0.0849495502019396
