"features_all","pvalues","adj_pvalues"
"CD274","0.0151515151515152","0.207491582491583"
"TCR-G-D","0.0151515151515152","0.207491582491583"
"CD38","0.023989898989899","0.207491582491583"
"CD19","0.0366161616161616","0.207491582491583"
"CD197","0.0366161616161616","0.207491582491583"
"CD163","0.0366161616161616","0.207491582491583"
"CD11c","0.053030303030303","0.211069023569024"
"CD370","0.053030303030303","0.211069023569024"
"CD95","0.0744949494949495","0.211069023569024"
"CD16","0.0744949494949495","0.211069023569024"
"CD1c","0.0744949494949495","0.211069023569024"
"FCER1A","0.0744949494949495","0.211069023569024"
"HLA","0.101010101010101","0.245310245310245"
"CD34","0.101010101010101","0.245310245310245"
"CD69","0.133838383838384","0.267676767676768"
"CD25","0.133838383838384","0.267676767676768"
"CD94","0.133838383838384","0.267676767676768"
"CD3","0.171717171717172","0.291919191919192"
"CD27","0.171717171717172","0.291919191919192"
"Anti-PE","0.171717171717172","0.291919191919192"
"CD4","0.215909090909091","0.3495670995671"
"CD56","0.265151515151515","0.375631313131313"
"CD14","0.265151515151515","0.375631313131313"
"CD33","0.265151515151515","0.375631313131313"
"CD279","0.319444444444444","0.434444444444445"
"CD8","0.377525252525253","0.458423520923521"
"CD20","0.377525252525253","0.458423520923521"
"TCR-Va7-2","0.377525252525253","0.458423520923521"
"CD28","0.438131313131313","0.496548821548822"
"CD127","0.438131313131313","0.496548821548822"
"CD45RO","0.5","0.515151515151515"
"CD123","0.5","0.515151515151515"
"CD86","0.5","0.515151515151515"
"CD45RA","0.622474747474747","0.622474747474747"
