group,AR,ARNT,ARNTL,ASCL1,CEBPA,CLOCK,DUX4,E2F1,E2F3,E2F4,ELK3,ESR1,ETV5,ETV7,FOXD2,FOXM1,FOXO3,FOXP3,GATA4,GLIS1,GRHL2,HOXA1,HOXB13,MXI1,MYC,MYOD1,NANOG,PRDM14,SP4,TCF12,TCF3,VDR,ZBTB33
progressive,-0.133589202564195,-0.251361971605491,0.0388429266292699,0.122266362514094,0.0081240107982786,-0.0508258425567309,0.132116725607007,0.0151055825780494,0.0575789265328001,0.11416773924956,0.0410516420650519,0.201500855331056,0.0202846394619521,-0.0499118913419246,0.120362297483247,0.276216367141475,-0.0254383088121101,-0.0803007692342357,-0.0777112407922844,0.416380940945527,-0.108709419494466,-0.0411024171325412,-0.0341208453527704,-0.122875663323965,0.0324706556593701,-0.132522926146921,-0.0541262219435317,-0.0400107531815225,0.067429289625713,0.151995164529045,-0.159281386713751,0.211985906767584,-0.0563857124468029
progressive,-0.360883069892298,-0.035395002810468,-0.0237791170084072,0.0277321671504698,-0.366478156247217,0.102049509821246,0.170589317669008,0.075107952699189,-0.173873390094722,0.129355963879494,-0.187982738294084,0.228303849743122,0.188955796790591,-0.0218938161714235,-0.132944117085366,0.0397737660447527,-0.433254295570059,0.121084966659178,-0.179650924917736,0.0315027688244372,-0.239250757828834,0.386365039269593,-0.210849612962015,0.176245220179959,-0.0417198830377681,-0.0693912340322062,-0.12254455440394,-0.124004142148701,-0.017697501405234,-0.18433376893218,0.325244802457703,-0.164872599002025,0.126011075297749
progressive,-0.16506642537315,0.188653669202739,-0.17408999758497,-0.167413341373716,-0.243892298004323,-0.362989674754225,0.093237019309702,0.106787138105423,0.293280857362149,-0.176092502432413,-0.0266869442076952,0.0085266361194571,-0.0457525616127134,-0.0295061955039727,0.125493583879328,0.115707386971307,-0.0689757136518582,-0.137474171848675,0.0449112143672274,0.123131907400771,0.184648659507853,-0.0662647058608478,-0.0472925714831058,-0.176673081233392,0.139914570876517,0.0606655645429354,0.256438704296658,-0.110669143817052,0.0562325009863105,-0.442666734949545,0.0015892114636957,0.052542381488565,0.138694371362596
progressive,-0.0070364532109928,-0.359235394681009,-0.406119997359604,0.0609951371926172,-0.17737882586428,-0.0673166566548995,0.405781344531267,-0.0298014488936168,-0.274496931412796,0.0644945497520949,0.31603834502208,0.0635538474511601,0.0034241563754029,-0.362433782504188,0.0462825532059958,0.211507505342197,-0.0731113828286584,0.362847691516599,-0.0033489001913281,-0.27054598174887,0.0008278180248226,0.0060204947259831,0.0292370275130559,0.364465699474207,0.131961718775144,-0.408866848078333,0.463201812980332,-0.308587982798676,0.0287854904086071,0.0744283660499672,-0.506097837902962,-0.0255118464013538,-0.0579096336455508
stable,-0.0844443619532361,0.0485559866213503,0.102866040494026,0.0945955761849605,-0.0467104944637122,-0.142482672635639,0.186123726813148,0.0939428038497261,-0.0605265015281262,-0.368895951219931,-0.144588064889713,0.204203908715598,-0.0527899405179404,-0.173452086064824,-0.113536047553908,-0.0059676285708777,0.0257351463707317,0.0873626975322086,0.028402648135702,-0.160137746628414,-0.183006940385347,0.0629885008912635,0.108421656896523,-0.19881148539691,0.0387502984868257,0.0516083017074002,-0.185949452717476,-0.0982150376054811,0.150474096918686,-0.0666956030419776,0.0810293955698338,0.120710499053197,0.156884965964106
stable,-0.125408805751048,-0.0920403476582062,0.0427304919181833,0.347444648276244,-0.0993861248284678,0.0616432151623241,-0.124288663164893,0.175378956068173,0.0088432309433326,-0.141857215305647,0.284622335654809,-0.400020603978004,0.0026175963592264,0.16259753961141,0.0022284941977198,-0.0180991459973541,-0.13637441212078,-0.0266004386775446,-0.137871865893852,0.127649090923359,0.0213416640099095,0.124783884097719,0.347385693403289,-0.0921228844803439,0.493216467146139,-0.0970043479610636,-0.228638788296218,0.194232724439358,0.184776362817288,-0.197781807791282,0.0261995455414469,0.216423338619828,0.0563372765963245
stable,-0.0555958178129423,-0.034649702718257,0.068927278141916,0.237984708077791,-0.0550190205063154,0.185970615475354,0.0690621742862077,-0.186952101214857,0.0575820472478592,-0.0379755904137267,0.0220066778842897,0.123243908379678,0.0153595540845328,0.050520931832862,0.0506372216124239,-0.122885735858627,-0.26705715296826,0.0175411503491136,-0.0586147004903687,-0.0816214704788905,0.0448552937726074,-0.0113777920323341,0.263624278675594,0.0322820428063772,-0.0805516045069212,0.0142989912949284,-0.0317005939085678,-0.0353986088986355,0.0529444108389315,-0.0153828120404451,0.332625982276429,0.0307935336279851,0.213615021872804
stable,-0.0105167666551497,0.070444803457761,0.0341460334340479,0.0472108102406278,-0.0100509455810487,-0.0852234698287394,-0.0685586949661893,-0.148731792882403,-0.0690909136989595,0.0798898704034533,-0.0183060419877791,0.0658841142779209,-0.0519582428354749,-0.158234957779431,0.179103534406474,0.150274500983045,-0.0157071961289304,0.0352146207532552,0.0822220881642086,-0.0985559121968295,0.014688407053725,0.111827144223334,0.0098600523123747,0.0362437844626276,-0.0212368761399739,0.0589144350444893,0.0278060944945569,-0.110239825195774,-0.154879801089804,0.0469991677036198,0.0447592841869513,-0.0481766886815812,0.137711856470151
stable,-0.127967078136707,-0.0092467287721427,-0.305811255583692,0.0929399809211522,0.115724855379792,0.0378048336588812,0.124844116322796,-0.22671746760279,0.0164114830016778,-0.119474534020305,-0.0848617072494526,-0.052198076032521,-0.168390313452491,-0.099058436719836,0.172750775440962,-0.13604004064886,-0.0167513972127158,-0.285060555231732,0.204840801426767,0.0394034926826692,0.199179105349166,0.0610464678386036,-0.0491972708882012,-0.167120946320646,-0.208064675272081,-0.174418479538867,-0.115082205074549,-0.115889501325764,-0.140496103509186,-0.0839110096904557,0.0628735067229328,-0.028791795906827,-0.0729115982676483
stable,-0.222446280468755,0.0568616888693182,0.20608993631664,0.0385291090850949,-0.408451973599984,0.120722545602356,-0.108041700296323,0.149812135247718,0.37180927125463,-0.112495716209599,-0.0753589549562173,-0.172785874470985,-0.415406227017519,0.28942120547057,-0.376083629383169,0.238667881282316,-0.0684870446900201,0.305612863320009,-0.38090444660695,-0.0572808903670383,-0.183632713224493,0.288013886156796,0.351582798989635,0.208395544554101,-0.165607048822529,-0.370072579335504,0.147880814061793,0.365154447478323,0.371240354936295,-0.0386189379774635,0.2149755109201,-0.374122365233121,0.412194844115342
stable,-0.0942178393451453,0.223718948906877,0.0642309457598764,0.160913323911453,0.165712029176467,0.0568122577352278,-0.0052499941614107,0.0001241044465089,0.163633593092508,-0.0406197614164736,-0.0639864976076617,-0.144472618699681,-0.225255838315161,0.13259619924285,0.104208874079253,0.141110516421528,-0.320094199892851,0.0969418692670043,-0.182897361067293,-0.0047999588452821,-0.285821315372084,0.211441383764362,-0.0727753488649804,0.102961561712824,-0.200510163829428,-0.0874096449108994,0.0551475031396324,-0.168917433921149,0.11129160259214,-0.244401769744775,-0.051648760612293,0.18251752624616,0.139406900837632
stable,-0.0144066742618669,0.0346519695280806,0.0973637523590546,0.356742946011446,-0.0978413529814368,-0.13091059157892,0.15250398077988,-0.174259813845923,-0.154706337311069,0.0759628201770439,0.159289488826119,-0.282886663973747,-0.248851374656003,0.0816331935304457,-0.340783156283023,0.0471223417506646,-0.258901605457816,0.103615187827978,-0.0796698237275524,-0.330153764820158,-0.16974267884157,0.121936074466192,0.108961332124983,-0.282913048207974,0.2240354923876,-0.259082541899691,0.0073905806848528,-0.126268755959293,0.0111023068020152,0.34889602868196,0.330552747135561,-0.200202674507219,0.0348247160451536
stable,0.0698648438601564,-0.0536483864368217,-0.0911626107177389,0.121337993660336,0.150808053103752,-0.301525118573006,0.189712265900262,-0.366975143066003,-0.120916583189394,0.0588889806753823,-0.367722686633798,-0.0111532100505255,0.217195498585418,-0.0731837476495212,0.267725921666381,0.436815828918985,-0.247355303000025,-0.224682448827536,0.279947051099471,0.247985104504816,0.372019989713721,0.200169409258093,0.192012017872947,-0.226370461356868,-0.0172572837137409,-0.256455533992272,0.0355172376130987,-0.0426123540098799,0.0335423769705427,0.316069029107115,0.266252847668169,-0.0415877835747685,0.143310039849003
