group,ASCL1,ATF3,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,IRF3,KLF4,MAFF,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SP2,SREBF1,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,-0.0242652497142414,0.257134537935124,-0.0836151107332845,-0.240387419214768,-0.108796030248063,-0.03291591967195,0.292315535534719,-0.0613980697834032,0.112675578613498,-0.299954149397097,0.182001421143659,-0.127591357732779,-0.0164097666885783,0.115543070883602,0.156507246170802,0.0178314645367811,0.0071566823884108,-0.193832838829551,0.0938079614076878,0.111904488255151,0.020144735611823,-0.214628181931229,-0.0066024611933486,0.0038795483654348,0.0556871818168935,0.154507230553839,-0.288387794021887,-0.2384596933189,0.0460726489112507,0.0133735984025859,0.0207712465279802,0.16282054847977,-0.006626557767047
progressive,0.0484022415018343,-0.274348528684004,-0.0647635625728769,-0.285759957329568,-0.122561707660799,-0.0009188423065259,-0.0396880596270399,-0.129467844996946,0.0190882079162164,0.0320112803563877,0.130090286559431,-0.192038042063922,0.041614664463304,0.12760052030949,0.225798086810149,-0.0852152139116801,0.179974531781468,0.156884913820704,0.081865885504021,-0.0714029392393869,0.0400733805942927,0.158040876722462,-0.128489722541612,-0.209999927152784,0.0582723862783872,0.0192364082882367,-0.0787833177659985,-0.252711274369038,0.183768461305188,0.124784713241104,0.200070502227423,0.18830339268901,0.169956186632895
progressive,-0.0552809488996045,0.12808743976669,0.0164600578184216,0.0159822622358839,0.0831937668314532,0.325999925965429,-0.130524197237631,0.0801215412357362,-0.0457393711163279,0.105258366833041,-0.0945509678283728,0.105100694290804,-0.252008502053651,-0.106271293468021,0.0776322262507151,-0.265377222453054,-0.0619079736294015,-0.0660170156392252,0.0941066179366128,-0.243207507423308,0.103394964061144,0.200870040854648,-0.0768629753628296,-0.0845220385509079,0.222905973121283,0.0873219206645784,-0.0221553811622702,-0.0908910536661345,0.215017568053587,-0.2431119483068,0.202102753457595,-0.165560947305116,-0.0348886334368982
progressive,0.173108340533656,0.208460942686955,0.0377046176496802,-0.0164279236208779,0.0717183802127314,0.114344137977917,0.0819225089816468,0.112498710434602,0.100774817806487,-0.0188884936786306,-0.027211010050441,-0.067991340272312,-0.0559779688138726,0.0879291947108665,0.294255231024184,0.168983267201542,0.0809093330755133,-0.0459547643139096,-0.167101654804437,-0.202309517542574,0.113367146925574,0.115791532129536,-0.0083948860793913,0.006187609998172,-0.0538792472940248,0.0725868167037029,0.0188161239710496,-0.152519158726873,0.316147067567424,0.145933515337006,-0.113294777217993,-0.250724851914236,0.219642062508214
stable,0.354506437844379,0.284515078567896,-0.266593127825929,-0.1786527366083,0.107606177749546,-0.0345797897937165,0.287318949868542,-0.0214976362191966,-0.235159593065327,-0.0521912739308178,0.118203631299451,-0.10613702269412,0.0544090307063889,-0.106333361388163,-0.142371667194771,-0.15158604521521,0.0949050953348931,-0.20795846286203,0.091264608416773,-0.180681892175307,0.188431951068744,-0.249994287100961,0.150245525855881,-0.0644484181160826,-0.152340450049464,0.186313814418722,0.138431352714319,-0.0940046454622125,-0.163437938598484,-0.0151180794413219,0.123407090284437,-0.223499202447671,0.267995547069094
stable,0.196706395071591,-0.2302388641292,-0.28957690324097,0.357505435950691,0.035907354192492,0.147992842089562,-0.0700761561092083,-0.12881195162218,0.0524292823557462,0.0652354811452837,-0.107301628366994,-0.105631254611837,-0.287951981832892,-0.1774914153439,0.240181565052754,0.100165609875575,0.355880514542613,-0.0692239246014751,0.106222135123866,-0.411616455148364,-0.253124120883529,-0.110324209447755,-0.0617811027672718,-0.0291235913909358,0.0995860924503164,-0.0829846226796738,-0.139163723669446,-0.510293500657098,-0.231738791582811,0.209137611997726,-0.0445546632242915,0.0601675444459637,0.297462885459195
stable,0.059527285469328,0.0223204683118183,-0.0546104439710249,0.0165298234901519,-0.0274229364228567,0.057304293594865,0.202111161441761,0.0896621814294625,-0.110610823798384,0.0259696158694908,0.0370664653283685,-0.131432696773243,0.294335895622641,0.174108707788902,-0.0277217499945768,0.0885710591448482,0.0365639152304756,0.0320183269576428,-0.0264676384890243,-0.0502187899624115,-0.166846632500432,0.137146374462799,-0.0449759700222319,0.141085280635473,0.15450925397108,-0.23543340216691,-0.104145584701168,-0.208499433406868,-0.180478869840571,0.212528889146729,0.198923816676747,-0.0825902602320872,-0.0408695471502604
stable,-0.0956541158080241,0.0118265920873673,-0.259712760995332,0.0657256989385573,-0.193834299828884,0.266036917540827,0.0390861629754467,0.0866231723356529,0.0050002172371072,0.184805353248381,0.183864817178621,-0.107122265805111,-0.0373059338752545,-0.197378782894325,0.0810448549028018,-0.149250693541234,0.0776870812270048,0.253205888843929,-0.247603608708663,-0.0734576642508893,-0.0408733811971763,-0.0084728121953059,0.0361956619967275,-0.287083159382077,0.0615521949347418,-0.100238979536618,-0.0193818324693941,-0.148809380438438,0.295253442459403,0.0030822025980331,0.0303757206478661,0.0593825719203181,-0.248340461807902
stable,-0.0626864363275158,-0.272002772635225,-0.206559106249319,-0.0844401705381964,-0.0950078629494893,0.192990898774484,0.0059300720005816,0.0056614448073928,0.0478460510132397,-0.0403447633543843,-0.0696758117880304,-0.173330429295633,0.126340944238032,-0.0654132557602619,-0.0927422713390107,-0.0180487063197189,-0.0602282440879584,-0.0613078212983207,-0.0225596157902468,-0.0911406450550929,-0.0819160886097437,-0.123933436374549,0.164212310040038,-0.0018803903523211,-0.17778558595248,0.128403798344218,-0.167369946669407,0.0250228764674115,-0.0183274703881223,-0.114805180243739,-0.0135023177859397,-0.0654994191995865,-0.0535176326958473
stable,0.244395372095504,0.0127226472117464,0.0180600591413317,-0.0640634667249009,0.0311457955999887,0.123414035024903,0.0089392572589382,-0.10263806831668,0.151183100628623,-0.0609989934809757,-0.0365340400241415,-0.144233572442755,0.0300783132140716,-0.0351833480256342,0.300986462118986,0.165300010548506,-0.0161429479176439,-0.0314435287824553,-0.0219959465778423,0.0417189544700244,-0.10937700473934,-0.0419585933729854,-0.0670190131947529,-0.151161315273808,0.156455156493764,0.0188080229899675,-0.210773307831586,0.0325182729533106,0.0303615228266618,0.151081435639488,0.0666704475177188,0.0738160438969188,0.151248456693067
stable,0.0682628308479808,0.0427955394518169,0.150998454241329,0.0389484599902349,-0.0761361142865502,0.0621480116063974,-0.0838244194673809,-0.143016291195356,-0.0945613536555029,0.0029350664060213,-0.0239055129415837,-0.0692286983330097,-0.0407326806534884,-0.0498411037244282,0.127892562502503,0.0849577039831482,-0.0555122092971317,0.0439686294154521,-0.149704777185623,0.0847013100689405,-0.0940052481338195,-0.0697005099650906,-0.0024094003444722,0.0307087322815877,-0.0113351866546066,-0.0167721425339697,0.0043224033390629,-0.0011531872397012,-0.0738180323224807,-0.0047204578177415,0.0129953079803898,0.0632051974718291,-0.0784424887659528
