group,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,MAFF,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SP2,SRF,TBP,TCF12,TCF3,TFAP2A,USF1,ZBTB7A
progressive,-0.118497566602944,0.166970560216382,0.119725645427726,-0.306417706771483,-0.225075544612421,-0.273452218318032,-0.0307742105504091,0.45518380440875,0.115921009068599,-0.111562533239472,-0.0823776011681921,0.0723362507773309,0.0259582151591087,0.232805217215458,0.260689830531087,0.0510977111016964,-0.460288759523528,-0.08218496135254,-0.150090496369875,-0.0701208928973327,0.0427901190517034,-0.12355436176381,-0.0096560707595571,-0.197046451435053,0.156351290378565,-0.338588555985369,0.0199141409430268,-0.166464880700296,-0.0793435240716728,0.0788860045094993,0.208797480189826,-0.037829643798664,0.236585773597628
progressive,0.0773670127653231,-0.285331431518182,-0.17913620690247,-0.0763932860600387,-0.127646719001826,0.165445019288774,-0.0655937716923392,-0.0012097816641412,0.0277954714053907,-0.083651976044886,-0.215518177436278,0.0369426010610925,0.0555024222012101,0.0572728343926362,0.127145102214255,0.0957792995561551,0.0976087254872955,-0.0033932900335668,-0.144583662299803,0.0003245755684281,-0.0906746110708764,0.113306380251274,-0.168631761233342,-0.18096563283361,0.118322548126982,-0.20032213945987,-0.112568708504847,0.107198458190854,-0.111240899361277,-0.0048391266565648,0.18229344197718,0.0636463182817704,-0.0852748538870266
progressive,-0.0090934523508149,0.0817502799883041,-0.244276029518477,-0.0469438128714694,-0.0741142648245614,0.238102230024387,0.378503605206545,-0.0812246469044419,0.07655606942323,0.0464707430959935,0.132578999197773,-0.0565867907190494,-0.0344146315452283,0.0468052368766331,-0.0747354675600348,-0.0599938487989921,-0.122047223590208,-0.121626717123118,-0.102942850233109,0.002503924872216,0.23153181647611,0.187039365168471,0.0966734810874082,-0.340361757248476,0.150345397432313,0.0904996815933184,0.070659421918813,0.341690175405873,-0.109016301593007,0.107386839033035,-0.240926313229501,0.128206687636556,0.116064563399341
progressive,-0.12328789744634,-0.144865990315136,-0.103914601336331,0.0721076972751238,0.0147468373374689,-0.114830152502791,-0.141576867281534,0.0466621740261578,0.11005911689361,-0.0129034826702853,0.191817318014578,-0.0716016783468774,-0.219070051721567,-0.0495898549681554,0.0242527643466707,0.0613367229453059,0.104420620264578,-0.0397586300765094,-0.24816614009574,-0.0642644038873034,0.159142952933519,0.116059055614247,-0.0467706066536392,0.110384414776054,0.0023493735954301,-0.145516586080024,-0.239889116197993,0.107565166461538,0.193624528472601,-0.214479737158188,-0.0993965751912735,0.0879388608874067,-0.505476765109076
stable,0.214325879787985,0.236006072897687,-0.341977394971143,-0.320531174691112,-0.324733017326447,0.206290556699564,0.197354148167947,0.407596138565306,0.0324912847683137,-0.379839419693274,0.0961328612687674,0.302128534856556,-0.262512680741765,0.201721318711852,-0.0001363230123291,-0.152172254464655,-0.266225307460516,0.0103431459992686,-0.233017601755068,0.321267899055614,0.21542516535549,-0.300821380865996,0.114186475518566,-0.0623102517630269,-0.111556698259451,0.0634346749072734,-0.161943037178116,-0.160524697751969,-0.0956030384974458,0.0087991186894132,-0.27687783901968,0.14976581490659,0.0097746500329599
stable,0.15008796714574,-0.0771657291017671,0.114801183215951,-0.288398544671183,0.284223131010038,0.135530750495605,0.11751293284914,0.05168209028945,-0.424655454064378,0.0100527622385187,-0.127361462897712,-0.112463859264331,-0.0554830782690253,-0.178158547030723,-0.167356933429064,0.268644753410166,0.0785045845691996,0.221217500411286,0.0699722175225111,0.0813638352284623,-0.293935506265311,-0.138219807663245,-0.0894763916624813,-0.171543693322984,0.0724910811985282,-0.0385658452017213,-0.151619708570345,-0.252896182318672,0.0667385411816783,0.0043796458510928,-0.0287627000842493,0.247813070035538,-0.131650338886605
stable,-0.0111357711841383,0.126374267621781,-0.152503979291467,-0.0723237129302889,-0.0759602523421684,-0.0396581810489539,0.110493807578113,-0.059071150148191,0.0853365535869769,-0.189556878373701,-0.0711115331263291,-0.0437967800065033,-0.0655526936522,0.223877849838056,0.173545249619903,0.187951192439351,-0.110661160760003,0.019688875696407,0.137880929641459,0.0219594512993466,-0.149170484830577,0.006183021611989,-0.0343978634668447,0.122466344671701,0.145235423526678,-0.0618392622378305,0.108621261164533,0.0211905312744468,-0.0003120910689299,0.167592904015384,-0.118802666906002,-0.230291547457515,-0.13139938613745
stable,-0.0787142755826845,0.0391394412512399,-0.24186684770157,-0.19093184896552,-0.0606854070734768,-0.0392343090095414,0.0951823198158375,0.131901135318417,-0.0334593590489372,-0.0343201591295253,0.133971249665353,0.153763659870986,-0.153253371192122,-0.112939566953908,-0.347584481728781,0.11151355475544,-0.0571593222886085,0.0576027042326701,0.1540812172093,-0.125824605747212,0.0196745744637426,-0.154096196329032,-0.0281956963751788,-0.31904426559977,0.114546327197141,0.074392300236066,-0.278483805189973,0.219483049782333,0.10527425208315,0.0584824778649185,0.154929035386121,-0.133773525284893,0.19454381403685
stable,-0.130203307564157,-0.15251707842941,0.0464393652664011,-0.324746594490972,-0.16104479535115,0.0282401545538926,0.139955776708485,-0.0826505311863118,0.108385510739456,0.0346372074850969,0.0438481539524956,-0.0489344183479547,0.0471377776908522,0.113557811448072,0.005096386314654,-0.171050312475351,0.164182590301582,-0.0739709854766476,-0.239266986889674,0.0763091488106796,0.125795211754759,0.0088971669723554,0.0727259894156696,-0.0507766076414344,-0.0265447330887395,-0.159814982168964,-0.334696441059602,-0.0245456540477382,0.0269749146545246,-0.150543304186396,0.0823671174488533,-0.0509132535505662,-0.0029859661625083
stable,0.0419288434397954,-0.263127625076396,-0.194337322476019,0.0970597928544891,-0.219921392603296,0.270167780544044,-0.0830157713803669,-0.115589191729649,-0.261349441478898,0.0621856206668109,-0.240236232968189,0.0384523130593796,-0.141332935486089,-0.183428710447282,0.0115400486531547,0.0214470715535045,0.0917833051998706,0.056778490951968,-0.159209124060127,-0.277824856851641,-0.109180472886419,0.0501738090184015,-0.0633323676398917,-0.158933324155208,0.294946224633271,-0.357117329515612,0.0907672002870142,0.030149284342896,0.0598050320138331,0.0134561322031125,0.0332048569736998,0.214064273569902,0.0204599982095868
