group,ATF1,ATF2,BCL11A,BCL6,CEBPB,CLOCK,CTCFL,E2F2,EHF,EPAS1,ESR1,ESR2,ETV5,FOXA2,FOXK1,FOXM1,FOXP2,GATA3,GTF2B,HIF1A,HNF4G,HOXA1,HSF2,JUND,KLF1,KLF3,KMT2A,MYC,MYOD1,NFATC1,PBX3,PGR,RXRG,SOX17,SPDEF,SREBF1,STAT3,STAT4,TFAP4,TFDP1,USF2,ZBTB7A,ZFX,ZNF143,ZNF263,ZNF76
progressive,0.400761440577496,0.020286427075496,-0.185405648665745,-0.0239010995362208,0.168119153836565,-0.0246879670106642,0.159070177880465,-0.302304647837755,0.156094835242726,0.114538396748679,0.0219093412415357,0.169742068002605,0.0725885245174112,-0.341623431951353,0.381335649802172,0.406958021938738,0.0985797407826225,-0.263182580592768,0.170946958822846,0.360557430555149,0.196102128396462,0.175102602672251,-0.0874652377061083,0.0667853768933905,0.140480433796738,0.322148461958877,-0.0973994395709573,0.102637026197722,0.0542446765194475,-0.0752687918522343,0.128013502248524,0.132587169443727,0.209232979376237,-0.181668028162139,-0.200602026765935,-0.172889537900379,0.137013298987471,-0.280493665030525,-0.244051865120361,-0.0974732083966863,0.111513874893787,0.100276423774391,0.386769953297548,0.275083951143726,0.0230158736274718,-0.0745065139863672
progressive,0.380318465530703,0.150853077054533,-0.117798813690413,0.359109892928747,0.0662281801702828,0.084146283116082,-0.51516789471211,-0.271374006551403,0.380797079298871,0.292163792106212,-0.17325818407691,0.0562371177597704,-0.205355219904694,0.182890286161296,0.333085269284598,0.366887366661481,-0.0163925215597629,0.0994020969764453,0.372092291390311,-0.509574096296643,0.274455082683986,0.364404557739108,0.273288461624076,0.357913358508326,-0.408317370968546,0.101496032212181,-0.250673961078126,-0.23356351886611,-0.215077062070611,-0.189890012520757,-0.279151480284137,-0.338230367292407,-0.173766711205589,0.0181873231903938,-0.187467030319405,-0.0981158224744931,-0.0691896028608239,-0.470297853946336,-0.407001183106083,-0.447713266760896,0.00927314175826,0.0743646142291432,0.304667576799607,0.0980859091139826,-0.0169608754094627,-0.0965603277279463
progressive,0.159555898067025,0.18120228253394,0.315508921016408,-0.402177004540399,-0.425712227849312,-0.451840355892485,0.215070279765148,-0.261339547953848,0.0781318915336734,-0.0728295470209165,0.0455554910427521,0.182644403706365,0.0173782884717554,0.217405836276719,-0.0966900973283225,0.0192768385674404,-0.0753447617256858,0.0714359821169227,0.212302572464533,-0.0594717175753173,-0.113660513145251,-0.0634339090793555,-0.406090639776005,0.176230120646519,0.0528195088001553,0.228714591194495,0.186271556958224,0.254949543028218,-0.195167065334937,0.109921680475999,-0.0390538066997287,-0.254852430491354,-0.127950622944741,-0.222013826150901,0.147654756674382,-0.0663278626778931,0.0511540287929432,-0.158507082668898,0.210185519160905,-0.0671241854801753,0.176633137674504,0.0980982291128459,0.410577238979107,-0.118385038063669,-0.188820761050895,-0.306953306518718
progressive,0.284293863116463,0.301690621587571,-0.0422807294487691,0.0895529339019068,-0.348192083576799,-0.146697982297509,-0.119354975839755,-0.149780952153148,0.236654638442416,-0.379241994265739,-0.0562274978433284,-0.108637985389198,-0.292625222131108,0.165966543895255,-0.120823056723392,0.21312864228212,-0.0603014222954233,0.131356537063494,0.184317554940728,-0.0424275375371329,0.0243701426683878,0.136531522178317,0.274898145461181,0.27680665060991,-0.441084901488982,0.283559822674644,-0.361111195352812,0.0886353833496332,-0.168792599596258,-0.183363302366363,0.169306427905531,0.0597875939861501,-0.123025178048849,0.120639546612938,-0.0349036230084891,-0.119721996060664,0.100123116264099,0.0733673421597999,0.118767743486299,-0.278494943626094,0.100783752661736,-0.217826501109761,0.0936635603760927,-0.179032463759632,-0.26128169526544,-0.218377031441125
stable,-0.0666228221782162,0.250885255231603,0.181029393527156,-0.297695424269007,0.281658120565755,-0.217162898149357,-0.261571833904783,-0.382952094314596,0.162578959432354,0.145259742172704,0.354223548975258,0.233689966196662,-0.0907947745514225,-0.180000293549166,0.156224911495031,-0.101098662866698,-0.19331613343779,-0.320446663474139,0.234692297678116,-0.172126389864001,0.0230169413189105,0.17185771347283,-0.130322921104875,-0.0753265492560382,0.0329292164441029,-0.0128627582990845,-0.136674986190603,0.312711559400649,0.157207414460531,0.0271958010561266,0.143470218607894,0.0519913602560728,-0.127712496979587,0.0182402518256942,0.0974244388605005,-0.130305075440517,-0.23665928646071,-0.219233986640708,-0.0952898991180981,-0.231967859586094,-0.291771655127876,-0.0978170434763813,0.211255983246787,0.0914788583518209,-0.161044232297548,0.0971190797148154
stable,0.0872194758966763,0.206716473042324,-0.257272894911636,0.125718606313927,-0.0789395900110706,0.0452703930270896,0.0500067684277538,-0.0066192308068542,0.305162912851686,-0.103346541767086,-0.211312511394079,0.216177529089576,0.017390099310587,-0.314881253488604,0.122210180091213,0.0212844524177998,0.0610115320130008,-0.0606022156203508,0.125917417133214,0.177210608509297,-0.0048416281873456,0.296941500736458,0.4589138446851,0.158241717398488,-0.216914298596346,0.144605634146206,-0.148453208237116,0.332914564273355,-0.196144415357878,0.181701394074371,0.027903683224654,0.131729709908844,0.14688611119097,-0.0347451143589468,0.0017542131113571,-0.151154696428606,0.173994551138475,-0.142243293822911,0.113333861747746,-0.0208751360251498,0.0095663088339341,-0.222492696290462,0.198202692075204,0.0939556542442876,-0.0159399498051984,-0.0764486073929435
stable,0.123570599446157,0.385453426029671,0.0507336401018605,0.0121463349448219,0.122895549663268,-0.0561842109839717,-0.169743092366335,-0.130321097275048,0.23485346838486,-0.099597209859231,-0.0309656282164462,-0.0472124344776012,-0.039358139030743,0.0573701092512093,0.10853705833533,0.0843173668005927,0.0253782229188845,-0.177145834242206,0.236135150742913,-0.0347513803772431,0.0077493890616794,-0.153610314784722,-0.151046950068616,0.213808335288574,-0.125878539920089,-0.0639336000456512,0.0328493820024813,-0.003899780840339,0.0529686022208852,0.149062851044584,0.133231109176962,-0.0863972499154402,0.105056903035706,-0.154271681126066,0.10200549557116,0.0032292922046316,0.127771416000487,0.131155787209296,-0.122047176287475,-0.404820056963097,-0.0863881276210769,0.002043393937394,0.0832683029488057,-0.0420948273397528,-0.371272819441818,-0.213019256826143
stable,0.0888200614953367,0.142585392544929,0.217690177657378,0.0163089444227504,0.208428370040612,-0.0327234451029372,0.0084042886873077,-0.0381550685213013,-0.015504706270855,-0.232941548910386,-0.0069737500746236,0.156401198696804,-0.184123287792641,-0.0979089579094455,-0.0218853307084557,-0.125476231161043,0.152693660816566,-0.190297826203818,-0.0119529895325466,0.0563770944478731,-0.307353683914516,0.126148775315565,0.0305359173297815,0.193452450354628,-0.171087592648105,0.0486322810451196,0.132019713824402,0.0327033391491398,0.183676935618339,-0.0159701591012645,0.0554833848015792,-0.099890399656178,-0.007378885043641,-0.146496000558521,-0.0347591729249226,-0.230597194697611,0.266789922128287,-0.132515325585508,0.174938888097995,0.0003146581769291,0.119731960161129,0.216827632239471,0.126679572495816,0.142306925084835,-0.0454856992758286,0.120777469758593
stable,-0.0397924133206908,-0.0547237141950293,-0.153358100404827,-0.0183074368088232,-0.0006323722106387,-0.144562377838669,0.033123760917591,3.1357299701096e-05,0.125497139620403,0.145811443610096,-0.175799474557578,-0.0082731009044724,-0.284849710484756,-0.0050851087681944,0.0070135826998118,0.0342055877572789,0.132343483388476,0.0095848812753016,0.172956412718012,0.196777508057611,0.0778235916415033,0.131528193596247,0.216213807655674,0.183769454898273,-0.0914901480945643,0.0454210486170375,-0.0789054184811912,0.0430431200563711,-0.119560157543662,0.0474435944477582,2.61310830842466e-05,0.0447677715399313,-0.131245977898937,0.111517010170331,-0.117835506060102,0.147374082378534,0.165117087792738,-0.10738829904302,0.0061094472250968,-0.153483529603631,0.0881087859434628,-0.0952896075750138,0.0572636554708181,-0.326021844992295,-0.0446318899078933,-0.13636767018345
stable,0.184201076666347,0.111142992641502,0.0150024625219745,-0.240512924970272,0.0843324797076925,-0.0845203863024066,0.0415874875421268,0.0804916689117361,0.0554249291768738,-0.106107095903163,0.0847533904798521,-0.0031117332084656,-0.0754858372285522,0.168717573261905,-0.0100116633663678,-0.0601601753636694,0.0392649620314604,-0.224946742664155,0.124935336693517,0.235770162519688,0.118178215547598,0.112811603202563,0.10481429853153,0.0941261714241919,0.0564245922607529,-0.170265923602349,-0.0631140670325752,0.102559419394961,-0.138539774150819,-0.0609118017425258,-0.0948327002203169,-0.0354692488182354,0.171836822734159,0.0149047510927232,-0.0141982222965981,0.147108314869782,-0.122590262391485,-0.15754088900831,-0.14528937903295,0.0270134520561004,-0.162742143549996,-0.009575720066631,0.0622496966968903,-0.0706002657659853,0.0809351284752614,0.0042241402491731
