group,AHR,ASCL1,ATF3,CEBPD,CLOCK,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,GMEB2,HINFP,IRF3,KLF4,MYBL2,NFATC1,NR2F2,NR3C1,TCF12,TCF3,TEAD4,TFAP2A,USF1,ZBTB33,ZBTB7A,ZEB1
progressive,0.275699909579126,-0.293918604788698,0.0266626854195872,-0.409860155179499,-0.106094260948176,-0.163726308742601,-0.158355059955715,-0.0281627639096184,0.350631249637621,0.119885305130721,-0.185816174249029,-0.0925451649091843,0.304056232003587,-0.088843358312817,-0.0023710918068235,0.235101011090861,-0.0175896300363339,-0.251553484852494,-0.153128980054961,0.264981606819709,0.162032671737727,-0.0442281206415657,0.0814397451200822,-0.0784395881400198,0.0172025130066484,0.191066448964138,0.212503054482971,-0.0067503532051405,0.0487767457403701,-0.354889536964161
progressive,0.0772325183135,-0.0275998740121089,-0.476679574320126,0.0530789466059981,0.0381449699527012,-0.429550653915244,0.0998249445325902,-0.0473940205821593,-0.0523720127999249,-0.188574592770033,-0.0449786634114091,-0.0417680057088265,-0.129869631290702,-0.156320737867942,-0.473115449714507,-0.0268045734802765,0.158736095038692,-0.0544339030676385,-0.0533145912080225,0.0896922266455406,-0.217617789969542,-0.0359652573839754,-0.0784107413236221,0.111459896757545,-0.0529611243049859,0.280858910037842,0.0038586803581497,0.469168402630598,0.163301709202915,0.492850685134051
progressive,0.092376174073801,-0.114373466043988,0.181222628099261,-0.143439776726998,-0.385591982105754,-0.137917704521114,0.253119720861388,0.466272665870129,0.0123995185958664,-0.148334449575579,0.0716624166666468,0.307885458653482,-0.3003470877497,-0.0480271813361715,0.0628884042805413,-0.0258718421996409,-0.16037955937419,-0.0428930430840399,0.176304008710326,-0.0788655360054583,0.143458933959282,-0.0399524079284347,-0.284915937144879,0.165915999504287,-0.210418250100189,-0.118573689222271,0.0602542848414812,0.208981457678883,-0.0469783228686185,-0.112462532123652
progressive,0.463016695147451,-0.204827196178991,-0.0437621600608811,0.208377437640884,0.188054116619233,0.196024046431645,-0.12251955738899,-0.042602897542712,0.190916045960963,0.07955439030935,0.184250286481491,0.182112896213617,-0.0540143879559385,-0.180736271973291,-0.100457342590085,-0.0857491993908158,0.0261196336124961,-0.14530631126175,0.193886656163771,-0.172802569114572,0.0215912644008983,0.179613236408815,0.146827843316847,-0.094697256952933,-0.0086582419325749,-0.189032244368938,0.181134768463912,0.0416247697930069,-0.569234123374689,0.0935742213884568
stable,0.170115987440428,0.283325438919734,0.234017133236314,-0.218908153904524,-0.152083191212728,-0.180859653713864,0.190186124164747,-0.0015552217531436,0.270841868309969,-0.0388261110672316,-0.182709395586509,-0.0803758042296561,0.182681207192234,-0.214281369188921,-0.0999453539521819,0.153635496925084,0.0659297381701428,-0.12866932771915,0.282057933190922,0.104667396000164,0.0923442076336923,0.250828108374202,-0.131438594453341,0.122422196339491,0.162150336023546,-0.249509085924817,0.309445388263782,0.10961105714797,-0.0474974443546033,0.0207243018742351
stable,-0.27581065063758,-0.0470949230553366,-0.184891602971255,-0.412829658196101,0.184228294195828,0.127389593956628,0.0396384175108783,0.115461472357134,-0.10802783952907,-0.109663238751244,0.0507545576783837,0.109800475049608,0.0250341880932812,-0.0476324318905967,-0.0697732213600313,-0.0771839814717016,0.355259031032292,-0.0074908146190494,-0.235920633246367,-0.0635404061426543,-0.10115458825266,0.193343071678854,0.105042950039647,0.0341832746508988,-0.478988990365873,-0.035304037754207,0.156758161806581,0.033245493278743,-0.189043000996774,-0.0486045223373436
stable,-0.0655466661551916,0.233812604152202,0.119227321095719,-0.113446327486739,-0.153904207406413,-0.117380488757528,-0.2040500161763,0.0463659283332466,-0.0678518033242353,0.0580413573410215,-0.281213121608563,-0.172767308216875,0.11243896439318,-0.103613193145562,0.227142226911071,0.241549334217595,0.202339313985888,-0.0340098485865809,0.0298170400350131,0.123270386484731,0.0020782535894134,-0.0937528327748296,-0.0577600217022799,0.074694612085885,0.0140350182359299,-0.0734467523979184,-0.182328182262496,0.23588178239843,-0.138802836346221,0.011466696114515
stable,-0.124338174515374,-0.0661313364306678,-0.0561688522918519,-0.163729213581391,-0.150210774880707,-0.0098542725037971,-0.0762080439620036,0.0890431462267358,0.0960197908066991,0.133285673596097,0.03427002363471,0.111426923322295,0.0762791830924326,0.0184520876898757,0.04423651561186,-0.056581659640257,0.0596025677845324,0.0557440214284446,-0.112427880946219,-0.110495100909633,-0.009115828290752,-0.156950956998963,0.0715078515557695,0.122729027424261,0.0783061473298685,0.0376867058144709,-0.0733574689469245,0.169489479226977,0.249519999000062,-0.0226032062443477
stable,-0.0112885980609424,-0.0540308967019464,-0.194526462402393,-0.154302897291856,-0.202829142487701,-0.188859311958843,-0.0856775647702293,0.0217545452510468,0.0535332437060074,0.151428697335718,-0.0618003771487489,0.0604597609147908,0.0920759604323019,-0.0561078362462224,0.0513039614078726,0.0322306486247419,-0.0074952634898564,-0.109950843551743,0.116917985494889,-0.0096128277684947,0.0077186995288494,0.202859611038473,-0.0083433048196708,-0.0111260991234929,0.215458356782602,0.0250299144590126,0.0157776312079838,0.049044210558966,0.0964888222024139,0.0799240867661593
stable,0.081464696109529,0.135182481785755,-0.108592905759298,0.175361638551713,-0.044044216954857,-0.193762527737282,0.112618100268641,-0.163577208333582,-0.113695367515265,-0.352783186770956,0.0817485705866798,-0.212651098716931,-0.0231030151404258,-0.265189713488069,0.0734870954183171,-0.0583180079726185,-0.007548149559112,-0.140394126032934,-0.0175929387506015,-0.0755688415840896,-0.101845427802406,0.195211015454026,0.0238527349134137,-0.0156058174105459,0.0132693120986125,-0.0440078227911198,0.0446265235746535,0.182604077135432,-0.154697032381685,0.0795285265987057
