group,ATF2,BACH2,CEBPD,CLOCK,E2F2,E2F6,E2F8,EHF,ESR1,ETS2,FOSL2,FOXO3,GATA4,GLIS1,GTF2I,HEY1,HNF4G,IRF3,JUNB,KMT2A,LHX2,MAFF,MEF2C,MYBL2,NFATC1,NFYB,NR2F2,NRF1,ONECUT1,OTX2,PBX1,PBX3,PRDM1,RBPJ,RFX2,RXRG,SP2,SPI1,TCF12,TCF3,TCF7L2,TFDP1
progressive,-0.111078709175039,0.0582416693297247,-0.10357639244782,-0.117939380392693,-0.167049940547842,-0.118161488453696,0.0456555458728774,0.173737861051382,0.250636607505375,0.102885389591365,-0.0158437083515607,0.120974857226403,0.206905998161192,0.131808794868669,-0.247206271896548,-0.242764110676484,0.171738888502354,0.114163543355638,-0.0835126309371985,-0.123812904672555,0.0239383132414547,-0.0802303673690403,0.19059339501418,0.0051825214234077,0.0188051491649365,0.125515733140246,-0.0213964098766404,-0.103773821835378,-0.0928164908258876,-0.0296390868072031,-0.21265612907383,0.130180002421313,-0.145727566691536,0.251105502300826,-0.249600103220693,0.282990348391506,-0.40134926623276,-0.156364074946244,0.0413120993465929,-0.131808794868669,0.145974353425984,-0.112460714887947
progressive,0.492367372614975,-0.301941133906691,0.042247276226438,-0.0065087676447798,-0.226075177092996,-0.410649496267441,0.405185714253704,0.550199863110106,-0.339023195442547,0.428802389515267,-0.26097769716982,-0.203175063407004,0.0956012568742435,-0.292954257479724,0.270143713990679,0.494845481397162,0.140237071685922,-0.196278158242123,0.41503843591782,-0.387868809510711,0.229628128238541,0.44053608531526,0.400587777477116,-0.0965566723083397,0.0109872774921054,0.447671844338666,-0.409843364494922,0.448179408788029,0.0158240681272171,0.460420669037386,-0.440327088189052,0.102110024519023,0.401513336178897,-0.405364854647597,0.485649607843987,-0.17597558026758,-0.41709855044759,-0.502399234672984,0.0434714022513737,0.279459014473117,-0.172422629122035,-0.437430985154448
progressive,-0.0748809443071393,0.159053472126763,0.172983569392738,-0.402366808106165,-0.324521290678332,-0.0720134112231297,-0.0191168872267303,0.173764741688044,-0.228456506363096,-0.114667359347542,0.0354972454189743,-0.11441020325033,0.212207152220375,0.186059714335895,0.154245138309075,-0.0736194238302484,-0.196151878151022,-0.195118401760338,-0.0815524468291581,-0.0393739948844965,-0.0515719274956641,-0.078025041495698,0.0389033507065796,0.139509608738623,-0.305680967556151,0.21527846938142,0.0154148098272391,-0.12785995233472,-0.0954825440951334,0.137098163827028,0.191416324360847,-0.069786342381234,0.106467476247752,0.0943471756659316,0.0752254364373671,0.148602260175906,-0.126219975714762,0.0394079588973359,-0.212658388390955,0.0381755504314503,-0.106729484346799,0.0920376227928546
progressive,0.178515888027652,-0.0325713199208348,0.0234705099429545,0.127227112767695,0.0207071061035171,0.0168383407283049,-0.103314458210431,0.121184469705459,-0.054346942175601,0.0808387736496736,0.268897616269516,-0.0497044237253463,0.401577845947034,-0.143291700420958,-0.171699491890373,-0.0491885883419846,0.111457288190639,0.0015843515346107,-0.0990035482209084,-0.41071550130944,0.427959141267529,-0.122068758934079,0.291852290829109,-0.0617528644652931,-0.128700928148728,0.120779170475675,-0.0689008690633043,-0.165583158059085,-0.452719239668888,0.0737644598207141,-0.162230228067235,0.164846250368569,0.0477516183454772,0.245721869402768,0.0656584752250312,0.0879499328631591,0.148339518100996,0.356294868364788,0.124463708928258,-0.231720623282952,0.0035003115299539,-0.246421931708759
stable,0.0701159113890262,-0.0160756196502524,-0.0845677111689987,-0.0162805677892198,-0.0831271622306801,0.141624090664403,0.207053784029733,-0.0092315342018519,0.243133524436309,-0.174136945190874,-0.114733515373257,-0.0244607574512728,-0.0513178316043179,-0.020395295810026,0.0977612476150227,0.194322366223977,-0.0858052826235324,-0.0510981035514827,-0.0020130242687996,0.205114659330273,-0.289357212394179,0.0011804224542447,-0.10065909606071,0.151318728834114,-0.0043630305737859,-0.206505941889032,0.170558235379675,0.0860250106763676,-0.263937731196679,0.016719038567299,-0.130781545850956,0.227734824841204,0.0604754662368307,-0.0776851979445419,-0.0982154836345609,-0.110400044627207,0.19352129489234,0.0371300996187841,-0.0504546846344361,0.190458896738924,0.101634570375988,0.0481972991230216
stable,0.0963652461352054,-0.0101145405720633,-0.168414028292368,-0.0555145103544294,0.0446032765181283,0.346122811334178,0.0319370082446655,0.0800965387538845,0.2127286478307,-0.0358396506115118,-0.362610898020144,-0.170469265988518,0.28843760049168,-0.0259444893440938,0.0462890332801388,-0.144778794786645,-0.207936941966081,0.338536905905131,-0.0673379002468869,0.206782314046896,0.107034008108478,0.051854339850612,0.152457070449227,-0.0072048782157162,0.164326645458452,0.0021476079296846,-0.183793672175916,-0.0798656131700474,-0.187546212913269,0.141684391963228,0.0023092558383706,-0.100475721527505,-0.082094045054075,0.19652921812453,-0.0796231413070185,-0.0269259230754013,-0.132458914888938,0.0231271972212816,0.0191437309000923,-0.0407468192680493,0.356087250276747,0.0932939358701725
stable,0.251987867986234,-0.436453121491913,-0.1134343138737,-0.0374742463749759,-0.0660190465585158,0.0625888885467696,0.0035175212855038,0.0539399244447659,-0.238409776017485,0.084820542684562,0.0019495804249067,-0.428572034585568,-0.0140654870749756,0.0589610136523087,0.0174450663492833,0.215695324840505,0.0531812433831867,-0.143758566001671,-0.411218929577082,-0.0304116154017289,-0.0098812460686899,0.213368702918329,-0.034834955894088,-0.14966248408087,0.189228850958989,-0.0087271312416815,-0.0138999566615401,0.375652881023654,0.0818915739801621,0.120193472422315,-0.201579259028091,0.043654048476567,0.300235385435635,0.0388306761517388,0.103948501570439,0.208729253275096,0.0417688409902185,0.13101272416714,-0.012989539387645,0.200342378994365,0.503971137905427,-0.315689488756653
stable,0.290279370589368,-0.0351892847184562,-0.136221825056013,-0.242686997343644,0.03409098356562,-0.213263286144697,-0.0678388749041989,0.030649910637603,0.0815513982624827,0.0296013477070303,0.0014231221961887,0.314370941348529,0.170907637157273,-0.0003704990025741,0.0141956946602708,0.183198053385128,-0.172712424079401,-0.0983984446891194,-0.13276654120735,-0.0032187735264725,-0.0260354216904746,-0.167930449281794,0.189162579793691,0.0669567827583443,-0.0481831415183222,-0.186897968082067,-0.0893795854072813,-0.100151463257463,-0.0994602034745784,0.0882305309664213,-0.212444128075992,-0.259698484423478,-0.0086290740298149,0.176407263447537,0.238951555345088,-0.0227669099417386,-0.0686935602745205,-0.0078586391176129,0.0437026412515768,0.138769640114811,0.0078423980654453,0.168025865463279
stable,0.0530713070954628,0.0446440275024575,0.031355646388121,-0.170832262237477,-0.0017008716739541,-0.0220599459102267,0.0096913715319561,0.0427016423279721,-0.0521566389445147,-0.160673279459811,0.101841618447422,0.0359752344089209,0.208564892756646,0.0591296989492148,-0.0136994679237513,-0.0336937026166682,0.0595305085883943,-0.0235398584241204,-0.205430355834858,-0.0165616598343025,0.002127374238722,0.0066750220678743,-0.149959329489436,0.0788824201416005,-0.0329691621150745,-0.136229030054978,-0.0662106692413864,-0.140247403617009,0.0865183576264821,0.0501731450890878,-0.0066441905571682,-0.0050152590748617,0.0459903368032913,-0.0903671578796291,0.0960452944346723,-0.0403019230780127,0.0217105221222241,0.0546180212158863,-0.0026874800165498,-0.0054725931503357,0.0737335578536789,0.0265767622286729
stable,0.124057971455927,0.0700834517395332,0.0576363117803156,-0.187031935781032,0.0087779652500058,0.0919139338625502,-0.0938703348644438,0.009553143005473,0.173573373417062,0.129934557106898,-0.0039275672943676,0.183628536302266,0.0926374331009863,-0.0421770525427108,-0.471352371195854,-0.119037772658615,0.0455435387950259,0.22011356932626,-0.115073292137797,-0.267775927319563,0.26048187377288,-0.0760412464886961,-0.0038020623244348,0.0453589726627717,0.0273453181547699,-0.219035703113896,-0.244734691368959,-0.143363588889708,0.0594376772311158,-0.106059082238506,0.147741497546775,0.0273157875736093,-0.232154663794518,-0.0253150906999747,-0.0687693408778839,0.349531341262846,-0.0740331669697713,-0.255026098903448,0.0675216738238461,-0.102522795144517,-0.0857715729811332,0.183532561913494
stable,-0.0959874414589796,0.106289859756901,0.104450876277129,0.0640150028402461,-0.0881599733143086,-0.0269209770944154,0.0364326687678981,-0.122156381916697,0.0305566268798689,-0.119774529546446,-0.0151265761442662,0.0518252385778776,0.0524745049346413,-0.0689745756436814,0.0057853622292633,0.0346154484062298,-0.0246551946873852,-0.0295845409378986,0.0691897887004858,0.187616213986612,0.0081817233449164,-0.0453398293829416,0.275262335901248,-0.157473086350716,-0.0623331974356681,-0.181764353340921,0.122931390733616,-0.256144645709166,0.106540135615095,-0.0030818993359231,-0.152208829893827,0.102245546975942,0.0249538330302542,0.102380961933033,0.146720896945316,0.197216167194627,0.0242030054556727,-0.0359442076726792,0.168222857631882,0.07768224100944,-0.0388834376788107,0.0260444070596785
stable,0.299102850381518,-0.19765274656878,-0.428521606350363,-0.294261645778233,-0.410299857187025,0.246059002063002,0.227185037575778,0.362756766701626,-0.405895965182745,0.212467398411007,-0.403107258703087,-0.248632781640167,-0.180550312149174,-0.418275254289788,-0.305982675157811,-0.137584769382905,-0.415289959628097,0.401153659110834,-0.132665434818946,-0.35008193043714,0.0859113565992529,-0.308719157990539,0.0552635950891982,-0.417013738907434,-0.407398072005193,-0.399396829032722,0.40720318834497,0.022135331238024,-0.0954030044288417,0.0753336624232347,-0.236780346926762,-0.408679134988724,-0.146778536915269,0.265168782911493,-0.0422934897098341,0.401974150630384,-0.399058922694991,-0.064678611970201,0.419794019488503,0.408055896535601,0.361316917236051,-0.10019720774989
stable,0.286051466963446,-0.0678781314496213,-0.0327219702457086,-0.282185206497166,-0.185606787891802,0.0423141092371159,-0.0574171527246781,0.20138234779877,-0.0220463446973158,0.0341650556730766,0.211900260284811,-0.0225098858556798,0.0404390034501526,0.2221326314173,-0.116620520402421,-0.365038444074641,-0.0857077785649346,0.180823697548533,0.129310750359318,-0.0088242966961408,-0.0281710867556525,-0.194601885871237,0.224260339868445,0.0329026967632166,-0.067642216267141,-0.0963281063798472,0.105020648318505,-0.240463448326186,-0.122759550435287,-0.0578680419361315,0.142244639362752,0.129947056034117,-0.211855542196592,0.166930332881539,-0.0936984646555751,0.190035405584558,-0.0290141863213357,0.142083981450689,0.239396540182393,0.336066576334351,-0.043523897126192,0.352853746651631
stable,0.254142969499248,0.3703937138713,0.0968009220493157,-0.214437118561519,-0.0563564944466912,-0.116580104478178,0.094998611584591,0.141679102171055,-0.141290136291664,0.166391426514283,0.0844766642499312,-0.261264713139698,-0.176388384538251,0.132093271147308,-0.286464582141181,-0.122630854641286,0.0790605627367929,-0.125893888639325,0.0964631560008068,-0.150439622488038,-0.174787434602445,-0.237261926751314,0.137650745327809,-0.225344975069249,0.217029587610312,0.0751957396817386,-0.163085980716035,0.0992409378703317,-0.148157791219152,0.190730450598015,-0.264406243061464,-0.0813588238021563,-0.202976762386205,0.0937621738776058,-0.173784452840753,0.0580277486278882,-0.0265750047577986,-0.0539959529900303,0.218387911481861,0.305231994777676,0.189097787334125,-0.0159269682873832
