group,AHR,ASCL1,ATF3,BCL11A,CDX2,CEBPD,CLOCK,DUX4,E2F1,E2F2,E2F4,E2F7,EPAS1,ESR1,ETV5,FOSL2,FOXA1,FOXD2,FOXG1,FOXK1,FOXP1,GATA2,GLIS1,GTF2B,HINFP,HNF4G,HOXA4,HOXA6,IRF3,KLF1,KLF4,MAF,MYBL2,MYOD1,NFATC1,NFYB,NR2F2,NR3C1,PBX1,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF21,TCF3,TFAP2A,TFDP1,USF1,USF2,ZBTB7A
progressive,0.115790568411821,-0.214784505807671,0.0365133659873041,0.0090740420431105,-0.0057678086391048,0.0728336672502866,-0.0569299605843029,-0.0264257341415056,-0.165408202562447,-0.277192677944597,-0.310206745803573,-0.201873302368671,-0.0840072881703936,0.222000299879187,0.111446612114587,-0.0982699446796445,-0.03342433039816,-0.0972563548769566,-0.187200383320236,0.164032616401656,0.267804905724463,-0.0899922946243601,-0.103265494421463,0.201294108195706,-0.103506825326865,0.157034020145002,0.12727791950895,0.15425871473288,0.0989215381242296,0.117938413469898,-0.283419015303965,0.0617565786923405,-0.132707864880492,0.0219369793010307,0.378961920752568,-0.132707864880492,0.11185687465377,0.0002413309054018,-0.151990204222102,0.0524894719249084,-0.0153727786740996,0.237155880738425,0.0018341148810542,0.211454139313125,-0.373387176837785,-0.143833219619519,-0.0167966310159707,0.0482179148992951,-0.036634031440005,-0.0566644965883608,0.0116321496403705,-0.0776602853583242,0.114945910242914,0.144533079245184,0.106595860916009
progressive,-0.0767815665459617,-0.0173178216835541,-0.185400829078185,-0.227546752257039,0.118574064792498,-0.0488315448151916,0.155065189054272,0.384143449351353,0.391153043842316,-0.389650987879967,0.0684760806365021,-0.11963433958945,-0.0388178383995311,0.105909671384457,-0.160337110961341,-0.224660448643113,0.0576377160454342,-0.201923444664025,-0.117219269218614,0.263596095353417,0.0642349814486929,0.0184959047912788,-0.0624678567871058,0.362702336790763,0.125907632138084,0.358461237602953,-0.0106911042026023,-0.156066559695838,-0.0384349613895205,-0.286185838944039,0.114362417682382,-0.150706281555691,-0.0891514391770717,-0.270841306465924,0.0202041252974797,0.305977635153815,-0.167847390773086,-0.201511115576321,-0.326976966549009,0.126349413303481,-0.13247544546365,-0.101992545051272,-0.123522013844942,0.16731725337461,-0.253258416083132,-0.0854993815431249,0.0799623909368185,0.197859057942375,-0.387118109198358,0.311161200827804,0.0137246682049935,-0.281797479367764,0.0616726506893915,0.155654230608135,0.0250342660391513
progressive,-0.0678693162533368,0.118083325570734,-0.0893916570749471,0.136083219684605,-0.216113591759092,-0.0481034128525695,-0.180123375397404,0.0839739808885867,-0.132292760727363,-0.16036704386269,0.0116011016570121,-0.03398491042345,-0.0560384898110374,-0.10589834008445,-0.227839127674801,0.0230490534571659,0.157327976390659,-0.0041254742691189,-0.34847335554883,0.146286828897785,0.104108401132419,0.0494961193633742,0.0413217457535653,0.0964556942225337,-0.170742946664836,-0.169857549054875,0.128583662631577,-0.219296237221927,-0.0572589027328765,-0.176797151943764,-0.111464380194642,-0.0605324809232215,0.162961019563227,-0.067146640366287,-0.260043671012274,0.0967045627399283,-0.0437673575302704,0.17365757987817,-0.0247432737486603,-0.165621998326139,-0.18053496563771,0.248796728399246,0.0888029873126482,0.115331414080312,0.0559667008156351,-0.104845434818549,0.141395605344375,-0.0743494695716513,-0.0082126610740234,0.23655431171664,-0.249624694812886,0.204254049718631,0.0438774339898873,-0.0091076305500387,0.0798580784855213
progressive,0.536273184710641,-0.0320655204694897,-0.150581133413784,-0.13543606272876,-0.214820871032321,0.0142030327955254,-0.0670658512870344,0.257538666098455,-0.114856158065856,-0.108189428386323,-0.306705797485006,-0.0001811611325959,-0.317104446496016,-0.0667397612483616,-0.148443432049152,0.157682649811547,0.0124276536960847,0.106848836005113,0.526019464605708,0.182211867165044,0.169240730071171,0.177284284358433,-0.198914923590394,0.200726534916354,0.0044927960883804,-0.0201451179446737,-0.0359423687070438,0.349206199192025,-0.105544475850422,-0.510041052710742,-0.369025227098025,-0.12007359868462,0.147755019745287,-0.348155464622968,-0.339242336899245,0.184277104076638,-0.0368481743700237,-0.129602674259169,-0.252393689932729,0.102500968822809,-0.0345293118727951,0.130653408828226,-0.0584063491489462,0.176994426546279,-0.287249091844197,-0.299966603352435,0.0973559926570834,0.243516794435526,-0.45054773676622,-0.257067647153706,0.0426090983865761,-0.416996695009443,0.0394931269059252,0.235038453430033,-0.481852380478806
stable,0.248975224585746,0.163508575734276,0.199373741705306,0.268209362107392,-0.356064051101446,-0.297381234226451,-0.324307476710415,0.313277928222254,0.336311616834859,-0.486021873806124,-0.369573673733629,0.221357273922551,0.152147704840937,0.38892212717285,-0.188837301709063,0.0957560502122745,-0.380850260857229,0.184922465921566,0.271230983691456,0.0999314875406866,0.399840266080322,-0.480699402186102,-0.240805511594911,0.452489527576814,0.280637827417415,0.11412894323625,-0.185892213663037,-0.0769762700240454,-0.133328204715245,-0.0132838971339179,-0.160597394951937,-0.45704085114268,0.229850559086864,0.220343931127767,0.323396824485657,-0.19053557123034,0.0124391218786104,0.366244949218449,-0.483841152361518,0.278530733173959,-0.168727388005309,-0.0432860128238465,0.259846862103018,0.246468993409737,-0.0607395346124014,-0.312213240142457,-0.170016832804408,-0.228418703780277,-0.272319891245316,-0.0235442351258464,-0.280947836685418,-0.315555527563112,0.215648259496488,-0.362494805854578,-0.0576772243119117
stable,-0.214983620051463,0.0398642870057445,-0.0315058291043978,-0.229024014735137,0.194739593791078,-0.353278105328291,-0.0257898687485244,0.0344658800029752,0.0153786552431834,0.0902872230021998,-0.459885302441804,0.168518759777627,-0.166261862732351,-0.158447782007755,0.002007390839265,-0.393221780672312,0.0084945521955341,0.108693976291054,0.110724049512684,0.23771136718077,0.027230200028675,0.464886767753193,0.105110159877451,0.151915255886756,-0.338840768953238,-0.208246952489184,0.0572389918970107,0.13870276815939,0.490268353619155,-0.310340355512146,0.0391044271965312,0.413023500476588,-0.119513472678958,-0.0674914287257997,0.22898999116159,0.0913646361645172,-0.218329271450238,0.0935534860626989,-0.142592796734915,-0.0280240834114352,-0.137704743335349,0.318902954854774,0.0657335440925449,0.253634399600703,-0.242894291551076,-0.365481227040434,-0.126408916917789,-0.0871343718535236,-0.254122070821541,-0.142876326514472,0.177591712723458,0.0201532967309269,0.0980219153885207,-0.0510580427026634,-0.269273902241079
stable,0.0775695877616473,-0.0019735274706236,0.0769177805236431,0.0153174700930976,0.0132217287653482,-0.075749959222219,-0.200702312035446,-0.0879713449347969,-0.0767050378834612,-0.165287452103887,0.0023718541160706,-0.184198914884313,-0.0469844384061329,-0.0310649519057119,0.356248867082493,0.104927386001211,-0.100075043229402,0.0259727078588045,0.132588455664012,0.0831914251894331,0.109906469069298,-0.0047844461845166,-0.26349307596318,0.282413591621911,0.0047437082321413,0.04915712919948,0.202313724373845,0.105208025228685,0.10037831465264,-0.0189476742936486,-0.030055555974636,0.20548223178081,-0.0662444370013251,0.0939462446165017,-0.0495464029666214,0.0287383621811693,-0.0245106680124479,0.0580334763781339,0.0215096388541371,-0.0005205405025727,0.0602876430762316,0.0429151696077597,-0.229368251190171,0.1595026628666,-0.151427495417993,-0.0209212017642723,0.149911138301803,0.197425170088814,-0.0936927640239445,0.199339853850451,0.0772980014124789,-0.129075938881434,0.0678105849481962,-0.150734950227614,-0.127188413754714
stable,-0.0189264298442171,0.093698374699164,0.0721095877330225,0.215421982159043,-0.034522663829204,-0.300997318324359,-0.140981957155571,-0.111423094719666,-0.199647791145253,0.138256615242554,0.163210589618533,-0.141277885697851,-0.156594187277979,0.0050167885985041,-0.180185490697449,-0.035802354822844,-0.0786720031097824,0.268184241681971,0.0488652005438593,0.200740527282791,0.192898420912391,-0.0890594948472191,-0.174605838013461,0.0045149097869359,-0.115827031303247,-0.182990813297569,0.14667558231868,-0.0613881766269328,0.0157861881168553,-0.0069743159153377,0.217223547136027,0.412967280992089,0.0827400208075331,0.0167729498439824,-0.105329566121045,-0.0516965168672877,0.0977553950524381,-0.263076475051888,-0.248615966823757,-0.0645084231825189,-0.330177272255117,0.0666159142876697,-0.124782868741549,-0.176441394782463,-0.132726950488005,-0.135992162038964,0.328584656823188,0.0364002104589351,-0.0140366105864882,-0.0862151816621366,0.108664760773219,0.0411140722050386,-0.270284734477001,0.107227107922551,0.172427364048507
stable,0.0994343849517615,0.132720997518132,-0.171776546742002,0.111119140762872,0.158724264242986,-0.114046660857723,-0.100725937934784,0.110455637073554,-0.155811938889112,-0.091401431888727,0.0174790170369055,-0.110202391390609,-0.0149465602074495,0.0184109611501453,-0.0250257383886845,-0.0022386918372391,0.145737825621536,-0.047108761941541,-0.0623794766231609,0.146836911885519,-0.0519153650038486,-0.0713241141447996,-0.15260584854302,-0.0459894160229215,-0.121618706777796,-0.0874761238030701,0.0623186976592539,0.054138862100111,0.101688271529977,0.150529233942866,-0.0606624708927897,0.115935873652497,0.0488308325855711,-0.0444142278749998,-0.131393990139497,-0.155644796738368,0.155715705529592,-0.014627470646938,0.173214982221133,0.141858101758809,-0.179201710165967,-0.132148662274674,0.0459185072316967,-0.187655051062692,-0.0500616066046868,-0.116067561407629,-0.102767098139326,-0.0485218728523775,0.0035049202519671,0.0996825657210482,0.0018841478811152,0.138444349952702,-0.118564563841472,-0.199902012289941,0.233563428467071
stable,0.111757808473492,0.141457211778415,-0.215277083838427,-0.0355913348314138,-0.236062307139646,0.0704271075435242,-0.0403862482808388,0.144944421559815,0.0120744638680975,-0.13638622755463,-0.274276314327488,0.0579022124119959,-0.143382442178563,-0.0264882642978842,-0.201270124549803,-0.299020973734672,0.0812883130085096,-0.171076699859182,-0.0025718172137825,0.123214745609467,0.0026589974583175,0.008623579188587,-0.0957965587032092,0.18328919911446,-0.0493803435086996,0.11528860837716,0.152165851815465,0.216403161997004,0.086221261845115,-0.0422751535790971,-0.0788617962022855,-0.14611408984066,-0.12815495946645,-0.227075476932163,-0.0324019908855083,-0.0229138742719492,-0.120599338273417,0.172180982956625,-0.0253258610374175,0.137853761670969,-0.155631266535731,0.304193668243749,0.0324746410892875,0.145692718658741,-0.330856293030703,0.116174940863265,-0.0922584937791638,0.0792323122415592,0.0548654338940267,0.0633509776954334,0.0058192813227112,0.0195429048165958,0.02545663140422,0.197833769911049,-0.132884487732474
