group,ASCL1,BCL11A,CEBPD,E2F2,E2F7,EPAS1,ESR1,ETV5,FOSL2,FOXA1,FOXK1,GLIS1,HNF4G,HOXA6,IRF3,KLF1,KLF4,MECOM,MYBL2,MYC,MYOD1,NFATC1,NR2F2,NR3C1,PBX3,RXRG,SIX5,SP2,SPDEF,SREBF1,TCF12,TCF21,TCF3,TFAP2A,USF1,USF2
progressive,-0.0742511414936218,0.165140173704656,-0.332660658782023,-0.106021011651835,-0.216729779374415,-0.222291935541258,0.0848410982130261,0.138373815207446,0.245439249196287,0.0130674236583476,0.0480434275022519,-0.093293632475303,0.435402670073492,0.0774815640708713,-0.0364576262289586,0.276067541451261,-0.0103227789122634,0.147530727324913,-0.0327171369289855,-0.0323770924471697,0.222704846697749,-0.115906590516049,-0.143523060217799,0.0552572282950571,0.211604823255621,-0.0714822078559794,0.243447560088509,-0.285637364725218,-0.0651913849423883,-0.0861526983571726,-0.0576618285593255,-0.0081853564551359,0.075902786119584,0.0764614306254241,0.0785259864078768,0.139223926411986
progressive,0.456571055060276,-0.217658930864408,-0.311226636148354,-0.0673961712797078,0.218284901495489,-0.150411800211148,-0.168982262266547,0.0048289162969096,-0.260165317527329,0.329051895071515,0.103225537877766,-0.077471317627581,0.0879339696042185,0.0449506529366649,-0.190652769352062,-0.157506134030065,0.306636184853761,0.120544058671003,-0.181263209885848,-0.0657269162634922,-0.0376476622407214,0.0052760381762531,-0.399250030128442,0.185317114925229,-0.0118934419905367,0.0220878208395681,0.341630923943711,-0.0819127282957263,-0.0531478873912955,-0.145404035162501,-0.0910042065090438,-0.580841129392475,0.152557985231997,0.318440202468429,-0.245320871133125,-0.0138309701343584
progressive,0.103828656760754,0.278567256641795,-0.260645962473522,-0.0727906022946875,0.0723168484568613,0.0093506565566905,0.0570945155465069,-0.0740300189007176,0.0018950153513047,0.0486770104885649,0.0534815443590446,-0.0255396387119024,-0.102440892993385,-0.113782272747405,0.0176437414147993,-0.021524694571133,-0.0854671065007638,0.188152054501514,0.21261976533793,0.358961847303208,-0.117313892265746,0.152074981942205,0.153591951301709,0.108776752400272,-0.30764330026434,0.110518635197936,-0.0155046710561296,0.122400764282001,-0.0533906219053204,0.0295785098141781,-0.147136457087289,-0.149644002653157,0.244892451017726,-0.0462221042380111,0.220673580580976,-0.0035507610875457
progressive,0.239472883269833,0.239979627581468,-0.0086508493200559,-0.121401458658861,0.0416978176431149,-0.301947217689986,-0.0461861244033113,-0.233790107775069,0.0722834564525177,0.15748889285173,0.0245047070697819,-0.0395622523297956,-0.126649881886509,0.244504130363924,-0.0043435226711578,-0.314398649347305,-0.074310433699058,0.151697529290186,0.167515191017652,-0.105547600909135,-0.113329745694959,-0.11839718881131,-0.257932854622254,-0.0179532270407856,0.27382290839424,-0.233283363463434,0.212579238730915,0.144385932793737,-0.238314610557525,-0.110904612203562,0.261118104581103,-0.221411068162269,-0.157307912740432,-0.256955562021244,0.0595062605948619,0.0799570131715632
stable,0.0673668185237705,0.179812356289969,-0.228979018325995,-0.338258385335428,0.206445952316377,0.180265496324883,0.240533120968345,-0.102553916833135,0.0595123912519408,-0.349615933646395,0.16379269415826,-0.183896426091816,0.0867801896776397,-0.139449004504865,-0.159410403991556,-0.0484695235207748,-0.0758389879799478,0.190399179242408,0.283923215807165,0.384564842963049,0.0845871080984121,0.091351288192224,0.0529099085637496,0.212712452970135,0.199296409543301,0.0252277000206514,0.122010859144207,0.0020478443885502,0.128964815833838,-0.218807573738893,-0.20790316546284,-0.165453239371671,0.0667732825378692,-0.169161628973632,0.0456277158231885,-0.272118336948912
stable,0.0189485371758345,-0.241885277036512,-0.0904455507898395,0.0983198222700264,0.104936953165568,-0.0345370804254353,-0.106285522156369,-0.117131216836627,-0.401987844766466,0.0353713646316089,0.214993897075873,0.11430836479656,-0.174045399668747,0.0967541108146046,0.206536769506442,-0.212742472574281,0.162879705566944,0.481587700876048,-0.110056943910305,0.224171023343783,-0.0452342039456892,0.235793859476367,-0.421576380785393,-0.159896853816104,-0.253073828239854,0.210445333869611,-0.0367999334777967,-0.17099397661329,-0.32270798807843,-0.323656557792299,-0.149142587542002,-0.279908065446645,-0.103759812436309,0.234765289907112,0.115816933498134,0.197931070777007
stable,-0.0712065172615519,0.0061539287524112,0.0042141525328782,-0.187131884898818,-0.181041258866858,-0.0781788597569362,0.125854851502288,0.0145144094748274,0.337606973033641,-0.11848912781553,0.0930278693255758,-0.319773692358027,0.0074742426361027,0.2753577907159,0.127907668294055,0.125746332552944,0.045953253424508,0.0697008168393969,-0.0251763962479249,-0.0662598618205982,0.0525774309574121,0.213823024814677,-0.0890081465769398,-0.158632095827218,0.0019669059568691,3.16513602254803e-05,0.024909620497453,0.0122716845217076,0.150877512571975,-0.0977710517365085,0.13361847800331,-0.115364686398986,0.0331118444187417,0.0689140544566492,-0.173277632365836,0.0400887085370154
stable,-0.119791884701468,0.189502955810385,-0.283806249762315,-0.116251331288951,-0.165491675196321,-0.16355719746487,-0.0298686156647115,-0.127784332170884,0.108869771524204,-0.0341588041527284,0.193612473261563,-0.1083407347865,-0.17188004334972,-0.111106698560417,-0.0262382258250378,-0.0991834083116128,0.0166566717774635,0.204156275262243,0.0592850546460652,-0.0857089424205611,0.172128590798188,-0.0380217705204867,0.0495787277829948,-0.0561078396722732,0.187055412261614,-0.18131985547889,-0.105660614709645,-0.116282274947194,-0.0460052343471873,-0.26822062783307,-0.0710326647706513,-0.0579265282309439,-0.0028797565816493,0.0144726484150203,-0.179693816147346,0.234118720084208
stable,-0.154401750205083,-0.0862825817430484,-0.105271373131082,-0.0924882023254536,0.159506866644796,0.266607318420445,-0.209376008073846,-0.230499573701639,-0.0007642389879809,-0.0686031864877559,0.0683076807457366,0.257339646959529,0.200317228602978,-0.109179181822957,0.0804081313887682,-0.214068435460049,-0.0439946910747696,-0.0342888559274116,0.033764078488998,-0.0437501345986157,-0.135204066827002,-0.0163750940491383,-0.0945771222259349,0.0580770681599651,-0.0057725518225493,-0.184181596103407,-0.0427362442078943,0.0411924814521728,-0.0363472062683736,0.228823342854667,0.122864154634403,-0.0914539322283861,-0.0397149527420763,-0.0857679941578079,-0.0905979845618474,0.0551831498588106
stable,-0.003040998833181,-0.132425654224785,0.0184355996409636,-0.14936627842018,0.334801574175885,-0.0494144078984055,-0.139193152827164,-0.325233731324246,-0.130318103474691,0.0286597731760233,0.181139976060876,-0.139565073547769,0.0993174175278018,0.0771042701755964,-0.0450096997563398,-0.0030191211437337,0.0435584796896659,0.103094965239043,-0.0170864754583772,-0.084980238376641,-0.23848140010237,-0.201282035478732,0.0647579607641442,-0.0313142661623012,0.0160436389280537,0.265850389601,0.0963639294524101,-0.266244188011052,-0.116542451686012,0.177705178817642,0.0463588239389262,-0.18679171250144,0.136932458250939,0.281653373945133,0.0557151824592412,0.0428802713167982
