group,ASCL1,ASCL2,ATF3,BACH1,CTCFL,DUX4,E2F1,E2F3,E2F6,E2F7,EBF1,ETV1,ETV6,FOS,FOSL2,FOXA1,FOXD2,FOXO3,FOXP1,GATA1,GMEB2,HEY1,HINFP,HOXC6,HSF2,IRF1,IRF2,IRF3,JUNB,KLF4,KLF9,MAFF,MAFK,MAX,MNT,MXI1,NFYB,NR2F2,ONECUT1,PRDM1,PRDM14,RARG,REST,RUNX1,RUNX3,RXRA,RXRG,SP1,SRF,STAT1,STAT2,TBP,TCF4,TEAD4,TFAP2A,TFAP4,TFDP1,THAP1,YY1,ZBTB33,ZKSCAN1,ZNF76
progressive,-0.317729168411565,0.288132345821498,0.0466756448059748,0.0194805315900196,-0.0398344120433527,-0.0469910207843935,-0.265570833519234,-0.284711729440187,-0.0847633591227006,-0.0696495718492482,0.167707241446831,-0.019456271899372,-0.300165152382706,0.126878182086927,0.175688679669891,-0.0915075531227323,-0.136824655252442,-0.136751876180499,0.353269615210294,-0.094345936928501,-0.222340064785218,0.0696980912305434,-0.158949493123049,-0.101575324741485,0.27852550832505,-0.415083306980368,0.110478631209152,0.269792019691916,-0.146213155533061,-0.279787012238725,0.394195713332788,0.263945434245845,-0.0743316921442343,0.187114993964908,-0.322678145303675,0.175252005238234,-0.301281098152495,0.0505329356189426,0.0566463776621368,-0.28983052416683,0.0359286018490897,-0.2063771883391,0.045220063367119,0.19334973446134,0.105117239576034,-0.156062589935985,0.190923765396581,-0.0249147022950811,0.142525682554627,-0.124840368072529,0.377796162455013,0.143835705849597,0.120255286540134,-0.0704986610219141,-0.192718982504503,0.252203743972408,0.235876972166576,0.384103682023388,0.0237502371439965,0.132870325676884,0.144636275640968,0.122632736223598
progressive,-0.130745613802855,0.194461165300716,-0.442753537370874,-0.209376463932821,-0.0094108431845423,0.153769626373843,-0.0070729293116528,-0.0257466464482762,0.402979407685261,-0.220148624056007,0.172768875821881,0.363471622618078,0.441096281967306,0.134592813846851,0.195201011463023,-0.191738531423427,0.0582702837432825,0.125921816824615,0.0345064250099885,-0.0818861732441152,0.09615040725339,-0.298927443418434,0.177859017418552,0.0110976924346018,0.0369035265758625,0.0826852070994065,0.0831587086432828,0.364329844166354,-0.227487897986091,-0.0983699457403104,-0.225475516424616,-0.159658801825805,-0.378446108943168,-0.322602520612251,0.06410027150226,0.0622950468662315,0.199344149971941,0.166199041900597,-0.195940857625329,0.0889886964022603,0.105502062744948,-0.0459592436024976,-0.295109837220931,-0.184280882107374,-0.129709829175626,0.0438284866550541,0.182179719006423,0.0454265543656367,-0.0831291147967906,-0.517389218224382,0.262734169158386,0.162381435703094,-0.0275518710843047,-0.0486818774797866,0.126395318368491,0.0268416187684902,0.0770327824193826,0.109319668942451,0.125833035285138,0.251547695184308,-0.101921207319383,0.0576488129669448
progressive,0.3171753417001,-0.218766285321519,-0.024761917723559,0.0951631660584092,-0.0689463596262525,0.432226788388911,-0.255248940133154,0.0761919934918431,-0.172565166000967,-0.237482972404403,0.290324722365188,0.297877659456357,0.481995506093912,0.333894557816724,-0.15730564020584,0.3584163948953,-0.158227549882575,0.227510022411804,0.26071317561297,-0.266705588511748,-0.0463211596430432,-0.4778901270647,-0.560693941519379,-0.403335483571642,0.364471228761775,-0.44176759322054,0.348188959419019,0.365354725535313,-0.32058928847176,0.0691864402712356,-0.134704448287129,0.550509720559195,-0.147433524084134,-0.300292870744887,-0.109289511209216,-0.158237153108375,0.0004417483867689,-0.441287431930574,-0.484271470608352,-0.301133153002328,0.536090477021508,-0.223169364350509,-0.50392927381957,-0.020325227404271,0.138742604735745,0.261750323999297,0.342623890068311,0.271041444960144,0.411560646468764,-0.111901588626632,0.100478551538336,0.0758606822017664,0.235192603051264,0.21177513693961,-0.241641169175511,-0.386779522293606,0.493202470601724,-0.235495104663943,-0.154597530530431,0.598597873749314,0.3285503626594,0.509254262525295
progressive,-0.0155118885826016,0.208718651069184,0.234062018330899,0.197940437406156,-0.530208003876202,-0.0346286526808782,-0.536944387415595,-0.123294025212885,0.116193512833525,-0.192187201734674,0.330774638226181,0.0383427668485434,0.446312719147765,-0.0400541723963891,0.0459166467198606,0.292759587333608,-0.119616323929217,-0.237921784034551,-0.145505884450883,-0.0834583301204763,-0.197867611638162,-0.282964521538491,-0.245532076789865,0.305904638456423,0.531992235192041,0.0794893257648341,-0.0081928988992614,0.236865810398647,0.0233042457578991,0.29417968980948,-0.180280188667748,-0.360487551567502,0.0728257679934348,-0.0412922104522775,0.282163438090563,-0.285331358998277,-0.115173952081617,0.0541823713871155,-0.0349563686368487,-0.180353014435741,-0.14099068683529,0.314461666195651,-0.211704507556915,0.234535385822857,0.0065543191194091,-0.261699397284408,0.0394351533684449,-0.0008010834479277,-0.367333173758885,0.129302151072343,0.148164024982643,0.537963948167503,-0.126134230164629,0.200926293893887,-0.303501388112639,0.0655067783100946,-0.169101433280756,-0.605182132025443,0.390528180864794,-0.0730806581814118,0.381898327357572,-0.200817055241896
stable,0.258704903199795,0.24411511502374,0.259966988789653,-0.0740771390752654,-0.131271668337362,0.258102409922889,0.169216931188769,-0.120588241799808,0.148009561628137,0.251097933345788,-0.120562645680201,0.226476435216022,-0.195372227562685,0.0135856327145451,-0.137813445829257,-0.261727214245712,-0.136415503912253,-0.0036878101557018,0.109418488989719,0.250565337164733,-0.128190289323121,0.103564853328799,0.0279578538739396,-0.360293932988153,-0.0531523112964497,-0.192407015552815,-0.278753556115136,0.0320758757322688,-0.0726161913253824,-0.0473006445678079,-0.0755026460441539,0.0990126819032881,0.135676169842063,-0.233859931256536,-0.102258466762698,-0.136677371905156,-0.375888861091856,0.143584386334522,-0.359871597014636,-0.0532261462568548,-0.0835447499314814,-0.0107178828524096,0.0985302934953079,-0.0570960826482227,0.232348775733577,-0.120054661152613,-0.129103873899867,-0.0686320568619213,-0.195062120728983,0.264464030111396,-0.216010575695129,-0.17735748168997,-0.254211799742608,0.148788274343876,-0.143479048457678,-0.185415337035518,-0.0575272788169887,-0.062778421201002,-0.0411388710054646,0.11077212993048,0.323906095568224,0.021830536626452
stable,0.210048440371158,-0.40495188644844,-0.257186800575818,0.538892964522595,-0.0949951516612101,0.34566972056667,-0.349134413216914,-0.22683887398388,0.420409745964914,0.132121824742756,0.167834810522197,0.0531986754423781,0.38440707016455,0.337940790808433,-0.487247027592367,-0.0710899311346089,0.140314258534471,-0.232493623192305,-0.191879082258841,-0.342645356748229,-0.269759347483895,-0.383213547278346,-0.0787725104894982,0.22354799534619,0.207661394598749,-0.392309813935341,-0.101032291697254,0.390594849011475,-0.126745177954418,-0.250454404489558,-0.313444602639148,-0.0269759347483895,-0.261103409658703,-0.316608017667632,0.350930491346639,-0.0647631010776413,-0.318832837028323,0.0779961412334234,-0.506470857380846,0.0692243273998621,-0.377744199683312,-0.372182151281582,-0.203455095494941,-0.0282158080379418,-0.332575731620931,0.0278218296094859,-0.105991784855463,-0.211218788055689,0.0350177297292238,-0.104856199973444,0.386492838315199,-0.258727951487131,-0.337801739598389,-0.492820663594934,-0.155783705651782,-0.0600817103395187,0.381278417938577,0.0577641901721313,0.0359910881995265,-0.0171032988353191,-0.0622138288935151,0.190326343746691
stable,-0.140153231334632,-0.0895741635431041,0.0488011480322314,0.255910470920569,-0.151260647562813,0.135002762753578,-0.180802525625141,-0.132986565088396,0.122891829960227,-0.0009485293561194,0.0262288987170415,-0.180394703824684,0.206948943528607,0.281177093479228,0.198755849380097,-0.0845611629846758,0.135030256358103,-0.280017779821749,-0.0299863580021523,0.196854208400438,0.110808390771401,0.0478067960019033,0.103779192547791,-0.213515332742709,0.0559219916042584,-0.0521462032494641,0.009664001990608,0.0160333537056129,-0.303483571284008,0.209588329563026,-0.0748100979130713,0.0553125500372831,-0.14099178627265,-0.0467070518208952,-0.0104750633241015,-0.234584598343855,0.10060368122513,-0.0999255056468422,0.0429175166638384,0.141619556909309,-0.00068734011313,0.222643209445076,0.0289507655650364,-0.0088529406571146,0.115477721273264,-0.118822776490497,0.208012029570248,-0.243469614872915,0.0835072414778765,-0.0234657914622589,0.285805183574304,-3.20758719460676e-05,0.0120880214562466,0.167110710571591,-0.0830123565964229,-0.127501590985619,-0.0870080937874187,-0.14543200340347,-0.0478709477457954,-0.0053704174172558,-0.167321494872951,-0.247726541306901
stable,-0.437697201884824,-0.144453578367879,0.226704482544504,-0.160897315416949,-0.243435169450236,0.167943192949976,-0.183977145466903,-0.369926693632748,0.169618577376235,0.164194721664543,0.387362169660102,-0.279938211742303,0.445097487661867,0.429537757539633,-0.2518000094823,0.249270823377275,-0.226717571485335,-0.0258285076242835,0.0259966501718707,-0.0749825146494861,-0.296867246443691,-0.191571751673193,0.187707493603494,0.170105888711757,-0.330246059243763,-0.232190762435539,0.236871569044719,0.25503499155055,0.160742261810192,0.267082858163897,-0.215135872533862,0.0460760922469141,-0.158883632212312,0.185405853700593,-0.251563401705755,0.0941900318969213,-0.395522620846896,-0.175984836827696,0.0348397399650365,-0.107837769816352,-0.220381517281943,-0.51391712486356,0.0121153250007018,-0.0878197450790504,-0.0879153950312707,-0.364720315707157,0.302253849016096,0.373415399784782,-0.0642052821382659,-0.0371574893335744,-0.0667787692737927,-0.013047660324449,0.0276116241019901,0.264333173747964,-0.204337496348993,-0.232978112568553,0.545454424372991,0.259905084380966,0.374036621053413,-0.185127965418353,0.528266631379807,0.414518701357844
stable,0.283075532364136,-0.215857495042447,-0.254200974729085,-0.102528583235017,-0.067022695824425,0.0772215782078932,-0.275590868679494,-0.217651552477846,0.317902865100022,-0.412093450741297,0.394785165970562,-0.174188069336604,0.397633039378043,0.251471334333107,-0.188052175076631,0.306876351636041,-0.0805578053585338,0.0840790928750034,-0.174054414627949,0.0714538634728875,-0.119543855759856,-0.0774014980080048,-0.028776886886419,0.264775118409929,-0.247764986450808,-0.220525128713914,-0.193686235102982,0.269756326590161,-0.156175527062575,-0.139972463921097,-0.225244168042555,-0.0477815583439201,0.191429526753011,-0.227701358455507,-0.380252786687263,-0.260714071493125,0.0338352035524133,0.172070156261004,-0.227213004712347,0.226344249106094,-0.145750459787538,-0.220951795668464,-0.333206329240942,-0.260405637550076,0.234466342939703,0.196354188710351,-0.243390365025238,0.176722368235318,-0.0447640462677629,0.202944393960153,0.0143267566545998,0.0354082166619604,-0.174686704211199,-0.0975730778833725,-0.245960647883975,-0.0273066850912215,0.347928909455787,-0.18630438273269,0.352216141264161,-0.266307006993736,-0.349692123496881,0.345178706796939
stable,-0.12895259758748,-0.246129374380486,-0.285173580202162,0.041406729868567,0.0464188135942147,0.135488178128413,-0.26745096990648,0.191931159173923,0.232690218898794,0.0237945178928327,0.336096645250263,-0.139528756638516,0.444272279023494,0.232896295762697,-0.0450351546508641,-0.335721290962439,0.0432835013076861,-0.248793653835236,0.316357425643527,-0.207026289454838,-0.283458726298967,-0.377974407950609,-0.261997292901039,-0.0053138391335061,-0.211479021692748,0.322134937720815,-0.0674828130403289,0.310211919166411,0.114085623834457,-0.109713850364509,-0.130939767346547,-0.0503269141203805,0.220671521800434,-0.189671673558983,0.0563841019415378,0.266994656850694,-0.0880389802146815,-0.238070297024269,-0.0928008277484466,0.0451161134188261,0.053138391335061,-0.354378607033683,0.11267252533912,0.242324312286272,0.125979202836875,0.0173914153358378,0.508185546385498,0.133707085233248,-0.129607627619172,-0.480777323486361,-0.290936372503457,0.120047133111659,-0.206996849902852,-0.304176811009243,-0.0728408115018143,-0.381117080125134,0.322157017384805,0.05441901184646,0.274067509215374,0.208616025262092,0.309704086894649,0.19472791661261
