group,ARID3A,ASCL2,ATF2,ATF3,BCL11A,CEBPA,DUX4,E2F3,EGR2,ETV1,ETV6,FOXG1,FOXM1,FOXP3,GLI2,GMEB2,GRHL2,HINFP,HNF4G,HOXB13,KLF10,KMT2A,MAF,MAFK,MEF2A,NR3C1,POU2F1,SIX5,STAT2,TBP,TCF3,USF1,VEZF1
progressive,-0.24525315295255,-0.356842660425163,0.356598896937965,-0.0973158010556061,0.385796345737838,-0.254678674457518,-0.0297391454380895,-0.135830432032804,-0.0906529324055423,-0.11413548167223,0.264700062264525,-0.444353752329049,0.169523962929874,-0.346442084971405,-0.469678070165673,0.384008746831724,0.138240982072868,-0.0270577470789175,-0.04905063059051,0.183201803044843,0.278702920362423,-0.371035112346437,-0.167709279191849,-0.385877600233571,-0.375097837133061,0.35773645987822,-0.139730647827963,0.180953761996244,-0.391863348085864,-0.25080554349427,0.194469093119747,-0.236667261236818,0.066412007845351
progressive,0.381343049379786,0.188426705073004,0.221028393047512,-0.141216421745512,0.0525287790351979,-0.228419029940039,0.117559476552146,0.0388871829017967,-0.136623175452494,-0.0214466612628914,-0.0867536442711486,0.0179585569351104,0.400752105144271,0.360448959099514,-0.185974671337634,0.113104373004782,-0.376784338773181,-0.109270911812864,0.25898311241614,-0.105506521993774,0.394777431394705,-0.218196466761591,-0.353990785740157,-0.125330005995222,0.190913274494789,-0.215226397730015,-0.390218720788101,0.28398694937964,-0.0930391391984373,0.400095927102411,0.382310048599369,-0.12201458009951,-0.0455180346932221
progressive,0.307921351129688,0.024502172296674,-0.0766237492249714,0.17300898796102,0.306577984782347,-0.405696636896962,0.0415665556277615,0.0979931289587345,-0.238693896929072,0.0406381286927267,-0.0705345133493797,-0.413513058076277,-0.174886588801705,-0.181598233795756,0.122801319071984,-0.214295459485475,0.267070565988154,-0.0005497947213055,-0.0483041343350815,-0.0246474010909811,-0.190628352756067,0.147666563354426,-0.0675469495807759,0.024413997671559,0.0553373573736695,0.156250622446508,0.162464340145792,-0.078812554624886,0.0339472306692911,0.236531025242427,-0.0320696298286061,0.0126349051047201,0.0417117844220687
progressive,0.0410700233881578,-0.0343230854485559,0.0043541285540453,0.166829808471667,0.171262389792452,0.0058447311220969,0.0524064481820237,0.0421683621225116,0.489976754671899,0.357116994198461,0.038206497402164,-0.0488368472953739,-0.0407562123211995,-0.0778643709890097,-0.008472898807872,0.0258894130240536,0.0564859920524806,-0.0072176545400391,0.118855941610428,0.405483124893397,0.108696308317655,-0.0764522211876977,0.0651942491605714,0.0234573772551274,0.104538311680459,0.094260999237577,-0.0429136634065374,0.0574274252533553,0.0463655851430778,0.348801000924068,-0.0223982649041434,0.41211238368289,-0.414152155618118
stable,0.152974058246659,-0.13763983231874,0.277791963146023,0.198541181150472,0.204962247937273,-0.0117835556050779,0.243771534817215,-0.0261490086943589,0.186405140410594,0.218921332813823,-0.235464560302823,0.168435133920541,0.0248288732850447,0.297080982481266,0.220407607713425,-0.316611353103077,-0.150670556665101,0.0294729210642394,0.0567366359333,0.138926290804348,0.0392369838110212,-0.0372579032611734,-0.285842993040242,0.0093015663278723,0.052258727644393,0.263236796719859,0.0235210860810897,0.0500450311927198,-0.30520273391527,-0.0668206294552982,0.0031847144185582,0.162869460995898,0.107798710221971
stable,0.253642300477825,-0.094126972616001,0.117220275839075,-0.0953686857050466,-0.0233749288721363,0.0690238863518941,-0.118513193591587,-0.0087175939550519,0.0139404696285632,-0.144256338149016,0.250941254480004,0.0398372281763899,0.0885840677958285,0.0315804761925302,-0.0775238604872164,0.0140684812872277,0.0491948804247643,-0.328324302142689,-0.332011037912227,0.150503307091843,-0.0153613990397391,0.105622419564072,0.23606629974319,-0.0085255764670551,0.0044676068873907,0.241622005729229,-0.119934123002763,0.357037317181135,0.0076038925246708,-0.205509916819976,-0.0825035140092652,0.107132957136313,-0.0132620078376414
stable,-0.129086522637392,0.0718683106261998,0.250899763100196,-0.0215558341458976,-0.237875152458727,-0.0019257373444461,-0.0136768765162011,0.0139357121807772,0.149938323775643,-0.255786580447393,-0.0959866178514007,0.0156699111334371,0.112722931922891,-0.0639893529965033,-0.127554215503102,-0.130639536624849,0.0256350842196169,0.0641601845351235,-0.0812640452503122,0.241291783231131,-0.0409529788492305,0.0750105755941536,0.0438881752855234,0.0988286334484463,-0.100485181701733,-0.111651352271546,-0.0306409659725187,0.0654233025782549,0.0105553184014133,-0.113426964930538,0.154229819094315,-0.0013614755956702,-0.0217163122579347
stable,0.0137548038192807,0.181213351862137,0.157804555300131,-0.0155160496021604,0.121677110709021,-0.0573850678212895,-0.0417638692171661,0.208015394341655,-0.0683665667137969,0.115011102105411,-0.0841684901650441,0.128855720697201,-0.0399960516216637,-0.0333935705400724,0.0741169027586467,0.011783260032475,0.0140702508251696,-0.14975079893103,-0.13244173978498,0.122305814116592,0.113715359716638,0.099117173277446,0.156459524316688,-0.15257229715037,0.127622410528344,-0.0495777544255391,0.108929984825219,-0.167363256759827,-0.129547951626791,0.248026780192772,0.042264422278594,-0.157680786162404,-0.0955366307001862
stable,0.0438783665299963,-0.0462452493718633,-0.0245488233214156,0.111892869116672,0.0730092322760519,0.0157185296421425,-0.0984016369180304,-0.371115091744021,-0.0223154569475514,0.146103429577196,-0.0485635807708202,-0.0003762736825532,-0.0483815128599074,-0.0965930956696294,-0.0216660813986289,-0.0338100110565158,0.0542926510342112,0.395833845115622,-0.0069428563361432,-0.111188873194476,-0.0345625584216222,-0.0780282376868827,0.0096253235569258,0.0367595112133039,-0.0746539124046313,0.0462331115111358,0.127222987215534,-0.227457441103421,-0.0927271870279133,-0.0609381297825301,-0.0498562629383014,-0.0811233921724011,-0.0058504488706661
stable,-0.052638435652792,-0.0024076318666419,-0.0341292376885379,-0.515528893550254,-0.0784043205414159,-0.217202185695544,0.071798116612595,0.414188711542407,-0.0969304141678921,0.14458462946518,0.435181571853302,0.0178756106309273,0.107574681367783,0.16437789775831,0.112930606292172,0.0021964360888663,-0.0432951344439992,-0.266013753855042,0.234858152717585,0.193294823651346,0.266216501801707,0.104043487963374,-0.154248948256192,0.0545645411461055,-0.0989494458034269,0.158869911873922,-0.0634938986304582,0.0909324540790649,0.0020105838044237,-0.0700240720792799,0.0073665087288131,-0.111562057652186,0.153345030327312
