group,ASCL2,ATF3,CDX2,CEBPD,E2F2,E2F6,E2F7,EHF,EPAS1,ESR1,ETV5,ETV7,FOSL2,FOXA1,FOXK1,FOXP1,GATA3,GLIS1,GTF2B,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,HSF2,IRF3,KLF1,KLF4,KMT2A,LHX2,MXI1,MYBL2,MYC,MYOD1,NFATC1,NFYB,NR2F2,NR3C1,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF3,TCF7L2,TFAP2A,USF1,USF2
progressive,0.146587379681088,0.0093525489086343,0.0540716773663716,-0.35138175398378,-0.217585006743292,0.09758867871503,-0.125213559681664,0.130262493539796,-0.0893420867467483,0.198062462491849,0.10581122814113,0.260524987079592,0.142668445305491,0.0160363756351133,0.112591225036335,0.0344048778618398,0.0708533718091139,-0.182098214483281,0.194792676755155,0.0389248757919767,0.124107602741312,-0.16671098748707,0.0475561484351637,-0.264323708744282,-0.0433006184690241,-0.243478824672853,0.160700351941675,-0.0905201713136457,-0.143918657498933,-0.134301640626301,0.342630268629685,-0.100810379367362,0.12970951506962,0.431419376906257,0.0366408342847267,-0.125934835947112,0.0535186988961953,-0.0178876513830949,0.336956228674832,-0.113817394687596,0.0750367741487087,0.126728239839104,0.419999169370007,-0.209266287148465,-0.196716080129681,0.0206525437339765,0.0222874366023239,0.105883355767675,0.298584331353032,0.245089674999018,0.197894164696578,0.0594331642728638
progressive,0.406045514420229,-0.168188341636339,0.0421348663807112,-0.0883369177801161,-0.117714282951112,-0.055214231153057,0.0884539590756181,0.365929610386927,-0.313934014860174,-0.139045059056347,0.0784176679863237,0.0267146756983259,-0.167573874834954,0.171962923416278,-0.0680302530105234,0.107590210890191,0.0806121922769858,-0.149052089821766,0.0604225688028949,0.130442523836952,0.0769253914686735,0.214068529473114,-0.0927552266853157,-0.307174880044935,0.153148535164335,0.415759941946893,-0.0352586902699702,0.0991632376140489,-0.507842181183072,0.055506834391812,-0.0197214582920829,-0.213132199109098,0.0716877934949601,-0.163038524634252,0.199175024620487,0.33681558813081,-0.148613184963634,0.0150690667958794,0.327891189348785,-0.231273599911904,-0.0340882773149504,0.187383114098663,0.0849719805344343,0.182994065517339,-0.125731611692997,0.0572624538243416,-0.1362360679643,0.214975599513254,-0.417222958140668,0.164735623419031,0.0677961704195194,-0.0733848922797388
progressive,-0.0004479497174312,0.0256570348792532,-0.430322419508069,0.0382806391502677,-0.154637960964296,0.0482356068067981,-0.0899902389784209,0.208220371845113,-0.0029307348534065,0.0589959308701997,-0.186847451816612,-0.142505195213445,-0.0345540787350418,0.1502537722405,0.186118342170155,-0.061159432696942,-0.089704313626869,0.0533203126418953,0.254173341262023,-0.0615930861467957,-0.257542494987809,0.206890818960397,-0.351983638605387,0.0533965594023091,-0.165493593478214,-0.0602682986846054,-0.138588017897185,0.078505570691088,-0.102718682545004,0.188529645968242,-0.184145457244447,0.120303091665444,0.182887385697619,-0.0316185784591094,-0.122075828845065,0.239233741643438,-0.0740499006294049,-0.0314851466283852,-0.198351181794049,-0.32209014310064,0.311768237909618,0.175577227542943,0.0628368614260463,-0.128709297001068,-0.0925206783396548,0.151869250476768,-0.0487216799044363,0.316771931561776,0.0479163234975652,-0.191021961949269,-0.0164025843340248,0.005546951820106
progressive,0.530565300115588,-0.0456400258163947,-0.12702659084025,-0.0405127444351225,-0.0149124451441226,-0.267665752671625,0.100776354472751,0.299007162805035,-0.422422992109178,-0.0004332913843328,-0.228019591005168,-0.33489813247394,0.205993945634914,0.0264668820596656,0.0418487262034821,0.232749688617468,0.207402142633996,-0.202238753637363,0.285466807044633,0.055858480963578,0.0073659535336586,0.135692418526908,0.401480575199757,-0.0042245909972453,0.29647962972976,-0.149088343825865,-0.281350538893471,-0.137172830756711,-0.371186285911817,0.537895146033886,-0.130890105683885,-0.0572305703472987,-0.0424986632799814,-0.2600831534458,-0.270662684746594,0.226250317852475,-0.120671650536702,0.0025997483059971,0.215815217013126,-0.0273334648283313,-0.091135621171345,-0.183029502265273,0.272865249283619,-0.184726560187243,-0.30456773557064,0.394620128281153,0.321429991944261,-0.117421965154205,0.148510621980088,-0.170283514042814,0.283589211045857,0.310272738797689
stable,0.261833683024078,0.359625917694911,-0.0244598687418908,-0.209604232506088,-0.21751842834,0.102947211540601,0.239745469995603,-0.093937812092689,-0.0460361512078368,0.284965038931381,0.237198350322902,-0.253226308142221,-0.300992032663012,-0.263812955048323,0.0373217625925693,0.125514576150201,-0.169133759523269,-0.190573141537465,0.157077842980077,-0.0758206762526507,-0.255295240321485,0.19764665290711,-0.202117127518128,-0.37374305371586,-0.182216429454587,0.0729997556764506,0.212262222262952,-0.109898283773821,0.381151103513373,-0.329211843389585,-0.0813256169533009,0.477166524574521,0.145842365059695,-0.0902501766846352,-0.108414552821404,-0.290854650619695,0.290724498781764,0.319245104867112,0.220187023061436,0.286666653701372,-0.186736072537713,0.0423523721505365,-0.0532851265367665,0.404611213322413,-0.179436964648987,-0.228987215480969,0.0240617005265898,0.382828616091154,0.180675817328556,-0.168754873061736,0.0685099993116646,-0.169634121033539
stable,-0.132343813355362,-0.230352400231975,-0.0367772445621898,-0.167753075565254,0.4711172942364,0.538476293037976,0.228995723518953,-0.0048162023312305,-0.344641107664861,-0.0024985462798167,-0.394725089653948,-0.122213960564793,-0.279091011147315,-0.0126170934311109,-0.133067374268974,-0.314025436507649,-0.0688287319073505,-0.26650783463403,-0.22073130120879,-0.179544857329276,-0.13251339794449,0.162597704055768,0.204722515995122,0.13582595025212,0.218119698536221,0.306394129996897,0.0275292316350852,-0.085187991938549,0.285060388684615,-0.1032091809432,-0.282279201422919,-0.242155487635273,0.30154401074784,0.324076149823292,-0.0860924430805641,-0.213066077780212,-0.0486594714404134,0.216412547005667,0.0870308111404048,-0.181512038563159,-0.103729240349859,-0.379824257089249,0.0972963316022764,-0.0301634455862042,-0.426041710446222,-0.226044951668128,0.258571275862847,0.0553750211698756,0.0822259144484495,0.105945145647796,0.475243852571844,-0.0596372471766219
stable,-0.171960147541282,0.200154772849737,0.0799374016745328,0.0301750157901213,0.0104929117547948,0.156595204533186,-0.0375552409108626,-0.0595019372509643,0.194750427070613,0.115426540442792,0.242054241628127,-0.127584062875798,0.165617484631892,-0.243249693741205,-0.134269572428939,0.287079930460718,-0.209912368776488,-0.174039783104034,-0.0580222833147766,0.147469168213345,0.100846535803283,-0.0235346176374739,0.0140837792340796,-0.363809911560161,-0.0479308630243742,0.113094281037276,0.157813212346511,-0.113261193219102,0.149224001692543,-0.132925252694232,-0.139958120031173,-0.186711575502666,-0.242564000453704,-0.0333959697853593,0.276099815580593,0.179534351684145,-0.167769298435433,-0.0808125628441072,0.208392114579856,-0.174702920691288,-0.157695922705228,-0.111722894462273,0.101744252673105,0.139466405765793,-0.258569525348808,-0.0898619097831091,0.162179995914285,0.338678350345216,0.130583971008617,-0.229386960369544,0.0656686656984297,0.17113460891225
stable,0.116866096072415,0.139300977276651,-0.0576952419394409,-0.441737752807541,0.197806710663822,0.0971006590590425,-0.22333918264679,-0.0196718421778848,-0.202608922276108,0.0604164619967451,-0.151890478339423,-0.533860958860194,0.113666944940282,-0.100673193843385,0.0694802256929179,0.0103083758702051,-0.0721685879888277,-0.336460489609976,-0.135074274333637,-0.14872916341738,-0.29285525317032,0.0956399822115983,-0.163903475043182,-0.145077969143639,0.0300021232223528,0.0436201717857446,-0.0802177438407293,0.0724105405954595,0.13351502420201,0.0339171752769888,0.0565960004673356,0.0429072579324589,-0.0187896610689307,0.184933438025371,-0.124468187231404,-0.0587954791012855,0.0880498393294797,-0.123845881144388,0.103138521637708,-0.29578755945234,-0.0522010259583928,-0.334967950690877,-0.292348447093054,0.0192197990362763,-0.283679972223354,0.308419875173898,-0.0971126073359132,0.0568827591122327,0.292478882448893,-0.0185815619134325,-0.245593844008226,0.140905033446544
stable,-0.108183890684646,-0.0565968794338648,0.271360292140297,-0.113037358149023,-0.0480856532255451,0.227810259757241,-0.13515544688481,-0.0925387736295193,-0.130347386080703,0.0404068824555021,-0.0663694017607854,-0.189128830391985,-0.154740853014447,0.132885113871329,0.0474297792438726,-0.270129267128542,-0.14641629863168,-0.0980733409979405,-0.129282852156604,0.209163257939844,-0.163585061398077,0.07301895489805,0.167888603754744,0.375568577459113,-0.276233940342571,0.0943096333800351,0.127062970987866,-0.112184721972849,0.0573889733963462,-0.0394785685122118,-0.33385499222474,-0.155941606919355,-0.339334062563943,0.0033752284133763,-0.195278910266284,-0.0941431422923798,0.268686344368863,-0.0606885240426064,0.196181998287202,0.0077897648284798,-0.341054470469715,0.0644421412915631,-0.33935424330184,-0.245569309107143,-0.130781271945502,-0.0197922586930871,-0.104036749046686,0.090661965005041,0.095656697634701,-0.17138996177998,-0.238637225639312,-0.0512540290754709
stable,-0.106004075970379,-0.160268325573229,-0.0428717951740999,-0.190706070485092,-0.0470309452036439,0.219776720865505,0.162467250110588,-0.0227993754663004,-0.355733910353,0.0702643189338968,-0.0500472331381132,0.0333889331067395,-0.22812395414219,-0.16409474360041,0.0011066955730786,0.188102080901378,-0.32572293040069,0.170944682866459,-0.0202966521441748,-0.0033128534148368,0.306952505484748,0.226134795432408,0.0872408843588356,0.0627127491411247,-0.131378507802797,0.158980797390171,0.144839687289721,0.0288391846396383,-0.262120484818463,0.227241491005487,0.270807683401911,-0.145324318684468,-0.297476876721787,-0.104955246832494,0.0271248914970262,-0.022538976507929,-0.0632190804490692,-0.0188282913511358,-0.0686729919660712,0.0060036426513418,0.383683398551536,0.216434934233072,0.0506982305340418,-0.108325966682524,0.203979184057637,0.243668325296086,0.161968152107043,-0.0053960450818084,0.207494569995652,0.0067269730912625,0.0969262789493738,-0.0114575541683439
