group,AHR,AR,ASCL2,CEBPB,E2F1,E2F3,EPAS1,ETV6,FOSL1,FOXD2,FOXM1,FOXO3,FOXP2,GATA2,GATA3,GLI2,GLIS1,GRHL2,HINFP,HOXA4,IRF1,IRF3,KLF1,LHX2,MAF,MEF2C,MNT,MYBL2,NANOG,NFAT5,NFATC1,NFYA,NRF1,POU2F2,RARG,RFX2,RUNX1,SP1,SPIB,SREBF1,TCF21,TCF4,TCF7L2,TEAD4,TP63,VDR,ZBTB33,ZNF263
progressive,-0.118384565834364,0.166701039381959,0.0937397450863527,0.199025996371614,-0.52111828546462,-0.410597968727007,-0.157363887444346,-0.122619161501845,0.395842638481933,-0.407047220807069,-0.278168222231556,-0.0146501228992981,0.0951074405814398,0.0512622792293214,0.252155705988458,-0.276511206535585,-0.0986055848284894,0.389635405081153,0.0057601021812321,0.145843683081882,-0.521670624029944,-0.0700417904503247,0.449182762790329,-0.0525773710515205,0.24523832300369,0.334901283441226,0.0900311861477512,0.490529249680269,-0.0121251466006758,0.048895113949363,0.38453284881102,-0.376826410732933,0.234296759042994,-0.314859284070911,-0.0912410706241744,-0.0819828241958926,0.0729875961320507,-0.459677195531478,-0.337794485450064,-0.17146167177832,0.371592345280581,-0.176958755595112,0.179667844748843,0.196395812727215,0.245685454223238,-0.299104484040966,0.0773010973088638,0.0086533041900701
progressive,-0.360001024586255,-0.383262322070614,0.23610716116098,-0.031847012435667,0.143594418662386,0.166223434813121,-0.152446357333115,0.262130529734325,0.0264559821174037,-0.0236273550985618,0.285957552622452,-0.0922465187791735,0.378869630700177,0.415175890436136,-0.411947927838163,0.242862588041273,-0.423528659632951,0.0001331118597102,-0.11241296552527,0.350217302897555,-0.0990685015893216,0.0867556545661275,-0.175374875168198,0.185191874821826,0.0632946892922035,0.233311812107065,0.405758226361639,-0.120166731353389,0.0603329504136514,0.201398243741543,0.222696141295176,-0.11430980952614,-0.0405991172116132,-0.022795405975373,0.197870779459223,0.488919860715591,-0.430650144127447,-0.0871217121803305,-0.408387185590915,-0.0135774096904411,-0.180067068222983,-0.361931146552053,-0.0141431350942095,-0.39514255554975,-0.160632736705292,0.0124792368478319,-0.0123128470231942,-0.111314792682661
progressive,-0.11099871285872,-0.177541163738731,0.0884996015194428,-0.206998018157922,-0.104200977223522,0.0130070567962788,-0.101599565864266,-0.154675583735748,0.111390989174799,0.283672553359796,0.0757402981859503,-0.167347141051171,0.0081758642719466,-0.199808006206646,0.24328357739516,-0.0530708563410073,0.0888041318174509,-0.0308865983606874,0.0893357694563464,0.152120626150765,0.118451962864207,-0.0280838873129178,-0.0763132280686435,0.134106884794014,-0.155702728300216,-0.31479658212232,0.166800018820851,0.193392223826577,0.182387840854487,0.0829716023810243,-0.0432329792562028,-0.247774108908161,-0.0160213905935116,0.232676632269623,0.0363526591334093,-0.0519714503498932,-0.0206409603683805,-0.0758796595087676,-0.0872298650226632,0.159584199217201,0.0372868961493325,-0.193175439546639,-0.161819141912752,-0.186393188502865,-0.378469222058389,-0.240671842974955,-0.154123299974954,-0.051976611880368
progressive,0.324268376834963,-0.176568014987361,0.143874528298959,-0.37388827861736,-0.0038644783319623,-0.192219152231808,-0.372883514251049,0.107934879811709,-0.0831249289205106,0.0079221805805228,0.102988347546797,-0.0658507107766388,-0.226458430252995,0.0970370509155752,0.138773416900769,-0.391123851977912,-0.184567485134523,0.0516680752983369,0.0656188420767211,0.0310317610056579,0.090583372101198,-0.144415555265434,-0.422232902550209,0.350701408625585,-0.0798401223383426,0.236390139566138,0.179311794603054,0.150482786246615,0.360903631421966,0.385829516663123,-0.135218096835363,0.127759653654676,0.0303361549059046,-0.131585487203319,0.0422387481683487,0.327359959500533,-0.0169264150939952,-0.223250913237466,0.161535194276027,-0.105461613679253,-0.33485704746454,0.031534143188813,0.191716770048653,0.110678659427402,-0.0922064530006222,-0.143256211765845,0.0870666968191123,-0.370139734635356
stable,0.222951288737459,-0.19417487967609,0.360990974091171,0.0819013662176654,0.103257384423958,0.0678053317648654,0.175571822310613,-0.0663522934096111,0.105429129922672,-0.0005218438824246,0.179874690730366,-0.350605135065909,-0.121293808911114,-0.175251008107445,-0.144898651353245,0.0525979052510931,0.10340112585265,0.226458371276628,0.27234834318877,0.0333198881334974,-0.186319098116715,-0.0981941446785165,-0.0863313103932184,-0.11609932699165,-0.0437026023450921,-0.239410723927228,-0.0580434138684905,0.176279071803959,-0.312342833315435,-0.130140156402996,0.0529437179635981,0.132110872222452,0.0928736286078077,-0.423067480799478,-0.106763425358572,0.274432593904801,0.0091317471401535,-0.0650346636466028,-0.230495630534668,-0.251145440852171,0.003015445188861,-0.0812055743744326,0.178408111515887,-0.215799631857763,-0.0311231441254463,-0.024004818591534,-0.0035070825391692,-0.282932087079622
stable,-0.0849083911349593,0.323061638400276,-0.192074321693646,0.171162417823314,-0.219338595203429,-0.103116901055677,-0.363709530387072,0.490284132305991,-0.263162672009951,0.0863995008022352,0.496563764888502,-0.0635843106086324,0.438701436092505,0.434409949733029,0.0017335665237434,-0.0157839413560418,-0.192716832363285,0.0076980051928468,-0.24591186667228,0.264399201977936,-0.169719799527332,0.359878712054883,-0.072227897541703,0.0857448672897726,0.492405629800082,0.375929355953039,0.143655687457063,-0.346713304748692,-0.300719239076785,-0.007164600108618,-0.0823383484564026,0.0685546761662186,-0.350483508866763,0.216804921053343,-0.247305993596969,-0.0545164241767436,-0.0054431564276979,-0.214113649946552,-0.0710883503163052,-0.595643759283993,0.0411328056997311,-0.106971965073512,0.407291150337126,-0.30543502493508,0.450472716474008,0.389240237373112,-0.324637607967315,0.202124158394229
stable,0.20007205775136,-0.0337090363490774,-0.122373924322635,-0.114871158574199,-0.180122330791788,0.070668423419003,0.156601795998045,0.15437894268817,-0.0490808045468912,-0.0848855286846845,-0.0364965045729034,0.201282673512803,-0.156408504405882,0.020183711518506,0.253990238723175,-0.150406291807133,-0.21142539548052,0.108807906525293,0.191414629070791,-0.0314861830392016,-0.15235955421215,-0.0400113595777642,-0.0427174418680477,0.0108701087487518,0.1028667333767,0.166307068572972,-0.116015648264638,-0.177167004080031,0.0497980180862333,0.149160069699766,0.021373980796563,-0.174557567585829,-0.126224496303358,0.251711432583989,0.109041891084227,-0.227865354056077,-0.225596721158584,0.339038539274945,-0.205107812389294,-0.103512734224193,0.131036439624051,-0.0527482581771439,-0.168824945891939,0.175427379750563,-0.257240589444024,0.078471299797377,0.0658513934774644,-0.14957717260917
stable,-0.028892746484337,-0.0680037257268274,0.115541620074179,0.0899748294998405,-0.1745245876854,-0.038679192291454,0.0038534538224734,0.090294591121011,-0.0512227663627455,-0.0700930525100539,-0.0144469170544494,-0.191111949877481,-0.0151495225213751,-0.0658589300909489,0.0910918199248137,-0.0481415259791534,-0.0419518545979238,-0.0940610349785401,-0.0093274682420355,-0.050608258485326,-0.0673261356248232,0.108395926703124,-0.0659056979471065,0.0282477851191869,0.119382022401911,0.178850070567697,0.0561377417575402,0.151849790820899,0.0062897328409155,0.0668660704351799,-0.0519699644367053,0.0444566539637596,0.0002142620386754,0.202802826292317,-0.20150855306377,-0.332753296561283,-0.140973545202854,0.122996198820787,-0.0848564683119884,-0.0881030276289749,-0.0243617025598594,-0.0620913986088581,0.18746514472175,0.0376492118314252,-0.0759999415052143,0.0802395020471283,-0.0654782614943174,-0.0397407138637753
stable,0.201972336182168,0.0052849305761873,-0.0428773129564311,0.0457820506797357,0.0390250103059125,-0.054637270535247,0.0589125932425575,0.206563513865216,0.0163003728550494,0.0971141245045817,-0.199563941992166,0.12775769741859,-0.0191599884389629,0.151548345412569,0.178463701559384,-0.0032600745710098,0.120013610245585,0.0712422178311866,-0.0394254692930088,0.131040333059295,-0.21548077666239,0.179901969752476,0.239671883643466,-0.0259452301499057,0.148451838596852,0.0631879159498681,-0.127532086721634,0.14726174217041,-0.0232886641932523,-0.0302543944617596,0.0330350463017386,-0.1184117742972,-0.266626721662248,0.135152088011313,0.0619583376514595,-0.144046789738792,0.0037846194414318,0.0948467370001769,-0.128225839614773,-0.0563237104949909,-0.0144447248725888,0.106584133509297,-0.236654340571683,0.0224764656842118,0.114756881006518,-0.0836508061637502,-0.175716891323948,0.0841076678250855
stable,0.0851252148159264,-0.108015306983402,0.0877492581350228,-0.0193679387838071,0.0062633414937956,0.212953610789053,0.0524574374237227,0.233992815258237,-0.0611730098764359,-0.115239235763652,0.105211641651391,-0.0619774041081827,-0.217108346044289,0.0002811474984746,-0.153623678958173,-0.0465142916920787,-0.0778856667302049,-0.0306763159446751,-0.436856354713146,0.102189306042789,0.193312334159507,0.0362289790395488,-0.0441089186495736,0.273111365809886,-0.272424116369171,-0.0718175665547944,-0.0014447857560501,-0.0499583485483927,-0.113638256952894,0.253056177585363,-0.153116051530372,-0.0195787994076631,-0.162901546407836,-0.0750117145235755,-0.382243453134451,0.0814937262939625,-0.0784323424216833,-0.125134065779412,-0.0628911334782252,0.324623835252625,-0.0331441662090634,0.0919352320012005,0.0360571666793699,0.0572916124669391,-0.160464934754389,-0.0069740198927176,0.395449575910023,-0.1587468111526
