group,ASCL2,ATF2,BACH1,CDX2,CLOCK,E2F3,E2F4,EGR1,EHF,ETS2,FOSL1,FOXA2,FOXM1,FOXO3,GATA2,GLI2,GMEB2,GTF2B,HEY1,HNF4A,IRF4,JUNB,KLF4,MEF2A,MYBL2,RELA,RXRG,SP1,STAT1,STAT4,VDR,ZBTB7B,ZEB1,ZNF384
progressive,-0.0849110532216102,0.140391577457744,0.240738744277311,-0.0798153957536857,-0.0825247941146797,-0.0295796701796593,-0.271312689084858,-0.350233237673445,0.0072830616492774,0.276408346552783,-0.0241111597262769,-0.430819196263743,0.355328895141369,0.202136031849571,-0.413021680424554,-0.46387882764101,0.312575086142198,0.178969433019787,-0.146406938956465,-0.107356802946175,-0.20258345543212,0.122892344006921,-0.393981321300504,-0.497336168869431,-0.185805071086515,0.0825496509803769,0.393459327120863,-0.285853955517716,-0.0227191752472341,-0.100347166819567,-0.0989054686091296,-0.400294965187591,-0.362288817536583,0.0367384475004508
progressive,-0.0010088598311114,0.118953745541051,-0.149341826514529,-0.0143380382057961,0.0800056417581418,-0.115835451517615,0.0719347631092501,0.117761456649737,0.380737585959457,-0.0985014053285185,0.0928151044622539,-0.129531488012704,-0.126321479459168,-0.350899792166584,-0.205654547996568,-0.100733125560977,-0.265696993702717,0.121032608223341,0.160622713716957,0.1144597335661,-0.189298790128549,-0.0461935516608912,0.104004277134581,0.156587274392511,-0.162334718278843,-0.0193211943412861,-0.138978084613111,-0.0949551101646115,-0.0034240091237722,-0.0557318627913995,-0.122928041845429,0.122377754664823,0.165819870422683,0.0302046519132763
progressive,-0.0419346460217238,0.0462489499579942,0.0106134788623435,-0.0727899265918106,-0.402589101958586,0.18527241999437,0.0298215947000918,-0.184039761726864,0.074765091611003,0.0156654365649953,-0.0419831758747752,-0.0183297254975177,0.0311949895414467,-0.165234443669443,0.312634166342492,-0.0856454846651293,0.0928861387403997,0.0394013876924402,0.0444970222628383,0.160041749392942,0.0884553631568059,0.126594974669909,-0.0304039529367087,0.0643991149992217,0.0561296280392614,-0.0491025053174171,0.133986071289639,0.0172766276863021,-0.42010352592484,-0.30878089601021,0.062482185803691,0.100505325669471,0.117650922752534,0.113831623317388
progressive,0.303735056806641,0.0950298325206879,0.0215876593226176,-0.205616019204012,0.0748764469861147,-0.0397919035554893,-0.313591092068075,-0.111946907969417,0.0740673694646538,0.0764946020290367,-0.0105180077789925,-0.0460070899703485,0.0978248275948257,-0.240038590117078,0.0362981597128169,-0.0422191361198722,0.034680004669895,0.167331941938518,-0.0621150878976168,0.010334126524115,-0.380229658835678,-0.0290900145216192,-0.222753752158594,-0.0025007850663338,-0.0136072128609344,0.0367026984735474,0.165713786895596,-0.167515823193395,0.315981548381482,0.109519675405034,0.0707207306258834,0.0910212211643585,-0.0931542437209374,0.138793571181531
stable,0.358017299219568,0.291781209137621,-0.24026886846908,-0.23055760667356,-0.249930648649418,-0.14148179265614,-0.123718882438287,-0.21616241518496,0.111296028130822,-0.0312308162379512,0.145455166355214,-0.325992797874106,-0.0294217683869158,0.0376070171702384,-0.292097891474783,0.179254078421084,-0.231155344584952,0.276372634170105,-0.0075429774182668,0.0976658224129275,-0.0401097972661183,-0.149023780442103,-0.240359914641014,0.299050058407783,0.256783852352055,0.0947622412340775,-0.0632137530266611,-0.234381545894786,0.358262728030868,-0.150132168622168,0.274609109405036,0.151353374884848,0.126539334503632,-0.407570167926923
stable,-0.0465207795533984,0.09512406105149,0.310350637035541,0.230914757300741,-0.0845148705888025,0.0595132777972348,-0.368730108218443,-0.0862618583312952,0.129901843527868,0.109620588477605,-0.0924515168891336,0.0466596130163779,-0.067611896471042,-0.150021126204655,0.0935853235034666,-0.0794474491900489,0.0693473147582864,0.0465901962848881,-0.188084633971549,-0.186869841170478,-0.122115600145765,0.0735701659239145,0.0434895822783448,-0.0879394293422982,-0.0641063515308083,0.352567579236573,0.0960958952923469,0.0212068114701266,-0.152219322701831,-0.0945687271995718,0.0592587497817723,0.111066770383642,-0.0075201459113924,-0.167791809466037
stable,0.177967036679424,-0.0179019276821608,0.278400589197904,0.119216962074137,-0.0442310066784814,-0.247807168572732,0.227076191736365,-0.0193095296267494,-0.191747690471363,-0.0701493428122828,0.242019847790718,-0.0350008299926548,-0.11941079578454,0.0255722045080828,0.113083509666406,-0.13992486346879,0.13691582586921,0.0834777179466165,-0.128248689961219,0.266156759824155,0.0846499503857165,-0.066729562350184,-0.175802560246598,0.233329636441013,-0.270508788131522,0.137875764244536,-0.1114913041881,0.162921848681527,-0.241332199627624,0.147673596796541,0.0157374512493345,-0.10233496891576,-0.0303442058546552,-0.25244533235736
stable,0.118926984088303,0.225558982548112,0.0438577323381031,-0.0133456221976401,-0.147921508073334,0.0199214905019158,0.087460672619341,-0.132436038641144,-0.0264669055723033,0.045269747282723,-0.225396565300708,-0.0802869058230587,-0.121495206812882,0.0800940353417663,-0.0465640097229748,0.195995998197167,-0.0988258195064467,-0.0136968494951516,0.0029996435379954,-0.0568328401901025,-0.0909719304866595,-0.0426893432645895,0.0995587273353579,-0.0017429400862058,-0.119778659529379,-0.0719660672169846,0.0262131286232343,0.138987544358309,0.106626922920827,-0.124343599289232,-0.0993414942669549,0.0318733696952691,-0.0883428012943048,0.144566576806642
stable,-0.207993237688,0.094561436448564,-0.0508519910943123,0.0032280324107683,0.143935659458726,-0.0599124911563554,-0.252242435214831,-0.0225647850012478,0.0623073139026559,-0.0801715387213401,-0.027904663291139,0.0649169894555174,-0.267193046364056,0.070419317428418,-0.123356952840077,-0.0308025560235334,0.121197944149758,-0.0348899996605453,-0.387306245856299,-0.0736630707762519,-0.141100650474593,-0.143296341351398,-0.0669711918987336,-0.0009956593474772,0.0299012222984487,0.0050097386115171,0.0328777197161702,0.281666789088962,-0.0800719727865923,0.0056857389053306,-0.166075979159207,-0.0158676658113744,-0.160316875880904,0.258216391299695
stable,0.02199463637216,0.383252746606203,0.387075262720537,-0.365346078856317,0.0999314927033035,0.439278394496253,-0.397230717238579,-0.148615482659474,0.316988216267044,0.461174434222607,-0.320173646362322,0.0423889733393111,0.209320679046636,0.0007280983074921,-0.0864995958015464,-0.0874400561153905,-0.0078649785923896,0.387719933096962,-0.0084489741098573,-0.357534190765515,-0.091224650442876,-0.423715293173608,-0.238998269434312,-0.0892299644546422,-0.373741962464586,-0.108024002016784,0.313385646516431,-0.374371464126272,0.019560057656483,-0.381728290774891,-0.382661166731366,-0.0229957715449618,0.140818763283412,0.216085925820417
stable,-0.0956904394086901,-0.0449973192251032,0.0307086515206637,-0.0688093071337575,0.0670836048148729,0.0358120105149719,0.0107364741847982,0.179852843170074,0.0848138440954355,0.0317054781450337,-0.114636290935247,-0.0582547445894115,-0.11836793782993,-0.0304652832449236,0.0817803445776241,-0.0514465785322167,0.0818528634072639,0.176210922962912,0.0762467891363006,-0.0583530752058722,-0.01066641362057,0.0556895446324941,-0.0820741072943004,-0.134714173683808,-0.0178322572951405,-0.0569149899401351,-0.0069740989724722,-0.111712184228249,0.0047874718889283,-0.145819387680334,0.0089751270174466,0.0744510262531878,-0.0747964125435058,0.0218023559347396
stable,-0.127837188275175,0.225170796727369,0.205658689301508,-0.273657251985331,-0.186101758732702,-0.124673772544081,0.0218973398385822,-0.0314453448882986,0.275596132371412,0.134078513051135,-0.0179626442164478,0.256996309182404,0.0927504205895771,-0.217824432231108,0.0397815773349912,-0.130528407120007,-0.258580473783657,0.273436477431163,-0.159003730511943,0.0591049460402828,-0.103766656882607,-0.154767753106573,0.326595766837634,0.0667716197378182,-0.333575758338145,0.141091768753098,0.316540863509816,0.133285749006351,-0.0058906380376891,-0.181482899067641,-0.150604495078084,0.0667180260484043,0.129835214573363,-0.0059216788933272
stable,0.0417088967107498,0.219893652841315,0.0851744028395264,-0.0830263623450382,-0.262857571970836,-0.0137382869074436,-0.142919425681895,0.058575078813021,0.116038937545999,0.141383905419396,0.0205537404532309,-0.149060396289121,0.204788521928151,-0.0867394608797103,0.100957014886731,0.0383384808149317,-0.03999437307371,0.0935924473911271,-0.0943972963108981,0.0141766897130805,-0.0788691977466017,0.0334651916740554,0.131211028158201,-0.0328244661957057,-0.125768970230477,0.181295994683841,0.107282874215179,0.0572545402708139,-0.0589692859964077,-0.0014330263948185,-0.0754264920264498,-0.0096178779646975,-0.091446294649348,0.0633284401347261
stable,-0.234569869132007,-0.0475533092487715,0.152059410848783,0.0888957449406051,0.123746478933599,0.066040713725825,0.0969902031483544,0.048365060088495,-0.130218587971376,-0.10346384886543,-0.409811239716443,-0.0562301689108609,-0.21986115905132,-0.114849105792096,-0.0982871604767531,0.130743748121826,-0.405085566702038,0.255585111055999,-0.303413870069126,-0.0553289065019677,0.184733438614671,-0.0489877993744353,0.252290470638835,0.135170152842742,-0.22136556808509,-0.10957483826793,-0.102903345091101,0.181527541427027,0.0164720495763485,-0.06545792810166,0.0180133389132963,0.0545805436833301,-0.0476136239112592,-0.0757436909898555
