group,AHR,ASCL1,ATF1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,KLF9,LHX2,MAFF,MEF2A,MEIS1,MXI1,MYBL2,MYOD1,NFYB,NR2F2,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,SRF,TBP,TCF12,TCF3,TCF4,TCF7L2,TFAP2A,TFAP4,THAP1,ZBTB7A,ZFX
progressive,0.104780173213472,-0.0415821294021513,0.27426252794126,0.236513523653193,-0.044833007663463,-0.0378703057157282,0.0013585759898019,-0.117832206829783,-0.0169579395869917,0.306480187127991,0.0083940587941332,-0.11657067198211,-0.0647992226564446,0.130520336163112,-0.10587188606242,0.0472105156456163,0.232049631115272,0.161719063357491,-0.187434966021599,-0.235009385950198,0.0851778625034732,-0.299056539755145,0.0996612529661829,0.0478655433549851,0.0067686196634773,0.0725867743122734,-0.229744903989716,0.308372489399501,0.221472146623243,0.0637317700930288,-0.0046822351077101,-0.0522566550363091,0.138696052387456,-0.0664004015015683,0.147162892038185,0.128361170750748,0.21307808782911,-0.416621883444075,-0.182946813198146,0.0713737600356645,-0.033867358602919,0.129913829024807,-0.12392153849836,-0.124697867635389,0.177779372379793,-0.0374578808616812,-0.0070354828043313,0.130641637590773,0.0373851000050847,0.0992488281121359
progressive,-0.101149791797931,0.211164596023376,0.422299642005328,-0.115481561889079,0.0501464202983025,0.0043438560894817,-0.204634036868441,0.0655124418393263,0.077007407953669,-0.110073904308295,-0.239680385998545,0.248279448053234,-0.0634439389395731,0.0916937785419167,0.0387401043082349,-0.166632683595833,0.202861034382939,0.007801210936212,-0.0240241836785621,-0.121687070588338,0.073786453438339,0.135546040016685,-0.0335983971002769,0.404362766860325,0.281759644987811,0.402442014167697,-0.0293727411764954,-0.202270033554438,0.155876468517116,-0.169705887904037,0.0174049743993519,-0.272776432394597,-0.0043438560894817,-0.0504123706711279,-0.027186038111042,0.238587034465819,0.269880528334942,-0.159363373405271,-0.200969831731736,-0.282734796354837,0.316687793952215,0.0082444615575877,0.13604839072091,0.123075922535315,-0.139476195526216,0.228894620878404,-0.21669045376986,0.107946301325692,-0.0366125013256316,0.109512453521219
progressive,-0.0954017943395856,-0.0821781163918757,0.101992002433483,-0.0114162977556566,-0.149325174643988,0.0937386200139195,-0.0968246255546064,0.114581174569089,0.388928028508601,-0.231536939071354,-0.0221115661793769,0.215289744791725,0.155482765138723,-0.131640728562699,0.117830613425014,-0.0876339050035263,-0.160909712577096,0.0694831932875856,-0.190544018119674,-0.0212319103944148,0.0593311002939238,-0.133962443011534,-0.182228146491343,-0.0764146885985989,0.0898017998615478,-0.0775250737697807,0.0109788732942819,-0.32455933661555,0.0442808147053088,0.0644792497239483,0.241208345843725,-0.10179011422054,-0.0950460865358304,-0.321156078168811,0.174171845422509,-0.0755927151601916,0.310191625461168,-0.247341902027396,-0.404588785598256,0.216448198585036,0.181598447541452,-0.23538242884168,0.258368843943806,0.127910603485483,0.056235481028811,-0.0407189298055439,-0.0971466853228713,-0.232474277202871,-0.133525018550159,0.113663063886423
progressive,0.560971251963472,0.0849108303367245,0.12671196684667,-0.032096003076767,0.0579036612698639,-0.0343859783812249,-0.072079698868889,-0.126493873960531,0.0330774210643918,0.0822573668887019,0.162842688317006,0.193375692376445,0.0209369170693293,0.0686629103193804,-0.221473325873999,0.0332591651361742,-0.0187559882079409,0.10846486203972,0.254223607609183,0.192539669646246,-0.0393294171337055,-0.092762174237723,-0.116752391712996,0.398819191119239,-0.231687342708169,-0.248117006797295,0.223436161849249,-0.153028508440758,0.156081808846702,-0.220455559072018,0.31601659201519,-0.0742606277302775,0.223109022520041,-0.0509246889134208,-0.0873825497129648,-0.0376573716733076,0.231178459307178,-0.0180653607351678,-0.254041863537401,-0.259385139247802,0.234813340742826,0.258985302289881,-0.281158079047331,-0.0990868679357496,0.0967968926312917,-0.167204546039783,-0.0282793775693372,-0.329392955698372,-0.309546503059737,0.0233359388168567
stable,0.15063427985678,0.221555882509692,-0.089170640745416,0.327398748019994,-0.176051888527491,-0.22851835911413,-0.306618253759108,0.190699142785947,0.0962147772262533,0.27845045710823,-0.194607151156492,-0.241879470319296,-0.0598236365936748,0.260604857690795,-0.0494917179463743,0.143395715098801,-0.129457151910525,-0.0765522455589313,-0.116615164205327,-0.35480827439002,-0.0601424989681869,-0.13678029296906,-0.235942602876779,-0.284573975696802,0.076719453877273,0.12387997678072,-0.298104239503081,-0.153075326876291,0.269772150958018,0.0830092086428012,-0.219880882902118,0.141947224434096,0.213399616283606,0.0282232087098633,-0.0741121706808052,0.0426974218016638,0.140315971188879,0.112436900529556,-0.201401447301202,-0.176456299343945,-0.202671063950936,-0.101001601409478,0.122295386322017,-0.298440600422536,0.255644992340915,-0.197115275931617,-0.309579396419973,-0.0588826037323098,-0.0382401535481945,0.417046710185792
stable,-0.375313883903394,0.20617703735466,-0.23533974708656,-0.193135684239374,0.0399713465544021,-0.372245330229209,0.232168144968093,0.203932871234734,0.13917264891686,-0.0794274508873926,-0.20345197849475,-0.0551996166539022,-0.0975868767353679,-0.185773445386759,-0.178983697891267,-0.0223615124092659,-0.171713057655792,0.0766909422003396,0.03820807317446,0.0785114647159941,0.215245300451505,-0.0099155503053887,-0.0831142952272716,-0.160125832587601,0.161705908733263,0.131386766459973,0.112563250637733,-0.0930870946683727,-0.320228765520916,0.14240150017104,-0.211123362680212,0.0157435123209117,0.22006567767849,-0.128180814860078,-0.0450436199785213,-0.0907513299313066,0.104628520427994,0.10114777297668,-0.296699370743117,-0.166698033367385,-0.397091455128393,0.149889687122222,0.233713871632328,-0.262017844328541,0.116261544804755,-0.0862057485557415,0.0304336405447152,-0.0617260181251165,-0.0936710358526393,-0.0960869493797028
stable,0.0863216769835913,-0.166867688661669,0.0448658403174407,0.12900348034195,0.0083774390634225,-0.0085999293149714,-0.114596101399815,-0.127514157841786,0.177215755667381,0.10926087598002,0.233278758440323,-0.248240092702642,0.053779072231532,0.192790073275804,-0.192553961172119,0.295153751457808,0.0808366111903043,0.095221287045547,0.160115790619766,-0.0945356538213861,0.198252435982198,0.191618593992138,-0.192508554998334,-0.0713240177822446,0.14946804286707,0.0595729000065603,-0.301147366397492,-0.0325471453694378,-0.0237973756809743,-0.033078397602728,0.0918158240116354,-0.0803008183396356,0.0631736095877495,0.0208051088285106,0.166672442114391,-0.189956728031589,0.149159280885328,-0.0661340921185633,-0.122501316255868,0.212691599245983,-0.0273345166188638,0.166940338539725,0.179931044859753,-0.177674358022615,0.188213130958226,-0.109537853640111,-0.0835291972957838,-0.0006810926067823,-0.0201648817781352,0.0724546315095033
stable,-0.008106060668897,0.0352682981793049,0.222378006292198,-0.0051062353407718,0.0545194385429786,-0.152417255800596,0.140640052108703,-0.151208280969864,0.155092476913986,-0.0340884673802366,0.151407264358463,-0.218061674706169,0.158393792224837,0.0083140887569781,-0.213063975759179,-0.0698029707339762,-0.0993178350762571,0.177834871277628,-0.0404720152811583,-0.114693824195291,0.0535586904646913,0.007737237923362,0.0597754139085045,-0.175187789229293,-0.136457381081682,0.148914947167927,0.0671016204887499,0.0140403884955568,-0.0513226397594724,0.127672967951651,0.0485609915177008,0.0465309589673448,0.0415674288850633,-0.22853041187303,-0.018377824380377,-0.217944093612906,-0.19780355780019,-0.175360643486056,-0.128429707808294,-0.152284600208196,0.230816710908703,0.0008371371853696,0.0670202181934138,-0.232766346130332,0.11369287745264,0.0176251043901707,0.0015788025428759,-0.204098668639512,0.0732439764034907,0.291544833162622
stable,-0.102845276722713,-0.0525401344378196,0.0325677558138306,-0.211830417993101,0.190559809303061,-0.0915837672870095,-0.110670294807105,0.0382596037112611,0.134460997154773,0.0001170952608594,0.0592451108965995,0.0047601769088528,0.22024091238179,-0.107987286003933,0.0114600622693345,0.142759487380901,-0.0459573443381975,-0.218937591217441,-0.136507618670665,-0.126457790629942,-0.167950241760585,-0.117797832424639,0.152636218079484,0.0606706184201063,-0.0826539808718994,-0.109458613412124,0.00991236838667,-0.0926478068313413,0.151765640270485,-0.129568451690166,-0.15562469278055,0.184007565793228,-0.0022757209393125,-0.0283625086194858,0.0082068504567602,0.135825411498701,-0.0737241944567894,-0.051308088649646,-0.0143263506112427,-0.198573198024488,0.0199163765427084,-0.0564959178155508,-0.116555604439869,0.0897458808013454,0.166967659789025,0.116850888141166,0.221406773892087,-0.0951475360957763,0.14256093454727,0.0090112439878818
stable,-0.0185105510390825,0.0330315062916115,-0.12168267148988,-0.173158724478517,-0.13102595279883,0.0353123230004683,-0.316725502268167,0.0600566174560405,-0.0254630084024145,-0.0904772853285104,-0.192285316043464,0.0732428182358623,-0.19215330735935,-0.0759269948128449,-0.202383980378177,-0.218437703129584,-0.0639948765321052,0.0883944816458244,0.0444135883885433,0.0217520976156571,-0.12311276556778,-0.034666947211467,0.0803639533622288,0.316842843320713,-0.230252480357778,-0.160610565671912,-0.0036595740762686,0.239009056404,-0.116372988862187,-0.251667222447367,0.0964323437452041,0.0235342148511948,0.0198379716960056,-0.183396731313128,0.245059454425888,-0.0837228409913492,0.234234742328548,-0.391787106818488,0.265682144410792,0.189021768019537,0.122203372410551,-0.156950991595643,0.107513739394988,0.153577436334955,0.294379365573997,0.120963957543037,-0.0561183583799758,-0.155491562254606,0.012364813412002,0.073917529288
