group,ASCL1,ATF3,CDX2,CEBPD,CLOCK,E2F2,E2F7,EBF1,ESR1,ETV6,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SP2,STAT1,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,-0.207893979443391,0.222771106016874,0.0617509256964189,-0.4382844890214,0.0486339777937044,-0.122489145856231,-0.302485498969768,-0.104935583221716,0.252284238797982,0.0942780630507606,0.0900102325750612,-0.173871895820725,-0.0082463165123683,-0.0812334512578037,0.0813781234773189,0.238492153870863,0.186144922442934,-0.0912158344043548,-0.221854848626611,-0.151086021247076,0.0242567088053875,-0.108938181294971,0.0236539078907407,-0.131579383649105,-0.127793793905123,0.0537457295499093,-0.112265642343821,-0.0551924517450616,0.0060762332196398,0.0573143109646184,-0.12839659481977,-0.0023629795854154,0.153087320283703,0.122706154185504
progressive,0.125103413926066,0.0554548888265802,0.125074088231287,-0.225631895627556,0.110557869315816,-0.110117983894135,-0.0044868313011458,-0.142317596761181,-0.16522096438337,0.0892967406012357,-0.132112254978183,0.0133725168191013,-0.107156088721483,-0.129003731331637,-0.370999364645725,0.122024215974299,0.0621704729309096,0.255983989723542,-0.366688487513252,0.0168622744977703,0.131115181355706,-0.21258196145102,0.173696090174423,-0.238329921466746,-0.209062878077573,0.0488859331961445,0.0456894324652628,-0.158153471941696,0.187743097973435,-0.0691499882882475,0.0649270882401103,0.128123960488275,0.114047626994485,-0.0681235889709919
progressive,-0.117335396926384,0.0265754347911412,-0.2082578999472,0.0329910191569825,-0.328906262570699,-0.192591826946558,0.0742525010210479,0.336301872864258,-0.195756593600945,0.112382680530698,-0.0305146609591391,0.135697736381821,-0.0054785839666572,-0.0042834303962695,0.168100739982173,-0.0769057419473087,-0.135802909896015,0.0885800020228559,-0.121470628279926,-0.102510712039295,-0.106975805778264,0.190077223834462,0.242793057517123,0.0029735420831246,-0.187557840108085,0.165141539741893,0.0960807858306092,-0.139144559278819,-0.505702939931013,0.2835334524245,-0.0891919206508944,0.101721910682839,-0.288978572091186,0.144336306388584
progressive,0.0548947476088157,0.0917443838495161,-0.151050962293823,-0.043829007972256,-0.126207291933311,-0.125520203524505,0.0047011312181462,-0.168734448183619,0.0621272571751946,0.154703379624844,0.142878226483815,0.0213720657686496,0.110259608339446,0.0917443838495161,-0.234297147402844,0.11242936120936,0.0721442829246293,0.0354392968752565,0.0604999425227593,-0.0556179985654536,-0.237587939255546,0.155715930964137,0.271327596382704,-0.0229632178732529,-0.0327994308835282,-0.0359817350927349,0.0280621371175501,-0.26170835865942,0.215384134886763,0.191155227839394,0.383539982305072,-0.166383882574546,-0.128232394611898,0.114852251914097
stable,0.255464544025321,0.2656272001937,-0.283842715675379,-0.209456642619751,-0.278056508238048,-0.234369480197151,0.19904030734351,0.0288332448588182,0.400526391123885,-0.123167984552891,0.108509786026492,-0.294435270789906,0.0883113132436646,0.196823035751896,-0.142888146346086,0.0932967854817537,-0.0312335139748063,-0.178760502327628,-0.324084742701881,0.0665055606171343,-0.126551986392495,0.159590301348424,-0.341590537626071,0.0885582146654383,-0.014711451774233,-0.137942371983655,0.190020175401378,0.110564393151997,0.297436817485978,-0.218594899947986,-0.164113922691665,0.0526848904430261,-0.265711437149364,0.156934416642834
stable,0.289475846710164,-0.174296796661064,0.255843609544796,-0.13874434054943,-0.0077149625119206,0.174592214960489,-0.0866030107008232,0.118212768739355,0.0240538669186096,0.231664757961045,-0.372965603024734,0.115985769251378,0.101532997064098,0.0068173453713584,-0.0393360827927381,-0.304542179980866,-0.222234096863999,0.345673497054729,0.0093170386741898,0.331652490074302,-0.0647761432701906,-0.153447082066993,-0.0630490824427798,-0.0774450434186317,-0.1457889307665,0.241947587229511,-0.091602397306486,-0.106918699907471,-0.247299203346027,-0.0899775966596456,0.0229517294169067,-0.162582324864613,-0.0069764167633567,0.105112103384061
stable,0.140694149376787,0.0566200429893964,-0.0324947055230298,-0.14974737813505,-0.0718280180620562,-0.153528991948531,-0.196752611392684,0.136097337375968,0.0063947768917795,0.200158328264227,0.0368831890981958,-0.218110803900922,-0.114526287563258,0.0744638255344469,-0.207635507193637,0.225710262558434,-0.0200629331661355,0.22956886731183,0.0314757077888582,0.189003699734161,0.0844273589352365,0.0495685786689284,0.0668054914522945,0.0163945413231175,-0.0103213148274544,0.0366612740360873,-0.143665093881749,-0.164389243355392,0.0943501324266593,-0.022010351058108,0.0506328651912855,-0.0121962706583302,0.0494915877290132,-0.115826075784179
stable,-0.0125660535246132,-0.0571664970980118,-0.0011955293942755,-0.274508942866018,-0.179265434324242,0.010391909350241,-0.196180775804116,0.106721990175945,-0.0822196352323991,0.045798971787225,0.066072991164061,-0.0711120076160199,0.158139750194962,0.0870587303809674,0.0002588980878907,-0.157033185780695,-0.197104412225781,0.218408026315078,-0.248415214347483,-0.0135166793222353,0.303355587732241,0.0831902531603602,-0.080082476499154,0.112367767783695,-0.352869097336463,-0.0629762101745413,-0.0807752038154023,-0.173747606350662,0.206230819725559,0.410254508261687,0.156429423444456,0.0676463718217447,0.142943731924246,-0.170309959538862
stable,0.0057158171322594,-0.14406699330875,0.152338952264131,-0.166539740170366,0.054216579542017,-0.180902822795529,0.057107454222929,0.151299251720996,-0.0989135594768903,0.296908044859566,0.0406497553815965,0.0380073944890435,0.0064664302073032,-0.0673370932253844,-0.0194246491717423,-0.0874362798226729,-0.107388386830932,-0.0717241223464176,0.0405686080221323,-0.0525378435431014,-0.128856935119179,0.212905312684222,-0.0740571089310133,0.131915176228986,-0.121822473395627,-0.0206570746936048,0.207209782391828,-0.121589174737167,-0.0873145587834766,-0.026093947777706,-0.0420951927220525,-0.0155498627573269,-0.0217170620766059,-0.131118917764244
stable,0.110141329914832,-0.205120063818301,-0.0424872359724232,-0.0667314060202988,-0.0749920057639111,-0.0712649277793261,0.206979970180979,0.132583715673863,0.0802084618904843,0.387056685436191,-0.0572284469484914,-0.0904088858482959,-0.0583836231659359,0.265167431347726,-0.0234813178288085,-0.192115249798014,0.193328548089292,0.166853943458049,-0.0744471113217204,0.185394885010994,-0.211920346456842,-0.195900449856433,-0.0753915950215177,-0.177308651488883,-0.0373071061419961,0.379747834651605,-0.012387266985804,-0.229734762086866,-0.208186003213028,0.166832147680362,0.0392541956154245,-0.106806575928624,0.0240915996040621,0.296124700923392
stable,0.0711247223504176,0.12671233821446,-0.0979942429856546,-0.0127828700327327,0.0075374814189913,-0.168307594749348,-0.0410772365763627,0.116723283688381,-0.0687686046064735,0.0816911654145388,-0.0667558933518887,-0.0904195106932411,0.0217929250416892,0.0714134166194385,-0.134359244074129,-0.0882822418306514,-0.0503061404666737,0.0993550639553535,0.0707021577550363,-0.0389050450199399,-0.0251105809558398,-0.137040142870722,-0.194682377221949,0.0813291334884684,0.0504365185236509,-0.0095222545185095,0.014176285516676,-0.0883695485652344,0.0389865313055506,0.103586530358139,0.130194130789627,0.142021283101125,0.0276983525688774,-0.186377760628422
stable,0.565600688900242,-0.552695722314967,-0.51571119474623,-0.580140521833365,-0.260782436026361,-0.533687557816269,-0.571661461966145,0.506485570350956,-0.521688292995175,0.30610447415107,-0.577586372130714,-0.574659163390872,-0.5610202739657,0.552213728582067,-0.58020885274258,0.548167248740405,-0.52868176652357,0.523956500870371,0.515483080417942,0.576408838824837,0.57048886314821,-0.565952130180735,-0.550871101408189,0.58097816291029,-0.540571567953819,0.512309734720044,0.505823514803299,-0.518660655676934,-0.0459714519842098,0.526763037882471,0.591569160119097,0.577753874498781,-0.556271005553298,0.543914319322276
