group,AHR,ARNT,ASCL2,ATF3,BACH1,BARX2,BATF,CEBPA,CEBPB,CTCFL,ETV6,FOXO3,GATA3,HEY1,HOXA4,IRF3,JUNB,KLF10,KLF4,LHX2,MAF,MITF,NFAT5,NFE2,NFYB,NR2C2,ONECUT1,PGR,PPARG,RELA,RFX5,RUNX1,RUNX3,RXRG,SIX5,SPDEF,TBP,TCF7L2,TEAD4,USF2,ZBTB33,ZBTB7B
progressive,0.311593796617611,-0.419878889139986,-0.260996146225621,0.220778154961423,0.25349830891955,-0.116548015267841,-0.0914532128556846,0.0320825827586311,0.360329739107074,0.156204943876483,0.0643436854531211,0.242022027328624,-0.040549528287936,-0.396926325958136,-0.241639484608927,-0.0477923371142089,0.167604716923469,0.0753354129324295,-0.176964262132068,0.173776406134589,0.286090948637777,-0.0028563189737414,-0.0843634211172908,0.0563102883394734,-0.0144856176525457,-0.354489586919692,-0.0915552242476039,-0.0977779191546834,0.158066651779011,-0.0077528657858695,0.0684751468258542,-0.400981278786929,0.407484505021787,0.40404162054451,0.239395233986701,0.136134202516354,-0.224935119182136,0.332888674680773,0.0832667986541579,0.179157507058334,-0.141489800592119,-0.369587272923754
progressive,0.0975577238652771,-0.0600636376716598,0.329527634873067,-0.321151620491877,-0.32474569211726,-0.297150532010504,0.0822067738721146,-0.119548568895165,-0.0536369502737287,-0.225086350098157,0.101943709577609,-0.352919558672172,-0.211319228278892,0.174007891489956,0.079831031611268,0.0928366975776974,0.0612819670361966,0.375671859554895,-0.0571396471967717,0.0057261480133225,-0.0961871033301733,-0.0269555371903747,0.397388580477762,-0.09740543269471,0.43872040416967,-0.0022843675585063,-0.133467981884997,0.0110867972172841,0.225482307141632,0.166515165898055,-0.173794683851162,-0.07574962824007,-0.0039595704347443,-0.109314602233056,-0.0018884105150319,-0.0027412410702076,0.275311978151183,-0.239858593643165,0.024275212588394,0.0056956897792091,0.411307993467594,0.190455337911201
progressive,-0.208230635963022,-0.0487129411082826,-0.215248979290533,0.0220046578323433,-0.0259911164101965,0.0067018007109069,-0.0054702520931831,-0.106902376801139,0.0374905161540036,-0.0796104680758367,0.0767220166993278,0.0616169987132688,-0.0574920527406515,0.0082993517290789,-0.123011428399238,-0.088884177546649,0.0900909962724507,0.141341224291947,-0.0651385353229852,-0.006588043208065,0.0206692436685463,0.0715831451579017,0.104607442830762,-0.0300468186854317,0.021247923139525,-0.210673949284932,-0.109637502847731,0.0080866746585482,-0.108974741744217,0.0732548858518401,0.0361155341631312,-0.171605666026294,0.205134453494367,0.211450467891288,0.0103519327586187,-0.0700399999019585,0.117956638490347,0.0829836253340202,0.0289141896353965,-0.0964564704532162,0.12085992780201,0.0834930611076168
progressive,0.462742353333461,0.05159015015367,0.295793489440086,-0.135270046130658,0.0748262641258516,0.384703378915636,0.152416953386657,-0.21536366085149,-0.275359157699277,0.0483774398616963,-0.0204343317408092,0.152753167254422,0.114611571811339,0.240990628994442,-0.0561103588202841,-0.0749009783186881,0.0638432777788718,0.158020517849402,-0.33457015552228,0.366547830056343,-0.311483469935771,-0.0313799609913706,0.150324955987232,0.0416158054099843,0.140537396725638,-0.205762887071987,0.0008218561212025,-0.0720618389908975,0.0513660075751602,0.360944265593598,-0.24214869898341,0.0037730667382481,0.167882791303833,-0.124212345590842,0.225001791727411,-0.249657475363488,0.251712115666494,0.167135649375467,-0.0894702459218245,0.331469516519561,0.097427307458922,0.149988742119468
stable,0.139944452396547,-0.0108119721478821,0.0082239521258285,0.152353522459703,-0.051446792130229,-0.215932848251196,0.0446786638882733,-0.0008306111491608,0.113482123011159,-0.104219155491266,-0.163841806460038,-0.102427680539879,-0.0804801084984228,0.0563583190942655,0.181413891301995,-0.0132537084211087,-0.0409594496715244,0.138804240710485,-0.0258641691247732,-0.149830628764182,-0.204808269735958,-0.124774026088412,-0.148385826258645,0.0072410455669302,-0.0807907109788086,-0.0264933896334258,-0.261421082475443,0.114040205532369,-0.144001321567779,0.0857292904169432,0.0349988878785719,0.023417423134121,0.204023747987113,-0.0942147497923869,0.036604001341727,0.234886613159127,-0.186461682580007,0.108065616530625,-0.0239153890462235,-0.219861468656334,0.142709816415465,-0.003243291061319
stable,-0.0778599974374099,-0.409887176367602,-0.509333170679827,-0.351016275799926,0.262134141689366,-0.173346013008855,-0.428229985905755,0.352485110644429,0.0663795842927752,0.361415626499006,0.47250654345845,0.0170267335174777,-0.358137187126076,-0.425409823004309,0.389758263658534,0.408383089486831,0.20849229316812,-0.161383822035223,-0.377502305716002,-0.0209044575069653,0.277727292398609,-0.371814977198087,0.0160161751444597,0.355046758613242,-0.168199215713717,0.0801043770798104,-0.361439127856518,0.427113671423932,0.352814129649597,0.233274474664573,0.373366066793882,0.0054170629065267,-0.0534773390186617,-0.165590565029879,0.349394682131595,0.225448522613062,-0.185343456018754,0.124639449565138,-0.423177194040665,-0.417701377740358,-0.191841581370835,0.0872487897634725
stable,0.180816747408381,0.134913792650801,-0.113477094020142,0.0023167204383167,0.411536778590301,-0.0937099348146661,-0.241872179364749,-0.0443694171395034,0.0676773130472649,-0.0581149790923503,0.074566508034891,-0.214718715118081,-0.0923217784386707,0.0569191011333001,0.0154151013780306,0.0363687591075836,-0.37158976504054,-0.259435171351583,0.0604035612257482,-0.140982287078295,0.374802221518773,-0.116877139197834,-0.0018665075596155,0.228623727465468,0.131940511764379,-0.094544704527258,0.0742616763982704,-0.133399013902671,-0.110602297200935,0.0980666823595978,-0.308226992080829,0.0738677401294068,0.108834273708536,0.23840178842476,0.169636460920634,0.104172694526983,-0.043459611947128,0.351874192727415,0.085366927406234,0.0305535094243594,-0.0162967682654872,0.0409130953519741
stable,0.121544293889762,-0.01398001212846,0.176291194532682,0.142906904988378,0.0862737060582684,-0.120502867885051,0.0931026615595169,0.0395741881790254,0.171901151710451,-0.223585518964023,0.0893249195997394,0.0556874770938157,-0.0198869145662488,0.0802319945230318,-0.0408595054516383,-0.0200134910470586,0.299531407449879,-0.179350640690791,0.293633766705808,-0.0405250554007182,0.233404972459037,0.0632048851614198,0.238759260504998,-0.0694853425791593,-0.0803637163892403,0.0462282005767156,-0.0766127304335365,-0.0415376672471963,0.0291558118235944,0.0473200513583348,0.0375448481777502,-0.26206579820727,0.0640343212877016,0.141974561154121,-0.178214539594743,-0.242525682616898,0.266934361871587,0.0949488258405958,0.0225594277423703,0.0223669903284563,-0.169120585440956,0.0326207143511266
stable,-0.0450375043785468,-0.0273186078852089,-0.2738815573942,-0.170739982088347,-0.0105322848915203,-0.129522340914579,0.143020947163741,0.165276260511305,-0.0464021175785987,-0.0501798305687038,0.18253677342007,-0.0912868274289545,-0.239133974172801,0.105707469624097,0.122646587145977,0.072751270526319,-0.283317936704211,-0.232669184997266,-0.0211488702123873,-0.237432159255362,0.0875038456620152,-0.133236828582673,0.0500481111478494,-0.17594026482368,-0.141840741152885,0.0076608015168936,-0.0104479844621734,0.131751033515435,0.214418142043676,0.0119179731989089,0.14216213653977,-0.0923616579031266,0.157531158565065,-0.102129970153691,-0.271884690974047,0.107103695485154,-0.215940818548753,0.274882624992694,0.0501534866845329,-0.159659744406072,-0.006006405590962,-0.0445738520171393
stable,0.0613492184729773,-0.100549258898216,-0.0493350607002125,-0.120041459746208,0.0291882422812684,-0.0977382540347169,0.0160881894790421,-0.0359192511872917,0.0187990763611019,0.0893437463601568,0.261015278996503,-0.287931613237409,-0.0975534208382128,-0.176207647333884,0.201922565797513,0.0707988156442481,-0.0901369888284868,0.231411162023101,0.0229116149833175,0.0405323797167059,-0.151855873694472,-0.0016326932357859,0.256248122803336,-0.103221638864338,0.0440442104502833,-0.0131847680172906,0.0790778025709931,0.0445293975911065,-0.0929325909256109,-0.0820505364814336,0.264665734627459,0.0229039136001299,0.0213713383457836,0.293576727113971,0.0425116351959371,0.117654030958031,0.293376491151092,0.0455382787886913,-0.0603095317426419,0.05307793292942,0.158663896432372,-0.0917619806810852
