group,AHR,ASCL1,ATF1,ATF2,ATF3,BACH1,CEBPD,E2F1,E2F6,E2F7,EBF1,FOSL2,FOXA1,FOXD2,FOXG1,FOXO3,FOXP1,GLIS1,GMEB2,HEY1,HINFP,HOXA4,HOXC6,IRF3,JUNB,JUND,KLF4,KLF9,KMT2A,MAFF,MAFK,MNT,MXI1,MYBL2,NFYB,NR2F2,NRF1,RUNX1,RUNX3,SETDB1,SRF,STAT2,TBP,TCF12,TCF3,TCF4,TEAD4,TFAP2A,TFAP4,THAP1,USF1,YY1,ZBTB7B
progressive,0.0738035743002093,-0.140651837933383,0.133551624960785,-0.0575745160771266,0.136425520687789,-0.0431567366735844,-0.184557236519044,0.0236673765753289,0.202573423177407,-0.0807347345829842,-0.258988720810028,-0.0590718399012801,-0.166999907161632,-0.210084192682435,0.22911469547974,-0.0508607092526966,0.0393409759604192,0.0707606258833813,0.109232188010421,-0.28234214238997,0.339047244633717,-0.249956477096586,-0.139057912572188,-0.3364873039021,0.0776193350133746,0.408648652072592,-0.0421424205346418,-0.0646264282812042,0.0098292063940396,-0.0238847300336738,-0.0029946476483069,0.159706491114949,0.132030150752371,-0.0082835818013651,-0.164126011434628,0.0810969903468923,-0.0785370496152751,-0.405315899044638,0.279999555116697,-0.0222908046724781,0.106116788440811,-0.0027048430371804,-0.104208908084229,0.17451067666666,-0.0096118529356948,-0.175041985120392,0.150867450475592,0.367882803440801,-0.117588220964568,-0.138647356039758,-0.0039606630187285,0.156735993850903,-0.288548791144928
progressive,0.0858077611205264,0.0307929637262878,0.423941023091007,0.4463064388501,-0.161095820757527,-0.436818080649273,-0.0234556929436604,0.303185458162464,-0.162745970009845,-0.0638843496254468,-0.133396886879335,-0.0516260980368002,-0.0552210660507783,-0.12656055426259,-0.151813731213239,-0.193155863373987,-0.190739573397379,-0.11421390182114,-0.276223198057629,0.431189893020832,0.0790598293565839,0.0567828144502934,-0.205119445453291,-0.0149397441236631,0.0178275053152193,0.331031726795327,0.0445245628616468,-0.0852184221018414,-0.119635820793042,0.0246343709810302,-0.0842165457700771,0.217701833502215,-0.112887889029099,0.0201259274880905,0.213635394273289,-0.211484306855089,0.439941577448303,-0.0125529210979891,-0.115746183269721,0.186643667217519,-0.257452750312513,0.127974967907433,0.134899701376981,-0.058167761144203,0.101042174753532,0.0584624306535454,0.107259701400658,0.260252110651267,-0.277048272683787,0.0796491683752688,0.0884008528027401,0.143327249344176,0.435197398347889
progressive,-0.0140796012499376,-0.0003969452798046,-0.0445391733833794,-0.0622725841968198,0.185493007500027,0.221294602254454,0.0501585794529027,0.0838606684502907,-0.134679229211784,0.101995807016786,0.178730590323596,0.0591304992711374,-0.0060402637155812,-0.0284174560554107,-0.235895493088713,-0.0319134440016418,0.0501777093459053,-0.201021698144914,-0.326528143661936,-0.0740613807596921,0.0423440181613273,-0.0835163303762433,-0.0554575598146319,0.0275231335575377,-0.0645059992048772,-0.046614766774165,0.036485488429271,-0.142092062750304,0.0035055528927324,0.0541806394567062,-0.0774521542944088,-0.0087184487359498,-0.141216870145434,0.169930839542385,0.135210083742607,0.0901304908819035,-0.0555675566993971,-0.194541446890272,0.19052895183297,-0.0132474509043231,0.251940690844671,-0.0570883831931064,0.168634789291457,0.0410431854371483,0.0810629215986557,0.0537597818106483,-0.0413014389926838,-0.159739389045233,-0.217736442155964,-0.257426187663176,0.0497998939591033,0.163369286242482,0.322434346559373
progressive,0.403677433683836,0.166985217362125,0.082677428079924,0.0571351025775811,0.104596728688318,0.0602509039863776,-0.116625171336229,-0.199157678420395,-0.0940174959979854,-0.0321724610582702,0.163181041223478,0.261908469583598,0.150971447330869,0.0602146737374381,0.2374168213005,-0.210896279076791,0.0985100468664826,-0.157963885376191,-0.0812282181223443,0.0599972922438011,0.0252162532618874,0.299080704995518,0.220388604298939,0.0857207689908414,-0.0075358917794146,0.157058129152704,-0.0140935668374629,-0.0723880373811079,-0.443349556272581,-0.0946696404788963,0.241293457937026,0.214120771232406,-0.21314255451104,0.149775849115866,0.156514675418612,0.09369142375753,-0.119016367766236,-0.0394185108461688,0.0926407465382847,0.0255060952534034,-0.20951952961709,-0.0710475181703466,0.324478109502103,0.19593318626478,0.01931072268475,-0.0752139967983883,-0.0561568858562148,-0.143979009285547,0.0161949212759536,-0.21028036484482,0.179738264988827,0.291508582967164,0.186114788802178
stable,0.139228655262857,0.181768856198532,-0.0256214207835963,0.107402160429339,0.206541570453234,-0.0717312386531543,-0.0933285863752678,0.0190764756980765,0.169670418391337,0.148743102139403,0.115904762679904,-0.0020508789348097,-0.188628424757005,0.0285918936347246,0.0157787555926722,-0.0480480538325695,0.22051027001632,-0.0457369307905016,-0.0641919280234843,0.0503640321751458,0.10972105195222,-0.0468517077872638,-0.224210009003832,-0.0895288281972798,-0.105412458280937,-0.115995071269363,-0.123360562140827,-0.174053783690452,0.0697415365047522,-0.0176043485838854,0.174462599993272,-0.11608440879872,-0.196199780370032,0.175798778693224,-0.13876448853424,0.18256318336173,0.141103772319257,-0.0816379938107912,0.119599646366908,0.130656136684968,-0.126387356477855,-0.170773542666879,-0.162711801702489,-0.187660277835601,0.0907785825481795,-0.165442422708495,-0.0059593958441891,-0.146740776209679,-0.201958166773167,-0.163093428322461,0.164284919067258,-0.0929848310992628,0.137958508649821
stable,-0.311044794163568,0.295228184612754,-0.213774924476427,-0.129358898862281,-0.0938854798913261,0.309574806676497,-0.352876763659995,-0.0682803490118736,0.318121245554819,-0.0139819740049347,0.178757315578982,-0.33920246145468,0.0199644812197601,0.0509139852111233,0.0174347353117768,-0.150736391309924,-0.0332741353662668,-0.107206529289671,-0.0369092207025131,-0.165345104165935,0.0191212325837657,0.226685744808612,0.232178256194413,0.138965096161515,-0.236041246567415,-0.111969744557855,0.0973610317018437,-0.19027791518696,0.109964180234409,-0.198972492339173,-0.0442477628860322,0.156707503272911,-0.164387903011563,-0.239699122407337,-0.0793793243018543,0.125883347051764,-0.222526477887828,-0.100095892142907,-0.0403050057501664,-0.23626915160417,0.179646145222328,0.408291873347034,0.0043757767057008,0.138019290258981,0.112220440098286,-0.187508868990384,-0.286032216379679,0.0955377914078017,0.206299639270854,-0.0380145601307761,0.196066703120543,0.107286296052535,-0.195143687721685
stable,0.0089402507503647,-0.0312341213365968,-0.0099664044677758,0.0509807696419987,0.108754132032878,0.156225092721077,-0.123687846973431,-0.178614313873971,0.120613926324372,-0.161959748230325,0.0481066311326128,0.17603530807092,-0.145613936802538,0.106047992140944,0.229613245528667,-0.145237075039064,0.132074156336521,-0.0138122106564802,0.166268685742817,0.0648656283492691,0.199945597787233,0.105049081442579,-0.108813158574145,0.0573965006274052,-0.175172612467787,0.0249500649432475,0.181265967727812,-0.167181326880869,0.139157341288562,0.199913814265013,-0.275449625074087,-0.239361705844072,-0.10899477870112,-0.0863512893704606,0.0437432075820285,-0.149800280729321,0.0189656817594076,-0.0798765318437871,0.0751634895487751,-0.0127088683851046,0.103777740553752,0.0328096759381085,-0.0141028028596409,0.227824287277959,0.223587997816258,-0.097620818249285,0.0468352902437849,-0.0168952123118879,-0.0184889289260971,-0.0207183159847204,0.0124863837295597,0.0621277049351147,0.0985743239159059
stable,-0.106197495841759,-0.112794632714026,0.0005812763910808,0.146633722861236,0.0183477241584032,0.0151772166139362,-0.127320539636751,0.0198864558098358,0.0011615523064456,0.0755509237047721,0.078632388910502,-0.123990956453417,0.0726375384193546,-0.06231963235874,0.1051900167956,-0.0353378027699961,0.0240894542933656,0.0357860158908295,-0.10128816150263,0.116744510841371,-0.0534183999121882,0.0361942099830171,-0.0117305777718129,0.0383742465684995,0.0007493563113934,0.0071644066033221,0.178225744549981,-0.0821140444026904,0.0178815024746791,-0.069510051330682,-0.0582236847768379,-0.0439989210446728,-0.0806723588957239,0.0552992942585429,-0.289639720775726,-0.106797781271447,-0.0701423519832863,-0.184159566022443,-0.0543528442310687,-0.043479674147993,-0.120549319989875,-0.0772347243350459,0.11188520028805,0.044644227881587,-0.0369525705758559,-0.15155206148181,0.125526686677702,0.0438478492115347,0.0139666409973994,0.159551865308114,-0.0905000318554269,0.14871471235082,0.103550237096837
stable,-0.0087161352205706,0.131188489251174,-0.199380324815604,0.206817958245962,-0.118144726939132,0.0036122748993284,-0.0103751434959645,-0.110164237589914,0.161760916980603,-0.133334545827601,0.106765046322287,-0.169898682343697,0.0911693538496245,0.107226727524308,-0.0323278309810689,0.137144684099224,-0.201947475235632,0.0191978205323862,0.0065751520639462,-0.107683335306526,0.111062232894943,0.194788879894407,0.118783977834238,0.156626616140546,-0.102741824418962,-0.0974705412442397,-0.18597634969759,-0.0826815225201631,0.133349766087008,-0.0063620684322442,0.165342751361117,-0.0621189520609239,-0.201216902784082,-0.0927725545071917,-0.173302947031126,0.289093607181931,0.135348693489164,-0.175793996154117,0.183881027319187,0.129275809985658,-0.318742672507318,-0.081991537427033,0.0144896869557333,-0.198609165005635,0.221957042936406,-0.08938351007917,-0.0484968198914057,-0.158290697835742,0.169203623830764,-0.147803939104124,-0.208938647723377,0.228669177335018,-0.250581277461703
stable,0.15068739020611,0.171613969546644,0.0039828945369771,0.0145699670356331,-0.338800882642682,-0.0086429539586688,-0.045428298018648,-0.0886139424406069,0.0477583277294939,0.125712384242981,0.174686696227822,-0.0710586248379525,-0.0388095573712765,-0.0973588351991252,-0.104683866102597,0.104276110903199,0.221935329958069,0.119246551795384,0.0499864186404902,-0.121125138249753,-0.16187153281817,0.270050443487036,0.0853737448739618,0.174956105913139,-0.147403504582387,0.107618247269693,-0.0223901292526595,-0.0588696569130901,-0.0520834453802515,-0.141789589247817,0.0656121803888503,0.0266133081035676,0.134646591915505,0.0451443256476387,0.0051333467067073,-0.14412690030151,-0.262528816326712,-0.0500155440118758,-0.127765722925664,0.0415182169101348,-0.0021552774825324,0.0114826776687623,0.107654653983925,0.0811578473659001,0.0225503187952802,-0.096929235971188,-0.153556239287589,0.0126476925241852,-0.193545374199981,-0.0614108455664814,0.253405293740181,0.152478600546323,-0.0066624287044499
