group,AHR,ASCL1,ATF3,BACH2,CDX2,CEBPD,DUX4,E2F2,E2F3,E2F6,E2F7,EBF1,ESR1,ETV6,FOSL2,FOXA1,FOXD2,FOXP1,GATA3,GLIS1,GMEB2,GTF2I,HINFP,HNF4G,HOXA1,HOXA4,HOXC6,HSF2,IRF2,IRF3,KLF4,MAFF,MAFK,MNT,MXI1,MYBL2,NFYB,NR2C2,NR2F2,PBX1,PGR,RUNX1,RUNX2,SETDB1,SP2,SPDEF,SRF,STAT3,TBP,TCF12,TCF3,TCF4,TEAD4,TFAP2A,TFAP4,THAP1,USF1,USF2,ZFX
progressive,0.0823861442699391,-0.158015752898693,0.246553008469209,-0.0139247598339844,-0.0059089415643342,-0.289102231127141,-0.0525266157911516,-0.0443412787061312,-0.151525603967375,-0.158379007503057,-0.0699144028534139,-0.0202696069235564,0.188093234140099,0.163779392621281,0.0430577791040422,0.0165644099590354,-0.148256312528091,0.0143364483855979,0.196593391882236,-0.251033148589708,0.0045527910413722,-0.377639486697657,0.0311188111072521,0.275468074976648,0.035187262676138,0.151719339756369,-0.210929840267833,0.0289877174283119,0.347683090324373,0.0156925989085598,-0.28467052495389,0.199523645690778,-0.224878817075442,-0.069018374829314,0.214174914733492,0.130166233230724,-0.0241927566506964,0.132200459015167,-0.142662191620873,0.0430335621304179,0.0848078416323711,-0.0876896614936653,0.425879698157304,0.0552631338106999,-0.275976631422759,0.103793948953839,0.282733167063944,-0.0304649528193955,0.219938554456081,-0.0763561178374832,-0.0472230985674254,0.108540475784205,0.189739988346553,0.0394736670076428,0.106917938551376,0.0953180081853263,0.196738693723981,0.278567847600561,0.0881740009661517
progressive,-0.150543351669916,-0.0242087188332341,-0.0741336591376693,-0.284031232318128,0.0325443216549338,0.0258935747227266,0.171116328846877,-0.24728955037709,-0.115279613491591,-0.319324529371707,-0.0767939579105522,0.0683105607125813,-0.138099065187875,-0.032455645029171,-0.212735225204867,0.0367712408162921,-0.0806661705688595,0.0663596749458005,-0.149449673285509,0.0298840228820509,-0.136177738296349,-0.0028672108996626,0.0436288998752791,0.248797053015057,0.275813864997445,-0.135261413163467,0.0615711371546113,0.106323274289552,0.147942170647542,-0.0523192092000298,0.0222873919417076,0.123349186436002,-0.154829388581783,0.227544221707248,0.177175898273999,0.115545643368879,0.100234145987176,0.163224109153991,-0.117319175884135,-0.35449959092427,-0.0281400492420499,-0.165145436045518,-0.193847103917399,-0.109752103819046,-0.170554710217046,-0.14605040263127,-0.242885277964206,-0.172298683857047,0.218292293752667,0.115043142489557,0.148060406148559,-0.0390768330861239,-0.21025227968351,0.19378798616689,-0.121959919299053,0.0363278576874783,0.0188881212874684,0.0417371318590068,0.113387845475319
progressive,-0.0041368890215506,-0.056644293145949,0.106401742140415,-0.0131710894397115,-0.266736082542132,0.0847273131858858,0.116339840853458,-0.0719579563216775,-0.0137115154043765,-0.128444425955822,0.022291375409766,0.221220738243753,-0.20931223689848,0.0248165515986431,0.0368733113943994,-0.0413067173169167,0.014648891413884,-0.172529793586635,-0.219202510304916,0.112135996402657,-0.275454635936683,-0.0177718839353551,-0.104326123833648,-0.025744362546829,0.177666231516283,-0.0571273287426849,0.11787981572622,-0.145317194126955,-0.0244196015538007,0.0157106132205709,0.0308425402311909,-0.0279586742427573,-0.007833785222312,-0.207480527655412,-0.255315399324256,0.0928289201252,0.27225512292464,-0.0320668680803434,-0.0502213544685588,0.13358564641613,0.077524822010793,-0.192453816319329,0.0628424528822838,-0.101437475314554,-0.121394975761873,-0.126789670347201,0.227806282963609,-0.18438568709464,0.111686438520546,-0.0953923565593632,0.162299960503286,0.0300342925495238,-0.0208183559662543,-0.0383176356539466,-0.0349220388848125,-0.205156217754287,-0.0202779300015893,-0.194146832173235,0.122164963198254
progressive,0.204662327999819,0.0264349463344911,0.0130905564152967,0.147622313481088,0.0635308998326865,0.251512740433512,0.0940271822295412,0.103636593448526,-0.0904009893167166,0.0177320833437122,0.147549789622832,0.0780356714839848,0.213256405203213,0.17590661820112,0.12009950927275,0.0601948023528879,0.0386552164507099,-0.016970582832019,0.261158413581626,-0.0156288914542739,-0.1256838463585,0.0267975656257736,-0.144358739859546,0.0161365584620694,0.417084708833082,0.295716032040844,-0.0073249096839056,0.416141898675748,0.0125828894075013,0.0563510378652939,-0.0626606135336086,-0.125575060571115,0.321897144871437,0.224606389020354,-0.017260678265045,0.0270513991296713,-0.172534258792193,0.103128926440731,-0.104470617818476,-0.128403491043118,0.406061082378096,0.0781081953422413,-0.108749525455609,0.0322005930658822,-0.0802113872316796,-0.0178408691310969,-0.0560609424322679,0.0962028979772359,0.15378684143289,0.0129092467696555,-0.154512080015455,-0.209956569652543,0.203429422409459,-0.109438502109046,-0.14076880887585,-0.208506092487413,-0.0412660753479436,-0.0126191513366295,-0.244695497757402
stable,0.206781972570688,0.218852210158735,0.26436617411823,-0.302783483261516,-0.218604550793998,-0.241751474871557,0.322607886998819,-0.368237425328525,-0.114810025426111,0.0486849750413246,0.15791732308828,0.229024697163659,0.346081138709914,-0.165140235619846,-0.0702954398443193,-0.324094814400436,0.0699574576524428,0.31407383665394,-0.254397641884266,-0.188855319416508,-0.218436530911254,0.180242600802829,0.137120734942735,-0.0883862280284629,0.159717952351898,-0.180607776964167,-0.268870660916859,-0.177906833068741,-0.21288993235434,-0.0517501238848935,-0.271524986578923,0.216973883839513,0.210059817103973,-0.252429963951101,-0.299965022569489,0.294474754377888,-0.208011528475618,-0.157926064007035,0.0320461505837765,-0.40612153842773,0.161031032591601,0.0227623236523206,0.257029629642844,0.134637342802999,0.0893088805637577,0.152130834872189,-0.123690798881623,-0.304037319496322,-0.103271041455756,-0.0553853748739551,0.0328464302564953,-0.296549265762508,0.116794213983593,-0.278822682526507,-0.25683635821703,-0.152584391434276,0.145637303450104,-0.428495376802032,0.434404237880699
stable,-0.0955806036344067,0.090002412140736,-0.10117017919235,0.0179071331011103,0.212050965209397,-0.106361312500746,0.140855027247322,0.207975470199735,-0.188429031843342,0.27306954971159,-0.0085835844616892,0.0719017499469882,-0.0803145734445854,0.0799388993235831,-0.181074926323115,0.0287789144816317,0.0223924544245924,-0.153263657304671,0.13975077301286,-0.0871108598154454,-0.010450571002428,-0.241683684511488,-0.348932954025512,-0.223514717932103,0.095785516791317,0.0909245213468326,-0.0677807186802355,0.231255881637606,-0.466587258284873,0.397770589755813,-0.0163133641029186,0.167482353581395,0.187654915472792,0.107772936470573,-0.30452371929733,-0.0480293671669321,0.0133762755205369,0.17084065254187,-0.190637540312265,0.0303157631584594,0.289690283549875,-0.0489856285658471,-0.0234170202091442,-0.117176173559903,-0.145351732635077,-0.129459578910252,-0.103503912368274,0.404043209170124,-0.126055743692685,0.0413355373745272,-0.239532096363929,-0.285352955061939,-0.383267291872269,0.051854412762592,-0.13323908824882,0.0918238624243835,0.162962880065094,-0.0711276335764379,0.182190564621849
stable,0.0643277711784258,0.0380793953173515,0.14499793064102,-0.488423617920857,-0.276656522729691,-0.106923064810443,-0.0055395623258143,-0.217628251078005,0.0601425253983338,-0.063657407135727,-0.143861029460497,0.170902065507195,-0.0619905560025303,0.149473063574711,0.091654164891948,-0.167921663209251,0.0937694352158689,-0.0276661052216466,-0.416739960219845,-0.0086513197402332,0.239858972169662,-0.0714164179812871,0.200162550073638,0.0287033576931196,0.0570579449045648,0.339525799166569,0.0436144281563908,-0.123057096702962,-0.0053900892622395,0.127224224535954,0.154641207984976,0.157037306488947,-0.166644347938703,-0.0598662267050594,-0.0887552933559536,-0.0202196289635609,-0.0145396525477219,0.0840174501893127,-0.0915545161828982,-0.0119669040595269,-0.103276827956576,0.0656911466976981,-0.0551012066177686,-0.157367959023521,0.065772677459648,-0.0165009203212931,0.083849859178638,0.123822579967936,0.152186226152931,-0.0532395875532472,0.153391069635079,-0.0104359375295798,-0.0141999410395976,-0.0311900459325898,-0.299077482265897,-0.12413511455541,-0.221102367434423,-0.194459926223924,0.218158201030679
stable,-0.018755074382008,-0.0721834208009453,0.0984934719457212,0.0364592308389588,-0.0811964459063021,-0.0729194644621972,0.167435893954887,0.0661867708087298,-0.0743975684903788,-0.0453659608106743,-0.204120751256764,-0.023701809233446,0.0281441435922278,0.169999010573633,0.0204918967543353,-0.191972019708989,0.009599653908943,-0.0163153002296567,-0.0257384641053841,-0.108273627024999,-0.0047341445841554,-0.0524045036694303,-0.0412896427139592,-0.240373408534118,0.205061362911061,0.120718179935265,-0.0286395190263673,-0.0444945412716717,0.348868650884916,0.0400161066788231,0.204784594449882,-0.269267634767512,-0.147891628344807,-0.241353128775321,-0.0800983971201021,0.138495539644629,-0.0491364297021008,-0.128455663436927,0.101525891607337,-0.167392774230863,-0.0400251317373398,-0.265370815056852,0.104680650951067,-0.129089423101656,-0.0352308200964063,-0.223940782543744,-0.208541024361394,0.170477338675019,0.242636692653253,0.0605882261755292,0.0702560694154874,-0.250010165461407,-0.0822112635972924,0.10107664425006,-0.0312958945831197,-0.0784257529416714,-0.0536469533918977,-0.012018369591422,0.233272693050024
stable,-0.139319288226942,-0.0699654594823746,-0.0827689295938138,0.0157342007301006,0.25059021020259,-0.223607100819644,-0.160619328671091,-0.227781480605181,0.0600468476842614,-0.0776465221646751,0.0136597531443698,0.0959189904566772,-0.0202959466495823,0.193703454663668,0.139828980508448,0.0893490569480606,-0.0545931402721436,0.0486807098066701,0.257659642147083,0.0043119967015436,0.110440123556793,-0.0064476073610551,0.0018145045221625,0.169131189772247,0.0633904290509429,-0.0115496270989336,0.247985682644092,0.0641600643960175,0.212592650616292,-0.026468320178624,-0.156429658117109,0.0261828925009804,-0.10741764832746,0.0254285479243511,0.0250309879447761,0.103487920837046,0.0508825804627774,-0.0103977225427292,-0.0441495454240788,-0.0072223396289447,0.18947810564998,-0.0500976543492577,-0.229147455919618,0.128636138006569,-0.0889311092772254,-0.0849708002499212,-0.245977495054957,0.0529060588203576,-0.0240167003045785,-0.0392004333706522,-0.108691879031226,0.0864641986347347,0.0694965425833888,0.0675087426855141,0.0816374127288697,-0.254937885363839,-0.0608113861065209,0.0273246032115546,-0.0647767920566402
stable,-0.0410755573911775,0.195581950625532,-0.0868452562630973,-0.0596774575846307,-0.13116668512778,0.0436373214240787,0.177169271639055,-0.132221957243606,0.423025841410274,0.0049197513813671,0.0596774575846307,0.0483969625533895,-0.0520067209633867,0.225668122534662,-0.289872333609249,0.114107665545052,-0.210020984265521,0.0244677576096986,-0.169323869288295,-0.17652883063083,0.0394890103480739,-0.332054107287361,0.0687891864743816,0.115424936255152,0.182300077443587,0.267253121636928,-0.040573393418819,0.0936790529304105,-0.204657290821634,-0.0326333804645712,0.0616133360867663,-0.178937762150404,-0.150307137987241,0.0565771408857218,0.24844016702031,0.0115716045804345,-0.0499252876866545,-0.267929951338802,-0.0808920659820939,-0.0718967809120203,-0.30160404844174,-0.186492054951971,-0.212968468451103,0.0929585567961571,-0.351158171453173,0.0109238858334794,0.0664239213871859,0.0971505343045409,-0.0446343716300659,0.134900165096185,0.12201128980565,-0.0335649310219899,-0.0096211706008392,0.0130344300651309,-0.0454058119354282,0.0324150483026762,0.0803025691449775,0.17563366876706,0.0808775105046343
