group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F1,E2F2,E2F7,ESR1,ETV6,FOSL2,FOXA1,FOXD2,FOXG1,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SIX5,SP2,SPDEF,TBP,TCF12,TCF3,TFAP2A,USF1,ZBTB7A
progressive,0.190136470998676,0.0235775960494372,0.31223473625469,0.158354833874894,-0.250163105838825,-0.131793950162058,-0.192133349031435,-0.435343469912823,0.432071476991677,0.158523245275247,0.0345002783009112,0.124985317833496,-0.219464113431598,0.195645929667371,0.158956303161869,-0.0147480269166378,0.220522699376675,0.185517186874705,0.103741422617524,-0.367930792228616,-0.105810476964719,-0.292626837499291,0.256610856595202,-0.183640602699341,-0.120943444225021,-0.058847755037677,0.0535788840837722,0.177168793171486,-0.177914615087335,0.128546016012391,-0.0679660294282247,0.0727537249525492,-0.0576448164637262,0.0800916502536496,-0.120414151252483,-0.121111855625375
progressive,-0.111356972606208,0.189069674498629,-0.135836180888824,-0.193930378535608,-0.0943737898264024,0.204735196545518,-0.231146973903078,-0.139935569835674,-0.138617909102758,0.191265775720155,-0.125177769627015,0.0395883846867192,-0.0637454981235117,-0.30648788647625,0.0364552802773413,-0.229887875869403,-0.0492219487118158,-0.0453860919115494,0.158734196291942,-0.391081705529454,0.200138024655123,-0.0001464067481017,-0.0352254635932864,0.106408424520368,-0.205320823537925,-0.213285350634662,0.0019911317741841,0.0043336397438124,-0.106466987219609,0.0450054343664848,0.0319459524358067,0.0028695722627947,0.167782133324631,0.164239090020568,0.0397640727844414,-0.108077461448728
progressive,0.0392327292039272,-0.158447387933595,0.167827572489827,-0.266908454302152,-0.107073352232378,-0.0503344422933574,-0.217642218079255,0.181628413418011,-0.075551735599589,-0.075833093448505,0.126549037909884,-0.0436056978048755,0.192954259031154,-0.56033607805891,-0.248796638875324,0.190722471348227,0.0548933932012163,-0.104350380508124,-0.0338487798577216,0.0241061682418685,-0.150178328441725,-0.0937350826829213,0.215195835426817,0.170259648810966,0.149215035467471,-0.230308090057574,0.0584795135806198,-0.0142729498611103,0.0847268627405099,0.0423419718733037,0.372989900897674,-0.220918367947141,0.0661906261517576,-0.235291462127357,0.247757045467465,0.111846898109749
progressive,0.626742530846935,-0.130208766851071,-0.190077356823084,-0.187296969954661,0.0916083309764748,-0.099624511298421,0.0688597111439249,0.0041525258424495,0.0713873355697638,0.159781972633386,0.158879249624158,0.0365061184931872,0.172889510727379,0.552719244090225,0.17328670885144,-0.292048947945498,0.104679760150099,0.0416696941059724,0.0694013449494618,-0.0077995267997314,-0.217339591701774,-0.372499622527913,0.132194757471373,0.174658847825467,-0.145916147211642,-0.0032859117535905,-0.0306925823137578,0.241677004030566,-0.372571840368651,-0.0089911211719125,0.122517566812447,0.319708380948249,-0.315303092663216,-0.0096410817385568,0.090525063365401,-0.599805276251566
stable,0.202061967985965,0.317626769795325,0.361966789115952,-0.295553787416169,-0.345811022719032,0.261798913474759,-0.402306967383488,0.119307834337199,0.429758447109199,-0.293610345456266,-0.0549975731186202,-0.411711372813893,0.0013776908478789,0.210939240127694,0.247943803903694,-0.205386962576081,0.0866970134124232,-0.0611378070306805,-0.13213764069842,-0.413063962076597,0.0735746770393535,-0.18743353650239,0.293068730483835,-0.252753653801474,0.190495929893751,-0.0304134667763714,-0.188583382192526,0.134810959519567,0.125591919641224,0.0859323805101666,-0.241344983339396,-0.0914354203370131,0.138985546223301,-0.314538309373205,0.214379122742265,-0.135212584882368
stable,-0.114347966384427,0.154270203559995,-0.0384742217722039,0.16975718080379,-0.114755220716623,0.0090840341320434,0.165876952027588,-0.042444951511117,-0.132391595824787,0.183965831949303,-0.31877832852659,0.103589664442244,-0.0300689448604875,-0.0609297731446898,-0.0366755151383373,0.0121723794845314,-0.291854292120285,-0.161827033946303,0.288370005055939,0.0279195469961185,0.380194544345848,0.148217951678746,-0.165526260797085,-0.0137787715726387,-0.122255488001237,-0.350578104298912,0.191647101159337,0.119630960082639,-0.176816255895192,-0.26762265935461,-0.0942793779034246,-0.0614727789209514,-0.0689051704835324,0.0804779810901083,0.141600068780557,-0.210584427606461
stable,0.0695603800489138,-0.115419106124532,0.0431353843557444,-0.10374441566703,-0.0724959888680148,-0.197092259793183,-0.0763574435454477,-0.133109536500561,0.0556681758526757,0.359616596661135,0.19441408128591,-0.0476652545796803,-0.0567611255976333,0.148175984224439,-0.0502892372318306,-0.211801918137509,0.122238751227367,0.19615738129233,0.0207208819415931,-0.224953445647081,0.0263120876616655,0.134505079769949,-0.167058723413149,0.186903439030272,-0.168332326008513,-0.0815015334607647,0.168612337926642,0.238985655802384,0.0449464291810667,-0.0485594861891911,-0.0051621552003576,0.343339774839535,0.236560391285681,-0.0976338330020399,-0.0532564602997527,-0.140295003625468
stable,-0.037433856656803,-0.0827832336977391,0.0676475155104097,-0.0820500568788715,-0.274310735164561,-0.0866911856820022,0.0466493712646076,-0.17783223664917,0.0393036567777466,0.149416654097269,0.088818992319368,-0.0650315884365696,0.230849089199377,-0.0742730033124321,0.0117696795039685,-0.126445108658292,-0.013851662590155,-0.312337309494225,0.150604081771305,-0.133811742592431,0.0450007195863116,0.172162070272818,0.0377157711129708,-0.0625620974936717,0.0567245755391008,-0.40710140949702,-0.0615868527848791,-0.266753833876613,-0.0175394622959266,-0.213614453135208,0.334391387745462,0.0528435199870516,0.0826158781195193,0.123945732790713,-0.139665203173499,0.163237435598586
stable,0.0373085672173163,0.0867150268493965,-0.293353694242639,0.296140854765573,-0.119454064586178,-0.0999893837602538,-0.107987322652151,-0.11732330056321,-0.0188638255682628,0.409828728559739,0.0053622544843402,0.147103504846298,0.0863767301917215,-0.0765408810999185,-0.146734912965547,-0.0518199790704178,-0.0302144358138342,0.0198585187259041,-0.0010956772345591,0.247910859629586,0.0220599716027142,-0.165245294264598,0.0443471573784936,-0.138585497958273,0.206078205766348,-0.155828529092004,-0.0450439475092271,-0.181523927463762,-0.177797615025492,0.038762737924934,-0.0156676795338114,-0.171470962606586,0.183326493236747,-0.0815395929073544,-0.161609867495553,0.227092992172962
stable,0.0359215716010375,0.0984729050522796,-0.292072794576258,0.0278681870001597,-0.189326960644017,-0.0467487388477212,-0.120764557751472,0.0555480754395076,0.0378262839661732,0.502279168713378,-0.233845085771351,-0.153716805893553,-0.121039763340351,-0.010798198237328,0.186350394932721,0.0205317853808349,-0.107634354261012,0.233367097116982,0.385686148309123,-0.0386663852374877,0.117389668161536,-0.0158025946035209,-0.139710289870084,-0.105295106755541,-0.18729188773678,-0.0365733743115402,0.416929224899219,0.199792015273754,-0.311148887236971,0.160539007596814,0.102673411408853,0.0292949107109267,-0.0119135050975215,0.018916763109256,0.125747227360648,0.0447498772021796
