group,AHR,BHLHE40,CEBPB,CTCFL,DUX4,ELF1,ELK3,ESR1,ETV6,FOXA1,FOXK1,GLI2,GTF2B,GTF2I,HEY1,HNF1B,HOXA6,HSF1,KLF10,KLF3,KLF4,MEF2A,MXI1,NFATC1,NFYA,PAX5,PBX1,PPARG,SP4,SPI1,SREBF1,SRF,STAT1,STAT3,TBP,TCF12,TCF21,TEAD4,TFDP1,USF2,VDR,ZBTB33,ZBTB7A,ZNF143
progressive,0.13636831021242,-0.425217190705322,0.0127433329629221,0.119157486957898,-0.0910098568692984,-0.0624716265366241,-0.0831978519878135,0.204137452559301,0.1125905203544,0.012279495173084,0.186438378999687,-0.0267072916885763,0.429147605661319,-0.419773199803537,-0.444576315302251,0.168690480409563,0.186731329182742,0.14957548096518,-0.0587609242179188,-0.104094965045785,-0.0347878342378622,-0.156581872843262,0.0911319194455716,0.407054279355869,0.0262190413834835,-0.0837593398386702,-0.118473936530768,0.0841743525979991,0.0624960390518787,-0.219712637291761,-0.262898376777219,0.226865504261371,0.14857456783974,0.289532430920032,0.0799509874589464,0.211583269711966,-0.091986357479484,0.0375708609768911,-0.0164052102511182,0.186536029060705,-0.330960469307156,0.0420627637837449,-0.176160710077483,0.131876407405566
progressive,0.0329069359979021,-0.426792071568379,-0.225025371162124,-0.248102569844477,0.505520706129536,-0.0813902249727522,0.183891701164747,0.410066395459151,-0.12645578989635,0.309198167928817,0.42636863673017,-0.356078453587593,0.42243674180395,-0.0342982218948722,0.0995979230157091,-0.235187807279124,-0.0725585840615506,0.113813235441273,0.453166012919638,0.476424683675508,0.0806038459875082,0.409249771128321,0.0481505901734008,-0.086592424413597,-0.160300331607427,-0.44152155486891,-0.504492364379601,0.439222908604351,0.144179562409926,-0.456160302132683,-0.109276433603327,-0.198923637921141,-0.117079732764595,-0.149321271159598,0.383178283232924,0.102955156375789,-0.199468054141695,-0.0117351940874871,-0.26355794143908,0.268457687424061,-0.128361246668287,0.254938017946982,-0.0251943728733938,0.0404985177400651
progressive,0.0200904406566321,-0.099280139328126,0.162163072683307,0.0816165032920844,-0.0325259905861912,-0.302426543750344,0.0884397635780333,-0.113709656982018,0.0869078127654361,0.17458889594104,0.0416496087589924,0.295374706676484,0.130556252584674,-0.0088755880412378,-0.222278767903988,-0.226723856928476,-0.139310257228087,-0.235575128290149,0.0032195283744106,0.125153086385324,-0.178610874741097,-0.141168051546856,-0.0812079830753918,-0.269112692746245,0.077186004275335,0.212124122517629,-0.0395875543318774,-0.0091917048755833,0.191887781783606,0.127555574326349,-0.189183767015975,0.104454728739566,-0.453972954135557,-0.0946453802030303,0.18219028997307,-0.0841551646386741,0.0873746930130848,0.179972608796739,0.274394275547771,-0.111842135991423,0.0343691948972209,0.454532237765552,0.0441542267541911,-0.191172871404394
progressive,0.561131882519993,-0.180534253449779,-0.424354609572885,-0.0092506368176788,0.199292489218961,0.0696367382664154,-0.178038049864056,0.117762075044102,0.17010893259176,-0.0919924439091392,0.229944400896587,-0.434522968297079,0.194189955418734,-0.0740418034176911,0.264781124467925,0.0053962048103126,0.406073589195091,0.217426674091713,0.350753312670321,0.189821599143719,-0.430595118537192,-0.410331818841324,0.0281557080919033,-0.322854566712242,-0.0200063375620434,-0.217059585329106,-0.283429233608326,0.0088468391788118,-0.139163349904049,0.0144265883704277,-0.187325395557996,-0.221721612614206,0.197236792148366,-0.0606063547063004,-0.0062772178405677,0.206450720089784,-0.331187481623405,-0.0344329259324711,-0.416645745558152,0.296387466928328,0.0230164654154151,0.0358645721066357,-0.421454608348295,-0.161482346670512
stable,0.300691583172621,0.269620380295175,0.462896865682919,-0.463449321828145,0.353714502272186,-0.40465333501745,-0.433456299492187,0.414328248012333,-0.161975587482175,-0.435898789295541,0.149836403258858,0.127183721175055,0.258204933423399,0.222302214437169,0.208888816846638,0.405862204109422,-0.331092512196452,0.36967236633804,0.086345529278522,0.0944561399267087,-0.350041361951779,0.285590125138345,-0.434858231215555,0.10625969219083,0.445527169245933,-0.0507239886887873,-0.342472316736278,-0.197176350541944,0.413919351259684,0.09211364666577,-0.341061474429922,0.077045850833891,0.450380466779797,-0.401254442640103,-0.331551902252697,-0.241755007163679,-0.434163205742529,0.135607192292581,-0.196276381660206,-0.41544801127443,0.407912628261326,0.0857950532628492,-0.145279135093135,0.12669165898119
stable,-0.160261834884744,0.0577407132642715,0.0146790550213273,0.0879465851871134,0.135583834947781,0.273211588949166,-0.0024968329347985,-0.0058065882204617,0.434332798890538,-0.163571590170407,0.0893517795364652,-0.155244942662265,-0.0228547312357374,0.0721294388745757,-0.23152028552625,0.0348163029698886,0.238000437980286,0.0337014380315599,-0.0177217072488492,0.0072001693933725,-0.114807862294969,-0.0127628809085749,-0.287275145619124,0.0703758492319962,-0.0948796515223447,0.124667449093313,0.168182021217454,0.0074092065693091,-0.0150971293732005,0.143318210457437,-0.446201465213161,-0.309560831209256,-0.111823275949652,0.173373111086546,-0.405288244611788,0.0271980592246428,-0.0560684158567785,-0.435935417239385,0.154768802428187,-0.201326026779849,0.394685414521225,-0.188493466812629,-0.231369314232518,-0.150831935614714
stable,0.227776265448894,-0.139002304681631,-0.0578091972168941,-0.0601715812040479,0.113260624477859,0.225063215088647,-0.0515525708759165,-0.139749777740066,0.191519208083553,-0.113103747416212,0.0475660478975945,-0.149960628840791,0.0778894611077012,-0.120292408064622,0.0574354606876764,0.167627754400971,0.173344539088634,0.122327195834807,-0.169865559545052,0.0950213590457911,0.148105788288378,0.0973699009392701,-0.178207727999689,0.0888985396103359,0.0421491752395504,0.0468647151514082,0.116633481303268,0.0263922586064837,0.050246800039267,-0.0903288892900579,-0.149042436627034,0.172860065810018,-0.0566326192545421,-0.130983118412738,-0.0538688145508212,-0.0140451110486252,0.0532228501793338,0.147132227699922,-0.130544785446371,-0.0316614822653306,0.0621694567244338,0.147173753980946,-0.0838877017000839,0.0559543566644804
stable,-0.0425221581835705,-0.198012512996949,0.0590791000331961,0.14333103399358,-0.0176533072768775,0.0140278031191076,-0.0800123841012143,0.0204225925935866,0.144639174258443,-0.160362189355178,0.0108136893157408,0.1684005136938,0.0043388509791981,-0.0918494829192882,0.0229750366890093,-0.15630806913851,-0.0370798488399756,0.0895250260892367,-0.0197447104578829,0.0283889742840246,0.0794317765320689,0.131311545363209,-0.0144918838637299,0.0099351783865103,-0.0341818773779236,-0.0239913532541975,-0.112368336802698,0.116838913757444,-0.0348607727903624,0.0682077101386599,-0.237838341788729,-0.166417531123438,0.0327835554836468,0.110841328763078,0.0920480851593449,-0.0009697058353789,-0.085220626519028,-0.0530673291645407,0.0661983823731882,0.0880851598488255,0.0197568697787026,0.0841870842493451,0.0575115609241771,0.0048617017744494
stable,-0.204476135669278,-0.174880282214405,-0.119567669026204,0.040717325685025,-0.0841136998154581,0.123273071984096,-0.0756502226048169,0.0452122321140595,0.0441911409580493,0.0921508451516826,0.0991932161142684,-0.059107493206157,0.0109583081794496,0.0959615152390609,-0.040548898277848,0.110262054779678,-0.0048528146692855,-0.184912239654382,-0.0388119906413358,-0.0103898656802274,-0.114672747505124,0.0324801728027778,-0.103346004372475,0.047954440837159,0.0037054029578926,0.0612707327170858,0.0023421936310543,0.0385067159658276,-0.179101494106777,-0.0399383489268316,-0.111019978111974,-0.127694291422491,-0.0123057274368651,0.0433911107739589,0.0441700875321522,0.0398383451538203,-0.045712250979116,-0.0236956308472056,0.0257851833674945,-0.0921718985775798,-0.171374886802535,-0.256572838051695,0.212397487163068,-0.161716627672233
stable,0.280543815047457,0.0868492732256678,0.169358674863526,-0.0784065196248099,-0.0793470719996423,0.201233772668871,-0.0820132047157027,0.0972027552730357,0.344767989807667,-0.0286461148492268,0.0174409515175618,0.110000192310126,0.223740376346947,-0.138216763555098,-0.111333258668156,0.0304235366599338,0.277677722377692,0.437949328233979,0.0896709303501651,-0.0506046801356688,-0.423678112278844,0.0035696554698364,0.0733853030095628,-0.0971509138035568,-0.179297425155062,-0.0935516346368752,-0.0053841069015997,-0.116584058933953,0.119568646391098,-0.187443941787469,-0.134706355478952,-0.0176186936986325,-0.0141230974709089,-0.0047916329646974,-0.199345261994994,0.0134417524434712,0.0801987532839393,-0.0022439950360175,-0.0410140082820626,0.0435542402865313,-0.0171076849280543,0.0663200513120027,-0.234678926407006,-0.445703330883188
