group,AHR,BATF,CEBPA,CEBPB,CEBPD,DUX4,E2F2,E2F4,E2F7,EGR2,ELF1,ESR2,FOXO3,GATA1,GATA2,GATA3,GMEB1,HOXA6,HOXC6,IRF3,KLF1,LHX2,NFAT5,NFE2,POU2F2,RBPJ,RFX5,RUNX1,RUNX3,RXRA,SETDB1,SIX5,SP2,SRF,STAT1,STAT4,STAT5A,TCF4,TFAP2A,USF2,VEZF1,XBP1,YY1,ZBTB7A,ZBTB7B,ZEB1,ZNF143,ZNF384
progressive,-0.333100069792868,0.0104518080482927,-0.253780003879541,-0.0632792245582433,0.281946205629019,-0.0300607893111016,0.346235876886795,0.114843582693778,0.286335333480115,-0.324384967009398,0.395526729948381,-0.0605952255126092,-0.324448119928119,0.136662916111815,-0.0450911839666524,-0.090908626498594,-0.0672262819782934,-0.421008932652224,0.3860222156809,-0.10322344564915,0.316932922600343,-0.0116201370446275,0.123621838395969,-0.171996974136103,0.169091939874946,-0.311691230346517,-0.222708767868907,-0.0430702905675867,0.0055890333067909,0.28987189692848,0.112443771782387,0.154124698138116,-0.0298397540955788,0.317785487003074,-0.0874667924283103,0.0371654926671918,-0.135020940225074,0.0522590402414634,-0.0262400377284931,-0.246991065117055,0.327132118973753,-0.101707775599851,-0.325174378493408,0.117306546523889,-0.0293976836645332,0.319269580593013,-0.0136410304436932,-0.0804252419909409
progressive,-0.102713668825421,-0.125014757672693,-0.376974174937556,-0.319327289824333,-0.338161703001437,-0.088239404429354,0.0751946970106767,0.372649765080953,0.0003573892443473,0.240129833276966,0.006004139305035,-0.0395629893492486,-0.146744023729011,-0.141204490441627,0.295596643999671,-0.32036371863294,-0.0060756171539044,0.0884895769003971,-0.0162254716933684,-0.078482678058672,0.0101141156150292,0.317468865753727,-0.0716565434916382,-0.0094350760507693,-0.215219802945958,0.171904226531062,0.133592099537029,0.0243382075400527,-0.0689403852345985,-0.0870242809985731,0.246026755808697,0.144671166111796,0.1175095835414,-0.129231950755992,0.227692687573679,0.196957212559809,0.0066117010204254,-0.146422373409098,0.344487492626384,0.320649630028418,-0.0104715048593766,0.0765885150636312,-0.0068261345670338,-0.44913106337128,0.151711734225438,0.188129698224431,0.104286181500549,-0.243739464644874
progressive,0.176219518744531,0.0252757167400385,-0.218128321998834,0.0254878058253335,0.0784305437421122,0.193446454697622,-0.100954404600447,-0.0190084842695695,0.0056097563060542,-0.0782184546568171,-0.149809125398164,-0.0201484631030304,-0.0525185597461886,0.234756106285967,-0.0063202547417927,-0.0087698836769506,-0.309777317981961,-0.0335418888394133,-0.124851542286068,0.185466602863395,0.0679109251114773,0.0242258757678279,0.320206798751345,0.052608697607439,0.0753552520053339,-0.119225879298616,-0.116277841013015,-0.208229063942687,0.107985157777978,-0.0334146353882363,0.184008490401992,-0.067497351395152,-0.0309915175887402,-0.111272538600052,-0.228785798534911,-0.360169684648066,0.105832453562234,0.0818398757882302,0.0861983064910437,-0.0445970324104182,0.132778371848971,-0.0949257723509353,-0.0765747642457804,0.113101806960722,-0.0628472982000579,-0.0881707349842877,0.116357374420001,-0.161383887228141
progressive,0.163961649838055,0.0594790596576521,0.167317708268773,0.148717866363592,-0.345067501780016,0.130481934408731,-0.0993474164370164,0.119685939215942,-0.407740882112688,0.188667092020805,0.232417154936903,-0.392335360882528,0.0023047630186853,-0.311587786350691,0.377010708530216,-0.0028304107247013,0.0416474720920338,0.0065503791057373,0.216971199267819,0.339042770380294,-0.334433244342923,-0.0307706080213958,0.194166175714511,0.174555472836223,0.175849374881801,0.0646142334010388,0.157573008488015,0.409398694108584,-0.0352992651809179,-0.414978646680138,0.472880763219743,0.0642907578896443,0.341792312227147,-0.204638695395906,0.144593553593313,-0.281868473741327,0.168975520264669,-0.0389383646841053,-0.181712368525825,-0.158624303900047,-0.183006270571403,-0.301074832230372,0.204274785445587,0.0999943674598053,0.0892388067059403,0.0424157264315955,-0.306210005973759,-0.0467422113964961
stable,0.179237156572085,0.14762757446311,0.127949211735803,0.217031842835542,-0.104550745009445,0.0596192170797584,-0.29988892093655,-0.168000705573995,0.0663503806316057,0.075344300117637,-0.219084026845251,0.209643980400587,-0.0097350850733061,0.10081160626016,-0.207913007801093,-0.284922848564292,0.127933746001237,-0.0038283641410117,-0.18293941549279,-0.0429816557024902,0.0140048174853916,-0.0783196695137434,-0.158320345407614,0.165221632039687,-0.235445584344112,-0.0204992363311912,0.130483212860835,-0.0775915903172551,-0.0152515936257833,-0.221151676589527,0.042796066887699,0.149306201499458,-0.0993792413049771,0.0880357198368145,0.27198040807639,-0.0542288137475881,0.187531548986981,-0.213336721946175,-0.157606542273802,-0.243666217101847,0.056640278667983,0.106292424655946,-0.139499736112771,-0.0614691568682212,0.0477129808077741,0.0208953970704569,0.0360506272731756,-0.0817185621025782
stable,-0.041878765417039,-0.336481224009113,0.0140466545127144,-0.16165261495004,-0.0268453624468199,-0.14545833144158,0.145371265401212,-0.157183224877812,0.0090984012184627,0.0707556688057804,0.010752655985456,-0.1301347083368,0.0117829374631447,-0.226139528849319,0.0192415949213422,-0.328558214335619,0.179762351346597,0.0105930349114478,-0.128814206724551,0.132819244581482,-0.209727580239939,0.213427886955582,0.0816389238517885,0.114665975164741,0.0747171736425273,-0.0231450557311771,0.356448369266856,0.292890159798169,0.161492993876032,0.0477702341486114,0.0807247304279238,0.319256659022964,-0.202414032849022,-0.0487279605926601,-0.365561281492047,-0.0443456365608008,0.362281793971516,0.0076327895389336,0.149361792251415,0.0377286174928279,0.111009201469282,0.226139528849319,0.256162801769574,-0.0841638390224623,0.357710826852193,-0.0511658097229659,0.0440554164262406,-0.376720245665887
stable,-0.089664774084288,-0.0944300272161044,-0.0653166499516998,0.112837398827059,-0.160453031061237,-0.148329046323209,-0.0510946887242213,-0.0803134919428696,-0.1014355818756,0.0069054000029639,-0.0097835285538176,-0.029492910699682,-0.195570416419822,0.172808952898602,-0.207509905737924,-0.0809671328591807,0.0197199247412887,-0.0249121529877922,-0.0037531639710766,-0.134966306622817,-0.205058752301757,0.118894119898361,-0.0731392557565842,-0.112673988597981,0.0842775078224337,-0.070050275297243,0.029719576501306,-0.0606515514764149,-0.0583796221624627,-0.0531188670457008,-0.188053545882244,0.0816629441571893,-0.0039587445818518,-0.0288181845925222,-0.0606357375832784,-0.12810307700155,0.107081141725351,-0.210435475968187,0.0350541297860385,-0.0999174481344903,0.0695178742283122,0.130570044330853,0.04981376338016,-0.277797389432215,-0.0084235337440736,0.0957636655372875,-0.0963593221787646,-0.0515796481137424
stable,-0.136126830139556,-0.0307590512345339,-0.0553469861903727,-0.130345241443414,-0.123045290129565,-0.206942490388101,-0.08093429220349,0.0653588671460179,0.0840698188957015,0.197908403160088,-0.0800757416133735,-0.0661788056725578,-0.260735908843977,0.0311304084342272,0.0919818849821331,-0.004764047256004,-0.0801552370383843,-0.0817667228682459,-0.167596797603472,0.0975772272539643,-0.0146192086594851,0.0709269538435597,-0.0685182424657327,-0.0165327771043878,0.0390265754356566,-0.0237214348232211,-0.0157696210242842,0.030464918161994,-0.0898809344639906,-0.0902216291426083,0.0539978352630466,-0.0142501227576493,0.222833625847759,0.0840902605764186,-0.069878749882346,-0.311728817041615,0.0592286342287569,0.0834213633573992,-0.179502940972232,0.146939343589953,-0.0059746490140255,0.0812352391696024,0.211440795794783,0.0548189094385153,0.135603295983414,-0.0930221394008457,-0.0465536565352501,-0.0510019933890684
stable,-0.174693416229095,0.0298995445591769,0.185949498623215,-0.155884152523045,-0.0493965776204598,-0.0645643482224657,0.136724863341564,0.11316262212703,-0.146058876019721,0.110466811886431,0.23097996899751,-0.232637984407446,0.145831666500582,-0.252878054004293,-0.0800698627042734,-0.174441643518697,0.0308882130073238,0.171223865463859,-0.0137124015199511,0.147458977921445,0.0958946986724391,-0.197475776121177,0.0384720983083268,0.171242287857302,0.081746300507653,-0.129902436969568,0.152310208194961,0.0736957145727421,0.319947847735106,0.15725969123351,-0.151622438839728,0.0150203914544561,-0.157443915167947,-0.1823202871148,0.182007106426257,0.0569988853149065,0.0358192736524294,-0.311989373767414,-0.0685681483975701,-0.225803276439822,-0.0375079930514381,-0.176400558021547,0.10707095069497,0.180920185213076,0.0719578687912168,-0.187435571694343,0.17927445139877,0.0763485392286395
stable,0.193968342214476,0.145283061100883,0.0112010964222624,0.0393779257847085,0.164305393159918,-0.0654232349030395,-0.0317944692986734,-0.0197951142989337,0.0146064335453307,-0.0458064549671593,-0.0578907310921626,0.0135958721546945,0.103799091409638,0.0304357312944566,-0.234917308816561,-0.0230051328338959,-0.0445920828758905,0.225278761099148,0.0516999810604497,-0.0365585444259586,-0.114269866154634,0.0622726611557618,0.203173792193045,0.347369862890555,-0.139338582332434,0.234840879803823,0.004568756539179,-0.127831769859223,0.004713122452127,0.193594689263317,-0.187420923456657,-0.109115153851136,-0.104605842099642,0.0853881914525003,0.0085515573140395,-0.0600222513362777,-0.0354885382476379,0.08394453232302,0.265565342924176,0.0876895539471426,0.0792738704335247,0.127135416632062,-0.0762082178115105,-0.304136518018881,0.240590039984166,0.155787804295984,-0.302650398326769,0.0549269838204647
