group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF1,KLF4,MAFF,MXI1,MYBL2,MYOD1,NFYB,NR2F2,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF3,TCF4,TCF7L2,TFAP2A,THAP1,USF1
progressive,0.147242641830322,-0.0818844469210182,0.176247900463127,0.0130812752804098,-0.0872807741085169,-0.174657911202525,-0.215226728094256,-0.105445196873579,0.329537319633012,-0.138208611940536,-0.0372202031459174,-0.1073724565834,0.279693565387767,-0.0037822471805236,0.152012609612129,0.180415599585615,0.148423088402587,0.0517469232086929,-0.358590759758563,0.102192946113257,0.276393133134699,-0.240955645220366,-0.0647800169963571,0.177717435991866,0.0677672695465796,0.0549991739690157,-0.209782219414012,0.0053963271874987,0.254350100203622,-0.0961702595200661,0.144062663309117,0.0223321218875504,0.145989923018938,-0.373816111466149,-0.242690178959205,-0.151627157670164,0.104288841047687,-0.0911352935281588,-0.0249580132421815,0.355603507208341,-0.101422042229328,-0.0459410533328572,-0.030474794161544
progressive,-0.16775753255245,0.196270146609588,-0.0436938926024936,-0.072000957433679,-0.141828965907288,-0.27890093544253,0.0122154968566111,-0.126823872412749,-0.238995021432591,-0.171985973772046,0.185464130159509,-0.266890987811871,0.147290702482599,-0.230714324044215,-0.182322163419948,0.0214945761996138,0.102774612976295,-0.0774333298338546,-0.348464666339914,-0.0360298428919756,-0.258580926248359,0.0656582956042848,0.124592195102406,-0.232740452128605,-0.168080538478947,-0.174981119635927,0.21350691741447,-0.329524773377139,0.204315930596875,-0.311700719069536,0.0246659071143109,0.189017195350975,0.324738412829958,-0.225252587468904,-0.137982258964461,0.0434589792014049,0.154073826939035,0.274966135974294,-0.0951399274409135,-0.148612090363723,0.0342092640335383,0.0409923884899738,-0.0390837171061284
progressive,-0.0281088536270573,-0.0489204921081581,0.0866538325092538,-0.226103757312239,-0.0495704077989571,-0.0221162486545429,0.0676676925126032,0.334572774589857,-0.114968174185608,-0.0478978306535185,0.142704282048825,0.206845226180474,0.0148668214270274,0.0193397705931148,-0.187601031424242,-0.246193798224879,0.0896166834526022,-0.233233714743652,-0.0525667102852143,0.0792084748161298,-0.141581265965459,-0.0757008416025527,0.271440155537314,-0.119316874763748,0.161279445946882,0.0765466877589603,0.103293585710446,-0.109463005981193,-0.0866442749255655,-0.187347755456504,0.288768054764059,0.125773022545141,0.196470469086911,0.0046832160072281,-0.226055969393798,0.108698399286135,-0.277972763988213,0.206902571682604,-0.0001529213390115,-0.0006451368989549,-0.121835298065594,-0.218386008484001,-0.0969138985985588
progressive,0.319587220525268,-0.183081024838134,-0.0707300976858365,-0.0725381267677853,0.096874198210816,0.0521073981417641,0.117087963347003,-0.115352255428333,-0.0280967719334842,0.208538074311973,0.0039053428170093,-0.0308088155564073,0.110325934580515,-0.0501908873148983,0.0320021147504935,0.0360882604756978,0.182466294950272,0.247302217828955,0.0734421413087597,-0.143557509106734,-0.295612754898627,-0.144642326555903,-0.0577122882958053,0.19768989982028,0.0505163325496491,-0.278400318038474,0.0588694269082525,-0.0138495027677277,0.0662823461442425,0.061147543551508,0.128550867726559,-0.180007375398821,0.321214446699022,-0.248314714114846,-0.125079451889217,0.128370064818364,0.144823129464098,-0.232367897612058,0.0524328433765148,0.113146459948355,0.0279882901885672,-0.259452173259651,0.170822587662521
stable,0.234470347825155,0.20667482736339,0.27479917034467,-0.214996862623323,-0.287892943889967,-0.426204744724793,0.185039661613895,0.146840630747062,0.379556123018102,-0.0988507427908599,-0.31845893289449,0.0130425580472969,0.299414498279677,-0.273006627914668,0.188125153785861,-0.118419894677635,-0.164129243477609,-0.106409377231547,-0.404551218702431,-0.0419474255223465,0.0638628270156151,-0.185150789581254,0.194185976492584,-0.262880454262921,0.351529649650261,0.164306081895231,-0.2318042429387,0.0471530460454841,0.285231670654266,-0.0071431124757811,-0.11699165871454,0.187619763116917,0.113893604250612,0.05477159295553,-0.190595093651675,-0.236718998086403,-0.130855597390139,0.112604519829252,-0.33511653203647,0.374763125469418,-0.327519244389745,-0.174506662968601,0.250555879517776
stable,-0.214295825690756,0.12204972883594,-0.182620961108078,0.155856664504025,-0.14978933455353,0.187100578548163,-0.0546513327690385,0.129920246566114,0.0182473530660683,-0.234153572874526,0.0587680444924586,0.0220124998764689,-0.131428573451004,-0.108769647766725,-0.217709407588137,-0.0548327856273711,0.092098666407421,0.174897873825298,-0.0168751158249283,0.317236300383547,-0.123081741967706,-0.0987670589511427,0.0328543081618395,-0.378556025696308,-0.106932437576108,0.0681695707148144,-0.0077230872827796,-0.093210065164708,0.0231579210446932,-0.115732901205237,0.146886088820209,-0.105106568189137,0.0867458070866105,-0.086825192712131,-0.333918622546497,-0.205155137952253,0.103983828628204,-0.170792502905524,-0.245403650091144,0.259965241972333,0.075790590764782,0.0505232802419728,0.264875809950957
stable,0.0046833827605788,0.102187425978161,-0.0132303298294495,-0.101190961561017,-0.175201091452563,-0.18613955312258,-0.169584655646839,0.0781182809204091,-0.127647091836202,0.092018959539574,-0.129753255263348,-0.0617128531072404,-0.0457965987352152,-0.139541253469935,0.084255595853276,0.0081981845228701,0.214208144000053,0.017352069009456,-0.0061146680142953,0.0831685437618457,-0.0704364461409684,0.0959549939872945,0.0596519835172371,-0.107939743295313,-0.0357821313429137,0.14584615560023,0.0108705209143029,-0.0601819214118094,0.0080758911625841,-0.114131410832752,0.125427693816198,-0.159620011475395,0.217220184170058,-0.0592352802155222,0.0460819499092157,0.0833768954127032,0.0323488584874797,0.0961316399521519,-0.0067487817342963,0.232547618659225,0.0842238901672759,-0.268728335768996,-0.119580259441046
stable,-0.107673529477997,-0.0540205079633636,-0.0560966066777941,-0.129059643026936,-0.344980899559071,0.119880470644519,-0.0993481639261896,0.195807365091029,0.0870463553340446,0.0378560972416288,-0.054485857651158,0.215951214666542,0.166458379416612,-0.0716588588979409,-0.128526388234485,-0.220878329172074,0.171096897227353,-0.109155458526681,-0.157693627893497,0.0146784872551294,-0.1287530714515,0.206980750620496,-0.231833020320368,-0.126910646185447,-0.0237587977940023,0.149942459917831,-0.143805036782242,0.0372259778145938,-0.0415669114902213,-0.360381377853417,0.0456262387024195,-0.135839168843323,-0.203802192559875,0.0671461652517112,-0.100246907958411,0.286055246388741,0.0117186235756816,0.0389086263638076,-0.261378731077393,0.249061943418044,0.10614266880978,-0.0665879453472539,-0.17120874092914
stable,-0.0848747298544503,0.0372121614748309,-0.224048011144881,0.148463657569336,-0.0827370314958363,-0.0260576311770392,-0.0564666436101198,0.244062338668303,0.0309561011125363,-0.0401350334011823,0.0947476542642577,0.11373365769574,-0.166963359952413,-0.143590515813444,0.0319337688452674,-0.0294516072440331,0.0045793348724812,-0.0064992108864971,0.10550706496022,0.0072793188183136,0.138813621140048,-0.026381831875976,-0.064703367617481,-0.159278790260429,0.0674286797429178,-0.0297504797633654,-0.102001644902967,0.2975402570851,0.13253729823407,-0.0811413561807571,0.0485186608502492,0.105821134387315,-0.191364528183323,-0.135809699038962,-0.104326771790654,0.0141584523988773,-0.122411092028218,0.081769495034947,-0.0879748990380327,0.208410393057105,-0.0697791348102091,-0.029633970137185,-0.101606525301138
stable,0.0362825153319447,0.33060140917925,-0.130721423597075,-0.237887478670613,0.179941272102715,-0.185188683429189,0.0990122736615455,-0.0649983215135598,-0.0476108356403406,-0.186072915724534,0.198669602030351,-0.153457790076561,-0.0133649537099693,-0.234785417831206,0.0054648454974603,-0.0052691547435724,0.24807064567848,0.163597470250231,-0.13208401106859,0.0119661272099562,-0.184289955522445,-0.142955719617914,-0.296804891202251,0.0616353396689688,-0.142100478545367,-0.217847295911359,-0.0622514031534305,-0.0625195719643139,0.293137501518279,-0.237467105940039,0.207229260561519,-0.0929820993195204,0.168837633771005,-0.376436532423201,-0.0560037946404189,-0.104266932793719,-0.024019228088307,0.0674335842286084,0.0748480894592475,0.21928236143987,0.0953376361718739,-0.0054938367202585,0.0974757388532411
