group,ASCL1,ATF1,BACH1,CEBPA,E2F2,E2F3,ELK1,ELK4,ETS2,FOS,FOSL1,FOSL2,FOXP1,GATA2,GATA3,HES1,HOXB13,JUND,KLF1,LHX2,MYB,MYOD1,NFYB,NRF1,ONECUT1,REST,RXRA,SOX17,SP2,SRF,STAT2,STAT5A,TCF7L2,TEAD4,TFDP1,THAP1,VDR,YY1,ZBTB7B
progressive,-0.150870649624866,0.0946826103459706,-0.0709743654049203,-0.0821768870631121,0.0807483775899199,-0.0773149425403175,0.117488638777636,0.0945322409277399,-0.0158138504839353,0.198211954797851,0.160544415531045,-0.0750343396971509,-0.0076437787600638,-0.220115766720132,0.0163652050174481,0.0812496089840224,-0.361738697123806,0.0784677747467533,0.163125757210673,0.0600224594437797,-0.0310011617252424,0.204026238969441,-0.0919759608178169,-0.145457350568558,-0.379808088881203,0.0028820805160896,-0.0133828782225379,-0.111022753793714,-0.119719118481393,-0.0581428417158951,0.268584842529848,-0.0106511671246791,0.0768638342856252,-0.0958354425524065,0.0546843450965876,0.0742824926059971,0.0546843450965876,-0.0018796177278845,-0.123979585331264
progressive,-0.112535888001283,0.514857898195716,-0.361735805553793,-0.111573246575224,-0.398347232693284,-0.368598507333121,0.238455597119717,0.0555226732191761,0.360680005280051,-0.0765455198463474,0.20876897765801,-0.13908615959099,-0.128279733259741,0.38282075807942,-0.3100015921404,-0.3609594818231,-0.301337819305864,0.387975547651223,-0.142688301701406,0.436852889735665,-0.206346847618247,-0.168990149697291,0.317019558665866,0.0935625360231419,-0.223425969693497,0.0849608690870614,0.111635352473679,0.003974777501149,-0.115051176888729,-0.362822658776764,0.0392198748746194,0.210476889865535,-0.0779118496123674,-0.0124211796910909,-0.480668601095988,0.022761811783924,-0.001925282852119,-0.0907677705926464,0.285066073910535
progressive,-0.101283201809408,0.180446571883282,0.218353561540555,-0.255948864908554,-0.0125466099935844,0.0089894283747408,0.101490992668923,-0.105439018999712,0.0928330401891235,0.0104687013984324,-0.207558331648598,0.0503447568196824,-0.107383347756604,0.0649742228098358,0.0056350902139955,0.130091920260765,-0.0315050522236377,0.142712741275605,-0.062406521474398,0.127826010411766,-0.0861738378818031,-0.0281160822529732,0.0134717740585687,-0.122106814373681,-0.154640926092061,-0.116699304624869,0.0125614521978355,-0.189341999631099,-0.0336918036499643,0.287419285322273,0.0825374978402871,0.095168213657961,-0.0419885958263212,-0.195160143697525,0.0099541716510614,-0.154848716951576,-0.118564474959089,-0.192483599530912,0.287023493208911
progressive,0.422693174933968,0.0183875768714192,-0.0687968056491777,0.0366646071885012,0.0956227695016691,0.183617826754072,0.36804632823995,0.0734397609313397,-0.126391560458854,0.0279314293958633,-0.13833058832727,-0.28598393607031,-0.356991672806231,0.30013389502547,-0.35492813712527,0.117842626923444,0.124217478223555,0.0594003485305166,-0.35139064738648,0.0573736617010014,-0.0598056858964196,0.0775299834418157,0.0317268610947734,0.29633846332656,0.0825782760898807,-0.134498307776914,-0.436364098820333,0.231521333633521,0.0511462058066731,-0.0503723799263128,0.085268242245419,0.286610366544887,-0.0199352286321399,0.0250572189830963,0.03710679340585,-0.419155685195177,-0.15524421114086,0.521337550254186,0.253593795649513
stable,0.190258958695458,-0.227361119689787,-0.0724269546196692,0.0180697314365797,-0.174710822549746,0.0593626408799003,0.0850665786262394,0.0274516993406569,-0.157486387024437,-0.0806379630911048,0.0973427662265146,-0.107215781634603,0.128080706555553,-0.0487392722172422,-0.10639294527653,0.035799506908844,0.0971304213599152,-0.173319351140251,0.121850222320669,-0.280990449171504,-0.111071678563188,0.173829795531115,-0.0468761501905892,0.134403070780792,-0.146312759308427,0.121959457420314,-0.124186015853262,0.058051819684162,0.140010812858822,0.0680391746358037,-0.133227006904242,0.214477503264383,0.0739450162380983,-0.0483360211484598,0.0665262174612833,-0.0391786487763626,0.0950110562490486,0.0279784779520284,0.206467609882948
stable,0.103228958546911,-0.0337321570933946,-0.0624246966365428,-0.0948256339996836,0.0174722589595807,-0.10432246046819,0.148716261294064,-0.174175838635167,0.0477693937133026,-0.0750593981835049,-0.0387598887531923,-0.0464025163117028,0.0290372303661603,0.165808171759286,-0.178514188648941,-0.0479239102891357,0.0635538562291688,0.0969175507186538,-0.163942086958841,0.246049818178422,-0.0346949142197388,-0.128213100270066,0.0751544853070945,0.0991402122325597,-0.0763193025710665,-0.163835113944803,0.168732100809665,-0.0409825502670982,-0.0736330913296616,-0.264116371660437,0.0132171101789481,0.471976823827204,0.210463462175031,-0.392579075629926,0.0188747940325266,0.116030062560154,-0.0257804963832181,0.0213708310267525,0.379457052574568
stable,-0.262756192269129,0.208484618896845,0.247437109150765,-0.0476436674843574,0.020114540256892,-0.135455176835347,0.115053286003356,-0.159738655763749,-0.120305677662943,0.169871296534844,-0.0332855600597656,0.181793990068847,-0.123296950043066,0.121996806457375,-0.0234779551850936,0.132850178998798,0.195167568473839,-0.100907158511214,-0.156276316867071,-0.2376012402851,0.14184283879983,-0.235589786259411,0.112236308234358,0.180159389256402,0.0256637038219081,-0.0131898624635358,-0.0005181731682103,-0.235052770430538,0.169838321878685,0.102701921939288,0.195963670886817,0.0961117013726857,0.163158598673937,0.0993102430200931,0.0275385485577964,-0.0417364933667596,-0.0121723587877773,-0.0644042141433789,-0.11148260180787
stable,-0.188163374815093,-0.0426242488452343,0.0482713275736639,0.1743435413682,0.0973037474241132,-0.0987817660290987,0.0308565913349365,-0.0965169772702433,0.116135902477907,0.0674722169423911,-0.138010372408675,-0.0722996578342825,0.104709247175291,0.026177055015052,-0.0193991225798198,-0.133698543288641,0.0789954210628442,0.0650954726394471,-0.041663896242273,0.0761780443891298,-0.0089708231382509,0.171833272104416,-0.241439834190073,-0.0723931253068702,0.0610147444131738,0.0695151488432362,-0.144521254922228,0.0909633660144014,0.102455756682353,-0.183811488206807,-0.122715601702046,-0.10797136468011,0.175968437430109,0.175253565332075,0.104556207027868,0.0130412802136905,0.0913608595516699,0.306990318811458,0.219402052961047
stable,-0.175588182372166,-0.0045070478160534,-0.0007947338752567,-0.0956240866819012,-0.185092986168861,-0.0003733649078387,-0.0493055029723056,-0.10991329508333,-0.0244607352478357,-0.105283570226129,0.106483671715611,0.0076326454731035,0.0104755525570757,-0.191354849051756,0.116153822828635,-0.0238473500421006,0.0464412607507426,0.0327707713394467,-0.155287798954533,0.141190606791422,0.0129984325771861,-0.424281213699158,0.110782701940154,0.000421368967418,0.10773711104907,0.0064592129056103,0.0020055029335338,0.0275489964141019,-0.167640843619598,-0.0347176026446059,0.106734359582303,-0.281997181106209,0.0862899639859325,0.104814197199132,0.0586556270214674,0.0805828146803973,0.0169080965406976,0.0338268606501906,-0.0296078371916128
stable,0.236081784420614,-0.120001552003212,-0.171238599144911,-0.364973189597897,-0.254251329557988,0.440395529467678,0.236120003909754,0.458282250385413,0.0895406191582668,-0.0936224605984678,0.0124748412554457,-0.446029082166982,0.127760108298726,-0.0348026668113017,-0.421805569949759,0.247868674871531,0.0596835542417404,0.231724762658601,-0.128547429775019,0.318268973868256,-0.41691347533978,-0.346322078897353,0.121988965438516,-0.436206673457884,0.102458806487742,0.508388000648554,-0.186297077866252,-0.376324377872613,-0.367174632172387,0.21026069755732,0.218638409576908,0.018911003226699,0.486320067618853,0.184072703598277,-0.0576961408064365,-0.196142418268834,-0.385779879485963,-0.121178712268739,0.400127475709291
