group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,KMT2A,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SP2,SPDEF,SREBF1,TBP,TCF12,TCF3,TEAD4,TFAP2A,USF1
progressive,0.13093099197746,0.222549003269295,-0.0268983552059537,0.101506404842503,-0.098907994858386,-0.1884087832002,-0.367867487566218,0.145462840407152,-0.118275772980741,0.061688177771078,-0.0285825098252889,0.438794456391935,0.115316472721052,0.0303147831480337,0.0635166885006419,0.236070358927386,-0.339284977740929,0.170027438497741,-0.458980252472252,-0.0824273389406058,-0.0669331164427219,0.0665481668154453,-0.158045881348756,0.0047396922858433,-0.0248051916076371,0.150972431947549,0.312121969666223,-0.400612265236435,-0.0773748750826002,-0.0323117093395311,-0.242614502591088,0.0782169523922678,0.150202532692995,-0.187590765242237,-0.105500257225498,-0.143345617457131
progressive,-0.07474276951915,0.119036953967312,-0.0652092529988502,-0.230476428615369,-0.137957317522984,-0.166821872156753,0.204985272134937,0.0850683012580592,-0.0070108013795435,0.052214336634257,-0.174448685372992,0.203665246770588,-0.0385154067420109,0.101729954745845,0.133850571945008,0.201846545157485,-0.0491342774507756,0.038955415196794,-0.0484889317170938,-0.194102396353303,-0.0270751869176513,-0.234905847060186,0.127983792547901,-0.0963911854944767,-0.140274695384841,0.0998232514417847,-0.0367847068198642,-0.0581397838253356,-0.0753587813558463,-0.0788495150971252,0.0278085343422897,0.0918444314617184,0.0491636113477611,-0.29436565624987,0.20706797882091,0.0494569503176165
progressive,-0.0273512411147051,-0.15209201063522,0.0956027399032949,-0.223950528994396,-0.113852825677648,-0.033829543813664,0.0997209529759369,-0.04269660119513,-0.0277382193732712,0.0958750579371007,0.0428494814948104,-0.123852152778623,0.0762347169375282,-0.0525573805245189,-0.159693028034957,0.0924161411568305,0.0955024122066296,-0.219087024460811,-0.141122849133148,0.021866660363669,-0.100729007451955,0.205289577414651,0.134443891040859,0.0269403753093139,-0.156358326498178,0.22873759337814,0.0473690053541137,-0.0487927031448878,-0.0767841305145048,-0.121535060736591,0.223315120248849,-0.204472623313234,0.172668743470335,-0.0401215236473874,-0.290720999879831,0.0848915639069335
progressive,0.50937718455745,0.0482434621369995,0.159738659864413,0.202955254507377,-0.0288592824477703,0.18747684236747,-0.0726906738346094,0.148491495902939,0.147153408872152,0.0467245525344853,0.0066542706395861,-0.0850227732264511,-0.171636785084108,-0.104768598059136,0.139558860859581,0.324323364651133,0.303564933416772,0.166718411133109,-0.0063649545248215,-0.528472048131914,-0.222520256768334,0.0782961735581739,0.0831060539661356,0.20660787045628,0.220603537508019,0.0398171302944801,0.191888913117631,0.0179014346010605,0.106106685089922,-0.101477627253689,0.337451083358577,0.0573207552377393,-0.0435782397864201,0.225341088887289,-0.155109602028179,0.205269783425494
stable,0.149806351227595,0.216539272544252,0.249905250155737,-0.242976426244292,-0.185340243069042,-0.271001837963075,0.259958421045656,0.353016429194851,0.0326626614085394,-0.315711687628128,0.0582670423517946,0.289820376860319,-0.104779622833741,0.179707916883358,-0.0243465269649088,-0.112506440129298,-0.294159103601298,-0.0834627656661401,-0.145408692771809,0.0647775476974762,-0.271380546687738,0.236947035553923,-0.291509108622339,0.145402896209696,0.0181934762828127,-0.0568275627605993,0.113165316022718,0.123454213771866,0.0697886756434697,-0.182903754794549,-0.121398366409407,-0.135904263095178,0.0861803872030747,0.0742433336266923,-0.301761294811443,0.135189353768007
stable,-0.210539237660241,0.195316258565376,-0.193775838061729,0.297720242193859,-0.305331731741292,0.153373779705042,0.101690406483411,-0.0173410572873805,-0.383813891077843,-0.0831260740901932,0.165085506181301,0.0648449072307339,-0.0947358609742984,-0.267217650897375,-0.168347573130201,0.274455361940247,0.0672688041997081,0.50140687393714,-0.129214096364753,0.0449893400035764,-0.38371195148569,-0.0849383335062487,-0.0512076551249167,0.0027297157454335,-0.182947588050797,0.171303821302641,-0.0459747560610566,-0.131989118595588,-0.231867265662944,-0.507772435136035,-0.282010218380928,0.0222681375747813,-0.0787200183849084,-0.525600537141481,0.111691813135767,0.290709063577994
stable,-0.142110690313427,-0.0471260303502378,0.0649752234979576,-0.150458704134225,-0.0985617341410068,-0.226490749837953,-0.209378678170618,-0.11368403003307,0.142350367849994,-0.205774470686774,-0.0665082552884509,0.0819968508118713,-0.155595943408563,0.24048701352992,0.0549494669211917,0.284158069579459,0.0350110092094368,0.275665344793186,0.256653941704001,0.144480332373068,-0.046447697699577,0.0235562318486123,0.108677935071194,0.0926783289509426,0.030226502913443,0.196449657849024,-0.245660430545626,-0.130425279851378,-0.0266268176472699,-0.0773570554813518,0.0561885545630654,0.095604203784126,0.105458116089391,-0.0003617774136857,-0.0064758157049746,-0.171894015895105
stable,-0.121341795349091,-0.185771084886262,0.150445496023124,-0.227042011388378,-0.221567907899794,0.028187190186614,-0.083179816186652,0.0922540687140538,-0.123655035871259,0.0237913343302877,0.0658140390426729,0.153535474191494,-0.0546372036323678,0.0460212063486757,-0.277468058990316,0.0764347782204152,-0.0557274317938732,0.0285565898384061,0.276525590689527,0.146099559038662,-0.0553730078036402,0.140273028314719,-0.141375237005472,0.0470804848096255,-0.338281225449673,0.0502882715155934,-0.21639032251008,0.0282271252841051,-0.191719417657552,-0.198691087302051,0.357608814257899,-0.0012509669289068,-0.057774105540289,-0.0155996474574379,0.105329818010058,-0.216430257607571
stable,-0.0921408563317105,-0.107334133992291,-0.0948972931909037,0.0202054408302329,-0.0537378745484918,0.0243780287363511,-0.024762412591945,-0.0743985067866649,0.154689213465,0.127210825472345,0.116174962670951,-0.0112584008230534,-0.147608458230375,-0.0594479978769857,0.0652845632632407,-0.115193772302725,0.133472236172678,-0.101057550245027,-0.0593468442307767,-0.0629934331766085,-0.0813629353281494,0.12136920240378,-0.135970731234038,-0.0103783641010358,-0.180994219161631,0.167378938381909,0.186102478295182,0.0024782643321186,-0.182258639739242,0.0290260387796513,-0.254563266049383,-0.0740697574364859,-0.11401027464208,-0.0094882120143972,0.0029536864693006,0.0491758451044693
stable,0.129051988894797,0.263495032238653,-0.292558902393455,-0.340600153733854,0.212685793264463,-0.173144147930442,0.102045994363022,-0.0507947468923374,-0.16644156007375,0.170571803401658,-0.191107083386377,-0.0041954576962429,-0.148471378576889,0.0328680416410331,-0.0759602470288691,0.226076476895995,-0.0946550326183456,0.0576350095266264,-0.143732467811185,-0.0255133101009871,0.109176098634358,-0.07015616824702,-0.0026158207743414,-0.0628666510753094,-0.282914421920745,0.257270683083087,-0.0219627500471718,-0.347947639232974,-0.248698616667447,-0.0246292931079964,-0.120458184356379,-0.101930057708204,0.0965462493000717,0.0206222324758334,0.0862278870212289,0.129711378619077
