group,ASCL1,ATF3,CDX2,CEBPD,E2F4,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,MAFF,MXI1,MYBL2,MYC,NFYB,NR2F2,RUNX1,SETDB1,SP2,SRF,TBP,TCF12,TCF3,TCF4,TFAP2A,TFAP4,THAP1,USF1
progressive,-0.114592542463781,0.17779440328415,0.0661908122855579,-0.0592005225685835,-0.30629521183998,-0.238561714927227,0.0910666018990669,0.327410707674703,0.143734819249374,0.0154268462719436,-0.128645435239629,0.0673478257559537,-0.0952607757292516,-0.0155232640611432,0.457333678621227,0.124475365856745,0.0913558552666659,-0.308753865464571,-0.033625703983377,-0.219519201560297,0.0618520117715738,0.323023698266119,0.209178393668635,0.10123867865963,0.0066046185601758,-0.231402694079154,-0.0304921258343885,0.0625992496378711,-0.427612895100436,0.21597584780721,-0.143686610354774,0.0708429706144409,-0.0337221217725767,-0.124981559250043,0.0531985151909054,-0.0588148514117849,-0.0486909835458219,-0.125560065985241
progressive,0.189478672468765,-0.142395203740663,-0.0067807239876506,-0.016085873355985,0.221474296479758,-0.0130917874393601,0.0571811702508373,0.0283851086409444,-0.210613396586118,0.0990983730835867,-0.108256753534439,0.169518099691266,-0.0831886224285796,0.0743531335961863,-0.0184048222521946,0.152551612830391,-0.0758501765544988,-0.199194774806048,0.0711535711950871,0.378076731432641,0.141866835637729,0.0013502740408308,-0.0418291414822604,-0.030351812135198,0.131093997094579,-0.239791057381463,0.0550676978391021,0.20389138016546,-0.0632280496510799,-0.252501245635371,0.1460937804612,-0.107757739215002,0.40379064577542,0.0111250839451064,0.173656983164247,-0.179234202028549,-0.136876692443354,0.0018786421437646
progressive,-0.0425550968385134,0.12632768082596,-0.260466046803577,0.0726704235639275,0.0502989015056924,0.0036211005167931,0.274998220645378,-0.394719065040302,-0.0682754202981628,0.0651559234149623,-0.075832915044293,-0.074729387050389,0.0709697483871751,-0.244285746737115,-0.204964799040909,0.0405582366590681,-0.249421212509612,-0.137367737942462,0.0617211328192179,0.0484740197149075,0.13621643817393,-0.216004856157412,0.0221756577822608,0.113419747321507,0.252507269150573,-0.0831849911595234,-0.202891504022059,-0.0010605333967388,-0.159108672575609,0.144136998407233,0.208456915766207,-0.234038701079435,0.210386895461173,0.0338845197435536,-0.211743613860605,-0.14334398694841,-0.228979670146343,0.0013471640445061
progressive,-0.127815667625692,0.0043837006186816,-0.0559374690516069,-0.208135207060545,-0.224872973059148,-0.0251791068593697,-0.0089485458910277,-0.118722206011733,0.137778623577242,-0.158863861263793,0.0765879595693633,0.104774067679564,0.0343450263347949,0.0874204098585022,0.249073898788729,0.252769249723485,0.287331649642678,0.10821581609919,-0.152632485177733,-0.0815150941490385,0.149516797134703,0.0959704375114681,-0.0879638438194958,0.183064786993374,0.142343468849588,0.0215199848553462,0.128757619824748,-0.0920939419230471,-0.217373584397436,0.0001811446536645,0.250269453502915,0.10035413813015,-0.129772029885269,0.0576402287960535,0.1469807719834,0.0763705859849659,-0.18114465366453,0.230597144114947
stable,0.222530683431041,0.17963917665315,-0.189518925391726,-0.194235028913447,-0.222138238661658,0.227295117589385,0.139691972258364,0.311333395163058,-0.0815579493021543,-0.30360145991603,-0.015341110677031,0.256663712240021,-0.108921789145647,0.206249058565316,-0.0263189314796925,-0.1215515511081,-0.0729599290468339,-0.32156015787259,-0.0333404063683545,-0.178473441697792,0.118201271377359,-0.225274896978523,0.246588707729486,0.247355231626335,-0.242740622441523,0.132080863602895,-0.0589314784604971,0.0899297821780768,0.104989608549959,-0.192744512079978,-0.169231657362646,-0.0797726155852823,0.143581621893823,-0.222916361911296,-0.182484884537542,-0.340051459444741,-0.123877221342422,0.20606636875888
stable,0.241226439817625,-0.0258048288285771,0.298998444657723,-0.336742821153254,-0.547236819964764,0.0841658815611625,0.0021522903763958,-0.0868505806096141,-0.311515712373078,-0.168558320004051,0.136863012250601,-0.0466707176355302,0.0680916708027117,-0.359828967401121,-0.149368952121869,0.30457174394818,0.128378457029967,-0.167289601466386,0.613629314154532,-0.0130156928551515,-0.0766781766201223,-0.210029557203972,0.0419243509633731,0.558927155061819,0.0831690312815686,-0.381046019374749,-0.229400170591534,0.0646366783563921,-0.238213233290671,-0.131686187503165,-0.0762250628566706,-0.0849701584912893,-0.205385141128592,-0.271392488619425,0.166315406874965,-0.160946008778061,0.194079952730471,0.171843394789076
stable,0.093023018043464,0.0664372619388869,-0.212853340159043,-0.08471722995433,0.0112537324735191,-0.104968522742153,0.199442906042347,-0.0292624172634052,0.164271035848893,-0.136939250874035,-0.0440609172175346,0.0773247620579042,-0.109715979189399,0.218179534154144,0.015038133470038,0.297579612887558,0.0937328758170046,-0.09512546304153,0.0061852575426975,0.218382996573312,0.11260514554158,-0.067305368260669,-0.0402086954146265,-0.0149929195991118,0.108246528384299,-0.0524661758227061,0.0245918243967338,-0.0572543247537856,-0.114920095732999,0.138444872775876,-0.0294613582954803,0.150205000603768,0.206369671068233,0.048767681180947,0.0379389590941337,-0.210551954128902,0.0615179927821217,-0.0860103466628179
stable,-0.120784179699165,0.0221953237078839,-0.103200067296078,-0.0652519351116967,0.085001858974313,-0.103447702723446,0.120675339934717,0.0908133032778889,0.0468949605280303,-0.0304661472760142,0.136378221913761,0.0976752010878843,-0.115661721060446,-0.0145146313396527,-0.096261282680004,0.037862258608761,-0.127226694930552,-0.170581866789136,0.121026822476789,0.0063546445958688,-0.148962694861865,-0.0044983774205514,-0.141945026379815,0.0759352070367754,-0.050223060848274,-0.0092723491070456,-0.241812999235852,-0.125457299860804,-0.0176959477573834,-0.11042942412733,0.210321361702145,-0.0418384048659499,0.0607535576911453,-0.177202120351457,-0.0224829003332155,-0.0580125929809536,-0.132955261248355,-0.0358562119410834
stable,-0.0685230328753296,-0.198861964825687,0.128047580810435,-0.0457460920738526,-0.0015781491294827,-0.0014567530425994,0.133566044593338,-0.080880142885991,0.0429185748835293,0.0184016235033918,0.0144410761688245,0.0429084585429557,-0.122129521574875,-0.0189833130863742,0.0262417874479375,0.0601517610506695,-0.0802124644081329,0.113985867413121,-0.0500657694987829,-0.180359177916559,-0.0657157483661535,-0.0251896880282824,0.0566312745310541,-0.214926713656576,-0.160328823580817,0.160455277837987,-0.173829080076296,0.175518508952088,-0.0505968773788973,-0.235037998716907,-0.012574611332994,-0.0638695162114702,0.0516388604579789,0.0523217134466974,0.0749216182881362,0.143505349206907,-0.137905954699416,-0.061967644183632
stable,0.136430658263297,-0.180727645344692,-0.0857361040285062,0.0281942670354318,-0.340804640252061,0.1571610969531,0.028963135650239,-0.0188082671527848,-0.230602556622189,0.0447321957312858,-0.163899577548911,0.0756972911710229,-0.23147297392197,-0.0985529987677931,-0.001080768147229,0.0992855999951094,0.142008582459399,-0.17415599473134,0.0421789716519259,-0.11535930613108,-0.179153640727587,0.156776662645697,-0.127581415715516,-0.115127194851138,-0.107598085208026,-0.131295196194585,-0.13765649596049,-0.0733906853266012,-0.261843284206857,-0.0202154417874321,0.0445290983613367,-0.0539586191089727,0.0199760770299921,0.0117723939795487,0.0032423044416871,-0.160816849612184,0.034316202043897,0.192449264981754
