group,AHR,ASCL1,ATF3,CDX2,CEBPD,CLOCK,DUX4,E2F2,E2F7,EBF1,ESR1,ETV5,FOSL2,FOXA1,FOXA2,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF1,KLF4,MAFF,MEIS1,MXI1,MYBL2,MYOD1,NFAT5,NFATC1,NFYB,NR2F2,NR3C1,PBX3,POU2F2,PRDM14,RUNX1,RXRG,SETDB1,SIX5,SP2,SPDEF,SREBF1,SRF,TBP,TCF12,TCF3,TCF4,TCF7L2,TFAP2A,TFAP4,THAP1,USF1,ZBTB7B
progressive,0.139863975854912,-0.0163760943108526,0.258329855143643,0.0326551450998632,-0.160728333050961,0.01300383192684,0.069798553084923,-0.101434741205444,-0.320874404970869,-0.2145389659124,0.201607916626941,0.159539549908395,0.0911966496511037,-0.23499088814062,-0.135860930578926,-0.0724672499355804,0.182829995150497,0.0704778577378176,0.236980280338383,0.0458045423094663,-0.122929881293467,-0.181253037920563,-0.110847962824127,-0.0386475825736122,0.196076435881942,-0.415491838766907,-0.120455271486494,-0.0761549037655798,0.0065746986048015,0.139208932082478,0.283997866670875,0.21922131584128,0.187463823318457,-0.139500062648004,-0.0804733404875528,-0.232346452170423,0.185789822566681,0.0280455778123639,0.175187817805432,-0.0612587231628191,0.189744346081746,0.15742885330833,0.125938230470572,-0.232492017453186,0.149665371560963,-0.261483769603511,-0.0258378376904564,-0.218517750307925,0.259421594764366,0.157089200981883,-0.20432513523852,0.297559698848307,-0.0034450450253941,0.0682458567354495,-0.0234360105248646,-0.0754513382322247,-0.454624638949729
progressive,-0.0774976184907775,0.196350864636839,-0.193788229589823,-0.101975201526063,-0.0528138464287207,0.107129927195347,0.0365543688890364,-0.262036797451143,-0.0949647746158368,0.202124157386437,-0.0821221438055065,0.031694198972283,-0.235026034944095,0.0655681105132918,-0.115642588443479,-0.163036609025638,0.225629706438372,-0.140503093957054,0.0849204234545464,0.0164067554159495,0.181534710284554,-0.186601069228079,-0.312729842461644,0.323274938402236,-0.219414580059978,0.327840552566459,0.222389593160536,-0.352612691354275,-0.0821515993807596,0.0125480750577998,-0.227573774405073,0.481215732909096,0.161210363359949,0.304806292718573,-0.110988607553497,0.0353761458789144,0.162712597697854,-0.454381703853567,-0.244834741503361,-0.116143333222781,-0.160415062828116,0.205275903938513,0.0210607363059315,-0.0338150003905027,0.188280037017503,-0.157881883356354,-0.297206754303286,0.125745850755275,-0.168102967969163,0.422098393376223,0.0348164899491064,-0.24038694964015,0.140650371833319,-0.0654502882122796,-0.0388224481835214,0.0578802053722454,0.403747569993572
progressive,-0.101157216177692,0.0254685929945443,0.124976350831122,-0.150435381748327,0.110394182887934,-0.367088149074734,-0.0676851644497397,-0.17873434963545,0.132473019465521,0.317523121183906,-0.300660397795178,-0.265682318886207,-0.0703816702595619,-0.0139176035680718,-0.21093942611588,0.0013195666728917,-0.144363462637557,0.12132363728732,-0.19695488800643,-0.326062056248343,0.035656986400096,-0.219215404053473,-0.0901273599662388,-0.0428524495982918,-0.152797214851256,-0.128112712198575,0.108802097010859,-0.085121612478856,-0.270028283037144,0.090815829534704,0.107047455819006,-0.0504303958900794,-0.352419922435488,0.150468849019016,-0.022212705660344,0.203734400840344,-0.205575100728255,0.172753270259408,0.0275961552026487,-0.298623675321801,0.240715734952002,0.0060480139174204,0.15585229856132,-0.0702238959834553,-0.0960367237622321,-0.287995426358619,-0.0217871932187232,0.286479837100261,-0.293813950419884,0.197299122790662,-0.0159017346160793,-0.0299101779188791,-0.139850162133173,0.0294129498972097,-0.092685215654634,0.0289157218755404,0.195267181355956
progressive,0.365834589922948,-0.106024317459605,-0.0988184297634093,-0.158927844716601,-0.0821616039330068,0.0106096738441476,0.201004435183835,-0.149983853455493,0.0582988904064085,-0.0936765400505459,-0.129524926076847,-0.0402298554295155,0.22606209491131,-0.0821253934420712,0.0438871150140169,0.210926109700205,0.217226735123009,-0.0028606287839169,0.111636943554632,0.133761553516319,0.125505561582989,0.189924024957524,-0.0753902421280389,-0.152772061257539,-0.0610146772265829,-0.28251425028,0.0994702186002511,0.265676371994919,0.167256257631802,0.0906710693028863,-0.313655272484665,0.0492100571815585,-0.330058624878518,0.134449552844096,-0.0023536819108177,-0.193943389451381,0.019553665105255,-0.169139203160456,-0.19553665105255,-0.0845152858438246,0.181342138605773,-0.123731247527142,0.159977948953735,-0.273099522636729,-0.0522879489110894,-0.34313061210629,0.103924108985337,0.0711536146885669,0.157986371952274,-0.189054973175068,0.0412799596666495,0.149802801000815,0.244493234797559,0.0285338668572981,0.0221246099616867,0.0110441997353755,0.0769472932382722
stable,0.309591345673387,0.193275570246147,0.13011335977383,-0.301258390782807,-0.277585751506058,-0.282941959615907,0.255076705605062,-0.363696501550412,0.27755380593085,0.145598251320034,0.306057003398119,-0.0666800959361139,0.0406831740510609,-0.316772323761018,-0.256067986484239,0.117117318950638,0.262237354690288,-0.285711544181654,0.205341317197377,-0.0217123426162672,-0.183665760394986,-0.176750995434087,-0.30645583906435,-0.0687352612744855,0.0620044253829653,-0.0817419506227473,0.255102842893868,-0.181469260087513,-0.253836636458357,0.125964307187744,0.121185055527104,-0.237056497044635,0.253675940534585,-0.252800825383436,0.046420792967937,0.266544199056946,0.21259586691276,-0.137588624372467,-0.206068321045289,-0.103507535864361,0.0191189427380301,0.127971070139437,0.179724838071618,-0.0220889131846264,0.19852722920077,-0.150636939773272,-0.16102409195449,-0.113205438059277,-0.134383418326613,0.0196445926573592,-0.251425229554032,0.330745124747384,-0.355094429389899,-0.129154024469861,-0.162664932862894,0.0990816216264737,0.0568534433926332
stable,0.0126030066978568,0.24933761225823,-0.0277243459672026,0.337558659143228,0.0295733919543769,0.169579070320668,0.110296160326968,0.144146180116712,-0.03533606288373,0.0138735168240134,-0.0639679160839016,-0.0281780995836871,-0.263029627635649,-0.0964226435029551,-0.0476327858904598,0.0277356898076147,0.0144520526850311,-0.0151667146309942,-0.332862309212613,-0.257414426631654,0.285025334194735,0.162613952307631,-0.103501199920113,0.388798786284739,-0.214954431969117,0.0729408938498825,0.180877535371132,-0.028972168412535,-0.322902417330778,0.0239014717483207,-0.0778868082695635,0.262825438508231,0.180673346243714,0.0497540840475248,-0.208726663582867,0.0102661755729617,-0.12920634229396,0.0119450639539543,0.0186719613183369,-0.135127826989082,0.157951633898253,-0.0173220443092956,0.0967062395132579,-0.185653292184631,-0.227444000262853,-0.286318532001716,-0.172380998902459,-0.192300782666129,-0.0994741365738133,-0.0837629176030377,-0.182681205996657,0.403284870491007,0.133176686438199,-0.0988842568723835,0.100574489093788,0.0442750091284745,0.220683071377234
stable,-0.0693160953807652,-0.0328496834915514,0.026939641097376,-0.0568161744274404,-0.0239438297303899,-0.0560456934404697,0.106000054842771,-0.21230830208033,-0.270851260366805,0.210513534604798,-0.0199373285981422,0.176095695692706,0.199531914419916,-0.0929018780642687,-0.0724886641506446,-0.0109498944971838,0.0601700328413129,-0.295298168859275,0.145072505364386,0.0659622369668927,0.114280459332156,0.0384923236608369,-0.023807862497395,0.155841110217576,-0.150796725873468,0.191047559081038,0.0406677993887542,-0.212349092250228,-0.0892035693268093,-0.0170140330887533,0.112141241533037,-0.0754391531066325,0.128756437405006,0.17943142514218,-0.0135695298528842,-0.051223388910253,-0.056063822404869,-0.0430426937250639,-0.12734237818186,-0.070952234417803,0.249808064940305,-0.173281173969713,0.101318249786649,-0.120584806702016,-0.0386056296883326,-0.0496189755609139,0.123761907712996,-0.0670817005185502,0.151635190476936,0.165884556494795,-0.133778160543615,0.197342841968699,-0.0116251984210581,-0.150941757588663,-0.0901145497878747,-0.121772253870171,-0.064480194127249
stable,-0.0492509387909865,-0.0322062658492779,0.0331468063546522,-0.125507684080069,-0.156614487064403,-0.265616235006586,-0.0488991106742047,0.0996813013825487,-0.121496643646416,0.041661646487791,0.0664785223729539,-0.143206037670571,0.0658838129141891,-0.0759438981284211,0.0623265507902496,0.171539195700162,0.0208238266620277,-0.213117882717235,-0.0314646281712888,-0.20172544841303,0.0952734548058212,-0.180655741873933,-0.143165057691059,0.0892434007474544,-0.101776277896114,0.126949979456535,-0.181712225735975,0.0697839075496519,-0.030158266385397,0.0019310565955187,0.106790828071951,-0.0315545842238751,-0.0101670329656401,-0.143820737363244,0.012220029987998,-0.0945807932009068,-0.0541405500048984,0.237735855775012,-0.224775187620721,-0.308631220329952,-0.0867895995352398,-0.207078833053609,-0.201128739930875,0.0961490270509942,-0.0179122490933185,-0.123234794484722,-0.186626824742271,0.199715430393575,0.0061230086460392,0.0836091533204673,-0.201714453784381,0.244476562648811,0.047060009154663,-0.0107687390062727,-0.0405551870409798,-0.0603125347240124,0.118023340504891
stable,-0.156414030318287,0.0841820240253033,-0.285108477325317,0.214532959289421,-0.207329514942088,0.0031306108344949,0.0255666551483756,0.0826825728812733,-0.108877376481878,0.269652985972495,0.0355207818308717,0.0368631958618445,-0.0474201424299473,0.135826971367821,-0.150173071502595,0.138445945156549,-0.218291718576144,-0.0855750951895203,0.0773078510440579,-0.0955089590187188,-0.0181048594214968,0.101339595055133,0.175582689537913,-0.0708288037021176,0.1071398368116,-0.0793949249337212,0.210596900036342,0.0564827035673445,-0.200840336173499,0.0047516390983111,0.018226436541283,0.117519483413348,-0.120163785768698,-0.211721488394365,0.310006458314869,0.0870340206269549,0.154600504948142,0.0551453552496962,-0.142954430015288,-0.0914513226458539,-0.0475315881230847,0.183662502290372,-0.178743694652354,-0.118785911744454,0.0116764692128008,-0.1565204102981,-0.261178047580731,-0.105397231427997,-0.162533412014193,0.122848613830643,-0.0283376003368364,0.285133805891939,-0.0731438346913801,0.0111850950203315,0.0139003173622236,-0.0911017884264685,0.109844927726843
stable,0.168294536768165,0.0617380502764404,-0.212858488027652,-0.239215858449522,0.0612945193534792,0.020031601520621,0.0476395837252664,-0.137225559164675,0.205282107343627,-0.0048715691538352,-0.0531364587704895,-0.248282793874645,-0.218886145980681,-0.0009016038433963,0.233166387500281,-0.204773137432033,0.146975968471083,-0.119244379287907,-0.0462508229664865,-0.0081798735792009,0.201384852020559,0.252492702143407,-0.0617162372802291,0.0484103095913956,-0.0139894015701179,-0.0878409357425128,-0.201224890048344,-0.0049006531487835,0.261879561512961,-0.156319201848215,-0.263886357164392,0.251191193369472,-0.0549978344471788,0.025622999549426,-0.0977294940249246,0.164033731508243,-0.0489701764941498,-0.11070822677059,0.461250346883353,-0.177921339096042,0.322868698919483,-0.0307490536590586,0.0978676430009289,-0.294039188927011,-0.101728543330312,0.0981075859592521,3.63549936853376e-05,0.024226967791909,-0.0496463793766971,0.0022176546148056,0.0028575025036675,0.16210691684292,-0.0111464410639245,-0.209099381680588,0.0318251614721446,0.11125355167587,-0.0058313409871281
