group,ASCL2,ATF1,ATF2,BACH1,BACH2,BARX2,CEBPA,CEBPD,CLOCK,E2F1,E2F2,EGR2,ELK1,ESR1,FOSL2,FOXO3,GATA2,GLIS1,GTF2B,HNF4G,HOXA4,HOXA6,HOXB13,HSF2,JUND,KLF3,MEF2A,MYBL2,NFYA,NR2F2,NRF1,PBX1,PRDM1,RFX2,RUNX3,RXRG,SETDB1,SIX5,SREBF1,SRF,TCF12,TCF3,USF1,ZBTB33,ZBTB7B,ZFX,ZNF76
progressive,-0.23867551940342,-0.0250123980188151,-0.105923150216992,0.285216001289175,-0.100547351239814,0.0784717322918647,0.0751118579311284,0.104006777433461,-0.149427301198971,-0.112070475899228,-0.237879104740134,0.047112904924992,0.0555996986806298,0.0122946513644723,-0.025559933099824,0.178222668868393,0.0124439791138384,0.0917619019854441,0.0274265299668998,0.164708507550765,0.0024390199063123,0.170034530611487,-0.10594803817522,-0.0600795311616116,0.0516674012806569,0.187555653203772,-0.019785926791003,-0.110602086363795,-0.0322796818212967,0.179442178821549,-0.0324041216124351,0.0587106934590894,-0.193155443804999,-0.232279314138907,-0.0138874806910436,0.212368947556766,0.0789694914564183,0.0619461280286874,0.172647766225393,0.0331009844428101,0.230114061773099,-0.0476106640895456,-0.0316077069491494,-0.0113737969100483,-0.046117386595885,-0.0998007124929837,-0.116301428797933
progressive,0.476178934102985,0.429618554121567,0.467837983114631,-0.474540533015987,-0.194016477811244,-0.198782735518875,-0.382968806808131,0.0467093255347814,0.0818902652392309,0.246892149255273,-0.305397962616441,0.44990493848967,0.378500440207227,0.0774516877489997,-0.0440878837955845,-0.267506213840776,0.545736507523721,-0.153264974411001,0.382224079041314,0.0628252344087079,0.194761205578062,0.0265420976093688,-0.228095220420804,0.258599269749641,0.427860996591878,0.443381123252351,0.398429355247258,-0.0762601233220921,-0.186896880360471,-0.34877090775588,0.289043740857133,-0.398488933468604,0.108134471741873,0.37421080827036,-0.0555864805152437,-0.0144775077869284,0.079268823500034,0.160473939193793,-0.364380401748371,-0.351720029712477,-0.167504169312548,0.182785983087639,-0.0007149386561446,0.401974259417309,0.523096783412475,0.35994182425814,-0.154158647731182
progressive,-0.0510022863264166,-0.0375806320299912,0.107116892865922,0.0540687111278341,-0.0143647975713094,-0.0954606093147922,-0.161920772084948,0.075983491530394,-0.217198641257505,0.0723173243387938,0.185552556911014,-0.217010012602528,0.0882733738969587,-0.217208314521863,-0.173059535992936,0.0048221222823553,0.0068583444296689,-0.098251346082013,0.0947834808097474,-0.0126671396765183,0.0118690953670011,-0.0948802134533252,-0.0743825662791807,-0.0432636748401893,0.14017043717647,0.104011775007073,-0.0922055558583979,-0.040323002475423,0.033421128356144,0.0113177192986074,-0.0628375252681654,0.049101489880112,0.0165654652127052,-0.0569271607455593,0.147130350881896,0.124175694560874,0.0900242347457176,0.0925005904213103,-0.210519252218455,0.0453772831023651,-0.144774911010775,0.0797560646299298,0.0339821776888955,0.162738162923181,0.219699180093992,0.117771993556021,-0.0565789232286791
progressive,0.0131048711044869,-0.0271248868391754,-0.0676840968497102,0.381176041371569,0.236729612940549,0.189800996303811,0.101581053952377,0.0883297597070582,-0.013178082674903,-0.355588597511133,-0.181711117772829,0.205651301298903,-0.036093304215151,-0.0789952844790019,-0.0618271712164199,-0.240280374105731,-0.0873780092916485,0.0259168959273092,-0.0468920108515299,-0.0787024381973374,0.0562996976500023,-0.0555309761606329,0.372171018210386,0.428909985282885,-0.0725160604971746,-0.0278936083285447,0.001757077689987,0.0571416307097878,-0.277215611380668,0.0557506108718813,-0.332746587541301,-0.0113111876292917,-0.440953288616338,-0.22896918647644,0.130792470548412,0.385568735596537,0.146679381328712,0.0201331818644351,-0.0589353141849829,0.0315541868493511,-0.0713080695853085,-0.126143535826988,-0.0695143861101134,-0.272859522940908,0.181528088846789,-0.087048557224776,-0.168313400386678
stable,-0.101538599184332,-0.15933040960444,-0.0208284306019143,-0.095143853791199,0.0637496783006153,-0.152683770870694,-0.0491300249614598,-0.0915287907700618,0.0240361348612794,-0.0111098738627274,0.0183242565712136,0.0113145372019753,0.144035760829111,0.213369402832762,-0.0764968588773254,0.107593878942655,-0.109431913162439,-0.119944524299573,-0.0326142838591766,-0.15273198483042,0.0148833541801094,-0.0634052928739963,0.224792175454532,-0.013142731838141,-0.250962516002487,0.0621940401306594,-0.0645279893647741,0.165621839369587,0.0453506408939073,0.211488074445061,0.132981972593004,0.0021706121460611,0.119188844277734,-0.284589293015923,0.198711375117498,-0.151728347301417,0.0819775069523756,-0.10514283866349,-0.0956633838062128,-0.0999878808061851,-0.0266642876455629,0.191776436583754,0.226267129038823,0.148496044083007,0.216094967494861,-0.0040411169917829,-0.0929142041434318
stable,-0.134743863188392,-0.0750486652962557,0.046988484943503,0.17527014244837,-0.120421598818877,-0.0127640020061113,0.0255165462007269,-0.267963837447868,-0.116766556951777,-0.0542069061857383,0.0803650898302195,-0.0572203106090841,0.0206355185035964,-0.097872625795514,-0.148241165130222,-0.236111121490067,0.140255070517781,-0.157968847089997,-0.0252988477823103,-0.0112057396427081,0.0136920847372558,0.126734852952959,0.0780735275310972,-0.0564640950503738,-0.0032196450302668,-0.0832295427041224,0.0052247620419988,-0.0777183353747332,-0.0571630215516061,0.0048810276971305,-0.221124304053808,0.129771172999297,0.0710040578383048,0.0603482931473861,-0.368196772411477,0.178226257814238,-0.0238093322878808,0.126505696723047,-0.186590460206034,-0.171534895900801,0.0867241752102839,0.0479967723551168,0.265935804813144,-0.0848107206905168,0.182121913722746,0.0574494668389964,0.014837865886817
stable,0.19252396331906,-0.0091167591615488,0.120529053658889,0.44602942472826,-0.425619795550019,0.0536972533329218,-0.20872339065335,-0.0671524903467254,-0.0968575488409379,-0.31372188473553,-0.168696694776741,0.305585520780299,-0.059410116988425,-0.181991586780165,0.0713260419025902,-0.352617002967465,-0.0193513521097399,-0.0464130085757044,0.134900547874858,0.106372879885429,0.0911996606175646,0.262929166733474,0.325601159361609,0.151136625497235,0.0709412138776806,0.192006277999837,-0.0308320548528764,-0.132078475692188,0.36801470524986,0.160193827940643,0.302451921148892,-0.104242581890394,0.353006412278386,0.172581625313924,-0.0652283502221773,0.353624885889847,-0.525601781450342,0.384992951205991,-0.146097210885323,0.10626751030718,0.116098950086418,0.195217759493428,-0.193119530500468,0.120139644347969,0.0063175934089326,0.162970087263205,-0.377859888887131
stable,0.0534429724746409,-0.0139669400506579,0.084634652530971,0.049122293670738,0.019542731294301,0.0109339211727769,-0.0220051520533049,-0.0158750364339258,-0.0617405472585957,-0.0519508736504117,-0.0038345007275692,-0.006112824767292,0.0822963190634162,-0.0251693779852593,-0.0587868628785264,0.0160570989353143,-0.0061199445299161,-0.0617334274959715,0.0654784226362659,-0.0355601629807094,0.0565024361851258,0.0268252313498435,0.0086566142420003,0.0081765388193445,0.0720804768067305,0.116421341320889,-0.0433095160426059,0.013236655827211,0.155058258864171,0.062666116399733,-0.15281248231073,0.0146382319552191,-0.0114628178248554,-0.0263115913319596,-0.0481590914985873,0.0481621428254262,-0.190140380640117,-0.098825356549816,-0.0255863926532442,-0.0968918324428905,-0.0645589561488063,-0.121765231724775,-0.0097988275887007,-0.100455782190743,-0.0266787676615756,0.0357961322562521,0.0623264020116672
stable,-0.0098339682479059,0.011125609289363,0.148307150656541,0.0662596416326727,0.0339480316752673,-0.0505901317871082,-0.0275670161716548,-0.30096265461998,0.0146763356583087,-0.020722862446006,-0.228954953053811,0.219352553916923,-0.0428660154395902,-0.0018731368091249,-0.0931268044910281,0.0213918398778363,-0.0180778286001537,0.0001029196048969,0.0050790825016657,0.0145837080139014,0.0012401812390085,-0.021571949186406,-0.0781622939390079,-0.0511047298115931,-0.0122268490617607,0.0308758814690926,-0.0292754816129446,-0.0481560831312947,0.0108168504746721,0.229912105379353,0.139121575919486,0.0653488031293345,0.371261890744859,0.0261724555253008,-0.0142286353770068,-0.139121575919486,0.0521339258605628,-0.0506415915895567,-0.0558133017356297,0.0576967305052444,-0.0134104245180759,0.0259923462167311,-0.129241293849377,-0.0980463616051035,-0.0562249801552176,-0.0592919843811475,-0.0219373137837903
stable,0.227342848974643,-0.160801685222362,0.152640282817387,-0.0542181813822451,-0.123215118470798,0.331860268061789,-0.214394894348371,0.099179420757405,0.109311323923222,0.0739673046793309,-0.182403667443821,-0.322720967891172,0.211292090911524,-0.119060891120517,-0.142692195021051,0.0873417109628004,-0.166330851536364,-0.104363014176782,0.101774893774483,-0.119913794434911,0.219269677947018,0.12051670884681,0.115913971994995,0.114634617023404,0.186043211759554,0.243798000850622,-0.115686040936838,-0.106392335855857,0.136376298925669,0.0861211769094436,-0.508359785837867,-0.118855017906698,0.101855772537055,0.14121431945042,-0.137118913018374,-0.0449171236864843,-0.169654233416589,0.112869989476383,0.0082937494710025,0.162441318318137,0.117700657386355,0.139817322642361,-0.0265429393531197,0.138390915375185,0.237614451821266,0.110649499813047,-0.13567044790686
