group,AR,ATF2,BARX2,BCL11A,CEBPD,CLOCK,E2F2,EHF,EPAS1,ESR1,ESR2,ETV5,FOXK1,FOXP2,GATA3,GLIS1,GTF2B,HEY1,HNF4G,HSF2,JUND,KLF1,KLF10,KLF3,KMT2A,MXI1,MYBL2,MYC,MYOD1,NFATC1,NR3C1,NRF1,OTX2,PBX3,PGR,POU2F1,RXRG,SIX5,SOX17,SP2,SPDEF,SPI1,SREBF1,TCF12,TCF21,TCF7L2,TP73,USF2,XBP1,ZFX,ZNF76
progressive,-0.320251052655033,-0.0960487228956327,-0.0754271370335701,-0.0152063042288832,-0.133133731937138,0.049994653649174,-0.295882285305726,0.163377112843868,-0.0916729819331083,0.362944746245188,0.155520119402871,0.0647174505893805,0.212235524364651,0.330428881081678,0.265783956585599,0.0258192892153375,0.246733769411736,-0.312079779476396,0.187165671446763,0.0516144030662411,0.248498571015406,0.175972477713896,0.156608010802393,0.0294455938804129,0.0533550293054773,0.345320905572921,-0.134511727709867,0.37121272088156,0.226112183549673,0.0812775752265585,0.0606076386356283,-0.0139975360071914,0.283262745071263,0.339881448575308,-0.0403003325112056,-0.0464408750774,-0.0441442154561856,0.356755852950126,-0.122641623772853,-0.01361073017625,0.16862316692601,-0.153900369985804,-0.385306958346487,0.100956321875701,-0.0728645484035834,0.337367210674189,-0.0006043841108459,0.160887050307182,0.0914070529243361,0.264889468101547,-0.233340617515391
progressive,-0.248747258118859,0.599234546015328,-0.294696280891381,-0.427355556315275,-0.0251089176053717,0.153143646221192,-0.285417542744414,0.414134095569117,-0.0477573391526018,-0.0406722962863872,-0.0045356132156102,0.11383499835257,0.269854164063398,0.0388639799063073,-0.0241306480882793,-0.178637942727237,0.410161728439105,0.510093441836635,0.336584002941428,0.184270403583223,0.406900830048797,-0.286158656014938,-0.050810725827163,0.253935051012531,-0.476535832947284,0.23549615284188,-0.201938543952529,0.0685974443197521,-0.375714783625125,0.0433106595294545,-0.108736139051362,0.622209057401589,0.531556082151026,0.0763643113948494,0.108914006236287,-0.185396895754421,-0.0749413739154422,0.11804452172915,-0.218687703866383,-0.186404809802334,-0.362967635372102,-0.514629055052246,-0.052352241429854,0.0272729683553033,-0.551180761554516,-0.165535060104363,-0.332641280342238,0.183766446559267,-0.11715518580452,0.398007470802503,-0.202679657223053
progressive,-0.534574334340445,0.408557600178039,0.177801675954273,0.371288352323574,-0.237235032247327,-0.605216739203847,-0.311850203790857,0.266875034559256,0.121981668366667,0.158680639701307,0.347030035152517,-0.115449845706819,-0.0253317788554334,-0.0663581426052186,0.0581825817411684,0.210139709196132,0.489124733382266,0.270699241809849,-0.0249244384841296,-0.41481626517713,0.502341730371159,0.0893800619433764,-0.530965777874659,0.130229112825653,0.204585503427413,0.184841476018335,0.473851865578206,0.33076517373834,-0.386398283979113,0.168753927471667,-0.31545396801698,-0.015502895307856,0.210197216072081,-0.174308133240385,-0.378606102288055,0.121013635954862,0.0311735190038959,-0.16998074082524,-0.0948767608361463,-0.111036192977751,0.228196868244046,-0.248765160875056,-0.0349498038578652,-0.0012459823122233,-0.277739041873911,-0.310244803503954,-0.565076939791605,0.200373124764166,0.623700407581714,0.576175766849718,-0.419402438534045
progressive,-0.168260505619004,0.172802194930681,0.24779456884509,-0.0476332375008669,-0.111325888407823,-0.118301923190559,-0.10831020670487,0.291394786237187,-0.094576138226359,-0.255279272830733,0.112125225726678,-0.164154818481249,0.225522124460626,-0.257277616127871,0.0541732701096816,0.0692516786244488,0.275698707976032,-0.0240164530801473,0.012607729529215,0.290341114316878,0.249647578084254,-0.114777572284698,0.0753557090593425,0.150202748915777,-0.136032678263345,0.0256877947468443,-0.101806507610549,0.19322163007598,-0.163500815220367,-0.267487333700521,-0.0730666976462574,-0.247867235874076,0.17363786576403,0.0964291474655231,-0.0756100436607964,-0.0461435634066369,0.281693737867446,0.142645377901147,-0.275335372831098,-0.167424834785656,0.137013683154668,0.134942672828543,-0.257241282613378,0.0681980067041398,-0.243870549279801,0.329908311600207,-0.33557633986118,0.274100033338322,0.368458170477721,0.0756100436607964,-0.306800196382395
stable,-0.215493931773269,-0.0099659383721784,-0.0633209369087823,0.251161398765818,-0.120362935670904,-0.0803607260287636,-0.188242275169428,0.0752543081744093,0.143556761932007,0.254632484849978,0.138915092005239,0.0360286148612777,-0.0789616411217591,-0.128059354996703,-0.187422188722208,-0.076633060359582,0.343816643928938,0.0816349099302293,-0.0063883475546131,-0.0466848975508915,-0.0638631428242996,0.0151982254569207,0.101645212887366,0.180572966139406,0.212822599414497,-0.215221860590661,0.153600158292117,0.274384271772396,0.0355725809573336,0.169234084931149,0.183695491277876,0.0129645307299591,0.1317695926186,0.051315917004319,0.112461252677088,0.0199667328389258,-0.0735337726174909,-0.0705777821530723,-0.254584073607522,0.105070792403617,0.244876651270063,0.0237060172062971,-0.195949344968568,-0.196131371240206,-0.164589510329834,0.226935444815534,-0.0447833039471843,-0.15151750664162,-0.0414216272709768,0.319405759032468,-0.110901442445127
stable,-0.143101484631533,0.200399136492373,-0.0150975489766761,-0.303137786104629,0.007394717866127,0.072988604123069,0.0310509680767465,0.251762755497678,0.0681843198304155,-0.229487309086135,0.0954694593642269,-0.0716990931371548,0.241766192456432,0.0429532685927504,-0.0476662600722419,0.241207023975814,0.222594701692399,0.0386054483659072,-0.039837901343595,0.0865455868776353,0.213191541936707,-0.279276127064395,0.164578118927908,0.227125107545566,-0.21113745364056,-0.129122272616092,0.0346912690015838,0.362078708602385,-0.0367453572977302,0.14960609756933,-0.111902165733398,0.0420403404611298,0.134679722617333,-0.268161227061913,-0.072281084821063,-0.152082415126351,0.310418387954303,0.0708774578186963,-0.133481504444581,-0.248829973874847,-0.204233434645179,-0.0224694436395126,-0.136790868921705,-0.146776020361306,-0.335101682312996,0.200467606102244,-0.0686750187011615,0.148419290998223,0.130320490788844,0.352219084780882,-0.297728686924776
stable,-0.158247305646319,0.140871895714501,0.129306430998726,-0.0641407066707817,-0.26034087849028,-0.204255177833309,-0.28503201178937,0.230819462868719,-0.243995021691984,-0.203670101382981,0.0556321530210584,0.19993286886306,0.293617668537199,0.005193120431201,-0.239223700562182,-0.253025155123007,0.264391058878981,0.296207425538261,-0.230982740017647,-0.0299840342101922,0.333461828352134,0.295177872404739,-0.0686897894589866,-0.0800284803568055,-0.0942109149317973,0.0495772920816232,0.103540389802523,0.29028409341324,0.164215992534931,-0.0117831675810134,-0.0747627923038584,0.178126298528375,0.213679897707576,-0.220768847256892,-0.144318857747438,-0.217022543784253,0.0805137763272321,0.249659831664535,0.0101866799026005,-0.239613751529067,-0.0156564643917083,-0.0995128867956174,0.171876412105497,0.0213666291278499,-0.303468723189224,0.260245633486738,-0.0260154923959556,-0.215348953007735,0.0466246969718311,0.236266569976031,-0.240062763688621
stable,0.111533208314796,0.145053047299713,-0.322501375123781,0.136249503866672,-0.176456717163732,-0.165344080358337,-0.11178111097988,0.262264026330948,-0.221597993181979,-0.158578736659595,-0.0446414722579966,-0.248677360912316,0.0459369636045643,0.17901371320117,-0.0087635591322209,-0.0518466432657585,0.198003257268103,0.120149825141504,-0.180557107212822,0.106017374016679,0.208077301859699,-0.289759230789813,0.111197340187908,0.164099568995315,0.0966050696036536,-0.0957504051736264,0.0860042318487542,0.0097601678301591,0.263134684481303,0.107002987031892,0.0792168967845612,0.197724366769884,0.0367655646039794,0.019231449086894,-0.120031871454085,0.214383825706532,-0.318560922277971,-0.231817980471568,-0.264851010594001,-0.0577033437283664,-0.177648249328168,0.128757445500527,-0.0966780409526501,0.217408638063564,0.247902665083929,-0.0215825259751093,0.128611502802534,0.283165819584597,-0.169655387594252,0.022572137420404,-0.039871345170172
stable,-0.0099334267546322,-0.0630981028037335,0.249454069012182,-0.170286589559834,0.0761427154201032,-0.261075263260437,0.143251807839704,0.277886850915282,0.247623959681748,-0.300320941124183,0.185064722403087,-0.24816282520682,0.147466142936731,0.313492644666277,0.0816991306927813,0.0211021773073073,0.319552340004825,-0.073855078757061,0.106807213978927,0.259102812093191,0.310076440582801,-0.259824688551307,0.200925669933513,0.280764189473687,-0.301876534055052,0.168853003917661,0.162376450342737,0.126592729295728,-0.0898329499391537,0.126272460162902,0.250333538218196,-0.0928068776011085,0.048248799042075,-0.100152733107989,0.115754415149937,-0.206217736080684,0.040892776261137,0.0094758994220237,-0.107096981289579,0.224422240281471,-0.272091504702242,-0.0454172132169316,0.172375964378746,0.227909615283353,-0.235733332670958,-0.0445733294701205,-0.186559311689608,0.223064909194733,0.161817250269549,0.119729819306601,-0.321382449335259
stable,-0.106352992091266,0.11976740842304,0.145940101157318,-0.0984866033836653,-0.0287753811203884,-0.0953590030541374,-0.0998353354605013,0.0294971350425871,-0.123339725815741,0.069572703833764,0.0304084404999088,-0.13433371485287,0.108146441231275,-0.117478209114248,-0.242764483386829,-0.187604986666064,0.163371551944967,0.0625082639286066,0.173643787059896,0.137519638731666,0.180999844711397,0.0008165296897601,0.0809166341665039,0.0433854302121691,-0.297136612192468,0.237661172825828,-0.111281332004461,-0.10551459107053,-0.111368817328364,0.0221046251727939,0.016432660006424,-0.180343704782125,0.0540367683973445,-0.041883598818503,-0.139276635653382,-0.0889579935219101,0.354548856003731,0.115794116629118,-0.283467030332643,-0.221593035002332,-0.0451642984648609,0.0524766134544098,0.0041774242163624,0.0595920864651773,-0.0045783986175839,0.194414261043171,-0.126751653447954,0.0833078996865159,0.0650599192091072,0.0589505274232228,0.261435309596435
