group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F7,ETV6,FOSL2,FOXA1,FOXD2,FOXG1,FOXP1,GLIS1,HINFP,HOXA4,HOXC6,IRF3,KLF4,LHX2,MAFF,MEIS1,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RUNX2,SETDB1,SP2,TBP,TCF12,TCF21,TCF3,TFAP2A,TFDP1,ZBTB7A,ZBTB7B
progressive,0.132178058921297,-0.106864804561551,0.233455161283551,-0.0628857346653618,-0.0370666969168869,-0.246268340464697,0.153661810480662,0.139499875596237,-0.248797257408344,-0.120135597284881,0.0769994997032407,0.0195087878509931,0.104841671006633,0.0584781937064337,0.0074663262145776,-0.140270593140968,-0.0578519857013401,-0.218691103317306,0.0123555656389623,-0.00127650093346,0.0044316258822009,0.236321267153018,0.145111662718807,0.0123073957924166,-0.157539483127588,-0.120376446517609,0.278614392420109,-0.110549797822294,-0.34089800400365,-0.111127835980842,0.262646088290222,0.14718296612027,-0.166474989661808,0.11953347420306,-0.0886325176440181,0.0248556408175616,-0.280203997356116
progressive,-0.0433178757721893,0.0970766207216971,-0.257150395917776,-0.196998085011371,-0.0819138977872205,-0.0100889297668471,0.116990525697538,-0.18570669559208,-0.0690387810208081,-0.263895901285145,-0.186469230981435,0.118310298486805,-0.197408680990255,0.0836149382711656,0.119014177307748,-0.157991467017457,0.0470132395821391,-0.0903017870701224,0.171159866625929,0.221223247765487,0.0272166477431223,-0.0920321558382735,-0.0462213759085784,0.15238976473412,-0.181659392371659,-0.151421931355324,-0.187642362349673,-0.0420860878355394,-0.150278128271292,-0.0632611090322358,-0.0416461635724501,-0.438985757994671,0.195824953643133,0.191513695864859,-0.243776698319863,-0.0153386926397123,0.509109685531099
progressive,0.0138359946047333,-0.0334401676498537,0.0955065310336385,-0.346691856533638,-0.0446186970839538,0.180841220516487,0.0546187814603404,0.141203481490237,0.0108922674767607,0.191638067340801,-0.399211383640157,-0.0963557748404118,-0.0030630029435306,0.0512218062332472,-0.0581302614703692,-0.131604163854126,-0.0736790567865161,-0.0348094540124601,0.0784882576698165,0.0333876862910082,-0.0014742490802974,-0.247191971195117,0.201752656500123,0.175173233761169,0.054642636623452,-0.320126746892551,0.154528975604382,0.157315258655818,0.061121698924565,0.261452587703237,-0.183379409871562,-0.21054089859044,0.174834490444984,-0.15372267109121,0.206151548577904,0.13898972235348,0.278055781228917
progressive,0.508955232602843,-0.127031181858588,-0.274427794805364,-0.244240737376774,0.172600639364426,0.0630461749644955,0.0605546594590257,0.228063941051405,0.102296571405736,0.187802494839829,0.629306264193143,0.212067689327882,-0.265364455792713,0.122625893573555,-0.0426807438763079,-0.12490075555681,-0.246118401235969,-0.466382815487642,0.549794421540325,-0.188019148362043,0.34364859515298,0.143605176308017,0.194554862948855,0.272333477423955,-0.232144249053116,-0.122950873856877,-0.511807837312004,-0.166787103184997,-0.297681939523082,0.0309092358359726,0.370441414066872,-0.522965493706064,-0.417852426511536,-0.0774536341917771,-0.509785737771333,-0.631220036972706,0.115765198703421
stable,0.244543918170885,0.244832205308924,0.268299552270505,-0.315934648502192,-0.307643007360807,0.164423311552115,-0.113329737070463,0.0196122320451864,-0.337832862115117,0.0537036372280587,0.198408302019603,0.261498684550994,-0.242909001179993,0.133813602375291,-0.177195012211146,-0.324351085082526,-0.0502886922707505,-0.174027723318731,-0.168798891167385,0.231659998357449,-0.171417660572324,-0.258679661999833,0.324153734155815,-0.345843955370491,0.0617727748736414,-0.127450969801859,0.277075864070137,0.183573123288634,0.0189689067203677,-0.109387555568755,-0.0412308651786043,-0.204385906804648,0.0326993072243548,-0.312050511390693,-0.188822270976553,-0.110253384389375,0.224566006467381
stable,-0.183127149773662,0.203788642246103,-0.145325621626345,0.127319467127472,-0.218615228956883,0.0142111864937306,0.22071214821498,-0.466325212619857,0.0070657061957601,0.0296987586228243,-0.105677892827878,-0.134009095412813,-0.103763314374833,-0.273043959264868,0.31260051766081,0.031522166673343,0.40772543639631,-0.0333341784235461,0.106623785754084,0.189292548244479,0.119877683021293,-0.361604609018501,-0.104937133307355,-0.0451977270522337,-0.0564800643648186,-0.245761216308981,-0.0336988600336498,-0.106418652348401,-0.102532513940733,-0.205885561504199,-0.0450153862471819,-0.12175807257339,-0.100845861494003,0.144596258406138,0.134920799438072,-0.166009906699417,0.0166841836622466
stable,0.19102716359253,-0.0806576198872555,0.0042142330377336,-0.033637077633443,-0.0544869165425302,-0.0153934685879916,0.328371412229579,0.129128075115465,-0.160448002107582,0.0495093336833851,0.126557980154618,0.0652912524763554,-0.168551254057951,0.144810622925766,0.0939959158791391,-0.105179668292246,0.104596992984778,-0.0052260103158175,-0.118283087416003,-0.0514696521596727,-0.272940471351693,-0.137696563939239,-0.0165859203800192,0.0129679132382993,-0.125753978567569,0.0443149414075076,0.108499562485959,-0.154160529022346,0.073484841683696,0.0301184414743921,0.21298815076237,0.0091421304055443,0.076682780580497,-0.026337827270123,-0.0177828890348953,-0.1584696161799,0.0983095198995416
stable,-0.0362686659890611,-0.0187011399498809,-0.0119702450412257,-0.144043743302186,-0.186688364400245,-0.0653697414732603,0.149314998135849,-0.0412846832139825,-0.0100848766110276,0.166080918560074,0.100792932883364,0.145005869444513,-0.0234001042076934,-0.0593985772593755,0.0915226231721101,-0.179124956197452,-0.0077977083514431,0.213719622401054,-0.0232236313297743,-0.21289408826028,0.219557185679113,-0.20199364772757,0.0624065923592737,-0.117761248755147,-0.0015334196962689,-0.375872274639087,0.0509707510613511,-0.0755503321875661,-0.0928616235960953,0.348724365074908,0.0973831179540795,0.0394790765365162,0.124045477848504,0.191963607321545,0.0818654689601068,0.156264240842607,0.123444273637288
stable,-0.0776188138933999,0.0556169491819779,-0.257975405899956,0.228357900344309,-0.145198138461257,0.0215413841022364,0.363020647285515,0.101538504438683,0.101376577191497,0.196696063292936,-0.107443788734504,-0.150379810371214,0.0196842809860699,0.153815704147446,-0.117579422363064,0.0290102783786989,-0.100157062611126,-0.098694657159976,-0.0928855171671718,0.0546403254723862,-0.0111628596028972,-0.105784034450846,0.129131919404503,-0.0680246244976188,0.180690566953877,-0.0480923924142951,-0.202034602223606,0.287147611525841,-0.0197045218919681,0.0018722837955901,-0.235877396885517,-0.0675793245678568,0.13637310348961,0.0380023008240063,0.0606113927123766,0.15130583181606,0.0871573407979608
stable,0.0441816404849591,0.0183467977140987,-0.318332525331744,-0.0665225454849007,-0.144237289970421,0.0678418331909323,0.607524739793999,-0.309981869082577,-0.139706769001906,-0.171217448442122,0.0313077121008266,0.119468025731355,-0.0007393810220616,-0.0740975765442579,0.274738040364304,-0.0033852052676744,0.0393539173409094,-0.0598681162863457,0.266771572293267,-0.153334576075199,-0.0016672317164135,0.324414296679879,-0.244408920792677,-0.0103875784766114,-0.0629126263771879,-0.111595792496464,-0.127949160984416,0.0695743044092924,-0.300369915795775,0.0749601877366632,0.0039578631180947,0.0450370028438148,0.0043058071284767,0.100367349328096,0.0542575191189366,-0.0290678225339928,0.0112284431683678
