group,AHR,BATF,BHLHE40,CDX2,CEBPB,EPAS1,ETV7,FOXG1,GLI2,GLIS1,GMEB2,JUNB,KLF4,LHX2,MAF,MEF2C,MITF,NFAT5,NFATC1,NR2C2,RBPJ,RFX5,RUNX2,SPIB,SREBF1,STAT2,TCF12,TCF21,TCF3,TEAD4,TFDP1,ZBTB7A,ZKSCAN1,ZNF263,ZNF76
progressive,0.132273135239481,0.190452968758109,-0.271594701600493,0.0152837114697147,0.232162241580374,-0.0490241394844733,0.226615538051745,0.0691521335119423,0.0307369728289509,-0.0199342227251588,0.103280104131321,-0.1419374789422,0.0038512046334146,-0.221165720174272,0.280847281285804,0.0191833589287069,-0.125248925530737,-0.0964496657248876,0.143536092186259,-0.0131764485570916,0.441459469488147,-0.0847507233479111,0.367172396464985,-0.0736573162906538,-0.329992527834221,0.0828856745631757,0.0256989189688864,0.113864861520014,-0.146442661720912,0.462532098614378,-0.107349301479835,-0.157560290190958,0.538175570753711,-0.256916525450498,-0.226785087941266
progressive,-0.0986119136227503,-0.140765055132624,0.0961737876678238,-0.32001137533698,-0.148666933227506,-0.357347014960011,-0.10483941606184,-0.37826202315167,0.136065053291802,-0.278533859091724,-0.458690804652739,0.0058750023010277,-0.0755231545797113,0.0897112851366933,-0.0352793888176715,0.306733870136657,-0.376763897564908,0.487801441054332,0.180803195814128,0.0187706323517836,-0.144231306490231,-0.100315664290048,-0.0232356341005646,-0.0850406583073763,-0.027348135711284,0.132422551865165,0.0068443776806972,-0.280825109989125,0.0663875260016132,-0.431283918918445,-0.245222596044897,-0.0134243802578483,0.136564428487389,-0.157538186702058,-0.0271425106307481
progressive,0.0938763542436477,0.181384067609817,0.100839209920831,-0.378217720011952,-0.0855190106090933,0.0912934366868674,-0.119547392001852,-0.396911525928464,0.0109977658493707,0.0511503933229554,-0.376382363009639,0.0915330394286837,-0.0743918592791417,0.265709856564664,-0.104826199544655,-0.140507839855947,0.341103255304599,0.142381533296951,-0.0556645089787755,-0.097719582222382,-0.0873304073372249,0.0565893755621866,0.0891945166685561,0.0294519690240663,0.0433633042139238,-0.0937900972565938,-0.137915338189494,-0.173788660694238,0.0969768137227513,-0.0411925033730677,0.0768885198488682,0.115986895258461,-0.159441248514275,-0.146196008946667,-0.196895949115007
progressive,0.61282668379557,0.487446165411556,-0.475432793953117,-0.247070181681398,-0.56835549848707,-0.212730755434232,-0.519288836747179,0.603599546078997,-0.534993063292247,-0.458389727817801,0.0191056028013735,-0.468630041440507,-0.476482154713041,0.639494921039154,-0.303192889910432,0.545088637499791,-0.468630041440507,0.48925540810108,-0.531121283936666,-0.468810965709459,0.472103787404393,-0.451369866182448,-0.513209781310378,0.54649984679762,-0.529999553469161,-0.479702606700394,0.525114598207446,-0.661893345535461,-0.52012108838436,-0.0569187750124251,-0.602803479295607,-0.64072520606803,-0.0053915432147815,-0.537562187911371,-0.524861304230913
stable,-0.0274508276983868,0.0772931526883122,0.03110793935699,-0.0912996947732939,0.0507507358805249,0.0290799047099464,-0.146162236676393,0.0104198347149934,0.138185039641397,-0.153151817996097,-0.0200173082254721,-0.0243725957461722,-0.0123002159234142,-0.232459315608667,-0.214370302621367,-0.0468051622060693,-0.0159983967503761,-0.122757699898674,0.0628808081064533,-0.0630401955931785,0.0499684660070269,0.031315240873467,0.183462819919461,-0.0620437793418105,-0.206087042498365,-0.192788454648899,0.0225851090852293,-0.114448038167442,0.181365358821145,0.0685952895323562,-0.0401920482629856,-0.0772051473275437,0.251860586308759,0.0197826272634227,-0.0779991512491441
stable,-0.255934280525595,-0.285492887572213,0.0745888504567774,0.358170670519588,0.0395144677243407,-0.459880658684645,-0.0784910901017239,-0.0682033674014105,0.0055272192038391,-0.229442536308436,-0.0964116393216247,0.0410593426570907,-0.190580349111257,-0.0026434526627056,0.482527380846959,0.207264998384957,0.0478911229152521,0.029158083915905,-0.0011214647659963,0.217575608121312,0.264940329207627,0.344232465570777,0.114114761699138,-0.103231976061766,-0.39711296234291,0.344747423881693,0.211224455620006,0.0308288375468792,-0.0465407877888484,-0.51464933593014,0.330088277297598,-0.150985776760773,-0.0306114107044921,0.27707045830922,0.125478175093367
stable,0.135970284302143,-0.0368347441078966,-0.0757443653336669,-0.0687569782780706,-0.0821369845502228,-0.113532554069033,-0.102145701089543,-0.0381604861613301,-0.0754628721579379,-0.199546880104297,-0.0190280306367798,0.0382603708365888,0.0936555036925541,-0.110676760399137,0.0616470054846568,0.293996920986409,-0.0847793882320663,-0.0561760494079878,0.0582509265258614,0.020866816704042,-0.052298707922946,-0.0669227324233201,0.026187945767823,0.033293378348725,-0.0633495851765662,-0.0984635887425064,0.116869610265175,-0.0379470961732775,0.055327029668289,0.0581192603630204,0.0118635752932249,-0.1420541690679,-0.0811335975851242,-0.250474443848692,-0.109478144296032
stable,0.0076030073619178,0.071197534807037,-0.125694104048912,-0.152632276548275,0.193923780684363,-0.147227608426216,-0.280594858281344,-0.0404338111600992,0.0796682549227004,-0.0889555869255491,0.0621025825371203,0.0818174972515504,0.162050867639739,-0.0159164169667982,0.224103351288074,0.14045123272924,0.0360030654360085,0.0752475289763665,-0.0044046943019228,0.0400991505830196,0.0123193167520796,-0.0389198227410352,0.0685463016125675,-0.142268820414337,-0.0530046243338764,-0.125541803427008,0.0330812982421033,0.0343738495727404,0.0107902986663803,0.110035195370466,0.0371733754780116,0.128807248997974,0.168300203026702,-0.068807817812022,0.10637697451143
stable,-0.0280116031761493,0.123426764979663,-0.034396450727241,0.306682105452076,-0.0159161479753613,-0.188787172390678,-0.177651998261574,-0.268286186218831,0.126517031194392,0.0515997839689024,0.107234791590095,0.0520237378462949,-0.120065781228769,-0.154365182273233,-0.006047727600394,-0.109037872538523,-0.0571571552773726,0.130848511773052,-0.107832413320877,0.102949281913802,-0.13814766949346,0.14416985770365,-0.150355498011147,-0.253335427193195,-0.169469177640095,-0.06597335277592,-0.252993199364456,-0.0084228908894001,0.180461331184055,0.0010317913642564,0.0756578895414158,0.0969577409718576,-0.100390235015324,0.224491239896383,-0.0568047116925523
stable,0.0492674017655705,0.0796356244491342,0.22331887119351,-0.162524207330943,0.0157481030163508,-0.212315575555468,0.165369636295543,0.00650591686535,0.04652385516799,0.0407020056240526,-0.0259872809017507,-0.255026119272179,-0.0535682931161543,0.200511775605135,-0.110025679068488,0.0395230810914053,0.0194886413483306,0.156833349401745,-0.032937113794826,0.0208931625508055,0.0352003578050317,0.0275737349024737,-0.10143117367925,-0.220044080825045,-0.0189428429535864,0.040294476155977,-0.0515306457757762,-0.064768076176304,0.0146346742910727,0.0002838151652669,0.0132810942721073,-0.0964171057595339,0.0193067085500825,-0.17304720038161,0.0594046972839516
