group,ARNTL,ASCL2,ATF3,CTCFL,E2F3,E2F7,EGR1,ELK1,EPAS1,ETV6,ETV7,FOSL1,FOSL2,FOXA1,FOXA2,FOXD2,FOXG1,FOXP1,FOXP2,FOXP3,GATA4,GLIS1,GTF2B,HOXA4,HOXA6,HSF2,IRF3,KLF1,KLF10,KLF4,KLF9,LHX2,MECOM,MXI1,MYBL2,NFAT5,NFYB,NR2F2,ONECUT1,RUNX1,RUNX3,SETDB1,SP4,SRF,STAT2,STAT5A,TBP,TCF3,TCF7L2,TEAD4,TFAP2A,THAP1,TP63,YY1,ZBTB7A
progressive,-0.169449099983714,-0.0459641206627221,-0.175149516831995,0.0557774965028009,-0.0396383416285536,-0.0845682094453851,0.142654735557616,-0.0264816833331539,-0.124543284558647,-0.106672357477327,-0.183086806114412,0.0193140705872139,0.145781546487053,-0.166346341446042,0.0111122049953834,0.188474541869749,-0.0881760682101199,0.0992161160302086,-0.0411536423097423,0.150303396138854,0.14419408863057,-0.0278526696637531,-0.20605684024989,0.0662162345287671,0.46587077609433,-0.051472118376884,0.160549715030701,-0.185443940507372,0.125673746971598,-0.0304022231908324,0.0568358017404565,-0.133322407552835,0.221594685330015,0.189821475808583,-0.246152177321977,-0.0975805533901955,0.221161742278247,-0.0362710067814678,0.08459226183715,0.0402396514226761,-0.216399368708797,-0.0197229612472172,-0.0405282801238549,-0.0735281616252964,0.151650330077689,0.136304904131683,-0.125577537404538,-0.0114729908718569,0.332235687448551,-0.0714356035417502,-0.152949159232993,0.304094389083619,-0.0806717219794714,0.197133402905113,0.091735822191325
progressive,0.0393654202218796,0.323484899356926,-0.0115919099905983,-0.20883090637885,0.10962298635779,0.120920685434922,-0.130982698675492,0.121450265079162,0.100796658953781,0.0346580456064082,0.0839677947034712,0.0817023706697756,0.087763115487195,0.140397447906435,-0.152254147719153,0.0067080088270467,-0.141809660291076,-0.234162466028356,-0.174496492777256,0.0542230713519612,-0.0330987277650333,-0.057341707034711,0.184293716195705,-0.0286855640630289,0.177762233916739,0.103679925905758,-0.0204182373946072,0.0110329092550111,0.0230367145244632,0.0429547933661766,-0.0289209327938024,0.0674037202752812,0.118361050487759,0.0468677985152872,-0.142604029757437,-0.0657267180685195,0.19209030540258,-0.278235260865707,-0.178203550286939,-0.0454555861306457,0.0360114158083562,0.0420721606257757,-0.0384827874814787,-0.16928895960889,-0.0330398855823399,0.0674919835493212,0.161874844589523,0.0412189489767215,-0.187618299517882,0.19520894108533,0.162551529690497,0.237751839172653,0.0494568545537964,0.0181822344522583,0.091440751905532
progressive,-0.11278569453105,0.005746829122158,-0.0746563179072709,0.0829117214014248,0.193274686310851,-0.241500359408993,-0.184990667899906,0.30893141082658,0.10498336055275,0.0713465258651318,0.037404465398411,-0.293011978785283,-0.274002135730576,0.358301680596356,0.13387488820589,-0.0327545414199014,-0.172018572288064,-0.119691427783236,0.387751199126917,-0.180259668323822,0.202517304434288,0.0466280069106546,0.490326137516439,0.359121974877693,-0.261592800148953,-0.0427459165326989,0.117359312064784,-0.201520551499408,-0.245205991133406,-0.0592614926738053,0.24899746760819,0.230397771694152,0.270596960632467,0.0343712842185832,0.0631101989821717,0.0187761545675818,-0.103252158086905,-0.0580978193909783,-0.0522365306016569,-0.17125073868751,-0.0146174533273148,0.0682418073933269,0.242730800830999,0.119867886436779,0.180035518142294,0.273372607561178,0.0285815327212389,0.453265051119518,0.227183362707982,-0.12179939332016,-0.071723288936211,-0.368660280474636,0.0225962459591574,-0.0914723506746809,-0.30381410987382
progressive,-0.0269982577299833,0.337424008255856,0.272946241468319,-0.340496099162213,-0.276777319539775,-0.0640802020820086,0.10007787905532,0.236478715297565,-0.455573010289745,0.0940782662264345,0.0154688812696558,-0.324123661743628,0.1614835549365,0.0032889443820997,-0.120209110053446,-0.470788895837701,0.100041736809363,-0.0178904117487841,0.262970981584148,0.0719592117006651,0.459657084082902,-0.22111826076578,0.0897411967115778,0.385059488427366,0.0842837175720497,0.474728400647029,0.0567071839067521,-0.388818282006908,-0.169398706801114,0.281150531300589,0.151797433019987,0.468114369636873,-0.0605382619782089,-0.410792767548849,0.0043370695148567,-0.0126136438390417,0.0209986449010981,-0.0558036277578236,-0.140593336773273,0.085657122918421,0.180928083261441,0.0238900245776693,0.124510037322346,-0.19433685651154,0.0271428267138119,0.241574771977521,0.365687244594339,-0.154941808418258,0.138135664048188,0.483763962136314,-0.235575159148636,-0.482535125773772,0.136147840520545,0.139219931426902,0.163435236218186
stable,0.0315457484097111,0.193759928707454,0.32048827905187,-0.163291380445385,-0.215218991146861,0.160304949211689,-0.394038076587871,0.502138393196315,-0.0842764330563827,-0.0707544824575318,-0.206323402830849,0.0368786613270251,-0.212258621207059,-0.282889553826869,-0.138097831114197,-0.211116750441235,0.0217409105067111,0.187882624317676,-0.0599766895824681,0.167429334775977,0.103647696284903,-0.222433143390119,0.234212848230463,0.173166680365211,-0.131543898316267,-0.264579081783168,-0.0214243140475475,0.140651837915865,0.358208623648379,-0.19420007500434,-0.0971999391287657,-0.311087873820789,-0.0303401722588107,-0.153257782295977,0.458301366399441,-0.235975363884222,-0.279822043012168,0.213926544016312,-0.343519706222915,0.235148159111346,0.407001157217649,0.11490810571357,0.155969122094119,-0.174011259334016,-0.256271320429445,0.0698732246306526,-0.307180610202819,0.371144677751155,0.228228402965785,0.113731486555885,-0.167433195708406,-0.206686330479158,-0.288652960709997,-0.0976005108682563,-0.152318610482665
stable,0.0737300046726625,-0.0055390954501355,-0.157971830567668,-0.276682915061369,-0.280828741103802,0.0677491408737432,-0.069040463739419,0.16393003957947,-0.151424597090821,0.167668079453795,-0.0789972426773926,-0.202749017304653,-0.17037532651429,0.0338122697722995,-0.0559913063599586,0.0217825778131095,0.0115426140361719,0.0014499063754955,0.536068900158819,-0.0104325294674331,0.0286696330967136,-0.0775699910890141,-0.0865186320002759,0.02405938391838,0.186222350102715,0.15512865478447,0.0837320931848704,-0.0373124343818943,0.0542921973261747,0.0588684643238327,-0.38297917621489,-0.0150087964650911,0.593102326726165,-0.226570525958303,-0.0935189612194656,0.100655219161358,-0.212739778423302,-0.17344505016866,-0.203507952673076,-0.353788483014483,-0.126991409185008,-0.259714479510648,-0.0762899956168969,0.0644415419546439,0.117057285034152,-0.162774645436497,0.0962828452477541,0.0041798082231083,-0.098367085662529,0.0224169118523889,-0.185010318991949,0.241352774552223,0.288463404362271,0.0911628633592853,0.0063886499670274
stable,0.0799224237306034,-0.21638513514554,0.0726366529965254,-0.0737329020914982,-0.290465408349437,0.0147700392466694,-0.0131504778265245,0.0401371530780751,0.218965606266217,0.263393018148074,-0.164915563439599,0.124733297230044,0.203446689036973,-0.118092644276135,0.116283607703772,0.12226109762492,0.188870636255669,0.128017533201814,-0.0552094503056629,0.0361807314472476,0.243105642921357,-0.111339208493525,0.137784526167311,-0.146238727006731,0.41033099869275,0.0207836196730012,0.0164888495560711,0.0780998532187969,-0.165208798794221,-0.0730426711798487,-0.231087504694989,-0.221925027691328,-0.29429551321212,-0.325446130499307,-0.286603724294718,0.186096178669627,0.11571518224712,-0.0685809824764412,-0.0441296652140868,0.156492941792216,0.22490700568218,-0.259743365811313,-0.127025044309246,-0.0317145314306921,0.26085314884573,0.10064739633268,-0.160101992310645,0.242537217464704,0.207953490871861,0.30844299124436,-0.0627884563943632,-0.250477128605247,-0.292919562701969,-0.0026300955653049,-0.0516229563529744
stable,0.176322176376169,-0.136687802411719,0.25181171703886,0.0977166569161215,-0.188053154398812,-0.0904022228264511,0.116049048632492,0.151490942335878,-0.0205043155760809,0.309489689542553,-0.476390237474559,-0.0921778029465168,0.0415463839647449,-0.0244637696183586,0.10556087711004,-0.0460266615643946,-0.0947978541500461,-0.0109243488037692,-0.18798045818526,0.0835687787524799,0.369669208463298,-0.190993865612808,-0.271804171604445,-0.0357247118492631,-0.0398813419228213,-0.127950315045787,0.0994185449840925,-0.0080882006366648,-0.206463221521445,-0.08070773462183,-0.224247902039815,0.214612168309161,0.243411818938606,0.152539560320415,0.0201129510291455,-0.158138164602529,-0.0760422310534017,-0.0476110406844308,-0.243285347443794,-0.181463690767587,0.0158358244920272,-0.100334716442567,-0.171556093115017,0.0534376919926216,-0.0193132926800638,0.157928042670205,0.148974458340698,-0.0970743410566474,0.317782037080291,-0.025049322680949,-0.206360650151638,-0.074610215230264,0.0931328121081225,0.119040547612121,0.224454040617972
stable,-0.569561447676042,-0.248660392315124,-0.402557378114906,0.170134194888403,-0.474808154651256,-0.369531774702329,0.581070599929452,-0.31881261956098,-0.196474781043068,0.452320808398656,-0.371984296162304,-0.502503948540505,-0.340956107134655,0.109180187303775,-0.544692374397362,-0.119834749605153,-0.223042920735256,-0.291202790341462,-0.0904146055760039,-0.450682422928487,0.0857573431746896,-0.228094609268278,-0.239128427465528,0.367605154751296,0.374578406490072,-0.313912633386307,0.190538162086344,0.0718765773857561,-0.488557445062954,0.0479834559457886,-0.178407030163702,-0.241378679114372,-0.259456543484294,-0.25715066763739,-0.332314129454041,-0.108426732257308,-0.344106459443036,0.383220384170687,-0.450510493589025,-0.189941466143504,0.361491549709832,-0.0985610222193452,-0.492228642135,-0.0448381603826861,-0.0061237185320212,0.382800674312588,-0.0697021769160871,0.282894557849215,0.288482261381736,-0.308962079758851,-0.203200252263207,0.0630222164034528,0.486595427894974,0.491712854116613,0.515879039801609
stable,-0.114753311048055,-0.245447011530948,-0.0455616709452102,-0.0460718800263436,0.0649641934305964,0.0725590200383246,0.126684914845416,-0.109308651282246,-0.14763993067768,0.23164221153571,-0.0537833258526165,-0.0876320540352363,-0.015736305802385,-0.218420507633197,0.217771813230042,0.081392925843091,-0.0195264304050901,0.0611959349313685,-0.176488609865193,-0.0433823492986548,0.100576787293706,0.0301242018903461,-0.0820489089474054,0.115008415588621,-0.0640020848776021,-0.181802073010139,0.287284156183884,0.221831619775631,-0.0015743594503544,0.0041764257641346,-0.109133722454428,0.128281140399248,0.134199565740395,0.0745196806501086,-0.0241693330434038,-0.0573912329263454,-0.185643218520957,-0.124104714635113,-0.126058086545738,0.220978841740023,0.146823596147867,0.246183170348011,-0.0648184194074155,-0.186947896028427,-0.14473173891522,0.115737285704526,0.115722708302208,-0.152654557075105,-0.0173325313562166,-0.239404678270097,-0.0722966267965989,0.29627841341415,0.121721309356105,0.218850541001581,0.175468191702926
