group,ARNTL,ASCL1,ATF3,CEBPD,E2F1,E2F2,E2F7,FOSL2,FOXA1,FOXD2,FOXP1,GLI2,GLIS1,HINFP,IRF3,KLF4,MAFF,MEF2C,MYBL2,NFYB,NR2F2,ONECUT1,RUNX1,RUNX2,SP1,SRF,TBP,TCF12,TCF3,TFAP2A
progressive,0.0223735334978804,-0.198528471911323,0.233993942041151,0.0929869454437017,-0.322926295169735,-0.0950630921110814,-0.0924740150905843,0.0604280806482054,-0.0868806317161142,-0.0784539187720435,0.0014899405495313,-0.490361417580182,-0.168900637705069,-0.0141666478480029,0.0443074124073745,-0.151290028914707,-0.0339999548352069,0.127524255886936,0.176423616217457,0.126742647729805,-0.100778601760103,-0.143400671578664,-0.0391292583663804,0.120856161296411,-0.271266881034345,0.206515530267008,-0.17945234782634,0.113162205999651,-0.0078405068262222,0.0424022425243672
progressive,0.509829575519677,-0.184939624543742,-0.139508098731227,0.109525060605771,0.518909984312834,-0.516728327654738,-0.0372060905745581,-0.0333144868060623,0.0600840036378362,0.044399661176929,-0.0455789350461702,-0.143281775112799,-0.042247486365564,-0.0394467109261162,0.165186787233953,-0.0415988857374813,0.197145109090388,0.501043985193831,-0.18688542642799,0.255430720077632,-0.260678488795755,-0.457794116039412,-0.311505192560048,-0.459592508690005,-0.489899847129502,-0.492169949327791,0.020607810864989,-0.0528314693420032,0.157138243076382,0.12296878271512
progressive,-0.17648204359323,-0.0867621487707147,0.116056777818609,0.227827939802033,-0.137096562942354,-0.103535493074197,0.0075405746182846,-0.146434795209626,0.065962051333501,-0.0589008520882796,-0.159986737006124,0.100357234350788,-0.0199276342582386,-0.213753478848896,-0.0038397967382365,-0.0166151504303717,0.0951128677694763,0.153141256678781,0.0315572808087527,0.262961360893837,-0.0211404539520886,-0.0405072190238433,-0.177805119622884,0.240186236919603,0.301718859806,0.0997484276269977,0.252626027850594,-0.169190744168938,0.164823634520332,-0.113616757169717
progressive,-0.0404041696556785,-0.0373437997268444,-0.0679110660398419,-0.0020038136438794,-0.131523040989179,-0.0096911714413079,0.000837958432895,0.164859213428264,-0.0032425348055503,0.110792678018862,0.134364813065953,-0.212659277078625,-0.0773836396290902,0.0127151083947987,-0.0142088603838725,-0.132251700496044,-0.0615352953547709,0.264029772312626,-0.0385460879131721,-0.083176482708669,-0.1065300199037,0.0416064578420061,0.0861275537114733,-0.211129092114208,-0.168320346085874,-0.01205931483862,0.20154721959893,0.112505027859996,-0.169304036420142,0.0839051422155342
stable,0.229587656919559,0.172982104800063,0.162362379366437,-0.144188456257497,0.21837422800869,-0.247972092535953,0.261434221872067,0.059722495375022,-0.201848511121704,0.154700500178094,0.309682330435274,0.105501689968321,-0.009342098833089,0.190383825347099,-0.186980701493882,-0.099824642993115,0.195573880254371,-0.201784484276119,0.0423828614661296,-0.204553160295811,0.114378139015337,-0.299700933250056,-0.071324935878007,0.243723038238037,-0.007220481995294,-0.185804935784048,-0.147877760708404,-0.297085533618279,-0.0750394630256599,-0.17163948125022
stable,0.308589094941371,0.254599979798747,-0.31335820950807,-0.201945760360198,-0.0661629075891971,0.0941957173747906,0.0710004783458481,-0.248541606987941,0.23882082801467,0.165333108100544,0.0401609647721976,0.0012208020541548,-0.0247697313978525,-0.156239844201839,0.459592040611836,-0.0618729863521669,-0.0662541825091339,0.0456830974283747,-0.0752903995828783,0.0220999399897008,0.131413065979026,-0.141727131931886,-0.248621472542886,0.0010040241193049,0.0785306592406352,0.148093557597478,-0.0801393797045215,0.0579253460648997,-0.0112724526121964,0.191837062977196
stable,-0.0256704699180158,0.130858893790828,0.0099169988341794,0.0612078987678367,-0.174721142762919,-0.110451711786182,-0.0665758155679888,0.0723349534230673,-0.0165723058499613,-0.0332810841609434,-0.0488116502251124,-0.0830343943670994,-0.0016558658603859,0.0762608112184329,0.0272808449580614,-0.125327210037451,-0.132428327092567,0.209794565245269,-0.103496165356154,0.143682756044751,0.0174093369442223,0.0735632055722547,0.0430980031903742,0.122411248453639,0.013187788816645,-0.136258654165218,0.115901512062946,0.343219141303288,0.332774448953162,-0.155655939958311
stable,-0.050433448668764,-0.114646401883986,0.0300911273932028,-0.161007971302707,0.040578175062098,-0.0113166905550658,-0.124507701952295,0.0886070655353506,-0.0716516157030912,0.214719815105201,0.101221454164184,0.0516226704329601,0.0494561574723427,-0.0470666654309384,-0.0185082681155762,0.205799647463456,-0.231460321138864,0.209543084553962,0.0326533780017031,0.0107401590578964,0.0673447044489755,-0.121439228565793,-0.34816576408417,0.130990165859493,0.0846908698777486,-0.255123222779655,0.372639224815929,0.0886151008175411,0.0738211418945301,0.138140562598777
stable,0.113747167891025,-0.255859908597807,0.0915878358993742,-0.0734930829392501,0.157607994436481,-0.107515491653703,0.242475794164834,0.117007987865002,-0.215305685770113,0.0766369000124457,-0.0688384023211693,-0.209938813582052,0.148201978630108,0.0532363198559737,-0.18477301574856,-0.128062218447614,0.0762299334010288,-0.266619088387142,0.247181345609342,-0.1634225298971,0.0331372563346214,0.0429705870829823,0.0897971828091398,-0.323711416886291,-0.113365636692821,-0.211174974664231,-0.0949249621129928,0.213184372308102,-0.168977624142941,0.175779053636246
stable,0.171456449485797,0.0221933612414243,0.0729033725501082,0.282263172431505,0.148739179388837,-0.254037582839543,0.415969078271234,-0.269689359898659,0.162622764060522,-0.180886808885432,0.0884969375141647,-0.160796359578031,-0.341988781962525,-0.0142837928252183,-0.142466826146179,-0.213143586060263,-0.320224734922164,-0.132301539046419,-0.33593472407634,0.228482473108434,0.0362588587101696,0.195090560079943,-0.291882721140083,-0.358812077434713,-0.321323488216412,0.158678894620243,-0.0183295334318518,0.073485493500703,0.0228555238227258,0.124595712962921
