group,ARID3A,ASCL1,ATF3,BACH2,BCL11A,CDX2,DUX4,E2F1,E2F2,E2F3,E2F7,EBF1,EGR1,ELK3,ELK4,ESR2,ETV1,ETV5,ETV6,ETV7,FOS,FOXG1,FOXP2,GATA4,GMEB2,HES1,HEY1,HIF1A,HINFP,HOXA4,HSF2,IRF3,KLF10,LHX2,MAF,MNT,NR3C1,NRF1,PAX5,PGR,POU2F1,POU2F2,PRDM1,SMAD3,SP2,SP4,SPDEF,SPI1,STAT3,TCF12,USF1,ZBTB7B,ZNF263
progressive,-0.049638404397087,0.259239291626703,0.2710791904799,0.283315403939062,-0.0813435728742683,0.117854055948772,0.113791831237634,0.0095115505431543,-0.0645992807722569,0.0028732808932445,-0.232933909655791,-0.315070111741989,-0.126028044696796,-0.291538932012831,0.0130288426710917,-0.180471763691206,-0.0752997751333056,0.298276280314232,0.172842707526384,0.149757381728936,0.364014965578638,0.195184943437647,0.139799977254071,-0.0600416628036621,0.0881304605014149,-0.063360797628617,-0.287922561233403,-0.192311662544403,0.310314336470412,0.0215000673735886,0.216140078228034,-0.0089666179599528,0.0152085730038979,0.177103089540505,0.230754179322985,0.284999741014413,-0.204250640049091,-0.381700504869816,-0.0179827752456513,-0.0418111909292829,0.264936314087446,-0.0619241571819948,-0.292579257853489,0.203061696231197,-0.211681538910931,0.189240224348176,0.277519302826828,-0.0118398988531974,0.0287823482581912,0.211037527676238,-0.0873378312894854,-0.383979313854113,-0.0129793033453461
progressive,-0.0857255770967155,0.0550251236845678,-0.416994347527203,-0.27264782592304,0.0490119443252987,-0.0734876995062432,0.123980275935081,0.106242907674322,-0.321841072138568,-0.0217260098458014,-0.0190669154557728,0.0853025393528473,0.135674247854865,0.373753846707534,-0.10213339816246,-0.0341754063082077,-0.0399468498138378,-0.427721376032431,-0.0536653595078487,0.037348189387219,-0.0937632942302109,-0.236115495041852,0.0697105767931345,0.0159243493584664,-0.0607663502084931,0.218559428671323,0.170121606998417,-0.0682601616713008,-0.0176165003339391,-0.151628814195036,0.0565359727698113,-0.106575294473076,-0.0597087558488226,-0.0672630012750401,-0.170121606998417,0.198857956599748,-0.0290989533817896,0.336526525247135,-0.0504321424654276,-0.068894718287103,-0.0009669434145558,-0.0387683875273479,0.312201854974714,-0.112739558740869,-0.163776040840394,0.253822646320906,0.0028403962802577,-0.368677393781116,-0.275306920313068,0.15419725763995,-0.0170121606998417,0.146582578250323,0.072853142890441
progressive,0.0657796666821729,0.066597978325109,0.0881694479658216,0.0280792261383821,0.451407817895638,-0.238540264956243,0.0778364476934802,-0.222614661443717,-0.136241625427773,-0.26380140011126,0.114563630011057,0.114704050352153,-0.0481399665921356,-0.320666796174229,-0.499455784953953,-0.176058055249452,0.383594477307944,-0.203251180614714,-0.0632956792689999,-0.3641002602993,0.0976986628374091,-0.373193687905418,-0.384325631497786,-0.225791066400913,-0.216257009448598,0.36641961696774,-0.0276047022270937,-0.120722756696351,0.0019755689367925,-0.168693250463027,-0.244646128753536,-0.0921302700008615,-0.0401699017147815,0.109387445713432,-0.193218389347473,0.0657312458748986,0.24258340236365,-0.111392067134589,0.173593436159189,-0.0092677425123061,0.481235035176624,0.240970989481414,0.0168455988507383,0.216029431654409,0.384248158206147,-0.0721615290809291,0.0586085451248451,0.351941795592716,-0.275393341372733,0.136183520459044,0.226856324160948,0.208204629198878,0.0159498139161632
progressive,0.429264343470645,0.0687159398007618,0.175867458489549,0.356671932345306,0.190605363619782,0.305253831568365,0.126863009669421,-0.431824277364234,0.353526870704611,-0.433140814795222,-0.358939302365341,0.368155064382261,0.433981935931687,0.199857696120896,-0.310995397586843,-0.410759678468417,-0.110406291782065,0.226810142971966,0.191848760082382,-0.0778951313334872,-0.079284809732864,-0.097058065051209,0.278593948590848,0.373457784590409,-0.389000240372913,0.36131638383796,-0.190422511198811,0.351259500684575,-0.407139200533199,0.361060390448601,0.389548797635825,0.353380588767834,-0.404908400997357,0.148988152606867,0.0678016776959086,0.374116053305904,0.367496795666767,-0.0905119483804605,0.393681262349761,0.439357797108223,0.300280245717964,0.354294850872688,-0.503758419774078,0.497687719397854,0.188118570694581,-0.288138844965515,0.0421291977916325,0.347053895002251,0.405786092618016,-0.216460695945029,0.145440815640037,0.0039496122929655,0.224030786173213
stable,0.188454022948374,0.141612096330077,0.155136338528046,-0.20817683470394,0.24631927636297,-0.183343759456578,0.0882960418541584,0.155559126533499,-0.144589518683775,0.108517246058506,0.175496814075366,0.0958455434385925,-0.132200337931035,-0.100934916228942,0.0310087645128999,0.132660928158152,0.205885821112037,-0.0888998826054763,-0.103885479109352,0.0125125353708015,-0.139595646242892,0.133364248440165,-0.195818492605716,0.0004018973040073,-0.181300449896105,0.154576268770234,0.110910723567025,-0.118153828196919,0.101352730257861,-0.0912854017515394,0.0155894372551941,-0.0384448594323419,0.13448737234171,-0.0829539910558435,-0.157472117908762,0.0066671181471706,0.185891430237674,0.0292569299773631,0.138444668072753,-0.0393610659100417,-0.0664264618261967,-0.0178356850582844,0.16080468218704,0.102037149429042,0.016329564963564,0.122147931354318,0.0526216873516687,-0.0453109366409023,-0.104827550265033,-0.143914052670357,0.117703185922871,0.233172061586335,-0.110726686435239
stable,0.0051207605433516,0.0318520701687378,-0.175162896200795,0.0066710825427149,-0.168632752021658,0.238679118720165,0.0047919043616685,0.0224091998089792,0.0786318620131634,-0.0188270164013594,0.262063142210563,-0.0583367376578615,-0.19639760964662,0.049199233752523,-0.0930545545526951,-0.0538149651597184,-0.0977407551416798,-0.107876572455699,0.173882706064957,0.0865479001008217,-0.0917391298259626,0.0300668508967436,0.107911807046594,-0.180600768062198,-0.0228437597633462,0.10826415295554,-0.151062436028874,0.243165656627414,-0.322361272094891,0.132047501809409,0.190959737785217,0.291049465653204,0.156958357571907,0.115040939270939,0.159178136798268,-0.046568384299058,-0.0737694884697057,-0.0515129718879365,-0.0424224474371242,0.198875775872875,-0.0341892980314143,-0.0685547690173017,-0.105527599729391,-0.0627410615196892,-0.142606134214164,0.0337312483497842,-0.0175820608564161,0.0225383933089262,0.220180958500489,-0.0224561792635054,0.0533804052053514,0.112210427135738,-0.048893867298103
stable,-0.0533438114994184,0.0812196894733881,0.217393099665608,-0.206285187343695,-0.127496506920825,0.0754258614516595,0.239631988911431,-0.245370461888366,-0.128386800557922,-0.017552162119966,-0.0549583336392313,0.225082837971517,0.0937483812783362,0.059008477749962,0.0635706560250333,-0.130029000220132,-0.223440638309307,0.009534906465695,0.117892406649138,0.0273869084116263,0.0832401486083539,-0.0596266090834903,-0.226558972499346,-0.0057061825341387,0.134092983092061,-0.0991639498273087,0.037978173648799,0.098651915662968,0.192252683488521,0.215372640530642,-0.180332897176303,0.135716731072673,-0.0511342226280744,-0.0411703145652291,0.365274101831671,-0.373332873769537,-0.021625370832694,0.106683010078437,0.0832632132103513,0.0460415585070646,-0.0630816864626899,0.160086789543049,-0.136237991077812,-0.0517016118372087,-0.0760347669443889,0.109492278601712,0.206954060801618,0.004926598986629,-0.161083180349333,0.263932853575815,0.0135435342928305,0.0367649755837396,-0.412556535926192
stable,0.0914856981717641,0.0960971327239233,-0.025437595886464,-0.0153060597136797,-0.0382615918627903,-0.0458256861844055,-0.184764336733656,0.0953622711014391,-0.0859899902979434,0.02320760086609,-0.0741122684164067,0.120476649842744,-0.074516798050914,-0.197573086618229,-0.0841716397548946,-0.0149269402320938,0.0850183060502326,-0.0727970389011998,0.0134948240134488,-0.217492613696302,0.0340496049145541,-0.15327607523357,0.0904377834652894,0.0167940782687516,-0.0625699605534313,-0.0578599346079375,-0.0479387945013416,0.0422123624389954,-0.0491513669987465,-0.0988282159599056,0.110382720696283,0.197071998402621,-0.0763778376508707,-0.13804116394807,0.113573219497083,-0.149989017851669,0.0725104123762474,-0.0177037617433344,-0.0232533391413483,0.0126278295957737,-0.0544529413042484,-0.0302197866662544,0.014904579297523,0.0014128045024247,0.0198117880296862,-0.0824996516926724,0.119039451593515,0.0486980498706303,0.0093946417380663,0.0242768601010186,-0.157626293413698,-0.0289452133957215,0.0388592386594995
stable,0.0935585136141387,0.0157580458620696,-0.111770126286468,0.199140025525684,0.104758447036767,0.0705283249344,0.0223790297598185,-0.229249613982796,0.183981045869942,-0.0239470204389864,-0.0069231216365918,0.197947102384391,0.195040328965867,-0.0516499255280727,-0.0360950412490182,-0.152011747537538,0.105529419197952,-0.003412072740382,0.233927539663503,-0.116276146012316,0.0146015876202912,-0.104169799373159,0.163295029301916,0.016383158425193,0.146182572886412,0.235344461473249,-0.0086057162856657,0.190456170169628,-0.0494828686425781,-0.0715493421208349,-0.0124345307347967,0.100033637913825,-0.0888493323052756,-0.120969699507101,-0.0890316568028532,-0.0117104420158454,-0.0420492384127688,0.142775709417389,0.171702793275926,0.15680948645951,0.0219206138801946,-0.0008699483170134,0.115218663926365,0.133972040820068,-0.123037780236767,-0.0559892485704211,0.0244366919467664,0.162258384301403,0.115296802996756,-0.0446486648210903,-0.124991256996528,0.10979581244127,0.0364961551436891
stable,-0.0312229276082009,-0.0510046535265979,-0.296815331395029,-0.103731077470358,-0.0294340752267332,-0.0904413949863713,-0.0367460093359824,-0.0645626638678052,-0.0656806966062225,0.296867506256155,0.279746698255191,0.0252600863366419,-0.143704474644572,0.0242836710784241,0.240049082489787,0.0012521966670273,0.0113144913127832,-0.168852757707372,0.402290539937318,0.140499447461109,0.049245615351488,-0.0415535501111769,-0.138889480317788,-0.124362508269953,-0.0026832785722015,0.16712353373862,-0.0677080626385526,0.110998290270071,-0.237067661854007,-0.0378118672132736,0.0225991684192087,0.0311782062986642,0.200023510454447,0.3526424328,0.0508183147368617,0.0215184034387386,0.293640118417924,-0.149123206650101,-0.0032050271834629,0.0115157372056983,-0.0134834748253128,-0.118422027653162,0.111356060746365,-0.0285321954844099,-0.182366046739043,0.0036000654177037,-0.0201544034978695,0.0591066641043287,-0.045093987116165,0.161771883697396,0.0974551870320426,0.105281416200964,0.0848810455006425
