group,AHR,ASCL1,ATF3,CEBPA,CEBPD,CLOCK,E2F2,E2F3,E2F7,ESR1,ETV5,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,IRF3,KLF1,KLF4,MAFF,MEF2A,MYBL2,MYOD1,NFAT5,NFATC1,NFYB,NR2F2,NR3C1,PBX3,PRDM1,RBPJ,RUNX1,RXRG,SETDB1,SIX5,SP2,SP4,SPDEF,SREBF1,STAT1,TBP,TCF12,TCF3,TFAP2A,USF1,XBP1,ZBTB33
progressive,-0.0418228762495519,-0.0230122408001287,-0.097216454838739,-0.219328628738268,-0.0993172575140918,-0.0070992642132611,0.0424507023364389,-0.070461404674476,-0.093908294303988,0.069133311029138,0.0995587290859714,0.007799531771712,-0.148239397976905,0.140584749148321,0.174559799311784,0.0083066220726592,-0.0354238795947417,0.0711858193901149,0.121798260856085,0.11580976587347,0.133823545135691,0.160820066871833,-0.175380802656175,-0.0982064882834454,-0.189724214025825,-0.0604886287558473,-0.0562870234051417,0.102746153834782,0.0562387290907658,0.052858127084451,-0.0249923076895417,0.00912762541705,0.0790819397905788,-0.134403076908202,0.10537819396827,-0.0700026086879047,0.194939999978425,0.0774157859446093,0.0309083612005926,-0.361869297618813,0.0473767224027834,-0.167629565198839,0.044382474911476,-0.0298217391271343,-0.239563946461781,0.0263686956492556,0.0567216722345251,-0.128366287611211,-0.0687228093569427,0.091952374571763,0.0124599331089889
progressive,-0.0626424189512584,-0.0565783501993979,-0.271146297443629,-0.174415569683368,0.072032894348557,0.0282597378727482,-0.220867513811697,-0.223310803648612,0.311710796181802,0.0145125528867342,0.0386510789863733,-0.110713410561881,0.0550181771710066,-0.208091757315059,0.0320277029224479,0.113657133256959,-0.0625246700434553,0.236263183506955,-0.0073887439646456,0.105679644753298,0.0727982622492773,-0.0090961031277908,-0.0492779179156046,0.0541056231355324,0.460368792283238,0.0077125534611041,-0.148334186604977,0.104590467356119,0.165672713278986,0.129612110264281,-0.258959285486006,-0.0580796487738876,0.145331589455998,0.456600827233538,0.0371203431849327,-0.115482241327907,-0.0083012980001197,0.0392398235253889,0.162611241676105,-0.212330717995971,0.0215186129010197,0.0115982674186071,-0.170647604633668,-0.0534874413695661,0.228285695003294,-0.104796527944774,0.0483359266531797,0.17677054783943,-0.0143948039789311,-0.0101558432980189,0.383302132126098
progressive,-0.153741793083526,-0.09571709632797,0.0868291826356919,-0.324112585978411,-0.0300325470731013,-0.363185957086883,-0.277513158920832,0.0816875723491911,0.255479734170781,-0.0960754799445942,-0.172640555800171,0.11933696588761,-0.0485060278980193,0.133333040728838,-0.221156140594634,0.249721704063687,-0.0114061559050903,-0.0872640214238625,-0.0727088681407015,-0.182555835860105,-0.109211434105924,-0.112737928893505,-0.0612597062016163,0.0457631986187893,0.0728235508980212,0.160746998176472,0.0074161516400084,-0.116804388330133,-0.200107076178244,0.147606265566921,0.127235740798006,0.129667970942828,-0.0591476320876448,0.183564088434874,-0.0416202840106145,-0.186029767717248,0.0024656792823739,-0.137834338953637,0.025660266950287,0.0954208325382274,0.114434278012192,0.123589784804883,-0.0781754129062748,-0.28198100800808,0.301405400029107,-0.199246955498346,0.0435746693332714,-0.0387388797329566,0.183640543606421,0.154568464625872,0.0668934966549475
progressive,0.494927191103827,0.132407588816912,-0.0931086980120017,-0.309035476495334,-0.0629650736653257,-0.0714327904685936,-0.0393350776288557,-0.235105795174495,-0.0005789891831294,-0.0156327079444946,-0.154843419663177,0.230618629005242,-0.0058260786552399,0.0445821671009662,0.158244981114063,-0.274259938683622,0.0826507058917263,0.0738934944968937,0.103964745195679,0.358140996589499,-0.0707090539896818,-0.315838599397105,-0.304656870797918,0.0478027944321237,-0.388248434112229,-0.0371276813681748,-0.227325628026193,0.298468923903222,-0.318190742953568,0.160162882783179,-0.0844962339129514,0.0059708259510222,0.18690494567897,0.0266335024239538,0.504697633569136,0.0545697305099489,0.0320977128397378,-0.0529051366084518,0.204093687053125,-0.0415062870655911,0.030758800353751,-0.152744583874333,-0.372869033935354,0.400950009317131,0.216831449081972,0.262752528668925,-0.19707344320768,-0.0697320097431509,0.14612239509229,0.281605863944577,0.0599615672778417
stable,0.296738902885772,0.232944388809649,0.293573737009017,0.129609037596089,-0.269915890194054,-0.212584437508758,-0.405567517191221,-0.0867441465489039,0.270950600067447,0.40020504607771,-0.0077167267243203,-0.0701316276359195,-0.378611774862186,0.0644145649365831,0.315194135449686,-0.131998171067799,0.173937829971641,-0.0123748588135271,-0.126124157994409,-0.174400930458047,-0.0706887045808642,0.0636462831672942,-0.188136025846709,0.236343042588546,0.0893028251777714,0.277693653174951,0.103195839769956,-0.25193441524071,0.0933525323601517,-0.2979819110951,0.0466588272496254,0.361694074666318,0.254463060156024,-0.0584058845669366,-0.0520833034491821,-0.0415870049769554,-0.0702362612186222,0.16832152553713,0.208558951063115,0.106498579431376,0.305221973720442,0.266231431721663,-0.176688336835464,0.455589151529373,-0.146110141120084,-0.173008722510421,0.0654114904606667,-0.248936856862173,0.162059011846482,-0.140189624232159,-0.0309395691074914
stable,-0.0968887513335356,-0.0066620237826854,0.0375774459019956,-0.0988975728148564,-0.143636410551391,0.054533261117212,-0.0027805721069129,-0.0062534499220778,-0.0443302638759272,-0.0939492893919419,-0.0379860197626032,-0.342135211163262,-0.0102710928847194,-0.0207691712475542,-0.0584033635190786,0.075018700517122,-0.397020299771553,-0.222320926540076,0.0744852846435509,0.238391498390643,0.461450127734594,-0.338446697143887,-0.0525244396358912,-0.120994609109385,-0.150990740042328,0.196308390748057,-0.161942789361394,0.266764683155061,0.252351105294736,0.129063942856386,-0.286387577738133,0.0399834919700183,-0.213332301606708,-0.0170920065020856,0.005947019526622,-0.262622198179456,0.160796512696911,0.0552709639210869,0.204491217234116,-0.253304444302821,0.161466119857352,-0.213457143619672,-0.127361551770521,-0.0160819211244723,0.0078877453645082,-0.125420825932635,-0.315532513128143,0.132854600340912,0.114900049021988,0.222672754031155,0.165608604832957
stable,-0.0063577494232166,0.0335560473834064,0.0749199367170639,-0.174940068769265,-0.0662692284854741,-0.0984023725767279,-0.0687525119380206,-0.0606455884040686,-0.0364335747417404,-0.0376842795463076,0.167213794523659,-0.0449664629555087,-0.0744803774198066,-0.012004047200357,-0.110660185969316,0.0004259646798163,0.169819429533174,0.287802582764014,0.121295708347284,0.0734426549551476,-0.0379108565036567,-0.0671619416974296,0.137763321607419,0.0319110986730517,0.105090924357674,-0.213512529988381,-0.0124254803410264,0.0223087672205955,0.114697787349277,0.0195128075669072,-0.105702682142517,-0.102870470175653,0.159419547190849,0.130571768981158,-0.08428209659473,-0.0418668901789726,0.104950446644118,-0.13591445363545,0.234624970874173,-0.0142199698432315,0.137196879214046,-0.0638267288852504,-0.109876229696888,-0.141442931394769,0.0154570800303578,0.014088555207969,0.327671064179167,-0.154688620321399,-0.0564267254582278,0.102322153938868,-0.0218238925318684
stable,0.0831750582865132,0.0472461216258015,-0.0166522149786813,-0.0221972855439891,-0.216627823495265,-0.115003203223242,0.0992471612652164,0.0994602023962428,-0.233224027660155,-0.112352691499204,-0.237542861480682,0.0288615721920132,-0.115468293016328,0.197991225399417,0.0390355364399047,-0.137863616794792,-0.144158832187658,-0.210576655219632,0.162781427580058,-0.124955124602176,0.0520310454325173,-0.203751337481958,0.170407899993563,-0.274216942003434,0.191876044765166,0.0311230087988243,0.240373407963334,0.129274958615806,0.0067132961100912,-0.0977318687135495,0.209971538392068,-0.157993503194032,-0.0477262143154385,-0.116955580161099,-0.0532692844945395,-0.346031807021411,-0.0757226194730016,-0.155828085125148,-0.298413613561141,-0.015481989047691,0.108433934920042,-0.132573595470854,-0.17370053568999,0.150134985980535,0.311760190333051,0.152237391883904,0.13856675254649,0.198563335854568,-0.166536152490261,0.0351277819848799,0.148404651911635
stable,-0.0324749875495919,-0.0614465758794812,-0.172966373649843,-0.0144299428730363,-0.0162476485551429,-0.0763080969172635,-0.0893519122729392,-0.102944085767351,-0.0454629516133593,-0.0554958745961601,-0.157734203129397,0.0131859822805332,0.0704183243160242,-0.0837312413508944,0.0259454637864939,-0.0538457227897784,-0.048976505613409,-0.0184258489395668,-0.0351964686825784,-0.0924491202787633,-0.0897987226082056,0.0673668128217614,-0.112423573221242,-0.182537254126857,-0.0919870777729764,0.124781940903498,-0.184156941592198,0.0521600292521823,0.0324749875495919,-0.0603143178707947,0.120968820883213,0.0057679152370757,0.152316627814292,0.148909699007885,-0.0487937195671636,-0.227065965948296,-0.0378316341826156,0.208665503959597,-0.127137849943993,-0.0810757662901632,-0.0553029337695678,0.0225639219309547,-0.0035795600723049,-0.0732768949836946,-0.103786932536149,-0.0425079105323927,0.002559004647435,-0.0999687351256904,-0.0650616776830005,-0.0144908715551181,-0.0379230272057383
stable,0.106797992480928,0.238303200270285,-0.198043091040512,-0.512125749210868,0.296297534967172,0.150577316604544,-0.307371428114534,0.49967761718967,0.228559919365843,-0.232762618144028,-0.510918745755541,-0.366638206213122,0.262508709323186,-0.430224020772334,-0.124815791048993,-0.259665707208532,-0.218678487463502,-0.12078759879447,0.083203256260843,0.43060938934542,-0.0948661089255631,-0.179567212847835,-0.112229508029897,-0.472774528125166,-0.262305118378914,-0.0032138284774353,-0.465299832028326,0.463365718057742,-0.191797211714456,0.179458146270547,0.033258034967849,0.218234950049195,0.186823775790099,0.0469567970752883,0.345980996474674,-0.354742678183519,0.234805798691899,-0.353673825726092,0.319775933504817,-0.439661915260368,0.465445254131377,-0.128625850148939,0.168333355387117,-0.0943934870906462,-0.131272532424474,0.0460260956157595,0.247450250552216,0.211385568995476,0.065825314946204,0.489265394611192,0.511304114328627
