group,AHR,ATF3,CEBPA,CLOCK,E2F7,EGR1,ELK1,ETV7,FOXO3,GATA4,GLI2,HOXB13,HSF2,IRF1,JUNB,KLF3,KMT2A,LHX2,MAFK,MEF2A,MYBL2,NR2C2,PGR,PRDM14,RBPJ,RUNX1,SMAD3,SOX17,TCF12,TCF4,TFDP1,THAP1,VDR,ZEB1,ZKSCAN1,ZNF143
progressive,0.160797082378488,0.0229925269214323,0.161525011724254,-0.0380782350871319,0.030924446689088,0.105348947040667,0.285498909611759,-0.148070869333547,0.358894268474497,0.186575821623369,-0.190842993650273,-0.114310008297164,-0.0918446026261143,-0.149150212846234,0.224026531412427,0.11436021032101,-0.211727035570176,0.320941538446979,-0.125580362650574,-0.0647857117731624,-0.0338110630602285,-0.143276576056261,-0.272195373292589,0.546223120455555,0.0037651517884441,-0.368909572231758,0.0743993993396564,0.0603679336747212,0.420994171971902,-0.363236743537169,0.15301576868237,-0.0929490471507246,-0.367980834790608,-0.113356169844092,-0.0760811671384948,0.305002395875899
progressive,-0.0308841142778369,-0.37756525292815,0.128297371624648,-0.215848734622479,0.435963743289345,0.355522837032156,0.0744743056009099,0.0451668578177374,-0.12502037851809,-0.168394164636013,-0.0851709057411817,-0.217147165853379,0.464034589900231,0.483603803451653,-0.272515983342474,-0.126627960042062,-0.0069867966234145,0.220362328901322,-0.0910756763388462,0.331316369084662,-0.244043241350595,-0.444929101788416,-0.222711871128665,0.0638704505485595,0.0521227394118448,-0.179925470567578,0.304420293587447,0.0191673181704293,-0.251184613120545,0.0614590782626023,-0.141869069490484,0.45398720537541,-0.306306110375183,0.516837459956833,0.0039880387806215,0.359541790842085
progressive,-0.0742635712168033,0.19926831552744,-0.346175471906949,-0.357244540703835,0.21517728073982,-0.308043106676899,-0.0525366994324316,-0.171392518348877,0.0213156059749722,-0.0773982191542992,0.0623519090543188,0.0791335602524969,-0.131554904640829,0.227399899977704,-0.039902814385148,0.0342403863508554,0.0029290150327961,0.0762446687133007,-0.13048661662373,-0.062201445953319,0.208531827112328,0.0033753888990956,0.118705355815445,-0.132929134296627,-0.109873171786757,-0.0839182868642907,0.0993608164635705,-0.243083170538583,-0.0549942634154284,-0.298573962187311,-0.0416281246099458,-0.11502904071435,0.002246915641597,0.0981370499087721,-0.0290293476195622,-0.0857288595129883
progressive,0.358380706936181,-0.0376273429455755,-0.205315231936797,0.0938616137213807,0.26466945222757,0.174040557280734,0.03296621354972,-0.0682254020441754,0.000300718025539,0.361801374476688,-0.42224569761004,-0.254069141827318,0.259670015052983,-0.0683381713037525,-0.204713795885719,0.0883359200021004,-0.452392679670331,0.353719577540325,0.396759844945604,-0.379769276502647,-0.0572867838651919,-0.0550313986736489,0.393715074937021,-0.0552569371928032,0.417922875992916,0.100853307815164,0.369168966102395,0.1110401309303,0.0834492520870906,-0.161184861688939,-0.367966094000238,-0.16640983738268,-0.0404841641881966,-0.0542420138566089,0.36657527313212,0.0102620026215206
stable,0.172550621512669,0.145354572814899,0.0649196996775257,-0.150387410727874,0.113151405940013,-0.142186930146451,0.167691649014104,-0.117243930309967,-0.157545727612273,0.249372386156509,0.080807294912618,-0.0588961375392452,-0.0959613632809991,-0.226167011674689,-0.177692511105688,0.103096018008407,0.0710770044422752,-0.0363368428222146,0.180924967508502,0.190098682894847,0.362381819154578,-0.0552789138879738,0.16241704558405,0.0380991591233033,-0.0021676593382334,-0.149911081219757,0.028936760420737,0.094492251968708,0.0939202450431941,-0.169493059313699,-0.0752970987020919,-0.205923521974442,0.173024893441917,0.065291092663336,0.138379380449819,0.0588488132252638
stable,-0.217308508187787,-0.100056246195891,0.0356817327767082,-0.0531234059412264,0.170977528485982,-0.0847886407427251,0.210577496290494,0.017367975953964,-0.147148763740091,0.0402632426995006,-0.0204878245340961,0.114832536912029,0.12581342128462,-0.0047657529491782,-0.051796856151249,-0.0512072784668146,0.0988402422217455,0.0049499959755639,0.089873748270972,0.0111774102674026,-0.152835731821198,0.058785808285482,0.163706070377957,-0.0694841866842816,0.0736112304753225,-0.217406771135193,-0.107082046935402,0.0505931350455287,0.045802816359499,-0.178617472646778,0.116417026938947,-0.04975789999258,0.0627163261817115,0.0409265175944894,0.030436947958927,-0.0155623942953836
stable,0.241904370364399,0.0435068719522175,-0.0303975201401241,0.0013143051945286,0.0170281958719701,-0.179005478911957,0.054820488095596,-0.123891318227107,-0.217370673399864,0.0830323138829142,-0.159931203524695,0.19128677030845,0.25593806868693,-0.172857611756597,-0.178302590419645,0.113843864230839,0.151154725980278,-0.101519244091669,-0.0705440073825211,0.0875336888165563,-0.106319105919306,-0.106338363138274,0.061680872352751,0.0531402957406857,0.171384434505587,-0.0544064578877958,0.103570137911703,-0.289132699882077,0.270034352971106,-0.31914026133811,-0.123159543906344,-0.136976598515491,0.0678287395081103,-0.216792956830841,-0.0668995786929307,0.163007544254745
stable,-0.185322946433858,0.0972448081148161,-0.0541094580664196,-0.0711827489963301,-0.073069137635975,0.0367961578676257,-0.0626424191785631,0.0902245369999772,0.0108688407948287,0.0778672176691787,0.108875783605573,0.024977806719583,0.0399552272356917,-0.0848895941284816,-0.0151174259229573,0.390717194314205,0.227300357027115,0.162048363385562,0.0471449785798737,0.0845085267805176,0.106273577848206,-0.0357992772639741,0.0677910390650044,0.0428942881072812,0.241785126938674,-0.156009182790895,-0.127807041024866,0.0764503208449812,0.0133710426901611,-0.132375638511505,-0.0125878545495943,-0.0170690802409827,0.138743252842539,0.112636981490311,-0.0702690294990022,0.0788756776673817
stable,-0.0221256094617249,-0.0081260361103711,0.121629613890556,0.0935026658335567,-0.0142711512292233,0.150219841856862,-0.252626002039397,-0.146705304613844,0.0154639638692778,0.169278218815589,-0.155954927630695,-0.122279270774871,-0.145166363305917,-0.113982832858778,-0.35530906515623,-0.107108185009178,0.217805458051377,-0.0291759841734755,0.143377144345835,0.105058038284084,-0.179422451312481,-0.0586608216198223,0.186621927604239,-0.191808532565904,-0.232103234562745,0.0324615439900542,-0.0165822257193289,-0.0979544130080457,-0.0887420653861964,-0.0308267516664081,0.187106507739261,0.0843701940581395,0.0706208983589401,-0.0494910744494035,-0.236022476094352,-0.145672243666654
stable,0.0132435451222836,-0.299268618418877,-0.352860213599027,-0.0401473902832864,0.0733797360271986,-0.059580517683001,0.352806189813563,0.370634039016637,0.132952536026562,-0.270535682235741,-0.182515500347836,0.375241496148341,0.0777479449661337,-0.161538836220582,-0.212591313483931,0.397151999995755,0.0086592410414931,0.153635928175583,-0.0829033576361136,-0.170198077262075,0.026417631091828,-0.268197224093519,-0.0272588586083367,0.44209207181805,0.229747724210525,-0.231337567039891,-0.100152380566361,-0.367909696692531,0.0645121175274877,0.0878966989497019,-0.1399216043514,-0.0798317195483112,-0.301653382662924,0.125458665214361,-0.0842925406908986,0.186073352504813
