group,ASCL2,ATF2,CEBPB,CLOCK,E2F6,ELK1,ESR1,FOXM1,GATA1,GATA4,GLI2,GTF2I,HNF4G,JUN,KLF1,LHX2,MAFF,MEF2C,MEIS1,PBX3,RBPJ,RELA,RUNX3,SP2,SPDEF,SREBF1,TCF12,TCF21,TFAP2C,TFDP1,VDR,ZKSCAN1,ZNF263,ZNF76
progressive,0.0913424441243375,0.0021825851795708,0.262336703710024,0.0250871859720784,0.0558942503457907,-0.252101131833416,0.471287875671465,0.0676350533807234,-0.473294850549231,-0.247460002428581,-0.085421868234927,-0.41148002431403,0.141993472601964,0.469230726421755,0.263064232103214,-0.185118345287967,0.102054672534415,-0.114648439892398,0.232407690845334,0.449712895735478,0.322796821902733,0.17598660959413,0.143448529388344,-0.0275959045692862,0.463661371135953,-0.457489923386822,-0.0120167620806256,-0.0577256149217524,0.201901672703287,-0.0258899759231849,-0.0157798399764373,0.47352063522298,-0.390030480307903,-0.257494876817413
progressive,0.0016124935680684,0.114890166724874,0.0935866459313552,-0.180909374540599,-0.146891962152694,-0.146705905202532,0.100284696137178,0.068251891217665,0.0485298545005205,-0.0407154625937274,-0.193995380035308,0.104253911073962,0.177126216553976,0.123882919316025,-0.153900107275453,-0.134860279375568,0.20453860721114,0.118735343694884,0.101183971396293,-0.131697311222818,0.0314436245773341,-0.152008528282142,-0.0557550660651348,-0.202367942792586,0.0186677139995612,0.0113184644681725,0.172412773816546,-0.0351027445971816,-0.0662672837492731,-0.270898919435493,-0.105897414133724,-0.0373354279991225,-0.103881797173638,-0.128875447478699
progressive,-0.119294640927605,0.0072799899860229,-0.0569119111399071,-0.274455141310475,0.0474378197436882,0.167454204556226,0.0372083030812396,-0.008117212892545,-0.084439222911247,-0.0523360549094326,0.0319395727212296,0.0215079677709997,-0.174705324786852,-0.0182649319147013,-0.234258818545613,0.0098301517127857,0.147283868785302,0.0070682784464426,0.161665818599065,-0.0427224263621267,0.16311411799483,-0.054202965758459,-0.0422268288944728,-0.0142857172957714,-0.164629780153189,-0.10741954820751,-0.0213251259868167,0.0179088715981344,-0.0429293262758075,0.134316536986008,-0.13354667684208,-0.014978591425307,0.186407198974564,0.0344464298148964
progressive,0.53717043670898,0.543516968333614,-0.467032195783031,-0.4935425650265,-0.450748808928971,0.467684981892993,0.0029375374948303,0.532891061099228,0.116413522943278,0.533580113104188,-0.462208831748309,-0.454665525588745,-0.329185528895991,-0.273626177759199,-0.483134253162101,0.667727658701441,-0.518747362050044,0.702869310954412,0.450349884083994,0.578948747746568,0.489843443736713,0.483279316742092,0.511748044315449,0.0673095011161131,-0.442117525919469,-0.377963157668174,0.591097822570866,-0.551314135758164,-0.572638482016932,-0.505945501115784,-0.511095258205486,0.199970145018453,-0.506779616700735,-0.460504334683408
stable,0.170133357442872,0.197532254845893,0.131189863453768,-0.0976790037847461,0.0980062349622099,0.237307254197792,0.191610265695075,0.0399440853706498,0.191202470002795,-0.0476772841693749,0.149637148099422,0.12214276682699,0.0035697042429099,-0.123078707671954,0.0141365857911615,-0.191356636666949,0.132776288159102,-0.114102229323595,-0.165803760739226,0.164708680111908,-0.0939402135230859,0.0597748914991362,0.104773654206779,0.122513761444601,-0.0741680901893422,-0.0704521762713953,-0.0566517732704549,-0.0897309662798442,-0.0740795686854083,-0.165134379029703,0.0825139771501271,0.177700454093766,-0.13890118053242,0.0759584127408156
stable,-0.0184096613455162,0.140692386483618,-0.0209711072379356,0.0739193517812341,0.195149427922451,0.478522537883803,0.105522213887705,0.230097374619022,-0.113662699463613,-0.0401059267813057,-0.101112784200755,-0.198950660411201,-0.581787404478188,-0.0427375492735173,-0.219956855949033,0.150961562253226,0.0637554409113144,0.248846222863534,0.171382952792789,-0.222260987642214,0.114364465461536,0.242740858681603,-0.221243426945225,-0.194658191723905,0.0473107243599829,-0.257056885039235,-0.0434627074713712,-0.316239150864084,-0.140236238584968,0.0316964309061937,0.0470534101607444,-0.253056818851073,0.0135674759598468,-0.21256492077091
stable,0.0733032092200537,-0.0626412544874336,0.219609930465803,-0.102223988475615,-0.0021296664265753,0.103418236386466,-0.0340201724262307,0.0051220975035755,0.100707339037499,-0.0378708272870748,0.0388198684025422,-0.375466094131782,-0.0269682066256519,0.321493353947829,0.0826029039783186,-0.0951402366089677,0.0103667984048431,0.168538804027226,-0.0523244056149835,0.129496433162206,-0.0169465140809788,0.0868849411643752,-0.0418667898785167,0.009771944882708,-0.0346286485481094,-0.156387445055978,0.301577113122756,-0.187655852334011,0.184558981325644,0.0031014118749486,-0.0060893020853677,0.143641232562594,-0.266548868315502,-0.433085150180427
stable,-0.0322812747122197,0.244463298957028,-0.142935034180312,-0.0944059518856649,-0.0934854898484161,0.132127868367564,0.246404382121542,-0.0395257816930911,-0.117933322130469,0.403082245042976,0.145342858704301,0.0392743823771505,-0.10223238317953,-0.029852416779327,0.0930387803069439,0.101236801824769,-0.0553579290519511,0.0985505350305351,0.0305094604098332,-0.140624363973638,-0.0603698899163615,0.0915844703199087,-0.259636399503582,0.117061938047328,0.0159944050846862,-0.0264680411276797,-0.0516480363577512,-0.184197574494284,-0.224814088677651,0.31967576442289,0.308022254299506,0.259424062232747,0.185343394484069,0.0928795273538181
stable,-0.204668636119905,0.2179238062821,-0.288562118159114,0.0428695693220358,0.264851722797783,-0.130868588638539,-0.0920835832232868,-0.105747734110423,0.0189861436539985,-0.167781720735791,0.0937090194377965,-0.193112308969004,-0.119584915304265,-0.287634046514056,0.0716817370598767,-0.242064155738883,0.0279365295190566,0.0967396714764629,-0.0027999449630586,0.212538893403709,-0.133159929366735,-0.0924191571514437,0.232028397949942,-0.183637588841201,0.0470275400256041,-0.14746376805442,-0.0606445008290932,0.136321664971087,-0.0562243629941524,0.256719298382607,0.18008260253979,-0.167870857560457,-0.0712045928807787,0.2173889853341
stable,0.0344057012692799,-0.0346942505185036,-0.0499418003195882,-0.0552116208185686,0.0689253035579903,0.135861135976596,0.0340943718161701,-0.0323706697221232,-0.127683042781492,-0.0475195053063681,0.0242153567309057,-0.101045391037367,0.125496143208428,-0.118479840411515,0.0390224892568593,0.140660165595264,-0.103877729720536,0.165908224902339,0.0748937169761439,0.125230374163091,0.000379670064768,0.0162954391798443,-0.0414447842700794,-0.14173083517791,0.0534879187245217,-0.0154070112282871,0.0001518680259072,0.0658499760333691,-0.129611766710514,0.0594335519387892,-0.179371325399014,0.0583628823561434,-0.0762529358080135,-0.0439278264936624
