group,ASCL1,ATF3,CEBPD,DUX4,E2F2,E2F7,ESR1,FOSL2,FOXA1,FOXD2,FOXG1,FOXP1,GLIS1,HIF1A,HNF4G,HOXA4,HOXA6,HOXC6,HSF2,IRF2,IRF3,JUND,KLF4,MAF,MEIS1,MYBL2,MYOD1,NFYB,NR2F2,RUNX1,RXRA,RXRG,SP2,SREBF1,SRF,STAT1,TBP,TCF12,TCF3,TFAP2A,TFAP4,TFDP1,USF1,ZKSCAN1
progressive,-0.0717838395382707,0.166849579109035,-0.129055860013624,0.0231607663174441,-0.0603730435806178,-0.151029515923584,0.175934607737739,0.0122829587060085,-0.105604372780061,-0.0762657869950983,0.0836307168701014,0.0362916610287983,-0.176661410028036,0.10393272751238,0.267996231175279,0.167576381399331,-0.202995879679774,-0.115101256039934,0.268093138147318,0.401800532818839,0.0813291762841629,0.0954775942019321,-0.321537333227111,-0.046345759377898,-0.172785131146455,0.148606841622596,0.18770880484054,-0.116361046676448,-0.144221801137808,0.0508034800917157,0.0124767726500876,0.118274959374228,-0.350924372498093,-0.246918964756684,0.186909322321214,-0.210045861895649,-0.0669627176793048,0.16181041656298,-0.0392715504190134,0.0182427374864387,0.0526931660464863,-0.0544132648001876,-0.0671565316233839,0.300702334238615
progressive,0.0403852561636921,-0.0981881301172807,0.0965644538826293,0.223772106521042,-0.415631594684665,-0.207564865560613,-0.111236582766661,-0.268880784458266,0.189497777276856,0.0145835647257777,-0.437064120982063,0.0252703064883921,-0.2517879019153,-0.331672772660147,0.0136388803710715,-0.0357503985484146,-0.0759585263955992,-0.498439082651884,0.335274381762464,0.0282814878690183,0.149880077151363,0.417698091710584,0.273515642073543,0.101848781991767,0.0379940238908419,-0.100343191301454,-0.429772338619174,0.251108910035355,-0.2617366090258,-0.240540253817078,0.49905903175966,-0.184213449167718,0.0707037196725458,-0.184242970553803,-0.342831856600114,-0.205291718832102,-0.0620834749358512,0.114365849691625,0.295243382231787,0.0348647569658775,-0.463633368458176,-0.444857766908389,-0.0289309583628788,-0.238237585702482
progressive,-0.0499926990103853,0.201124400068878,0.181991805474421,-0.113933954600267,-0.200516484253642,0.0654825854521325,-0.111243807449383,0.0271647421374892,0.0097697336920908,0.0530609985187784,-0.378774633540003,-0.0926712612831348,0.0964336379034109,0.0910868507725606,-0.256214975797576,0.0181273794669025,-0.43797701781427,-0.0731653010698717,-0.216571205862301,-0.0943418330903566,-0.184174558322825,0.11140176982657,-0.103628106173481,-0.0921447200258443,0.0659229654127755,0.0528168748449437,0.0868745207142363,0.308739859581659,-0.0336507730795681,-0.156468914711938,0.215977650263174,0.194710170207339,-0.0134028683673955,-0.182144981112905,0.133358540255586,-0.422094618798906,0.444903428716992,-0.184174558322825,0.149370181215921,-0.299822165378638,0.0390406408587421,0.304422221271876,0.0013546470528474,0.227394022068973
progressive,0.263156858960531,0.240199306353854,0.0671262829783188,-0.0572665416844844,0.124356441853601,0.0463880817329845,-0.0351821764986636,0.0344909031238191,-0.0278328490397907,-0.152662267413022,0.229866588540389,0.0523184796329661,-0.0734205089703237,0.176201944966936,-0.0219388339490115,0.324352744038868,0.0746575244832033,0.0074948586956822,0.528314772427191,-0.0415127852998708,0.130541519417999,0.0776409148377953,-0.0271051928557439,-0.0963780615770008,0.011533350517142,0.0815702582316481,-0.0334358016569512,-0.176711304295769,0.0562842058360212,0.0493714720875765,-0.0917210619991011,0.0994342175499974,-0.174710249789641,-0.0999799596880325,0.0170271547066955,0.0134616394048661,0.187335084582853,0.0683996813004007,0.0558476121255931,0.0220843651858209,-0.0793145240611029,-0.221607690851458,-0.0697822280500896,0.409233837907929
stable,0.119379716127201,0.147050827052854,-0.195339513981563,0.258695789376963,-0.19624553509262,0.0287737123422238,0.125223600952007,-0.18205087996279,-0.196119023014814,-0.0690609969346201,0.109909800518509,0.167535078789299,0.0121052595063727,-0.176589450880889,-0.0065270500449587,0.0518796835987402,-0.124418789503195,-0.151533247286502,-0.131878136244601,-0.126588958222482,-0.0832507862153035,-0.0819915044562195,-0.088064084190906,-0.243197086675903,-0.201104572050198,0.159075313463397,-0.0233064442413474,-0.0830191717959357,0.102039776109149,-0.0680761490673921,-0.100540121402233,-0.0593487620384388,0.142513909308766,-0.202085527238109,-0.0714598605637872,0.2173691594069,-0.108200914298299,-0.0550502709025237,0.0605360292301564,0.0934389011580012,-0.216125448365084,-0.0742956774462995,0.146368635002531,0.246096159597318
stable,0.338671534037101,-0.120695680745333,-0.223164129160912,0.0279893829782728,0.210603040214565,-0.015234871466629,-0.184593394081097,-0.188564245568665,0.0977125288688647,-0.105062586350151,0.0935254992200824,-0.0845256610347922,0.0465579492467855,-0.0483670191222105,-0.0695638567191708,0.344610744571515,-0.023369997007062,0.0362496642962509,0.0304014761455061,-0.196323903776462,0.32824947110698,-0.0019797368448046,0.0262940910824344,0.324563064568378,0.186095263411638,-0.186959976056496,0.0479119072038646,-0.0178631427950766,-0.057742324640136,-0.240867982784567,0.112924644739576,0.166627851104393,-0.209021526298313,-0.429864584675661,0.139423536185266,-0.259709616204088,0.0222435950091558,0.0197177238623361,0.0043576966181619,0.0576854356503428,0.0106609966872527,0.0900666486406536,0.116793096045517,-0.145897503223737
stable,-0.133136705651134,-0.0017401998302885,-0.188462271384167,0.0220379637300327,-0.0804145884830995,-0.103909569918807,0.103302098586974,0.248560826153032,-0.183995301741064,0.0917966829111288,0.0358134038564116,0.0697495842738505,-0.126532167712559,0.130775332128144,0.0473005497177654,0.0515619839478422,0.0460764721468538,-0.136228871753773,-0.0601990387485659,0.0272357259527844,0.205170016736387,0.0887775960664549,0.159449805972112,0.353621394384785,-0.340403183600388,-0.0662189426234225,-0.0508220564609479,-0.0113090151700644,-0.162071524351602,-0.0143189671074927,-0.0806520960714853,0.147633803449916,0.12599777563869,-0.143783440045892,0.143390639034331,0.0755730876429265,-0.0260573229181008,0.233401447578943,0.184223674422205,-0.0199003954345601,-0.108824150016945,-0.053110350725973,-0.0115739274801871,-0.0901706694214103
stable,-0.039978525219668,0.142491806529745,-0.399059281485392,-0.0969963049930811,0.0986247254835938,-0.0648079268120788,0.0329705013229973,-0.0509874098042362,0.0693983880224033,0.277738946776266,0.100623150383589,0.267176273471426,-0.136223791452038,0.0102438077161808,-0.289115830326363,0.136585774085705,-0.245260781943935,-0.210457304847134,0.0749725194920832,0.186567453747094,-0.0111221921679598,0.192347143222042,0.332345180195195,0.498411983124227,0.167973980129128,0.115568721449532,0.0580064636426529,-0.0733290581719167,0.0409692145328617,-0.413749158447222,-0.119124373579678,0.115141561887365,-0.0565866093233389,-0.185415326195617,-0.41302118229198,0.107985135138111,0.360816468007767,0.0325523662586231,-0.0582390951412976,0.0910561800018267,0.11507839040282,0.0560140550745195,-0.447097685955516,0.316178293761367
stable,0.0336881258609535,-0.116856321917499,-0.0411342792083127,0.0659886750230475,0.0159596733861488,-0.0893792536609636,-0.0864414539102649,-0.0949498912505238,0.0255507255134299,0.0305216046763768,0.116414127145335,-0.125979765779963,0.0460899102756678,0.155296770904582,-0.0372002705456123,0.16690565434852,-0.0091641054507089,0.158529367170057,0.0235989692776715,-0.049154777489632,0.0202393055489313,0.02178444590224,-0.261814884010799,0.0255049812266543,-0.128516032346742,-0.0179266777174989,0.003857768184741,-0.114711423137577,0.0829648881153204,-0.157401008096259,0.109313597298058,0.0373070072147554,-0.0271924371388203,-0.0053978258395191,-0.215994356757254,-0.129390256494009,-0.0527939896375564,-0.0839407662331996,0.0300692445071516,-0.11670384096158,0.0949905528387688,0.0124678594956124,-0.0113750793115289,-0.0724996118407725
stable,0.127551372845101,-0.240957092925242,0.0816745649340105,0.122581081662359,-0.0497830778142434,-0.0940128390870648,-0.0793206000483421,-0.193877795211875,0.152752643974022,-0.17254635490119,-0.152548585098484,0.03095864654588,-0.0277884461580603,0.414837118334411,0.169419881415271,0.171015913334656,0.444913939025288,0.0407753360226456,0.0678131370314061,-0.155077457591756,0.0804137725958661,0.171460470170649,-0.135895923291201,-0.190547262850418,-0.0493458087952338,-0.0152752643974022,-0.126370746493775,-0.0390845624824751,-0.0878546337360129,-0.171511484889534,0.0033305323614564,0.168705675350889,-0.255350531467642,0.0786282574349103,0.0918046305410663,-0.155099321042706,-0.176700410581781,0.262470728660515,0.0618079758370075,0.0692196857092203,-0.098757207943319,-0.0243558843588349,0.033677002280723,-0.027001361923843
