group,ASCL1,ATF3,E2F3,E2F7,EBF1,FOSL2,FOXA1,FOXD2,FOXP1,FOXP2,GLI2,GLIS1,GMEB2,HINFP,HOXC6,IRF3,IRF4,KLF4,MAFF,MNT,MXI1,MYB,NFE2,NFYB,NR2F2,REST,RUNX1,STAT3,STAT5A,TBP,TCF12,TCF3,TCF4,TCF7L2,TFAP2A,THAP1,ZBTB7A,ZNF384
progressive,-0.0576042395158188,-0.0995381731972497,-0.123263309133426,-0.553757365209908,0.0820860413100418,0.12943867887813,-0.0025873090629986,-0.0650732637920225,0.263588212937003,0.110814935339753,-0.345649845670979,0.145694790538103,0.199784195100414,-0.0735674482629991,-0.537110716332879,-0.0086406359273728,-0.127388358488584,-0.19231517082421,0.0203079352869327,0.0862110906652001,0.334006954887485,-0.0702966990701518,-0.102101073684182,0.0339523293078407,-0.047987260545805,-0.101637310738928,-0.0388096359449796,0.224778576992024,0.453340483274281,-0.319923206497389,0.0524296213898216,0.111351924013206,-0.135858134383495,0.512702140266854,0.0292170655510318,0.0247502961309493,0.201102258207979,0.136614800241542
progressive,-0.174343136376841,0.0969235705139812,-0.44235917582581,-0.245052608896426,-0.0064118669724633,-0.184363542436133,0.11684509208424,-0.37003928090384,0.0411552391720905,-0.156688135224756,-0.184661768806945,0.281883565691739,-0.0236195285683302,0.10688433129911,-0.0297033465329001,0.0553806370598348,-0.128416275271755,0.0666535938765379,0.241712473543329,-0.0874101492850704,0.1860037874756,-0.434694758095935,-0.434605290184692,0.217585960144618,-0.197246921655222,0.111834889054594,0.0070679649882503,0.12999687503706,0.364671206229219,0.0475671061445539,-0.142313624151606,0.334759101236751,0.259606055792063,-0.295989673031158,-0.171838034862018,0.0472390571366604,0.224892506229518,0.409226226028569
progressive,-0.0004690289544718,-0.0546684676212225,0.221502550261859,0.0482132753096771,0.314728099150694,-0.0345098932790257,0.102838224780485,0.185720959920709,-0.118543441730222,0.0487838466151171,0.0191093033821928,0.0274406115116255,-0.157506692401707,-0.128678335426851,-0.0668293729871676,0.0339876754740468,0.206193832015902,-0.228731398580781,-0.0169817493619081,-0.0145205561884425,-0.155678930084281,-0.0908900748165682,-0.0079009619753297,0.139369294378781,-0.0361587476447463,-0.0889414287479893,-0.189221753354086,0.101406961166839,0.288689739152438,0.20664351957019,-0.184729713161258,0.153280596461415,0.0446109395253316,0.0140273504837402,-0.278990026959959,-0.108659986235991,-0.0052656962002044,0.0686474646045017
progressive,0.0627393171500053,-0.174975016867916,0.248030653222762,0.136746103502461,0.0397288037463008,-0.0092188384383681,-0.260834595498273,0.177791884168528,-0.0077555307497382,-0.0373143460600615,-0.197619703349463,-0.0487281460313744,0.0734946286614348,-0.191656724518296,0.249237882065881,0.0145599115018671,-0.425493293161348,0.0411555287427149,0.0453625383475257,0.175816418788878,0.190083668753019,-0.039692221054085,-0.221691114827424,-0.132356180436571,0.119186411238902,-0.0842133574806485,0.0332536672241136,-0.0904689978495412,0.0127673595832955,0.0714825805895687,-0.114613574711934,0.113150267023304,-0.130307549672489,-0.0640928767619879,-0.155805686146865,-0.0402043787451054,-0.0721044863572364,-0.0854205863237682
stable,0.197005271183891,0.257402720752534,0.0689503756760247,0.143855084586907,0.16897808066206,0.0521295556986918,-0.269543526879538,0.145284163742962,0.370271568806341,-0.268645332509352,0.192339949716935,-0.0784152090447412,-0.197408821980529,0.204729546869051,-0.260791763850512,-0.0896196206047896,0.003043282342606,-0.19428620076771,0.225004056431202,-0.196425411786781,-0.294044545391913,-0.0135081772728934,0.287619076396903,-0.137968336315564,-0.0557311486094618,0.269658127469846,-0.215684187911763,-0.297644179318233,0.226988507678746,-0.199537258585126,-0.202674572181318,-0.0215331570710817,-0.265214171245705,0.349878540684984,-0.192659264182236,-0.212699675102648,-0.0592886643701136,-0.0381237963755751
stable,-0.0143839914749221,0.185191022617717,0.0428308007714187,-0.0514107255108459,-0.216390748942907,-0.145067256924513,-0.138942016535671,-0.0106446125109471,0.109095807749588,0.289698635319483,-0.400067667194842,0.123697738489282,0.268707642975697,-0.337863212833995,-0.269946455638609,0.453003967559089,-0.123020979719728,0.146329010562664,-0.0062514157526575,-0.151444848040986,-0.328101827869754,-0.0623765116751405,-0.0242141993648808,0.180235771966069,-0.325406263279158,-0.107375234606655,-0.174729937908683,0.479168149819294,0.122653924115903,-0.203016160378505,-0.287668359010822,-0.104622317577962,0.0447004902534062,0.311916969838561,0.131887666649644,0.247579004780477,-0.456720405547825,-0.0033952643353883
stable,0.197109149463247,0.142818926028633,0.0427294755944465,-0.189844223634127,0.17200672627409,0.356887193910361,-0.10284353440719,0.205645894801495,0.336684478254571,-0.0136423229360428,-0.156891288654813,-0.286763275076135,0.212023291908418,0.0348881135849303,-0.231558073577399,0.326830164503989,0.0642634843335322,-0.167903049656508,-0.0711898682789275,-0.423053832617265,0.0403779819696558,0.154100605559244,-0.156392625609867,0.204680592943848,0.0142507833486832,-0.0388316690412914,-0.092481407831021,-0.0650320659073937,0.0115881971820913,0.152069354256895,0.204021808737681,0.180689868102597,0.111462627771209,0.102468393400901,-0.0604526006964686,-0.139927595346011,0.078784186211131,0.176641090168862
stable,-0.220149001157272,0.0620494458722308,-0.171679648251827,-0.0617569453552694,0.151857190804096,-0.0126531689147602,0.12852069266294,0.102699957372556,0.0774783438307072,-0.07660386814724,0.160647335650022,-0.137603338025827,-0.0152039751471579,0.0886982602123567,-0.0575772138301386,0.13026762678493,-0.258162973515056,0.178038004317084,-0.0642532859741639,-0.169304342329606,-0.0817720496952058,0.118358821254713,-0.0383377401713859,-0.229795466482163,0.0619808595441157,0.250866598550578,-0.218919490363562,0.185775147301948,0.037105203510259,0.180812724738328,-0.0087467740796174,0.0394280610639213,-0.130804213940183,0.173867350394204,0.111982309984955,0.013594213681398,0.233947965200543,0.211958986682353
stable,-0.0803511465764232,-0.0947225230783777,-0.0186057543850295,0.009264614741764,0.0650206579756516,0.216999112357343,-0.0266102590820713,0.0185649411042288,0.080284824995122,0.340928639508738,-0.0816775782024467,-0.181619099563217,-0.119047238435609,-0.0557662465540877,0.136877540485424,0.0704692309625481,-0.238053663590416,-0.176910267290833,-0.094737828058678,0.0301150995708334,-0.101247546346393,0.0224422027802975,0.119281914800213,0.0943296952506708,-0.174502283723591,-0.0001836597636032,0.0373084403119608,-0.0062291269822103,-0.121649085086655,0.0112236522201988,0.0413336501309321,-0.0481545696847529,-0.0060556705388072,-0.143754578300346,0.15753416223069,-0.276489570784497,-0.085651771420417,-0.123393852840886
stable,0.344399660390149,-0.332825302208146,0.273144558240463,-0.0763069344692767,0.0844251628256496,-0.192587319432433,0.106397324355398,-0.0151702038942004,-0.0944847066585465,-0.408058630391164,-0.0873150756372932,-0.0488049652185207,0.0241782018439801,0.0646663950778471,-0.035487835188275,-0.030208045369547,-0.0415544460524123,0.112155089575543,-0.0551951286620787,-0.0910432837683449,0.12237640969815,-0.266239652056918,0.181285039555852,-0.104132456299453,-0.0498123902953532,0.555811857170693,-0.204683773822137,0.236053667090513,0.37531363866025,-0.021251521693766,0.146451662994133,0.124258897432961,-0.0342009783383065,0.207551626230639,0.0883813284558386,-0.0679386882106242,-0.0308477970606742,0.0155231703444775
