group,ARNT,BARX2,BATF,CLOCK,E2F3,EBF1,ETV1,ETV6,FOSL1,FOSL2,FOXK1,GATA4,HSF1,HSF2,IRF2,IRF3,IRF4,KMT2A,LHX2,MECOM,MEF2A,MEIS1,MXI1,NANOG,NR3C1,RBPJ,RELA,RUNX1,RUNX2,RUNX3,SOX17,SPIB,STAT1,STAT3,STAT5A,TCF7L2,TEAD4,TFAP4,VEZF1
progressive,0.198038373923328,0.378797899721846,-0.100207417205204,-0.165238268242277,-0.185438182382457,0.15231626434378,0.0873844324936686,0.220614748550588,-0.146201829548897,-0.0204227073108432,0.353845064607507,0.0430733463283239,-0.463607833354512,0.146548396703263,0.158331679951701,-0.0964941976941417,-0.246656794721505,-0.365875895823349,0.0667884416056425,-0.0780023645290509,-0.289210290318281,0.104366223057594,0.0991924705388471,0.0958010633854101,0.24455263699857,0.361543806393776,-0.176353171978724,0.027428314788381,0.071046266644994,-0.041291000963014,-0.0462172055143567,0.0186898715390141,0.0098276543059451,-0.237571784317773,0.061763217867338,0.238636240577611,0.13387394077217,-0.0128229847115355,0.0138131765811521
progressive,-0.255507881886553,-0.163154887145351,0.246067629566,0.0847759501154945,-0.129306614022315,-0.0663923008596803,0.0893718624294481,0.121977997089254,-0.112661958615023,-0.122599066320869,0.0726029931758338,0.0214268884907294,0.158434760985074,0.0773231193361104,0.408104592094443,-0.0956446616687631,0.10968082630327,-0.15663366021339,0.195015738727218,0.0978184039794168,0.128933972483346,0.0317366377355441,-0.026147014651006,-0.103966989372409,-0.106886014761001,-0.267991373442021,0.0746525216401644,-0.0635353823942497,-0.0136635230955376,0.152224068668921,0.0570762623854502,0.214330991830455,-0.0051548746224073,0.123654884014615,0.0590015770034577,0.0730377416379645,-0.204083349508802,-0.0442201292910125,0.442077079063802
progressive,0.102386015035221,-0.100886873211602,0.024953142406161,-0.371826237842412,-0.0019581624471371,0.526482005581262,0.118573816811429,0.0363309940316708,-0.168475218425628,0.0044095279046503,0.194268270908866,0.150114393484892,-0.290408675545362,-0.35239599251284,-0.207555453000287,-0.189638999088701,0.416204742380023,-0.117816921102436,-0.238026609284914,0.133198995188425,0.361761966511864,-0.0185317368750256,0.0274435734486546,-0.0468298699951241,-0.0612890196359544,0.076060693956627,0.0741318306982251,-0.178832481643528,0.0097419802544601,0.0450475026803983,0.0271749975519151,-0.185859403741858,-0.288924183316111,0.118720312755105,0.123217738225961,-0.194068059785842,-0.0480555527238807,-0.0505118013795166,0.0425033564585569
progressive,0.0304548434061314,-0.0032803258503544,-0.0004100407312943,-0.0654574112866178,-0.0626989554579107,0.192868249428793,0.165171861851369,0.134977953456061,-0.406611299723478,0.035375332181663,-0.0656437934372062,0.376156456317347,-0.118650877064524,0.368738446723931,-0.0167371171228311,0.199093413258443,0.02217947592001,-0.036717283665899,0.243676023679169,0.0439861875388434,-0.0849902606682737,0.0055169116574142,-0.290197008466014,0.031386754159073,0.0671348506419127,0.158536657290425,0.0699305829007375,0.0999008327153393,0.0409667966993126,-0.0097291482607102,0.0480865948517865,-0.0898734730136877,0.0555791573054369,0.152796087052304,0.33589791179027,-0.008200814625886,-0.023185939533187,-0.102696564974164,-0.101578272070634
stable,-0.0263448534118617,-0.379648440275863,-0.0422819742788239,-0.155265543125039,0.0689688003186097,-0.0404664286361127,0.36826663409399,-0.42605901120843,0.22909872960004,-0.103591784137627,-0.106371433369851,0.0817085269647181,0.0039301927092627,-0.163980361611002,-0.243227283857514,-0.0315432361582077,0.227619174556776,0.0907274318982521,-0.421207586113739,0.0149351310970969,0.160822847579994,-0.112932721604163,-0.196776832735101,-0.391143904998795,0.391525757816565,-0.0924991093321333,0.0541991720093712,0.024622029210541,0.387646412349355,0.217159597765078,0.106694462907598,-0.398187743530236,0.369781084303368,-0.369394246461868,0.215245348652499,0.219890393764741,0.086735424894729,-0.377725218120569,0.0178154778086798
stable,-0.0600259998072591,-0.12232808705159,0.0742167082159399,-0.0362315959370572,-0.166200833670244,0.0533951532431374,0.117926877160518,0.0298330031930448,-0.104386479448143,-0.353618053807477,0.100519453343323,0.0552299584220012,0.050201663216634,0.239442075841725,-0.37059580805747,0.402995215962723,-0.136402668550216,-0.0721148111439503,0.195731906897147,0.42044909054394,-0.0927157249876488,0.0191144893949987,-0.436195899547353,0.0258730755601806,-0.0959208277051578,0.0848190951039312,0.38601746171273,-0.447216343311541,-0.0728812487503111,-0.21719215987525,-0.0955376089019773,-0.344606605587234,-0.172204594920071,0.318756755409065,0.352305819723859,0.241230430256567,-0.392067673726578,0.0867932525748606,0.170149148612103
stable,0.115343738471255,0.181050460249691,-0.369147404784391,-0.0518974730377138,0.128366943750481,0.103608900285724,-0.0820927047065468,0.0835345595767468,-0.232910724129464,0.145743620508762,0.243292079194904,-0.204357346554762,0.155901720626558,-0.16035751728995,-0.0213813123816428,0.0927810353249969,-0.165450520783075,-0.0546462995805789,0.0268045471514917,0.110418176188862,-0.132399486242298,-0.352352121118932,0.131432048135841,-0.256789701237872,0.0128139037658094,-0.111446079176973,-0.325473155651559,0.0499905036932558,-0.0914415056391337,-0.0871112898837912,0.114585601878215,-0.0564183857275021,0.204715484699941,-0.0602741847191014,-0.190557400103525,0.0157394738088926,-0.128018107894787,0.0162464485858339,0.136050634865224
stable,0.103969459674753,-0.144605832736829,0.138983673416726,-0.288018558190413,-0.0186223136786935,0.0160587730297276,-0.0575951015855232,0.0753676850770944,-0.142940197569069,-0.041786430082524,0.0397323175433286,0.0577017022362599,-0.103733708235624,-0.0081211245748727,0.0631526855114301,-0.0468099857484904,-0.0740085267802017,0.0582039553022308,0.0508813106016261,0.196228222862327,0.0982396746976562,0.217238801120025,-0.147214473661107,-0.0357563182721016,-0.103273480426193,0.0155452448949287,0.0256333564771448,-0.264746816129589,0.0471923130823825,0.0442802703060082,-0.129019587591617,-0.123489678834652,0.0974012195793618,0.101619120327261,-0.167251295974576,0.13042077114505,0.0241891226609141,0.152014577963029,-0.007094068305275
stable,-0.378317783896423,-0.0356050327710055,-0.0613226697125882,-0.187803277941072,0.0881175124103238,0.0436502506406305,0.0330134942851883,0.180007846913454,0.129842322810488,0.146156525929035,-0.0201130446740626,-0.0785683695961182,-0.0432547548074536,0.0616244954800127,0.0492808623708596,0.165306850482865,-0.149643133932042,-0.113476080766522,-0.0889917663573464,0.107637313334621,-0.0305000141874982,-0.0510553897276139,-0.0449928549164153,0.0487552692241377,0.0890177858200554,-0.0090079379898582,-0.0982494911892112,-0.227571424745519,-0.0971462659703493,0.374878010926292,0.365203974691083,0.112716312455419,-0.12759424123243,0.13912086321252,0.045679768731933,-0.0381081050836119,0.101168874905162,-0.0223455145744954,-0.166868018245405
stable,-0.0761507360416157,0.141120131335735,0.0830043022853611,0.128702283587166,0.35496798542963,-0.082815810364466,0.0002563490124173,-0.0444313155933902,-0.0633634441280929,-0.267583130902667,0.143585605661042,-0.254848616726995,0.143570526307371,0.18329708355522,-0.138481244443203,-0.102735636564659,-0.069191614322169,0.0154035597755466,0.11053166241288,-0.103052302991763,-0.133738787713483,0.22041491261788,0.22833911297231,0.0820241442967066,-0.119511417524322,0.0195880804194176,-0.0827027152119289,-0.123748715906043,-0.171376854477814,-0.175885581225625,-0.193581202759256,0.0837205715847624,0.007290867500222,0.274919236463904,-0.0657686010387142,0.361949726179584,0.16748638123054,0.0966360380044938,-0.040178937857997
stable,0.153063509717432,0.133670752963745,-0.246824978332088,-0.158402346383672,0.0741059641230044,0.135609905283368,-0.13999396847926,-0.055624806328733,0.0140687227769099,-0.0256567615113503,0.284221506144872,-0.0794682383808936,-0.068567291149017,0.154168777197319,-0.197855214474326,0.0893687705165779,-0.173618277593947,-0.0292242096718784,-0.0924168909884538,0.0446251745004379,-0.0549130436770647,0.195021732999661,0.156778984772588,0.0927388494842691,-0.0671227953689415,-0.0107331834179652,0.0524866361626252,-0.0315519325898994,0.005409149441188,0.140951209064519,0.157255137950307,-0.0371337800748198,0.0359631340498056,0.13569748786269,0.0842692439966528,-0.0613090390824376,-0.111907098781104,0.0884090628164082,0.0751618893046821
