group,AHR,CEBPB,CTCFL,E2F3,E2F4,E2F7,ELK3,ETS2,FOXH1,FOXM1,FOXP1,FOXP2,GATA3,GATA4,GRHL2,HEY1,HOXA6,HSF2,IRF4,KLF4,LHX2,MECOM,MYOD1,NFE2,NFYB,NR2F2,NRF1,PBX1,PGR,RFX2,SPDEF,SREBF1,STAT1,STAT5B,VEZF1,ZBTB7B,ZEB1,ZFX,ZKSCAN1,ZNF143
progressive,0.45613588188003,-0.0213083901204819,0.370372136335864,0.166957800789984,-0.155520951590247,-0.324725727167817,-0.330431528313823,0.354037387037343,-0.321216406993946,0.353709177236909,0.417508113059726,0.143882127128704,-0.0305740052558099,-0.0121185157083309,-0.461715448487408,-0.166604344081824,-0.193744769886941,0.323791591581967,0.263426235209843,-0.388272193913377,0.397891265756865,-0.0352446831850624,0.35229535040427,0.108536456312739,-0.195133349811853,0.132647253190772,-0.352522572573801,-0.399279845681778,0.0757912169925196,-0.365878186760691,0.0470854829084107,-0.251383460224689,-0.174329897845885,-0.0222425257063324,-0.411827558821446,-0.439826379489235,-0.579265050858218,0.022999932938103,0.0432984467495573,0.280215428847427
progressive,-0.150667105143696,-0.408471825300251,0.0335056416572122,-0.356403501284473,-0.130031589921757,-0.21207864594662,-0.0965568860684757,0.0005568804707569,0.0012065743533068,-0.168239777776473,-0.181697722486433,-0.256226892156077,-0.41564939581223,0.0572349372722461,0.0776229500627381,0.294404142206861,0.165084121775516,0.0558736738992846,-0.253133111762982,-0.106085729679206,0.0635153114702277,0.241222057249569,-0.0780560793177713,-0.227980677167125,-0.0506451850349551,0.10555978701238,0.228754122265399,0.0525014532708117,0.126659369293284,0.0348669050301737,-0.182440229780776,-0.0081057046299072,0.0266683869884736,0.274170818436024,0.147294884515224,0.063360622450573,0.0145717056514745,0.260774749333926,0.0452620071509708,-0.0763235622976384
progressive,-0.0258192374003245,0.192336387180406,-0.109308472651098,-0.186069296102624,-0.0772270518402407,-0.0327439558895581,-0.121607086778681,-0.19591407660539,0.0558148996300876,-0.212526530245401,0.0582981792584024,-0.213935030746046,-0.331380415697037,-0.0048733135788865,0.282701264247917,-0.150861691253749,-0.0834794199162745,-0.130936562220235,-0.0902421853862701,-0.0433052558107705,-0.0082743269828829,-0.0638291202487399,-0.123859706046263,0.0284203010426305,0.044973862675646,0.0694483992495708,0.0106398225972065,0.137728773693729,-0.0836168345992642,0.0945854709021962,0.0420636159966131,-0.143132115335576,-0.415723585049247,0.354495528442813,0.199108967984901,0.0220157952818582,0.246531756618115,0.192944937919361,0.397202048849128,0.135466339091648
progressive,0.138282526355064,-0.201398569180385,-0.236248146155827,0.0387176196706889,-0.141146365658275,0.195559312419291,-0.381225361791125,0.129021539517406,-0.0611076360412506,-0.067095663675238,0.12515349682216,-0.03503554056656,0.306802732625853,0.261167267365588,0.177223302335094,-0.104734694517445,0.246922456285978,0.393238609777323,-0.400825924294922,-0.101610506186669,0.114516379410232,-0.0432923240121824,-0.137910599172828,-0.0074757363629284,-0.174731390214118,-0.0204188023047149,-0.201398569180385,0.0339569517380778,0.357012902227611,-0.0818983655282007,0.19269547311608,0.154907671400979,0.0346264206661012,-0.111875696416361,0.110834300306103,0.442630539578164,-0.278610652212421,-0.183099751814411,0.27649066727368,0.0692156486139789
stable,0.273778996782983,0.0435897267926959,-0.0924643883862292,0.026414687354903,-0.0800999179083065,0.363850584000881,-0.147664593635942,-0.189897134791008,-0.0748329590761795,-0.262231434216452,0.0279855872872003,0.0281873176027273,-0.0409472593922773,0.0330228531858064,-0.238190573396241,0.0624644939385435,-0.267484411739582,-0.005216026920781,0.179130528198448,0.0621968517377452,0.0071574315414967,-0.129582766443206,-0.119433334776367,0.10163113376357,-0.397006259622158,0.0138315092576713,-0.289579873279364,-0.0937876194162952,0.0357462124454215,0.0406576465630553,0.110905734953172,0.0174826282357252,0.143676924577034,-0.159231130836112,0.187801935771326,-0.117068496226031,0.0568709716748455,0.183863201293907,0.113525233060239,0.0276170799286385
stable,-0.121584561814483,0.123774741360314,-0.0973978763435008,-0.229282201427565,-0.168537275753747,-0.130582056164922,-0.0081924553822417,0.120838716888065,0.0019652421870695,0.175356429366711,0.0680968256627953,0.4771513319738,0.120140227195071,0.14055033280054,-0.100629871024645,-0.116197904012576,0.165731478173413,0.0503741295541018,-0.0230383210604658,0.0266491576089972,0.0197352935291863,0.410096321446319,-0.0053511413768399,0.0430932624152599,-0.139224386264686,-0.135885842308339,-0.319671503224408,-0.0124899428154119,0.112220064405013,-0.203165790194581,-0.364670813784959,-0.403999335143061,-0.134903221214804,2.36776167116812e-05,0.101588814501468,-0.0778520037480079,-0.0174622423248649,0.126556861323936,-0.0528957957338959,-0.0748686240423361
stable,-0.16106393924966,0.183701926002686,-0.395303438657157,-0.0001919266866985,-0.394020806653367,-0.194983470269599,0.324880388054899,0.16757540318131,-0.410699703841338,0.347855416794322,0.095991430181461,0.165197384721728,-0.163811767666539,-0.385168773371735,-0.257635830629917,0.393697808083069,-0.0159580018281771,-0.0723704043014429,-0.12211686526596,0.290478699748864,0.145162111085882,0.130725479335194,0.016632085800972,-0.355785265752061,0.0759374319908154,0.293423135991141,0.153981376396615,-0.145382124604781,-0.0327492463449479,-0.0917175505483939,-0.163067466613245,0.0680450321426762,0.336138526628312,0.0912213498461977,0.193237405534512,-0.0100176368179229,0.278186029522758,0.353121697831781,0.335679775035716,-0.377192113026996
stable,-0.0125749227817295,0.0127543570972391,-0.0251114694381765,-0.0060893576090014,0.0639014345580956,0.0509987589226029,-0.0126381915288167,-0.0441636598520323,0.0922323497496941,-0.0661822210309613,-0.0181664279546347,0.169016753284354,-0.0165992299735069,-0.109722528145298,0.0801895067590425,-0.0661511052537053,-0.0775954881284663,-0.107719709282586,-0.0265407208068026,0.0648618748827312,-0.0716897136052753,-0.0175710794164697,-0.096217243623614,-0.0147924405075079,-0.109127179607133,-0.0283526962356777,-0.107988342159563,0.0011720276099764,0.062231554512023,-0.0052398968899123,-0.133728350298311,-0.0281763734978936,-0.136050624474185,-0.0572820715431668,0.0198529030819105,-0.107004046405698,-0.138187241179098,-0.0404131715001078,0.140026183614928,-0.0944913551784806
stable,0.0422434476577482,-0.10259497043642,0.0980705699435117,-0.148158406418826,-0.236441818351636,-0.0585239582277172,-0.164496519309885,-0.0308800806790308,0.14464466483232,-0.156709732813409,-0.141691236732782,0.100154726652051,-0.155636235011273,-0.102689228780023,0.192260838075397,-0.140654394953157,0.143440252664068,-0.113000044255181,0.0450921442643945,0.0059749316694546,0.0557642833900286,0.0353573520001383,-0.0719767184896181,-0.0193386701623979,-0.052103917713474,0.287231355829323,0.0842983786282919,0.13580009025764,-0.0108292363649713,0.0119603364881985,-0.0226586584870555,-0.199749139817132,0.133459341391517,-0.137271567732765,-0.230482596406115,-0.172555607687879,-0.0370487656103345,-0.0625247012561688,-0.133899213661661,-0.0356872562027463
stable,0.178193763811704,0.16844232005097,-0.0639506218260472,0.302948399734302,-0.31161297174306,-0.0146233653902205,-0.191449038884752,-0.0028881906695861,-0.102409160742116,-0.0384813404213545,0.0414759381156097,-0.0283270700672306,-0.157512798517115,-0.171231704197649,0.0197537040796169,-0.0423575963200096,0.419517295259152,0.0754349799885332,-0.0544195926164129,-0.113391885788305,0.268525727253892,0.190802996234976,-0.221805442922455,0.204012668297452,-0.0509765653181957,-0.191053812793124,-0.125955515201005,0.0199285156201445,0.0081629388924619,0.123599359654763,-0.0507789522723819,0.0366420189949339,-0.111506961351312,0.167074229733797,0.173048224118783,0.140092448478453,0.0580830344657301,0.0235463544588893,0.0148969834536549,-0.202948598050762
stable,0.160432639877048,0.173444767510422,0.106054923014165,0.146752671255869,0.0519230527388234,-0.0222072969076011,-0.0533297007397043,0.0589144734783369,0.101937626298073,-0.172652735978395,0.0051234935743797,0.099195296321581,-0.0547591592487076,-0.0436821230543832,-0.0575534464937008,0.119832469920091,0.0885288492734597,-0.101240638549889,0.112064224653965,-0.11112265756869,0.0944152276194884,-0.333829251870324,0.110701930418877,-0.12718632428866,0.0464054442741067,-0.360749453206101,-0.224793755794832,-0.136207880251067,0.0703754865593883,0.0986161628653625,0.0099339762873022,0.130844876341402,0.0983500402706012,-0.03447047952429,-0.0491439724992451,-0.192032797129271,0.0778738074793995,0.179731596999044,-0.111486358448197,0.285853684287125
