group,AHR,ASCL1,ATF3,CDX2,CEBPD,CLOCK,E2F2,E2F4,E2F7,EBF1,EHF,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF4,MAFF,MEIS1,MXI1,MYBL2,MYOD1,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SIX5,SP2,SPDEF,SREBF1,STAT3,TBP,TCF12,TCF3,TCF7L2,TEAD4,TFAP2A,USF1,ZBTB7B
progressive,0.228860717144918,-0.214383497293895,0.10573196231197,0.0687185368928547,-0.05619574172172,-0.05831906729987,-0.0264450549278682,-0.134541629815505,-0.0600563336819928,0.0509115564760967,-0.240177077328468,0.187866056266772,0.0120160924763489,-0.194718606996256,0.0501635667837939,0.317895619228708,-0.033731922252883,0.0546756336373626,0.0458927869277422,0.123466556629472,-0.0278203908137154,-0.091399514659457,0.254123465784953,-0.321756211188981,0.149429037562307,-0.244978688579057,0.0399571267888228,-0.159659606257029,-0.0880938827934735,-0.13758184598422,0.0248525607442557,-0.0873458931011707,0.284742785769866,0.161831189234683,0.0560750982229615,-0.413300498046948,-0.0650268458308439,-0.239887532931447,0.076126047716628,0.128437068778324,0.184608681800292,-0.0777909279994956,0.124262803721279,-0.0591153143916763,0.0454825990319632,0.233300397899232,-0.321780339888733
progressive,-0.0388489484479456,0.0280803955171329,-0.0626453964776163,-0.011707500325325,-0.118043292753841,0.196885531786794,-0.391306326662993,0.0704797388005781,-0.0225640795743733,-0.160648030779836,0.462372907585142,-0.228780401094133,-0.0928677657384803,0.0339194746267562,-0.348026720197193,-0.0649634228578185,-0.130836451004071,0.0595644753393728,0.121358950740712,0.0962421079375088,-0.0094188160512013,-0.227988164230013,0.148030925166077,0.0684257913750825,0.0237964480296706,-0.147737504105292,-0.080045265382172,-0.0906084235704352,-0.224379085182357,0.424022774940531,-0.28787540273625,-0.271326454907971,-0.036618948385979,0.217806453420771,0.228868427412369,-0.0424580274956022,-0.0394651326755943,-0.224026979909415,0.132274214201918,0.0794877653666803,-0.184209741960878,0.29022277122253,-0.161469609750034,-0.0380567115838259,0.171504610028884,0.0436317117387426,0.463165144449261
progressive,-0.195414189063213,0.0096787470246197,0.115380601253019,-0.399116939867649,0.0660075259818218,-0.261784787490184,0.0144655705777634,0.0042231058093602,0.0713294036646581,0.309490595875106,0.0831579217460789,-0.149839042659032,0.0345253231722245,0.0282862098384864,0.0684200468344541,-0.108004497893684,0.0985693915888347,-0.138994641994724,-0.179997941951443,-0.0011752081777179,-0.266117770486892,-0.119704029711696,-0.110087387184273,-0.0092774564273502,-0.0003200770240125,0.0497648113304362,-0.254040834416685,0.0312337848208114,0.0824652177388874,0.316159663420205,0.0023886345075567,-0.12490169840014,0.194883912202536,0.116627468465963,0.0857519788212854,-0.0124973357435366,-0.163124627790062,-0.118457162498752,-0.0083076708172822,0.272137129445935,-0.118619589645266,0.172411638755442,-0.0857567560903006,-0.0721893120873785,-0.358801566649107,0.0658498761043231,0.188210067388422
progressive,0.473929961968729,-0.136980673395178,0.000579199464673,0.0964005109015219,-0.159279852785091,-0.0401457628951513,-0.0211407804605666,-0.140854069815179,-0.146356464729573,-0.0719293335190853,0.132419477610878,-0.0834047229129202,-0.0554945487089873,0.157325054591819,-0.0414127617241236,0.0675853375340373,-0.158411053588081,-0.0029683972564494,0.0637843410471204,0.114572894105639,0.30487611821728,0.0732687322811417,0.0123079886243025,-0.133360676740971,-0.158157653822287,0.217742798750527,-0.0253399765794462,0.0588973455639415,-0.218394398148285,0.0914049155187168,-0.117541291362088,0.215824200523798,0.0963643109349799,0.0421367610549649,0.226575590586791,-0.121812887414052,-0.0845993218088084,-0.128763280990129,0.0262449757429979,0.341257084592057,0.203624811799122,-0.258938360675399,0.0965815107342322,0.0178103835386965,-0.0614675431884282,0.349402077064022,0.233127784530905
stable,0.181430945810991,0.282550221632437,0.313977368528906,-0.150539758261317,-0.319013838491751,-0.197978932502206,-0.23727907066983,-0.144901543327883,0.173772725252812,-0.0023247478526155,-0.0175734684738915,0.205867402743666,-0.199769655879314,-0.244718650772458,-0.121078440593527,0.112163521133746,-0.183330989415876,0.0391056836031732,-0.213456935371118,0.0109252507280846,-0.183014637960276,-0.351214933903448,0.0704496310342555,-0.099711656959375,0.0973027422057284,-0.264882911901074,-0.0922391840448505,0.271076434894185,0.0175241292560457,-0.139263328394448,0.11683526785879,-0.0148520720072217,-0.095313694521593,0.185094624594951,0.174098751064852,0.109717843825627,0.0824061681588812,-0.0422614586740146,-0.301252687502917,-0.154946427619896,0.0199746437423858,0.100742943355916,0.206315325446854,0.176559907343276,-0.200096649126998,0.199954436087325,0.0752132841454827
stable,-0.191913629354289,0.137389229601613,0.0996057727371958,0.185557745952645,-0.244156720957447,0.0045512665072488,0.0921035603648979,-0.445751722707455,0.0929093955818921,-0.109707087429095,0.26482469180458,-0.198814302761789,-0.378538255735068,0.0084669446743331,-0.101546587133055,-0.137695673979907,0.145912923234889,-0.379968329500438,-0.327770637064435,0.152439053513363,0.0182050660289952,-0.246074835769729,0.437829568038977,0.174764093961639,0.052265791186735,0.0124393718003608,-0.362001609099004,-0.119456558575545,-0.116369415209032,0.104043541326558,-0.33394492379746,-0.208348127864255,0.19451273167389,0.0750675228901337,0.117742740015459,-0.214374867304029,-0.279261626959743,-0.39945592200155,0.451744412771863,-0.201685800084317,-0.1729027281083,-0.112533185584469,0.529422387773386,-0.453628478208779,0.0987999375202016,0.0470902861311105,0.188383844108019
stable,0.0131690562892331,-0.0134358743939943,0.296177140966501,0.0424828690869009,-0.102055663900797,-0.0306298139584394,-0.0266591987723313,0.218456192688081,-0.101291388312583,0.0302047139271248,-0.0650945728802268,0.229576628613639,0.251057747217298,-0.25423695277064,0.164097656768925,0.229721343517916,-0.0762150088057846,0.226460735830918,0.126489871019866,0.181196627177438,0.102308914983283,-0.198074002888777,0.24440990630206,0.0215218196704877,0.104823336445101,-0.251989349413583,-0.139717717738961,-0.153999269854826,0.0321267087495576,-0.0612324938723268,-0.116400528787283,0.020450024910684,-0.0842376413116566,-0.231037344678688,0.208240224914256,-0.0028807310632697,0.11292284874387,-0.133436186425175,-0.115297077642169,-0.0410673764294386,0.183837674180499,0.283822106013828,0.247277070343054,0.14605803948261,-0.126919493391939,0.0034957694064482,0.221355013114385
stable,-0.111402353620654,-0.168510899885663,0.198230908270626,-0.230082689472721,-0.204087042964993,-0.25628402459887,0.141456855632661,0.0768077246767994,-0.0005691384101941,0.110894123005235,-0.0352895768973548,0.173945672458798,-0.156716754444938,-0.0247155843290107,0.14643731596608,0.16918987202414,-0.105424403336737,-0.0260875074441103,-0.376385209499544,-0.0155564498786404,-0.177245676749485,-0.0732271451347709,0.0411556964761104,0.215138313007149,-0.149924037594848,0.273116542702472,-0.160926381703496,0.0725212138084423,0.101840828329392,-0.162658759145052,-0.104723464452604,-0.415859451444484,0.0709735567280898,-0.157844047892498,-0.113808710758492,0.0015336782422074,-0.298666863366434,-0.160074671065083,0.262861067946149,0.338497565684075,-0.0061197356422456,-0.0395071920634252,0.263125667382467,0.0898789368309253,0.134055060834821,-0.173570240805757,0.126632297779762
stable,0.0911667726650312,0.0022354218083847,-0.193920313119677,0.0826549742407969,-0.0798075930685783,0.152701562580455,-0.106040925466976,-0.303668397377481,0.0280641529744956,0.105550346472828,0.0282765686214462,-0.184225056091003,-0.200135999550683,0.105282298156438,0.0051030330422177,-0.175141758426164,0.102885035855139,-0.0073586849122168,0.0524767798276025,0.059339828230268,0.0010317331423314,0.227492100368677,-0.0030800268807835,-0.0955111783967111,-0.0832922211816486,0.141074334667612,-0.125451669585937,-0.0777137816914939,-0.158229426916574,-0.0546464539357407,0.290670582790266,-0.081066914404071,-0.205299722777744,0.24807618806127,-0.212592659989714,-0.25182886449073,0.114658931714686,-0.0994105227728754,0.150476255802878,-0.169664469244081,-0.128951470245218,0.12263463350614,0.329724716736753,0.0835501544672315,-0.195649983387703,-0.235756080538135,-0.0598910974092588
stable,0.143161353706724,0.120053488442494,-0.0942022899276733,-0.24898289372486,0.132318655621059,0.0367809865449498,-0.161312349631926,-0.457214950936324,0.316317935785643,-0.0562528466278425,0.156522402686451,-0.120554255623157,-0.3220949021017,0.0225345231298479,-0.219408600084239,0.0464189403988751,-0.165245912123513,-0.0295742936406216,0.058851029970994,0.0413024061616632,0.269507090636683,0.0435304572408463,0.0231368952457182,-0.107461733972192,-0.333547229798608,0.195458865356864,0.151805030694695,-0.223806642279629,-0.249309481016597,0.0368753339847849,-0.0746941423679209,-0.206802330623193,0.328133138251147,-0.0043399822324151,0.142878311387219,-0.304618853246089,-0.0640038516850656,0.0834176518049828,0.129676927305675,-0.0901163200332758,0.153162182329246,0.0191017278189242,0.290771552076443,0.0078888974692897,0.0277018598346633,0.181350294353829,0.0957626514326386
