group,ASCL1,ATF1,BCL11A,BCL6,CTCFL,E2F6,EBF1,EHF,ESR2,FOSL2,FOXA1,FOXA2,FOXG1,FOXK1,FOXP2,FOXP3,GRHL2,GTF2B,HES1,HOXB13,HSF2,JUND,KLF10,MAF,MAFF,MEF2C,MXI1,MYB,NFAT5,NR2F2,NR3C1,PBX1,POU2F1,PPARG,PRDM1,RELA,RXRA,RXRG,SETDB1,SP1,SPDEF,SPIB,SREBF1,SRF,STAT1,STAT4,STAT5B,TBP,TCF7L2,TFAP2A,TFAP2C,TFDP1,VDR,ZBTB7A,ZBTB7B,ZEB1,ZKSCAN1,ZNF263,ZNF76
progressive,-0.375770599187785,0.138042701280607,-0.0070904758282173,-0.0022650131117916,0.185977272244285,0.242159445299813,-0.0920777069358786,-0.138608954558555,-0.474914162244144,-0.115417189870428,-0.358610662895189,-0.421267819085513,-0.0817374296863949,0.0900588909014556,0.123246256930751,-0.0963861557898302,-0.230834379740855,-0.0425182352615675,-0.0396869688718279,-0.373899501399783,0.0213206669001259,0.100768463766992,-0.118273075967904,0.123369355469435,0.0357724353416662,0.0164952041837002,0.0931855937840376,0.017997006355649,0.0008124503553165,0.226993705333904,-0.241913248222445,-0.0471221206083614,0.389705353766851,-0.0015510415874225,-0.315255357570568,0.186666624060918,0.0323749156739787,0.32655580342179,0.131715436392233,-0.118888568661326,0.204269715092777,0.173913615453221,-0.210917036181731,-0.106012461514945,-0.117731442397693,0.016347485937279,0.076764248723548,-0.0862920756177151,0.29772612566192,0.0545572723448949,0.0585949044137409,0.250382427683927,-0.0294697901610285,0.135950026122974,-0.330150280751372,-0.390616282953115,-0.0755086436289679,0.118470033629799,0.290266354217649
progressive,0.0263033747243424,0.401735199789842,-0.0373958836080937,0.448870847295864,-0.392686838884668,-0.3794299380236,0.293154868927757,0.440664194381869,0.434591872445506,-0.396083731849069,0.461797077160398,0.0923473910322056,-0.0777377451853137,0.381714573999657,0.269226313178526,0.450013165283892,-0.472077939052655,0.390011409912707,-0.206849738832229,-0.327905384563574,0.376303594056364,0.381233598004698,0.370561943116536,-0.233213235555941,0.44805920030437,0.382977135986425,-0.054861324425057,-0.384029270975399,0.4314054064789,-0.38294707498674,-0.0322253916622801,-0.441024926378088,-0.204114187860897,0.420403080594204,0.171407820203658,0.203031991872238,0.352495282305873,-0.314768727701245,0.43170601647575,-0.309748540753856,-0.0924075130315755,0.134703339588318,-0.210757668791274,-0.441175231376513,-0.164463729276431,-0.247071356410709,-0.359349190234045,0.417427041625393,-0.24980690738204,0.381383903003122,-0.431495589477955,-0.51226949563145,-0.172189406195467,0.0924375740312604,0.356463334264288,0.109842892848854,-0.243554219447568,-0.439221266396991,-0.348677535345883
progressive,-0.0348508078809117,0.206408933876961,0.133570255239781,-0.217594523691903,0.112934263512828,0.0314441536647044,0.400083353144272,0.127149079666786,0.206217769107994,-0.0335322611411135,0.18261627263168,0.120620067557451,-0.252288478429047,0.170386629078533,-0.04143863991916,-0.336141188755173,0.200497531021211,0.205717799712234,0.212781092842528,-0.0082936099767232,-0.201963127583292,0.182498632773854,-0.162529266907914,0.13469273554987,0.0225770493810801,0.101645738822288,-0.108135537645681,-0.231368190379015,-0.129129350606855,0.0106268004902696,-0.120727904093791,-0.001666564652533,-0.0080926418862707,-0.0750444259714147,0.0471245663807433,0.11563507858208,0.017268550796688,0.208452926406685,-0.100087010706095,-0.112890148566143,-0.13690828620559,-0.0441345533276693,-0.196786973838954,0.0927443229134642,-0.147883104608594,-0.0377280827369026,0.103684829691269,0.304741150037154,-0.055104470069931,-0.21717788252877,-0.0424581853536508,0.116590902426915,-0.0533741838277423,-0.0708240960719119,0.154417018378673,-0.0452276236733013,0.0072887695244607,0.0522075885709691,0.0112149997793989
progressive,-0.0013703886423407,0.108260702744919,0.102927298299052,-0.135298100282993,-0.0865196721218375,0.0364449303800891,0.149298286953393,0.131038784232475,-0.0666675555733337,0.0601119126086226,0.172409706218816,0.19163218474246,0.16763186473606,-0.077260289403319,-0.0623712019919411,0.0379634691459261,-0.113334844474667,0.0452969002589929,0.0223706686479409,0.207928698327053,0.489302820377395,0.0847048331090079,0.0356671422317335,-0.150224225225245,-0.0875196854554375,0.0331485901322965,-0.0151113125966223,0.0926308647160598,0.175409746219616,0.102927298299052,0.0828899940961783,-0.133075848430549,0.0795195787866375,0.0168150390168297,-0.250336671177868,0.249966295869127,-0.159816945721631,-0.0348523165525039,-0.0098149456816296,-0.0313707886503409,0.282003760075202,0.0468154390248299,-0.124668328922134,-0.0042593160505185,0.0615193387818374,0.0874826479245635,0.0471117392718225,0.0511488301370966,0.100482821261364,-0.119594187192386,0.0703342711298671,-0.215891767464979,-0.130298033614993,-0.191780334865957,0.12444610373689,0.166483701278964,0.295818759091231,0.0076297313600593,-0.370671608987736
stable,0.270229206667301,-0.024277794743306,0.201414093248536,-0.1485306025313,-0.195908013648615,-0.0412352536908144,0.11136901678739,0.0269516957779061,0.0799519161740476,-0.0161195772692597,-0.233833288478249,-0.260585158873621,0.241636370742742,0.0391271948285381,-0.0387997581868612,0.0842867420466402,0.0036285123917548,0.20214118065528,0.108003640790457,0.119537126607107,-0.18667153049654,-0.135264966987834,0.0235329011143552,-0.238183942103913,0.0408830861849625,-0.0613424354996498,-0.177332166949496,-0.170498534560662,-0.201620843273039,-0.0342453222403947,0.141832495278145,-0.242771022791091,0.147920244803461,-0.0160740724791777,-0.0677190415185297,0.02110136254867,-0.144931767176555,-0.0501947511641305,0.159561557187913,-0.225678038707904,0.0367015916702549,-0.18946413967918,-0.090913624410971,0.042635020603119,0.283598711840301,-0.060702400734801,-0.170979302560224,-0.0715622178113234,0.200902658977397,-0.15535236410533,-0.108452753283875,-0.0382220451997334,0.18845512042084,-0.0495962642510957,0.0724643997364271,0.0917129259411068,0.140752251130982,-0.0354244898442583,-0.0571470917010042
stable,-0.0484237128185515,-0.0367888324039773,-0.130668656963679,0.0526160381501187,-0.266754363513091,0.331782510931389,0.0107869943924594,0.0543824673628577,-0.235194161578821,-0.0543824673628577,0.0804078577638788,-0.0535816861197493,0.0351637175282575,0.168729318400828,0.407244366899598,0.274691518775664,0.0457622928046914,0.111944507308646,0.0338918884950854,-0.0339154408845886,0.222876261868654,0.0690556060233429,-0.0029440486878983,0.351095470324002,0.0768278945593944,-0.0410989196830605,-0.207213922849035,-0.0523334094760805,-0.101534351148237,-0.324198641511363,0.0751085701256618,-0.0579388781778388,0.105726676479804,0.0033679916989556,-0.0234346275556706,0.228057787559355,0.231331569700298,-0.0345513554011746,0.140042507985947,-0.103300780360976,-0.414734026761612,-0.411813530463216,-0.310797331884049,-0.313058361276355,-0.396928420297202,-0.101816979822275,-0.0225160843650463,-0.18655847725474,0.325541127713044,-0.0045927159531213,-0.211005857559048,0.0194307213401289,0.154668541867426,-0.230624998015202,0.144234833317514,0.0132364429007908,0.131964038386354,-0.0203492645307532,0.007960707652077
stable,-0.0940910712274528,-0.014179113345333,0.0349034928121755,-0.0702571162067424,-0.0989322715727658,0.0246882844934127,0.25793401004876,0.117888280894499,-0.0212158485721066,0.175238591626545,-0.204827787664976,-0.01256231778409,-0.0198195251328513,0.0968883112751716,0.0403142461392899,-0.135673032068172,-0.216811366128848,0.0849828166878366,0.155795706368756,0.179092260592122,-0.0040511752415237,0.0575064784851213,-0.174329144123346,0.16474319998609,0.18592689637374,0.0093425061692281,0.005805765879009,0.259904479639025,-0.026920564728538,-0.0534369305667653,-0.103130428228948,-0.0796868925909241,-0.0393956122976745,-0.160871158343681,0.12753393623146,-0.130579207416415,-0.0058884429247544,0.268080320829401,-0.168661173320579,-0.1418875900067,-0.0503824730433942,0.0295019258234772,0.0119560194486239,0.157715651097732,0.0948535373159936,-0.0538549089647003,-0.0630045020271892,-0.0158372474294487,0.32306055625008,-0.0163838345652099,0.0588706497399201,-0.047259117981902,-0.0587098888176374,0.0664218199179983,0.0436029552922729,-0.004905504714226,-0.064249250882578,-0.176474154143518,-0.172482690101699
stable,-0.239143347743434,0.0167668189822666,0.382764295699891,0.0138891975437005,-0.206385001148119,0.223250382729094,0.121587634653538,-0.178514140117601,0.134776732913632,-0.231297968108135,0.0900384580836087,0.0770647749877006,0.169958500106045,-0.149719635765169,-0.0583510906536357,0.29379580067236,0.21878153418149,-0.150388235661559,-0.0311843933437829,-0.0325012709512623,-0.187220164300381,-0.136068207789486,-0.294001054743896,0.241091229204498,0.0452646194293092,0.156981768682341,-0.0696969667069651,0.0502008782388269,0.060936072623873,-0.117461214928249,-0.370046672138771,-0.0689186270099518,-0.113457744424029,0.133421243154082,-0.126224141229871,0.373331753392614,-0.111700891504792,0.0719811803347535,-0.354682083942246,0.364157302838654,-0.200609436085687,-0.111335092169381,-0.0742989255682878,-0.23348666746501,-0.0733082190348832,-0.304630573765379,0.215511694566622,0.150543700379109,0.450929985744456,0.0004064437060121,-0.128144587740779,0.214500665847917,0.132117574967048,0.352625478789825,0.18082883702334,-0.161656887410746,0.492114926474668,0.195937365685077,0.332483144829127
stable,-0.156236819462773,-0.150233523507964,-0.0872822950929582,0.0573596168182095,-0.208135104544316,-0.178248904630404,-0.0881890429194658,0.0137419196465539,0.1093048026494,0.1619587109197,-0.181026471248384,-0.126892583767003,0.197217652265389,-0.0637902307142457,0.100409293799697,0.159697052547836,0.102566728283456,0.114755711997256,0.0933272806030085,0.140410422054133,0.144542899217469,0.136486392667005,0.16208899077983,-0.121968005054074,-0.0469997623406407,-0.0491467744355895,0.174632335713184,-0.0310274514886544,-0.0037364263885396,-0.0848903568609642,0.178467774795423,-0.135626545590145,0.0395790215076135,0.178373973296129,0.292952504683607,0.0419657485452023,-0.0785743892418428,-0.11885692199416,0.0424764455969134,-0.0527424985751884,-0.0759427360672088,-0.0008754806600762,0.132213213254728,-0.21378403927957,-0.200552816684727,-0.0545612054226087,0.0759896368168558,-0.0370151138602473,-0.26065352176008,0.187900036668864,0.126074426245384,-0.214425016191412,-0.201172948818948,0.0480315788328734,-0.0632222105240772,0.146314705315242,0.078725513879594,0.0304333753264599,-0.184184455057945
stable,-9.62007253548858e-05,-0.166886058323337,-0.0736601553986564,0.0287714169369074,0.189530229060718,0.071195936818412,0.243979839611583,0.027802009627562,-0.0851968423854462,-0.281268720770297,-0.072816549037852,-0.098006338969239,0.0488921686476716,0.107774412620658,-0.343436589516942,0.0202909529940844,-0.12890157191975,0.0314428370794546,0.419731164779163,0.112880451120264,-0.0738599569051627,0.111770442750784,0.27639948405618,-0.0700489281699499,-0.138418043674088,-0.151760344275231,0.361722127390167,-0.205595750194984,0.0093758706942031,0.0590228450331207,0.0441117326031134,0.0094572713079649,0.0228439722438871,-0.0573652325346981,0.14421228736277,-0.0699453273887985,-0.170430685049875,0.365126153056571,0.166131252632091,0.0600070524540591,0.0749329649956595,-0.293967216517141,0.114227261275232,0.0753695682876548,-0.276081281656929,-0.433413867946947,-0.0224295691192815,0.159153000015964,0.189352627721601,-0.0240427812829249,0.150080531609418,0.0954977200542155,-0.355661481692809,0.101654566476928,-0.0910946868552803,-0.0345138602350144,0.152751951751966,-0.0178933349160088,0.38067367028508
