group,ARNTL,ASCL1,ATF3,BACH1,E2F3,E2F6,E2F7,EBF1,FOS,FOSL2,FOXA1,FOXA2,FOXD2,FOXO3,FOXP1,GATA4,GMEB2,GTF2I,HINFP,HSF2,IRF3,KLF4,MAF,MAFF,MAFK,MNT,MXI1,NFYA,NR2F2,NRF1,RUNX3,SREBF1,SRF,TBP,TCF3,TCF4,TEAD4,TFAP2A,TFAP4,THAP1,YY1,ZKSCAN1
progressive,-0.1011886718119,-0.122833698096976,0.0458465517376821,0.0526151876288535,-0.0978773966996719,0.1147989864276,-0.177615823115449,0.0843401249173292,-0.0431683145145568,0.122638917208022,-0.088868780585523,0.0215719834517187,0.179198417838205,0.0007304283335796,0.0303614710657937,0.130503195599562,0.0540760442960127,-0.0469665418491709,-0.0476482749605119,0.089550513696864,0.125828454264653,-0.0605768564648716,0.119498075373629,-0.0423404957364998,0.0212554645071675,0.0835366537503916,0.213528549516448,0.0188450510063547,-0.240530050247776,-0.236877908579878,-0.0849001199730736,-0.103599085312712,0.0028973657231992,-0.137904869379836,0.04879261268312,-0.0667368020780599,-0.0047721317793869,-0.145209152715633,-0.0300936473434812,0.0912548464752165,0.107032098480537,0.0678567921895486
progressive,-0.0558332457853647,0.0475605556238582,-0.157655532576093,-0.294762770234897,-0.0677233846913292,0.0127500242632538,0.120028135389886,-0.112467074489585,-0.108731020868259,-0.149442144853021,0.125721169479525,-0.0882123771701858,0.124861284122236,-0.0822228308883783,-0.0683757115141004,-0.0012453512071085,0.167766598329046,-0.0359372776908455,-0.249544660929171,0.346118681918514,0.0422826386032555,0.164356708119106,0.0888943552121738,0.153059593597479,0.0371529776787371,0.238069639092243,-0.246134770719231,-0.253962692592485,-0.324858757740019,0.0452774117441593,-0.104312989204946,-0.303450577465439,-0.217610297832603,0.185023607913264,0.141881083952719,0.186239307901155,0.0415413581228337,0.0458407849092798,-0.127796754824706,0.0624158164515096,-0.122578140242537,-0.242932439043809
progressive,-0.24286992075325,0.0440673967765908,0.0258307910735114,0.125419267492591,-0.0233778019936816,0.183311729924583,-0.0970106777187498,0.209972985011422,0.224537307649786,-0.164940713860965,0.193978152107326,-0.0067733220971426,-0.0309239836639213,0.0245874952385292,0.0499334489400978,-0.0792637097576326,-0.116850607008254,-0.0190958719365227,-0.0692933412276784,0.033088950542597,0.305303533223439,0.0990316334968484,0.0167004872969237,0.154163883167779,-0.203742104726453,-0.203103655513895,0.0644785700983843,0.0606142722328989,-0.0691301286470244,-0.132034177379099,0.0775691791408421,-0.0230657779424312,0.163159776583828,0.0924551265704944,0.225862209775095,-0.0389214001159693,0.0091495052566647,-0.108699578715591,-0.147011331839117,-0.217365554841047,-0.196608754877868,0.0586077175648581
progressive,0.28576463979496,0.0103340848041573,0.105951564202623,0.288882995209548,-0.157005569129828,0.13419806266732,-0.0600827316508373,0.335005647388103,-0.0793005033919018,0.245878698445581,0.19754418951947,-0.0071432094962069,-0.384899334021508,-0.0020305570141502,0.059756392130706,0.598071560560598,-0.160486524011229,-0.0789379039250892,-0.342112596937628,0.598651719707498,0.172416046469361,0.184200529140769,0.203019441468339,-0.08618989326134,0.261869334932014,0.109468779030705,-0.240403446496712,-0.474678962004292,-0.0034809548814003,-0.196782730639164,0.0416626787367605,0.170566789188617,0.0068893898694382,0.295446045558855,-0.0389431827356664,-0.0546799995953305,0.241019865590293,-0.0550788590088243,-0.195441112611957,-0.495891030812825,0.221113154862285,0.225101748997223
stable,0.180806288515627,0.143181240887315,0.198240014760954,-0.110530255729133,-0.0392719583397467,0.0288523071779393,0.238542272599343,0.0491122498405674,-0.0923956121274508,0.019654114793779,-0.244823080294676,-0.204527684584252,0.0420364156053688,0.0446508863597709,0.219543981178153,0.116480700978184,-0.139009067085014,0.0196786223936516,0.0800310378397589,-0.0952375134086701,-0.111687994747111,-0.0493279167194457,-0.255027064577605,0.164024464426909,0.0177836947715071,-0.2367238086888,-0.247285603929869,0.231765431082589,0.0942327018138961,-0.0063435471510072,0.142498949306864,-0.115505298503257,-0.276549638785666,-0.159326847683342,0.0258741436414287,-0.193155177939401,0.117862929610995,-0.19927717638756,-0.10026549259852,-0.129458945566685,-0.0821916278445217,0.33878325759799
stable,0.0419088258646672,0.23046982971397,-0.223234269205683,0.370081692473876,-0.484874434188688,0.389755526046409,0.14571040661689,0.186654491080453,0.306397274984268,-0.367348258504078,0.0152750721841621,-0.0748248836690345,0.0532330523109708,-0.281738944172692,-0.198116537726914,0.0202021443398053,-0.208763148189108,-0.0294360977503815,-0.0967268104774534,0.273033301529387,0.325692103006367,0.0027678890198368,0.527449391020784,0.0517170301092345,-0.050269918007577,0.137636439890976,-0.2298266687799,0.152096075890871,0.0100034495281242,-0.286826806561852,-0.0300677736677717,-0.512541839370377,0.0776731678056301,-0.174020972732649,0.0655679602250987,-0.231469026165115,-0.462398256546278,-0.108958353241463,0.078902064590371,-0.094889207808682,0.0856093143313865,-0.126197363277874
stable,-0.0626476607702923,-0.0279509161122884,0.0599274213837926,0.263607627527976,-0.242722031164516,0.185797827089979,-0.127116421398325,-0.0178093524934927,0.185966701011625,0.0748476605691406,-0.0742999613638051,-0.111552635646708,0.0368145149186345,-0.12898316285651,0.0371476986018803,0.0867646824452322,0.188152933672922,-0.216610471550146,0.167116720027994,-0.0200184059550125,-0.083861876656954,-0.0394708560645117,0.19347930844481,-0.0082611296804771,-0.0538068827641684,0.0349979792209385,-0.24570242767355,-0.0531587720378548,-0.0202557422773246,0.184501605637352,0.0113145527502225,-0.0619767292437563,0.0528027675543867,-0.110502878836482,0.25355734711007,-0.150754206268596,0.038704077177042,0.0057097642156225,-0.117011371059885,-0.176121807795719,0.0369514397199684,-0.193146124761564
stable,0.240692562014173,-0.326817334604892,0.150448761130913,-0.0550606847669673,-0.301845600306776,0.125170354653352,0.0689491261484859,0.446796310534311,0.318251559710403,-0.0826732072769687,0.152872072666525,0.110972234502394,-0.167111282880742,0.112433437239748,0.0305760180479688,0.418604518352025,-0.251362949904852,0.196057729151661,0.0884498688531755,-0.124605115734375,0.311266248956384,0.121991386832441,-0.0308786814407541,0.107157873995967,-0.183818903480489,-0.0897366893708454,0.243174000956347,-0.0759785335557576,-0.187017915234696,-0.474842784200193,0.0742908343721469,-0.108888667636167,0.107214999205864,0.0339614383818387,-0.249483831158255,0.062225388723994,-0.0276977092265139,-0.273205826215301,-0.308394955511583,0.0757971359594194,0.299202807701561,0.228635133939339
stable,-0.451164965425451,0.327568082566784,-0.348150500605991,-0.118565170117424,-0.396496916517534,0.415113741787019,-0.286833219906746,0.429082759153096,0.253392549165601,-0.240769758097537,0.248964846702554,-0.477618568117972,-0.0303643133072813,0.0989297173448797,-0.23594279460314,-0.0157912856630079,-0.0098433200421277,-0.237043321804938,0.0377404049249132,-0.356171552351189,0.291491265272495,-0.0257472177909011,0.346092770675188,0.143124842276617,0.289387466761151,-0.311198380281436,-0.325837951430934,-0.21548322611204,0.437549140510184,0.255030543140371,0.342048973049977,-0.27477860799868,-0.167285253404461,-0.0925415408432804,0.23541044656134,-0.249287326766337,-0.316260805409706,-0.218426496535453,0.0442002436629087,0.179145353528023,0.328417791941195,-0.489616873983155
stable,-0.112171360420325,0.0319732774164234,-0.284916598569128,0.309047655550391,0.259054432985622,0.157747271379372,0.194055781976412,-0.0061260351829366,0.113469691872007,-0.0340700080941399,-0.0604619526033323,0.289027981499454,0.0325403647171581,0.0049247055063802,0.201092141510528,0.0503961530152914,-0.164604550713256,-0.316166093509613,0.0243772922565823,0.0507990834658135,0.235930702130663,-0.230744837998945,0.0375173019486061,-0.14096596428263,0.162507820035539,-0.258964892885506,0.0449267452332055,-0.275126880956444,-0.267396585646429,-0.0968973116755367,0.0352041826956093,-0.0471577860610959,-0.159687306881885,-0.0753703792726471,-0.177849023855415,-0.17839372613112,-0.178565344656343,-0.0823097370316375,-0.363003027545294,0.210531160397757,0.157971121629662,0.0366069775974267
