group,AR,ATF1,ATF3,BCL6,CEBPD,CLOCK,CTCFL,E2F1,E2F2,E2F4,E2F7,EHF,ESR1,FOS,FOSL2,FOXA1,FOXD2,FOXO3,FOXP1,FOXP3,GATA3,GLIS1,GTF2B,HINFP,HNF4G,HOXA4,HOXC6,HSF2,IRF3,KLF4,KLF9,LHX2,MECOM,MNT,MYBL2,NFIC,NFYB,NR2F2,OTX2,REST,RUNX1,RXRA,SOX17,SP2,SPDEF,SREBF1,TCF12,TCF3,TFAP2A,TFDP1,THAP1,USF1,ZNF263
progressive,-0.124166186952883,0.431161098220688,0.150162413422358,0.111094776087123,-0.0762295362638718,0.0904492766823248,0.0331549617660494,0.116298907889753,-0.0462019400881351,-0.417136818151629,-0.110899315737729,-0.0450047454480935,0.321898762909138,0.0667008442308878,-0.221749766388109,0.207945379212119,-0.196095595530075,-0.0711231346359393,0.116298907889753,0.173153437019891,0.288914828948809,-0.134696613276514,0.306530692937992,0.0755209924973165,-0.03689314094822,0.0912799831672516,-0.23748432451437,0.176085342260809,0.0023210916490602,-0.130152160153091,-0.0245791389363638,0.0704634559567328,0.230960835353327,0.0419995425761524,0.0299054334573651,0.126169655534178,-0.0766693220500095,-0.118106916121653,0.0908890624684625,-0.155733033380102,0.100051266346332,0.0080627394125249,-0.344669893613602,-0.11532160614278,-0.0473258370971537,-0.138654685351754,-0.0308338701169892,-0.0753010996042477,-0.105524156129379,-0.190378380310285,0.0922084198268757,-0.151799393848537,-0.203840711874834
progressive,-0.48264367757578,0.255213308188967,0.126307558124988,0.411163874345159,-0.1162690892698,0.0502218691843397,-0.35920003556536,-0.0571602226577788,-0.388223020520213,0.197728311538814,-0.116091939819414,0.406764662993914,-0.218750046317915,0.0149396036491922,-0.321378627908018,0.1768837262101,-0.0497789955583755,-0.452410171376624,0.0914681662158051,0.120963549705021,-0.405878915741986,-0.388075395978225,0.301213115472448,-0.153322849308804,0.0012105212443021,0.165811885560995,-0.419548948330081,0.120874974979828,0.0643052504900011,0.0889880739104056,-0.252733215883567,0.205729561714567,0.0146443545652161,0.406144639917565,-0.200296978569407,0.219399594302662,0.255508557272943,-0.223887380379099,0.205788611531363,0.0491884973904233,-0.404432195230503,0.209183975997088,-0.291027022075271,-0.199736005309852,-0.248422579257516,-0.0219960567562217,0.290613673357705,0.257043852509619,0.120254951903478,-0.444113672116895,-0.0405376992299227,-0.243905268272681,-0.151078956270586
progressive,-0.271030761590731,0.124810625682665,0.214907570679102,-0.125163662557852,0.156970834175757,-0.360508683025196,0.0547013711677241,-0.085715418846852,-0.205859187206835,0.0128253944246136,0.224159071257641,0.217214400671765,-0.149653782228382,0.118320550525112,0.0368222296941961,-0.1330997380672,0.02000219884623,-0.104832607444325,-0.176262123150035,-0.0376395342408626,-0.134734347160534,0.243532574298743,0.050107055668711,0.0583187901079998,-0.0153014886725028,-0.189856460905536,0.044018378602124,-0.193841425085732,-0.223970462516103,0.0922780358280739,0.0100784773683615,-0.0597744627029503,-0.0866439541898104,0.0138845050501756,0.187085363241394,-0.113116883707282,0.27577499685866,0.133888025884399,-0.0084390321534505,0.23852235234403,-0.229324049102848,0.0870405161591989,-0.0338141620727369,-0.0926697616758845,0.158919791171654,-0.142670422669882,-0.008569607436054,-0.0365997681016123,-0.0890620149787647,0.0101413469488743,-0.0079554199956596,0.169007940783172,-0.0598373322834631
progressive,0.0489321866110559,0.0625588714900841,-0.0421552791578494,0.233183912368397,0.188040964333328,-0.0560734439273381,-0.466039909860027,-0.3271497420556,0.054834654392881,0.037528035896789,-0.127449582103852,0.0254680554289859,0.124279738295094,0.0726513626972788,0.0306053884983522,0.247612166946192,0.0123878953445711,0.0094366614536585,-0.123551038568943,0.366390222308845,0.27111273311457,-0.277853205581469,-0.0770964310268014,-0.24914243637111,-0.242875618726209,0.184943990497185,0.130036466131689,0.449279816158548,0.178531432907054,0.0570936235439498,-0.239013510177607,0.43281120234753,-0.201121124417743,0.050170976145513,0.113640722293286,0.0038621085486015,-0.0676597695731428,-0.139873912434731,0.0419731042263115,-0.12315025371956,0.140420437229344,-0.306090319969829,0.458534302680669,0.168803291562935,0.0273991097032867,0.115498906594972,0.0275084146622094,-0.306782584709673,-0.355787641293344,-0.272460827607949,-0.455838113693909,0.122603728924946,-0.173539839782918
stable,-0.479942022739044,-0.189589067951758,-0.0543436138576131,-0.233601879297177,-0.119183018473929,-0.278027649389777,-0.311950794890978,0.273046761616462,-0.358056711564893,-0.299091474281394,0.146754604615431,0.431112335605006,0.162814111450206,-0.432228202858024,0.17042211976409,-0.166233956583471,0.224812594188759,-0.144542395345668,0.413050515790406,0.426153901853406,-0.281943435524384,-0.0391783628441547,0.522778438598999,0.428936248022349,0.205321527078955,-0.113115551302007,-0.147812872421443,0.0794657591086319,-0.358693234267402,0.0078120470329402,-0.412270482601289,-0.0538945334233276,0.402816363197765,-0.0573485477200713,0.0502784596655157,-0.406479297522633,-0.132257116682519,-0.147983718238834,0.445251535452304,0.408318574779576,-0.105320100719899,-0.407132416675974,-0.141896725830639,-0.197960513003928,0.158646449767674,-0.369189025026105,-0.343485027734142,-0.221162351267469,-0.118523065487892,-0.257491005877538,-0.17664871761164,0.163557046690404,-0.46057884592683
stable,-0.085068401911248,-0.0666823549051138,-0.0349048506091533,0.0203220232952537,-0.300454355686536,-0.121874862366519,-0.146687434214049,-0.0056131856903462,0.0131852586318134,-0.203850284407576,-0.0232202599884325,0.0971081124429908,-0.0985171366060777,0.0557538260304396,-0.196598964934129,-0.165554611422213,-0.0696951464082996,-0.256213288061806,0.108678148253705,0.0638184846549371,0.0058995727153639,-0.0120855324557456,0.0619970631758247,-0.0884363133254558,0.0372646796952989,0.115116128576102,0.0235066470134502,0.184834185946403,0.20034490722136,0.0954356122168876,-0.159116631099816,0.0998574278831604,0.0883446694774501,0.0260497637956071,-0.145644985442985,-0.0671749405881441,0.0043759937422699,-0.0732807119615208,0.0972799446580014,-0.325782424179098,-0.103122239968362,0.211021415514018,0.0593966689886643,-0.0400483615784707,-0.463580405136599,-0.411297589849374,0.0080990250674996,-0.0614357446067901,0.116318954081176,0.0488919929110162,0.0150639575159293,0.279009695253213,0.0411824541975406
stable,0.0537598749203722,-0.0227700157889241,-0.0863152011625841,0.0873284189427287,-0.0640791785280606,-0.0196573377436152,-0.0989393470178986,-0.146966782605561,-0.158764836486974,-0.0368546557417442,0.0104699170614937,0.182461353219003,-0.084521531849085,0.0153488801559735,0.0897291061155036,-0.126268842817473,0.0535316727176369,-0.245258035367692,-0.0351111909128469,0.053823771537138,-0.285312085991784,0.0038109767856788,0.152311278193621,-0.0022044332784226,0.0545768388061644,0.127231856113016,-0.0579314111863727,0.0920704607155674,0.0790811913358764,-0.0282879450510626,-0.0331212677049954,0.049506185861387,0.0103193036076884,-0.0359646671510767,0.0437235420440755,0.0161567159536563,-0.0122407661547193,0.118783810567757,-0.0607839387205634,0.0708248356409148,0.141138498347703,-0.134059666018855,-0.157687722090064,-0.0845078397169209,-0.003126370177473,0.0230073460797688,0.0992405739255092,0.12655637759292,-0.0492323432181046,-0.294412789836866,-0.113708593578925,-0.0597342085879812,-0.198284893956666
stable,-0.0740757980025332,0.0499209094933775,-0.0025830546940669,-0.194283621993251,-0.124114669010043,-0.153838954135133,-0.183209354717829,-0.139241972924867,0.0272531426367388,0.100089840631853,-0.0342209377150749,0.136011642230179,0.105121857016743,0.0889460063096347,-0.0292867184829266,-0.0375793121045898,0.11247176674342,0.104736717714193,0.0510128096626493,0.0082593224253695,-0.11431882224675,-0.0220053675849751,-0.0067227980874468,-0.0170227538854907,-0.259281424497978,0.0927086761450203,-0.0160175604701961,-0.0260372316449181,0.0162837300405449,0.0428966542031492,0.0900600872764356,0.0242153815933259,0.11231146007037,-0.0758563111132757,-0.0074678712408096,0.0654888047045751,-0.0426042709629933,0.0222927097347835,0.0514352530337711,0.0232908456235916,-0.339207911957838,-0.0534547138269859,-0.0757282674184488,0.0305621143408481,-0.0834280288152441,-0.0696991233628202,0.0148500439457114,0.131720666126374,0.154267446814672,0.130839483533628,-0.0945637973929061,-0.047507235434987,-0.0239159408266835
stable,-0.0833466473503358,-0.0603075704249562,-0.220031876699243,0.0951831904222963,-0.0459349904788306,0.176561341408613,0.188612629538466,-0.163487457764983,-0.0799618561997364,-0.0824876671187638,-0.0503730550086196,0.043715958213936,-0.0720111760801257,0.0271396849356225,-0.115578857944564,0.136317094963947,0.0615858148171766,-0.0334081954350711,-0.0411594694294953,-0.162188761462487,-0.0135340516248291,0.0368032125408084,-0.0147560532637917,0.112695138595715,0.0070661350001941,0.0099447413714743,0.293091213180989,-0.123360809804402,-0.0736422159245989,-0.10407977139215,0.109034246656396,-0.115808941935164,0.171202940916425,-0.0713260370858956,0.0114223918888811,0.119321557524985,-0.0165404824353314,0.122685896765309,-0.0773798025274512,-0.0546832950991867,-0.0267408726852498,0.11779277723189,-0.0808054974986018,-0.127865343042586,0.0597400299148104,0.0091420038931599,-0.189016554766408,0.0044943072830467,-0.0795834958596391,0.147396917355713,0.00758765871222,-0.140949452641354,-0.0138970730322197
stable,-3.67482279041298e-05,-0.0279948000173661,-0.0229676424400811,0.042694091179018,0.0599216604204741,-0.150983769166908,0.0931347088002267,0.0139716762491502,-0.131058879997289,-0.17983112807165,-0.0841975397739423,0.0248491517087726,-0.0198734416505534,-0.025128438240844,-0.181866979897539,0.022761852363818,-0.0298983582228,0.257759420165148,-0.0705712968670909,0.0915692342915107,-0.0949206726763674,-0.0470965288819328,0.0677931308375387,-0.0071512051501436,0.0826320652652264,0.389347474644256,-0.0517488545345956,0.0621192044491411,-0.0533510772712157,-0.019469211143608,0.102939136005049,0.182366755797035,0.129993181388069,0.026436675154231,0.0764142651038476,-0.0923776953054016,-0.080030290729614,-0.13436622050866,-0.163801551059868,0.27815468665194,-0.137291379449829,0.110457823434233,-0.164073487946359,-0.275905695104207,0.018962085598531,0.0986028451123612,0.0824483241257057,0.107150482922862,0.0927598768756046,0.0578270114299387,-0.0003307340511371,0.0433776082180349,-0.189650254567633
