group,ASCL1,ASCL2,ATF3,E2F7,EBF1,EPAS1,ESR2,ESRRA,FOSL2,FOXA1,FOXD2,FOXP1,GATA3,HINFP,HOXA1,IRF3,KLF4,KLF9,LHX2,MEF2A,MEF2C,MXI1,MYC,NR2F2,POU2F1,RBPJ,RUNX1,SETDB1,SIX5,SOX17,SREBF1,STAT1,STAT4,TBP,TCF12,TCF21,TCF3,TCF4,TFAP2A,THAP1,VDR,VEZF1
progressive,-0.448139410715862,0.120756564759776,0.168340574998851,0.0084243120168158,0.150715069165397,-0.192059747449655,0.201382329047515,-0.1184744744728,0.144937010779224,-0.27814796189239,0.0776153473134304,-0.145689615022801,-0.0735852729768556,0.0124058312409018,-0.127772778514415,0.0,0.176449278784489,0.0372903263914385,-0.140785548661427,-0.0143965908529447,-0.0389897553285484,0.314612851371518,0.0550857751186029,-0.0824465810060712,0.0844130630618697,0.101383074876724,-0.04272849899019,-0.0615678826358647,0.235905014027089,-0.0099780756164591,-0.29591913306331,0.150933567171597,-0.403444429669874,0.127238672277037,0.0835147934808259,-0.0058751686111511,-0.117479094666778,-0.302158465018128,0.102548397576456,0.115682555504691,-0.0994894254896583,0.12374270417784
progressive,0.126431363229822,0.0746541445403035,0.211173905680978,0.0810929161481119,0.0331136825544431,-0.069194540965019,-0.106195223890996,0.0012758856181371,-0.246305267817591,0.0732892436464824,-0.171947840862901,0.209779333028595,-0.0628447846328946,0.0013055573766984,0.522400981230757,0.11922112589942,0.122752065168218,0.0317784534191833,0.0575335398504167,0.0638832961825411,-0.0224318494723647,0.15070286173299,0.144145403090936,-0.0864931762062738,0.006676145676299,0.105364414651279,-0.11922112589942,-0.0425196300183843,0.423594025221531,-0.0801730916327107,0.185923239145287,0.196605072227365,-0.229778098298931,0.0814193054922865,0.142187067025888,-0.126193989161332,0.225386678031854,-0.224674555826382,0.0234703610220112,-0.11343513297996,0.0119873904587769,-0.0281881706332625
progressive,0.282514565397965,-0.016216400154068,0.0179958989320365,-0.180016392506751,0.269283130935973,-0.0816847342273937,0.208340081389417,-0.0491562619419476,-0.168090880535043,0.227259214902496,-0.175452839189057,-0.110300222640855,-0.0997189019503542,-0.144498170930363,0.229029146482733,0.209320719156845,0.0594362159039217,0.0140733478623209,0.131285870863833,-0.309245315858416,0.202537575965557,-0.0261136662068015,0.056833938121086,-0.0427366722644375,0.418569684330708,0.205785639595236,-0.0691708395952279,-0.1530081933121,0.144589059308808,-0.414116153786921,-0.15702163276026,-0.0444444170594234,-0.0126669697958619,0.0332125269232135,0.019057857880179,-0.0176371290171235,0.265193153905965,-0.207694295542573,-0.0066348516264578,-0.179294069078059,-0.254803177170084,0.26510226552752
progressive,0.271624758045472,0.465942603091606,0.125922600555623,0.0010143362530372,0.125198074660596,-0.415008432671236,-0.180080911208861,-0.404176770540589,0.180443174156375,0.0132588238789868,-0.349801102118842,0.129762587799264,0.0311183871913925,-0.0501371919358407,0.124618453944575,-0.0620194166142769,0.0950940237222413,0.271226268803208,0.438700429438606,-0.495648164787697,0.490902520175273,-0.400264330707445,-0.0113750565519176,-0.069155996680289,0.260720643325322,0.429064235034752,0.0240542597148831,-0.101759661956486,0.225508684827029,0.0525281273894285,-0.283651887902914,0.487787058826658,0.0998396683346655,0.419754077283661,0.394286992073476,-0.494887412597919,-0.0097810995828591,0.0880661225404832,-0.211235524695005,-0.363422188945343,-0.473441446105132,0.127009389398163
stable,-0.147503466234506,0.217652663160429,0.0720807530338854,0.212081760865098,0.358754096136398,0.181849129907477,0.414717883009665,-0.285714345837276,0.111642780619282,-0.265037783588303,0.240749966991045,0.343141814395162,-0.479520912352919,0.168685681586967,-0.15157872026971,-0.372868792249295,-0.0158883567115317,-0.31893342989462,-0.0549117959338251,-0.0763952720433454,-0.179032196526356,-0.287611029317411,0.455156569711263,-0.138610946138672,0.0590916678525094,-0.208384293631351,-0.0379627301258949,0.121299592474986,0.0948302992703397,-0.250203355184426,-0.11630602590701,0.254926658886745,-0.254756170484036,-0.14652315791893,-0.234943674457883,-0.0813684962450893,-0.0768960817263024,-0.0143365247732392,-0.168308863469616,-0.215285199204632,0.0920017416799438,0.406397855220655
stable,0.294971086625602,0.0124719395228668,0.0563237818782445,-0.120969811210794,-0.0447206484082996,-0.0521397948339097,-0.114979622109069,-0.31837169176154,-0.274748482577984,-0.188816704948846,-0.0008916693701041,-0.102507682586202,0.0813133875583424,-0.180368709250039,0.204672415414672,0.343681383882188,0.0428572880579538,-0.433054090747241,0.157265327237469,-0.123656250979698,0.204889616927902,-0.115299708549619,0.375724322912982,-0.312918790613596,-0.0430973528883665,0.201437256033397,-0.131384052187267,0.0721109023925241,0.0797586819899557,-0.0801702216992345,-0.536750665826915,-0.0656520152885646,-0.220002269585308,0.052471312933051,-0.157871205142796,-0.0988952784714213,-0.177910902652957,-0.126399849041557,0.0760548246064462,0.0378502215950614,0.201071442958482,0.124879438448943
stable,0.0693841869794412,-0.117411393047523,-0.0861966483447672,-0.147170082731549,0.139541620568207,-0.168328099603083,-0.109190560674698,-0.179320862803488,0.270835277303614,-0.0152117052267232,-0.0320015570420689,0.075484243564117,-0.258675861324227,-0.0018856364683542,-0.0764790637632488,0.0804854760197519,0.0660696269523341,-0.203228200952622,0.240986149419666,-0.134626304402498,0.04346912079206,-0.068267275210416,0.0031020302572925,0.0990117412735821,-0.15080117645838,-0.0857128039751895,0.035320638979172,0.0321100828819742,0.103217117569912,0.0337198828405691,0.123357704692333,0.167310669853971,-0.019444212983029,0.123660672662068,0.130312402266263,-0.339459783403718,-0.111668567352535,0.0267018785266945,0.295841439581788,-0.21090640412592,-0.138374967789226,0.148617093930286
stable,-0.191288053928209,0.0911040445084031,0.0799681631628944,0.0118913807341581,0.396352744000298,0.133168493957274,-0.0542262929760593,0.0425504840621763,-0.0093284713153315,0.0853804130765611,-0.0394137144736359,0.114231108356716,-0.307361502934128,0.138764379125249,0.0843674251248053,0.157566034320449,0.184229074831885,-0.298638828354477,0.0799272444377496,0.148505031745088,-0.148220596704447,0.0171090171989654,-0.044391826693693,0.0007455192117848,0.0006187709656045,0.110049414250453,-0.130253284295127,0.0351481868817105,-0.0207018808702175,0.0391891604941827,-0.182151202008678,0.0498459933501911,-0.38132159962454,0.109806895952643,-0.235870502000016,-0.110800921568356,-0.15877762779181,-0.324732000766946,-0.201587596452466,-0.0876688676316115,0.308431377894012,0.211616676183691
stable,-0.0187248089293552,0.102183082887979,-0.0938586785914096,-0.0557561662780663,-0.0557102596367249,0.134389142157919,-0.166972656034443,-0.0947717106803103,-0.0542004412103863,-0.103784714597001,-0.246870614920147,0.0356337551567625,-0.108951762116869,-0.0419484687101653,-0.223208291677631,-0.0267737733778767,0.0796123175618021,0.106549314553337,-0.0176587547026499,-0.24907923444246,-0.122948186988062,0.122132068919771,0.0967354947821359,0.121173130189529,-0.0325121035455489,-0.0001632236136582,-0.252068266867577,0.226518670592137,0.0789441208933887,0.20253500086023,0.0298954249890903,-0.055567438974774,0.0412700705658983,-0.0569089330495276,0.0767201991572953,-0.177265945170766,0.036638600528346,0.0075082862282786,-0.214241194402282,0.0597398425989125,0.0287885648589705,-0.101907643039931
stable,0.0020030415418563,-0.0687270700460376,-0.0688371272736121,0.126184279988444,0.297719474886097,-0.215418680105868,-0.122104825419682,0.105706298511078,-0.247482019072579,-0.195175487380661,-0.0865930266556353,0.0267585805976192,-0.298820047161842,-0.0641340150819275,0.0484031686872756,0.0455416807703379,0.194749932767372,-0.0948693301692395,0.130513197606375,-0.070253196935071,0.230643263253677,0.291959813309697,-0.304843846084421,0.0329804825298323,0.0939008265665837,-0.194859989994947,0.048990140567673,0.168028037912278,0.0424527412497463,-0.170706097116591,0.291651653072488,-0.225998848250032,-0.030977440987976,0.337897700099303,0.256088494268907,0.125714702484126,0.0458791896015665,0.0241025328388207,0.0312269040371449,0.0343965521912912,-0.157198406718945,0.200876451769021
