group,AHR,BARX2,CEBPA,CEBPB,EHF,ESRRA,FOXG1,FOXH1,IRF3,JUND,MAF,MEF2A,MEIS1,NFATC1,PBX1,RBPJ,RELA,RFX5,RUNX2,SP1,SREBF1,STAT2,TCF12,TCF21,TEAD4,TFDP1,XBP1,ZBTB7A,ZNF263,ZNF76
progressive,0.0459398322356191,-0.0430195117035472,-0.210533023904581,0.24135590279771,0.249159784555684,-0.357653373398458,0.0240987795167617,-0.13767225365482,-0.0286387736212433,0.110800396658024,0.434146138931804,-0.0194115423602429,-0.0662348329080855,0.148911806626996,-0.37569064727302,0.144911703713318,0.110137802923856,-0.017840949805179,-0.05158414923038,-0.375494323203637,-0.333530053373023,-0.102603866761284,-0.100738788102146,0.0190434347301498,0.0789958974179797,-0.31608175170661,-0.106947536796383,0.0834868105051155,0.013963549434865,0.0144789001169953
progressive,-0.187495834332259,-0.0227501677646936,-0.184139739087598,-0.274546410988026,0.204603010092656,-0.0242351656605613,-0.0371546473546106,-0.0660824063661139,0.028482259642743,0.186634535552656,-0.262161528536489,0.185951436520557,-0.0349865504266437,-0.176892949355764,-0.188921432312292,-0.0652805075023453,0.0317195550557347,-0.078823688312659,-0.0660230064502792,-0.0911491708483612,-0.0201662714258838,0.168992760549748,0.291653586748422,-0.119720530364856,-0.202672512828028,-0.320878345339099,-0.190376730250243,-0.0128600817782145,0.0266111622939497,-0.144341795478343
progressive,-0.0451772338859757,-0.130513078274918,-0.24835689924642,-0.0711701423375724,0.0353950082506377,0.0867504899063006,-0.0157535694688129,-0.007342683875812,-0.122612234943278,0.0237314003116021,-0.0672774613051137,0.0463176113948666,0.0891371027519118,-0.225299139657369,0.146002003174157,0.0508887448693236,0.0356211590646372,0.130830651758407,0.206889501053925,0.0885356378210622,-0.168381310321209,0.138957645904047,-0.0845082286440933,0.0662621885018396,-0.0411931301840279,0.323718049222152,0.0201081755681641,0.0677297629331126,0.0557630166689288,0.0341824549500449
progressive,0.606293222872608,0.507930077033144,-0.538992123087711,-0.544715997771476,0.572059348171623,-0.560028273995558,0.589012225419715,-0.522914233052425,-0.392504680543987,0.527435000318582,-0.408509654978207,-0.550075294449905,0.503409309766986,-0.630173082222071,-0.533851573212484,0.525028785483369,0.589230972222916,-0.531372442776204,-0.596230869925354,-0.520872596222547,-0.578949872472461,-0.523971509267897,0.508221739437412,-0.650698823922448,-0.141857301875966,-0.603121394226191,0.527690204922317,-0.541070217718123,-0.530315166560731,-0.647125959470162
stable,0.191318389116286,-0.154785883472582,-0.0243632211438943,0.355001724500527,0.146652648033442,-0.310275832185652,0.155980033341253,0.0412795225452585,-0.0278845334321059,-0.147245285581808,-0.280852018865028,0.0869481128572014,-0.0727958098719272,0.219237435550377,-0.321348589308119,-0.0505092853617417,0.170485355032542,0.176084350040234,0.338413789660903,-0.147122024860434,-0.258209517391514,-0.244794806562942,-0.264768959940152,-0.251893638028312,0.0010679308899841,-0.158654297952183,-0.0818875206804715,-0.074016584056415,-0.135777108065173,-0.0268432268579386
stable,-0.233630105970565,-0.182584582964795,0.0695281172397889,-0.0055631689112345,0.159757199787705,-0.234802509336156,0.175147867498744,-0.0720338420799731,0.5355814433634,0.0733096928013512,0.533144683427074,-0.0745510610708003,0.0837348874345945,0.064872986229355,0.0018045816509583,0.207883208530141,0.253767857897183,0.133378124061913,-0.0077700458346995,-0.199837303080008,-0.490673796801017,0.235147333855447,-0.0263216049725767,-0.202779805644628,-0.530972288955538,0.181745509967853,0.370582910882466,-0.16955021613558,0.0714361462465347,-0.0828843202870091
stable,0.178188443607506,0.0006687276756727,-0.0534066075229036,-0.067894180386964,-0.0602450350556391,0.0834535496627191,0.141953480304445,0.106020818553401,0.186368906818133,0.0001099278370968,0.215252446015339,0.0491423235088536,-0.146813206769437,0.175096723189156,-0.264161172870362,0.0543409941382272,0.125148262208259,-0.289114791891355,0.0596358516250605,-0.165908588138475,-0.19243783949119,-0.0123073374283055,0.240847310752731,0.0214130266011642,0.0838886806845609,-0.0532050731548927,0.0729050576279637,-0.185947516775928,-0.0758089846579398,-0.0560769378990488
stable,-0.0059242387827216,0.114137841449543,-0.0752195434868435,0.0861636728157976,-0.0157791084480609,-0.134133536703044,0.0313217727761905,0.0475202158813944,0.179371157426641,0.0199684132396631,0.0620039338946183,-0.0478182971437009,0.109023979522312,-0.0294554809406649,0.0598526965812268,-0.0114321742431712,0.110817519320936,-0.0108228759341176,0.135456209151719,-0.0192216944164615,0.0924324733288464,0.0351685367273795,0.04197388351258,0.186682737135284,-0.0721053521294585,-0.0908683045354551,-0.0778669092741078,-0.132288464211615,0.100989931669435,0.0311944567116122
stable,-0.0156492507669178,-0.0133494104131271,-0.155040248928919,-0.0521882873990543,0.219399601571069,-0.219167033445404,-0.028249274997349,-0.0994874759785893,-0.12204658416802,0.137106662349922,-0.280022359660879,-0.0915956642477162,0.0081295480371075,0.123545356533412,-0.0957302087039693,0.0711710146338261,0.116392594624094,0.0727266369854913,-0.247592026582144,0.138429716575923,0.150838518125252,-0.0058245395027465,-0.0260217891715427,-0.139794116246486,0.186669514019255,-0.133447590506138,0.122113770515434,0.0319600286468362,0.134052267632865,-0.260698532508466
stable,-0.0539336255828635,-0.201129011638141,-0.33549952601662,0.0478633334811087,0.208339782862044,-0.171226384848406,0.111641869163545,-0.211444829246214,-0.105461208114486,0.276753814331275,-0.070555189046941,-0.25044185729385,0.224431575379059,-0.0012434901396321,-0.145951895915645,0.219192729346999,-0.184551595752985,-0.0093004232928703,-0.227374747307182,-0.140359869252211,0.107543502253633,0.206316352161459,-0.0704153883803552,-0.0749920207285873,0.0502325868832481,-0.0969848729614902,0.215660923033251,-0.0970878839789746,-0.110516105901038,0.271014629071434
