group,ARNTL,CEBPD,E2F2,E2F4,E2F6,EPAS1,ETS2,ETV7,FOXG1,FOXK1,FOXM1,FOXP1,GATA2,GMEB1,GRHL2,HIF1A,HNF4A,HOXA4,KLF1,KLF10,KLF3,KMT2A,MAF,MAFF,MEF2A,MEIS1,MYOD1,NANOG,NFYA,NR3C1,PAX5,POU2F2,PPARG,PRDM14,SOX17,SRF,STAT5A,TCF12,TP73,ZEB1,ZNF263,ZNF384
progressive,0.0767828224357537,-0.0762024534075167,0.0229826135181848,-0.216303536823926,0.0863298929502522,-0.0998524913081741,0.143322131523125,0.116363990161516,0.0342998095688061,0.0770149700470485,0.0171208863329912,-0.0074867604642571,0.0690639143602018,0.0501148655882641,-0.115522455070573,0.321205238677762,0.402195736568234,0.093700579608862,0.190244967456085,-0.0224312629413596,0.222832688391592,-0.12959640400532,-0.0576016260525212,-0.138650160845817,-0.117698838926461,-0.351993815625734,-0.163751121317067,-0.128319592143198,0.0562667772875761,0.118975650788583,0.028525137737848,-0.294885503247214,0.45233962060791,-0.0486929614690834,-0.165085970082012,0.500249083888873,-0.0459071901335459,-0.0131743769409797,0.144569924933834,-0.0092859044517918,0.0029889004954205,0.166391800395545
progressive,0.0124898732831097,0.464669544921617,-0.170810581844009,-0.0742453578495963,-0.0954087542459766,0.407308645399187,0.121198029636101,0.377009137990162,0.0550479600255574,0.352376332348473,0.385335720178902,0.140048486535609,-0.393777949342485,-0.448247674493824,-0.356886564367374,-0.403029707329974,-0.153463535617468,-0.371689377147356,-0.451832730713976,0.149878479397316,0.391349362870769,-0.16155882385652,-0.415635227587927,0.250838288435786,-0.0156123416038871,0.0364287970757365,-0.394471831191547,0.46478519189646,0.067537833308667,-0.184456924875555,0.0457962020380688,-0.160055413183553,0.144674365529354,-0.0021972925220285,0.0312246832077741,0.0062449366415548,0.373077140845479,0.368798202776266,-0.363131501008929,-0.0260205693398118,-0.0146871658051382,0.378975136562503
progressive,-0.0865625357375426,-0.050687540805603,-0.0657093345391918,-0.358716910183618,0.0731266205212828,-0.107041293397079,-0.0348342621549424,-0.227133045426346,-0.368331298694925,0.0468164553969839,-0.0472845098205011,-0.140003337857953,-0.284775324313152,-0.21735896775878,0.239495188729831,0.0760340644697193,0.0957419089611102,0.0350049643564604,0.0840956135994752,0.0317230768692101,-0.0288982307602178,0.107773660906818,-0.0011728893201079,0.0564583765214392,-0.0523670302076355,-0.427405273465431,-0.114535670695985,0.126644513958508,-0.0776309560323076,0.137167478703701,-0.122679817665185,0.21849881794311,-0.18419868848324,-0.159099958337457,-0.0379344343954154,0.0881539207775012,-0.118125923450494,-0.180558877025065,-0.112966311746545,0.0800207868535603,-0.149485569826149,-0.0932199215967467
progressive,0.175776389432492,0.039962010077449,-0.235941191688349,-0.230779600073906,-0.122749100580984,0.027380630517243,-0.0296791517830499,0.0043550929246866,0.117063284818198,-0.003750218907369,0.136862827651727,0.134967555730799,-0.101739809712819,0.0394781108635949,-0.179042709126008,0.0003629244103905,-0.197390554317974,-0.0291146027002201,-0.0113716315255707,-0.0601648022558566,0.0071778383388354,-0.148274784111786,-0.0091940850632274,-0.0253643837928511,-0.132386759923577,0.0058471155007367,-0.0778271235615303,-0.0895213545630038,-0.0579469308590254,0.0670200411187893,0.160573889130577,-0.138879074376119,0.0881099818559294,0.119805380363371,-0.0068149139284448,0.0748027534749423,0.0109683821806924,0.0306872751452459,-0.0871018584937334,-0.248966145527921,-0.0802869445652885,0.0060890651076637
stable,-0.0330154615194204,0.0058237372601078,0.0872636611386959,-0.0420811550698757,0.0882800365308371,0.0168284447339102,-0.0603196700118553,-0.0818550442627301,0.0012145618981186,0.0355717996269269,0.0019604394915608,0.041692816646001,-0.107834884819951,-0.0009427250014062,0.047991933700852,-0.0871418032194801,0.0640396842929727,0.0003936948159281,0.0064236531700936,-0.0428551537215985,0.0221620721211279,0.125891282432113,-0.011615336167895,-0.0227419015609133,0.270228639998277,-0.150282952745487,-0.0595818270064932,-0.120666121983978,0.0484967736518892,0.0766138146384343,0.0302287985536157,-0.101677712154516,0.0497796295486893,-0.0039369481592819,-0.0696545222629962,0.115450335221936,0.062888060001482,-0.0769365372596544,-0.092806187815998,-0.104479105198468,-0.0047832581037262,-0.108251344302106
stable,-0.489286476560149,-0.027154244268531,0.379994393965537,0.0582991122803931,0.407388675752464,-0.253389605356624,-0.373213334070854,-0.246743566566038,0.225800293086,-0.166421011972826,0.127219884749803,-0.395701849075566,0.195375537629326,-0.107431791827045,0.102030947663138,-0.0221884681067168,0.318169730633705,0.182233483497153,0.163570566441875,-0.46958839770679,-0.260200669941106,0.494252252721964,0.177852798786428,0.360041275248882,0.370047839297009,0.307278028236493,0.376453840569198,-0.0878237270430832,0.283634332674501,0.368547604807035,0.353275217699099,0.358165982136414,0.354040337288985,-0.360911411253067,0.362921725469632,-0.030514769526073,0.413584644196057,0.283949381917396,0.291900624714259,0.35609565854025,0.411169266667199,-0.0126619790953813
stable,-0.0168930187389989,0.0913345910512246,-0.0779698958741998,-0.0705059227852188,-0.139498134213897,-0.0915327496288082,0.0422793342894266,0.124041765162378,-0.0728177728570271,0.0568880249812816,0.160646057966009,0.0621832625267091,0.0267569123787141,0.0132270850537029,-0.201653874715941,0.0106510235451166,-0.154304983483335,0.201653874715941,-0.144231922456171,0.0362575152928594,0.0435233298042568,-0.0836394329550628,0.025821163540125,0.20142268970876,-0.174407070298201,-0.204009760027213,0.0500295364349172,-0.0263385776038154,0.10031777990168,0.0954408771311507,-0.119285959300373,0.0036714380902288,-0.145982323224825,-0.0442168848257993,0.0272853352522703,-0.0021632311386205,-0.0467489110949226,0.156528763076217,0.148371234965694,-0.085510930632241,-0.164642255947278,0.222768772038457
stable,0.0171823430920544,-0.0208140734776206,0.174660035079337,-0.153337034655408,-0.0571048346580784,-0.0465766248368136,0.0859232557538393,-0.15002497040165,-0.0693987093951095,0.16345556405504,-0.101403405544747,0.1094100612216,0.133857019114144,-0.0389323343779669,-0.0176958861557904,0.0611416293478498,-0.125579166538463,0.0022180444235965,0.0690040313551147,-0.0397724677496517,0.0110994543528363,-0.0875181243248124,0.161182126222322,-0.0958859911903163,0.223495095367232,0.158785207248435,0.124107779108658,-0.0417585522725495,-0.219506769910443,-0.0513923893423642,0.091932286614228,-0.0287018641307331,0.0484542306001806,0.0255686744272656,0.0292557982219539,-0.111071863495262,0.0735197482279207,0.0787532713606004,-0.0355117913646786,-0.140332277834643,-0.0139983760968917,-0.047700649430249
stable,0.211859702812801,-0.169655323063143,-0.152323251478606,0.0378059084109843,-0.214425477760361,0.121586314861919,0.0068857021551862,0.111427940579743,0.051498768590309,-0.136247885990833,0.0527816560640889,0.196883955159697,-0.0108129087075738,0.0732293115135202,0.0207094692195904,0.0095823839878256,0.2148181984156,-0.0365230209372044,-0.0585677403846066,0.176959927250584,-0.0145830269978658,-0.237543633665416,-0.0292445981267794,-0.151799623938287,-0.088754868083959,0.134362826845687,-0.219897385556688,0.135383900549307,0.0574157597959062,0.319229529955077,-0.261944677044251,-0.0739623900699659,-0.0210236457437814,0.252231386171345,-0.0358423051347905,0.0278831665219517,-0.24322499247787,0.187929924220253,-0.163240885694243,0.246864203883082,0.0259981073768057,-0.206571064655586
stable,-0.0991411889444227,-0.156347734728732,-0.070276857887752,-0.061514005498826,-0.0025583700122584,0.144034491302386,-0.101786578344853,0.0208324415283901,0.135898178508299,0.0596256847754924,0.0075880906486032,-0.0236083600110786,-0.138778520256794,0.0050645283916136,-0.0327889054632305,0.0474864801254906,0.111149864512166,-0.0285423593204342,-0.158601536882388,0.0078839565683882,0.0383755501838764,-0.0888816030789374,0.0158984422190345,-0.0225815312306484,-0.0602783301867828,0.0064568386023665,-0.0598519351847397,-0.0286815903415095,0.111358711043779,0.260475134615413,-0.0013313966390324,-0.044536522866458,-0.136881497594643,0.0125133880191416,-0.122166519054749,0.0271326452320469,0.0371485768106505,-0.0029325533813982,-0.021041288060003,-0.0200753728512932,0.0700506074785046,-0.0149847386432279
