group,AHR,ASCL2,ATF3,CEBPD,CTCF,E2F4,EPAS1,FOXD2,FOXK1,FOXP3,GATA3,GRHL2,HIF1A,HINFP,IRF2,KMT2A,MAFK,MEF2A,MEF2C,MEIS1,MXI1,NANOG,PAX5,PRDM14,SOX17,SPDEF,STAT1,STAT5B,TBP,TCF21,ZBTB7B,ZKSCAN1
progressive,0.0562039904365214,-0.0019957031668538,0.40956818241758,-0.0269918853316983,0.0147931497243041,-0.104749469970241,-0.105697428974497,-0.196551815645518,-0.124032951819966,-0.170832191082689,0.162001204569361,0.169160789680449,-0.420020677753977,0.0108516359697678,0.385844261021605,-0.139200295888056,-0.10193053924706,-0.0540087169529822,0.128722854262073,0.0170383157870147,0.0928500898378751,0.0752879019695613,0.211344965369822,0.136930183535759,-0.0565033459115495,-0.0238735991334891,-0.237962656357735,-0.23868609875572,0.0315071637467051,0.173576282937113,-0.187147064471719,0.070348536631598
progressive,0.0256805886591332,0.128918374236876,0.157539951207622,-0.47640978701412,-0.0061851712945255,0.431264100457509,-0.367380983214542,-0.471043241332105,-0.105542065079625,0.0211629880567591,-0.027742312423975,0.161542120868786,0.0792247676107615,0.437631188554815,0.23209552088036,-0.003365460851433,-0.213176173391222,0.128221026492886,-0.0368684720301133,-0.229973158181258,0.150566473767716,-0.30971335673323,-0.399428659970981,-0.0994781716536198,0.135315781801312,0.130191791856338,0.190618489846482,-0.0903216925803515,-0.129039652105397,-0.506911170946928,0.0418711841065678,-0.0519372471937369
progressive,0.12790011664767,-0.0215471011832316,0.163010436655451,0.175926847447233,0.024163958109701,-0.0720870021253852,-0.0260747574126136,0.194348532716398,-0.0121214787820425,-0.396325450246749,-0.0801103842112585,0.432275139457361,-0.0395046646578909,0.0038660357989162,-0.0744322984274097,-0.21466126742488,0.0037129743560472,-0.0021675475296605,-0.0247367041539849,-0.132274711434183,-0.0829444896372839,-0.0845244787249636,-0.109552493366989,-0.141497897733513,0.068028405156408,-0.0537936909695939,-0.240839711621372,0.15443405838889,0.0647696776630687,0.0559908632946485,0.119654548596341,-0.0814632498675842
progressive,0.392109249031666,0.354641114832771,0.0689652509955763,-0.297505942065332,0.418941508482867,-0.278809193824648,-0.458574136490065,0.12128629098248,-0.0033960161475094,-0.159500802356652,0.0554185052643023,-0.110127952212092,-0.0740406157874585,0.148566376738847,-0.194655167312189,-0.366396555343381,0.357589304675115,-0.413380998527055,0.271867886094574,0.371994384157957,0.0196297197097798,0.226786704707855,-0.162598267634051,-0.434391516011097,-0.0858333751568319,0.0957975104467772,0.360500175658694,-0.386026275053161,0.394423018275025,-0.314635298237935,0.382891490916998,0.474397332605934
stable,0.133186499220939,0.20070188608452,0.108276175197904,-0.108639579041495,0.0284646155043772,-0.0883808242164245,0.130619454848017,-0.0667027754911071,-0.0340519495995871,0.106646914632472,-0.101705631814757,-0.177891228713344,-0.140700883142301,0.112201946163807,-0.242727521685563,0.0886745756566605,0.0993334122802053,0.103340949110916,0.0014415019129105,-0.161303862163662,-0.0663323054616686,-0.279819950109861,0.0028072946917395,0.0234890112125453,-0.188096819987521,0.145358509070991,0.228852561046239,-0.0601191091913855,-0.102800890621135,-0.0878942668480611,-0.0158504643112891,0.16896259816734
stable,0.0037879993446044,-0.0287724271205913,0.0342673644414682,0.0778527396164232,0.0257677486281118,-0.138355506926078,-0.270654891443189,-0.0855456518656508,-0.095448230399231,0.128464619748499,0.092490317330759,0.0679735437948467,-0.105035142320761,-0.19834385457165,-0.422724358959455,-0.0323382907011603,0.186325140601732,-0.0032735796805223,0.062642285457996,0.0578371381412292,-0.500191283827817,0.0027240859484346,0.0876500959459866,0.0894505647702739,0.0931450332668635,-0.188721868582115,-0.103176216716464,-0.0192673546910746,-0.0245635389599197,-0.0823188376091359,-0.0121940843099458,-0.0477825719796248
stable,-0.143978121625343,0.231608982170467,0.0031689145071476,0.0532443656253028,-0.179925495565798,0.113213243285118,0.131575971098857,-0.0913326431167182,-0.0066019052232241,0.0482504958885926,-0.0573658407432299,0.155022165934479,0.0039705744271105,0.176407623211138,-0.183712159775976,0.0604734518447333,0.0597378109770026,0.123257570517595,0.370989348372493,-0.105960578832748,-0.304607191352975,-0.45854475857221,0.0879137993404057,0.0592096585591447,-0.216198249120827,-0.173059514133645,0.0029331321777467,-0.113307556216879,0.0612326709454041,-0.0303216075609509,-0.0401348681106149,0.0157549752505656
stable,-0.073856588171443,0.0343924411352291,-0.0910161694310631,-0.0678126504921254,0.0884235513555088,-0.16128726588496,0.156009141347387,0.0175115250350038,0.152482478941268,0.226732294615413,-0.418495208006331,0.234044674816568,-0.0993947018901991,0.203461689619584,0.145029734067233,0.0542003735022824,-0.0091856293281979,0.123075047879657,-0.124528235081241,0.0238588981101069,-0.101609573860796,0.0202795989516585,-0.143403155210914,-0.0113003882600493,0.0371491620268714,-0.118915712352394,0.167579938021367,-0.0496478104723183,0.028504349526536,0.0842033223304525,0.0070677741167976,0.0697086056691928
stable,-0.165387356269229,-0.0387118052100943,0.0719989260995214,-0.0347127384113802,-0.0236589613753541,0.0497446172825622,0.0611495574581871,-0.101879240410752,0.219707576848354,-0.08235037685635,-0.190608207429664,0.0817948053220595,0.202458653080899,0.120150206151665,-0.0379989964491177,-0.040389002294745,-0.123908175869461,-0.0829636020404254,-0.0781521429038337,0.153720354049127,-0.0071909825004399,-0.0153253883609959,-0.0092769963744742,-0.0675858012705342,-0.0207448314407735,0.0008333573014358,-0.0523599964864395,-0.084541215548175,-0.253351102118269,-0.0734088198988059,0.0189837745018903,0.0560655537953396
stable,0.0144403938296472,0.0551083244987802,-0.089875059379029,-0.015622157844217,0.177722059223377,-0.321935390420724,0.0332113809513955,-0.0412016305466807,0.192276817312498,0.0869549586204467,-0.252638273463141,-0.0749543356595889,-0.0570143954900219,0.0137542082728002,-0.0688549084876154,-0.0334019880505197,-0.0997256342617661,-0.0935652128180729,0.122110531982909,0.0867414786694276,0.271912463326577,0.122202023390488,-0.0791400675563557,0.243512005557076,-0.35853957773653,-0.0013876196816239,-0.0128392941970041,-0.0062366642833428,0.216514416037128,-0.0552455616101496,0.209332340542129,-0.203248161938086
