group,ATF2,EBF1,ELK1,EPAS1,FOSL1,GATA1,GTF2I,HES1,HEY1,HNF4G,HOXA1,HOXB13,HSF2,IRF1,KLF3,MITF,MYC,NRF1,PGR,POU2F1,RELA,RFX5,SP1,SP2,SPDEF,SPIB,STAT3,TBP,TCF3,TFAP2C,TFDP1,USF1,USF2,ZBTB33,ZEB1,ZNF143
progressive,-0.126430849176563,0.0681915658824028,-0.0562909528403773,-0.181089417042149,0.0736679541849279,0.113319111798402,-0.0950469315967082,0.193990524100982,0.126852109815219,0.0691920598992103,-0.267342532806918,-0.0934145466219171,0.0841994701513221,-0.134487458890855,-0.104735926285791,-0.366286125311192,-0.149073608504311,0.260497047428762,-0.156393012100955,0.0092150764705949,-0.0775646150924937,0.148547032705991,-0.0400724182521302,-0.368813689143127,-0.0027381941512625,-0.205259246185024,0.381556823462464,0.0308046842017032,-0.211946758823685,-0.351120742319585,0.102208362453856,0.0929932859832613,0.244541800739675,0.107790065916045,-0.0926773405042695,0.142491411025314
progressive,0.095700726996851,0.101193628307227,0.021023425848642,0.070753800212226,0.0434527728660113,-0.0221677802883037,0.0621547939941967,0.0679092620336384,-0.139480458274194,0.0281838150568109,0.143665525939243,-0.005133247057911,0.38224707868814,0.322707951984598,-0.0090240521527608,-0.0185058460813863,-0.0860881497036927,-0.203204652642784,-0.49033952947447,-0.139545849956461,0.196436613528213,-0.24322436218981,0.110119592936588,-0.119405211818415,0.0956026394734514,-0.23174812195206,0.0111492818264182,0.231650034428661,0.0604219144141376,-0.210430433533219,-0.191336062311436,-0.120353391211277,-0.469185320261296,0.0995915320917008,0.372994155647447,0.418049024728984
progressive,-0.249465895546769,0.478339343968037,0.141350368950991,0.0600682096985783,-0.383539506899338,-0.249937201554923,-0.0851613702426042,0.402878590794362,-0.37758862114803,-0.15051235058203,0.405654634974258,0.0533456250987547,-0.170923526165932,-0.138874717611457,0.0265536912506131,0.105738279807396,0.0404028370286782,-0.146855844628659,0.0993109088610311,0.13511462792003,-0.024616675348969,0.396347636109942,-0.0349957659021636,-0.10123756638887,-0.353857586759438,0.0692975207593532,0.0773200812717775,0.268183477013458,0.463791007958095,0.072135715182083,0.398564328104336,-0.0213330708525991,-0.156577178445199,0.262895527185707,0.0727779343580292,-0.0462708557895412
progressive,0.0581688076067205,-0.0891153811585468,-0.0162795870793726,-0.353236323420349,-0.0652719293276732,0.114725014606522,-0.134920917445555,-0.217893058196791,-0.177693228781454,0.388943908287841,0.110962279857044,0.0236898708206908,-0.0499906188144885,-0.0079094220244121,0.0834328837817846,-0.12989113936207,0.148205674826364,-0.0200423218288502,0.0215397366781322,-0.168094415645031,0.291343176316697,-0.0120945045518924,-0.111730184907958,0.0388176003236927,-0.151507666545293,-0.146516283714354,0.178038786054365,0.377962866059774,-0.102707300559721,-0.0129775953604433,-0.127549028956783,0.466348737419952,0.318296643603771,0.390902066167671,0.11963960693237,-0.250145070335171
stable,0.182814853514994,0.121535359535483,0.132691613619856,0.0645609357296465,0.283078609734359,0.126373839457287,0.0981150003513917,0.293428270535628,0.222066900405732,-0.044128319001174,0.144572397949158,0.0096424069854283,-0.14771562826658,-0.193951671616641,0.0350765499352339,0.0360073175524163,0.2430070122387,0.0516133319040843,-0.0727337664656719,0.107918294082713,0.087485677354241,0.191065428181921,-0.207470477378966,-0.0720643048384641,0.112923059634501,-0.166282390653416,-0.249836600613038,-0.129076520832934,0.0261781091774607,-0.112197449612753,-0.245872739913877,0.138471658927022,-0.18063802344975,-0.0173811674405867,0.096186518954306,0.237510948234688
stable,-0.14060259531965,0.0390410606448045,0.152130663609538,-0.0151757184075308,-0.136930046566392,-0.14744972011386,0.159674950200976,0.0574660510001331,-0.151421052494502,-0.205040264292069,0.0135573070925357,0.0962083280175539,0.0031745760409519,-0.0211264923195897,-0.163484441450119,0.185407690109398,0.131016620607756,-0.0842569829222056,0.0954862675847099,0.0968307939079366,0.0096980185721628,0.112479586392158,-0.288450693603355,-0.0772231183608808,-0.0785800940019152,-0.397456920327177,0.228021704965,-0.181274516597257,0.27738325007235,-0.0665291543641056,0.0006598138438056,0.0446308043404414,0.0803229984949868,-0.103628121430916,0.0902202061520721,-0.126348126429885
stable,0.151370435386138,0.221597993562908,-0.0816922897041048,-0.058305793246734,-0.0616022682151534,-0.198979702186673,0.214533424050942,0.195085194148762,0.125538324018568,-0.0033061990833705,-0.104694683620908,0.132529962668402,-0.182492465287101,-0.296468816628824,-0.207400785734317,-0.0888978588828623,-0.0328480603047811,0.183853841380253,-0.014411138357515,0.139881393571426,-0.161994030970204,-0.216376143834173,-0.0206929166159189,0.289190316587933,0.0109104569751227,-0.244439939583018,0.0926902637137872,-0.127770008399843,-0.0040646800495555,0.179346714100423,-0.407323727071246,-0.147509961750556,-0.168411946837923,0.0739421700880863,0.0507161215274085,0.00655891553451
stable,0.118893425016937,0.045480758025768,-0.0718910588448327,0.0655057780408202,-0.190626849636537,-0.0007203008347403,0.104453473176421,0.110080139271505,0.0088515996196202,-0.218333254085287,-0.0239844852418846,0.0226840028837212,-0.19966782926286,-0.353406080830888,0.050152861312503,0.0052730837704316,-0.0533033564529021,-0.211268175684962,-0.0397084992087686,-0.0010476107885204,0.0423116532893346,0.0667011709154956,0.249813027800525,0.0839128578830059,-0.0744504256406121,-0.0661549245377823,0.0219122519893566,0.0954321978282524,-0.268634992166064,0.0194010512068425,0.176313880921903,-0.148523185949939,-0.145968197882639,-0.171137129178002,0.138098528124359,-0.0884853450968513
stable,0.355609391012973,0.102985152449764,-0.405997433536168,-0.280349716506594,-0.298958586333508,0.383043316913273,-0.355071141087278,0.0910819796138077,-0.200537344712038,-0.0330687298099254,-0.211134140124171,-0.376859049537832,-0.272416136872642,0.076538018079907,-0.376758127676764,-0.116211523019723,-0.350630579200289,0.403160407886147,0.142849287571597,0.365830532831131,-0.390752625744851,0.222801828617636,0.460725116085283,-0.339052599027773,0.231497928979656,-0.0713405422349085,-0.0774631351396963,0.0843987097030869,0.0761847915661692,-0.135622160965121,0.270414519961462,-0.351056693724798,-0.116508681832867,-0.174062176491884,-0.0918613206520545,0.179141910165637
stable,0.1216992935406,-0.0553582248032137,0.0143338260651178,0.0249061746882497,-0.112274656297317,0.186264341748585,-0.0930148864997097,-0.0130855852213408,0.190402804680303,-0.108446159212712,0.316885625212827,0.115558618785643,0.109979233537619,0.0205331430073663,0.297852046709059,-0.175214478171794,-0.0787397026218834,-0.404430033383769,-0.203999414676613,-0.0518815808423581,-0.0964999079158926,-0.179403205835475,-0.0143170711544631,-0.177585298029438,-0.0675139124832172,0.194943385467733,0.115692658070881,-0.29867303733114,0.161768662371377,-0.0874773885283228,-0.131442274086323,-0.0964999079158926,0.170288534439305,0.245509705823696,0.18402756117618,-0.0273523916438397
stable,-0.0538552492885187,0.114662970029,-0.16217833143485,0.027969016712059,0.0324190490775041,-0.126449922845069,0.233673171042852,-0.258587719336983,-0.21190885135679,-0.0220628661612118,0.0657534529137232,0.0481673756416729,0.199871232160643,-0.0713948547035882,0.0570280097060339,-0.114298236363605,-0.175876263339497,-0.0210728747837093,0.0756787149743743,0.262368838609521,-0.203400276815012,0.0064328315966308,0.0095605283952554,-0.0945096747182771,0.0120432521485085,0.0550592928557515,-0.0251314169600425,-0.100770701267888,-0.0045415678413166,0.230531391863324,0.0323824348871555,-0.100791824839243,0.0724172355571683,-0.0829043846158614,-0.326402832814951,0.0501107442063293
stable,0.153447287673714,0.206983134751863,0.196731800221938,-0.203236184350197,-0.0894067225647797,-0.177633726044428,-0.18953685954202,0.0424924350654003,-0.143597189460265,-0.242679627132195,0.123353067146252,0.0255590513446694,0.187174496448406,0.0134426868151382,0.152956065335065,-0.127350256412874,0.17005673270025,-0.0525468522203887,0.150987536991323,-0.199637924418254,0.0879365297535655,0.111498998207981,0.132889868992255,-0.24789167576027,-0.172875095463984,-0.119861875887417,0.174601898804168,0.228092045671454,0.25035991283999,0.0511079272517637,0.0073859807440828,0.195949472483619,0.187027124253997,0.0498993159660141,0.0841910349475582,-0.168565214039435
stable,0.189830594589546,0.0227469570785974,-0.0062586494973767,0.0090531675713556,0.0499278304314756,-0.0655975442904148,-0.0603989521699338,-0.13112065980428,-0.207700378868174,-0.18798154305332,-0.0376146578832984,0.0586039413295523,0.107123029076171,0.0068673442442075,-0.0417196628315072,-0.0402125415162611,0.0284510753447513,-0.139970315027876,0.148801301647452,-0.0845711097816675,0.114562222138225,0.0347906630661316,0.038613428198316,0.0251647869385872,-0.123466286516955,0.0205856977041059,0.052992060705624,-0.0113835497598879,0.212920341627466,-0.0766105468244778,0.271823840359666,-0.0372130372573629,0.026755548512629,-0.009163582538547,-0.0572354835270527,0.0045826510076165
stable,-0.0872770922023427,0.243088947401796,-0.143429235515876,-0.111576405226916,-0.157859792698182,-0.0485653162223597,0.0122465017494252,0.0466440383119059,-0.185867188539228,0.116514895472344,-0.173884698009519,-0.0328599385087163,-0.156355504471204,0.0855902167766831,0.0869760700639753,0.126066179879065,-0.0511684175008641,-0.139951442859902,-0.0985321125643312,0.124709112861835,-0.0756178303621914,0.118458379933989,0.157484748722511,-0.0754919932387756,0.0607139446535726,0.221695813956242,-0.138433583962752,-0.0921855624804199,-0.13040139215047,-0.0587322155759876,0.185142596998513,0.150666103809576,-0.0980024451951821,-0.0633659825911832,-0.116120934804918,0.0987290928980443
