group,ASCL1,ATF2,ATF3,CDX2,CEBPA,CEBPD,E2F2,E2F3,E2F7,EBF1,ELK3,ESR1,ETV5,FOSL2,FOXA1,FOXD2,FOXP1,GATA4,GLIS1,HINFP,HSF2,IRF3,JUND,KLF4,MAFF,MAFK,MEF2A,MNT,MYBL2,MYOD1,NFATC1,NFIC,NFYB,NR2F2,NR3C1,PRDM1,RUNX1,SIX5,SOX17,SP2,SPI1,TBP,TCF12,TCF3,TCF7L2,TFAP2A,TFDP1,USF1,ZBTB33,ZEB1,ZKSCAN1
progressive,0.0865091989960259,0.244090830266017,-0.0411971755421548,0.188089941526682,-0.278275720609508,-0.0969545821565368,0.170851407079964,-0.103358162042817,-0.16588437173091,0.097441546406444,-0.233718491742993,0.117187946740184,-0.0853648330087438,0.0675419414621379,0.171411415967358,0.104989492280007,-0.0093253653857241,0.280491407946586,-0.165933068155901,-0.0195516146337768,0.252564008214404,-0.0468216126285837,0.0788151638474911,-0.217575626858567,0.0397849792174237,-0.0163133023718934,-0.218500858933391,0.0512529873027398,0.154854631470511,-0.158993827594723,0.24796219605278,0.233109786430609,-0.0002191339124582,-0.109055643766732,0.0611627097883527,0.0259064980950666,0.116749678915267,0.0517156033401517,-0.0279517479446771,-0.15548768499539,-0.298192558430715,-0.0280004443696678,-0.13201600814986,0.131577740324943,0.0171167933842404,-0.163254764781411,-0.232233250780775,-0.0918414575325105,-0.0410510862671826,0.0247134356827938,0.182903772265169
progressive,-0.0778133834227388,0.471978929850228,-0.301500922968639,-0.0194459350572635,-0.322636520065939,0.0001482159684242,-0.228519380116531,0.0490594855484315,0.0133690803518687,-0.206939135113958,0.477848282199829,-0.221849661537439,-0.182483500323954,-0.11886920667626,0.0519645185295471,0.093494632882026,-0.0521423776916562,0.0207205923857122,-0.261779043430936,-0.199706195854854,0.163660072334073,0.0781691017469571,0.235366957857732,-0.138581930476687,0.150913499049586,-0.0707879465194287,0.228074732211258,0.528241711464079,0.0073515120338435,-0.23376622539875,-0.155567480458108,0.110213394120283,0.198046177008502,-0.33858455826839,-0.0243074188215794,0.468807108125948,-0.416249725722704,0.0492669879042255,-0.41115109640891,-0.132179000640759,-0.411388241958388,0.146585592771598,0.201425501088575,-0.0330818041522958,-0.260563672489857,0.0982968302589722,-0.338228839944171,-0.0724479653657805,0.265662301803652,0.489794489254824,-0.330551252779795
progressive,-0.0456793487441349,0.172291056061806,0.164117765096464,-0.390434034753233,-0.237145280970968,0.0242178685964287,-0.0675051515389765,-0.12142010959599,0.0809467397306603,0.240361866447651,-0.0967516314096835,-0.0227222282555567,-0.138658323268349,0.0320651866669659,-0.0141222962955422,0.0812056005588881,-0.142531648253685,0.052965801686845,-0.211714601457101,0.104229833114044,-0.250745061891013,-0.0194672930265434,0.0893357480528594,0.0275303284539371,-0.0085519947696019,0.0026221643155674,-0.0283021172195794,-0.0315426712914689,0.219729699694082,-0.157708562738303,-0.0357659377668161,0.0001965424806915,0.15880153067971,0.132412107357592,0.153188085682398,0.0157953042409408,-0.229120595295904,0.0597680890063883,-0.273318684856291,-0.0072241345951738,0.144693615541292,0.119790245121963,0.0342415351116964,0.0999011048197892,-0.130643225031368,-0.128907898738433,0.10211580301685,0.115360848727842,0.173949682850081,-0.152991543201707,0.0171950702009877
progressive,0.0447940452310992,0.190338333429224,-0.09689620985461,-0.143144607203602,-0.189792951385015,0.0249057800189148,0.0529747758942464,-0.196846559156795,0.229642199415278,0.150561803004855,0.0360315737207949,-0.109767226097962,-0.173176978438089,0.218480046910451,-0.169795609763988,-0.230914757518434,0.26327409214155,0.441795814612895,0.0109076408841962,-0.0802802369076843,0.465683548149285,-0.188447675675964,0.121911066282367,-0.15972422134758,0.131873378289933,0.42001689164745,-0.456884717836033,-0.008726112707357,-0.273781786193326,-0.060064742468974,-0.199682545786686,-0.134200341678561,-0.24196783361442,-0.171504473502512,0.140163185361922,0.0089079067220936,0.219825322619502,0.15783356359432,-0.0341772747704816,-0.0714814065944327,0.277454025291005,0.136636381476032,0.0200700592269211,-0.0912605953977752,0.294724456690983,0.0956236517514537,-0.442450273065947,-0.128310215601095,0.0447940452310992,-0.21753471803382,0.400637649676528
stable,0.14224939016701,0.153036522520458,0.204743696081842,-0.170559877873738,-0.0370175025101629,-0.203187756440959,-0.217036985816646,-0.245087824875649,0.148975851939484,0.068598977504594,-0.1087195741919,0.203667032704242,-0.0442408107551648,-0.0422192605693,-0.224758116656912,-0.0254768034046687,0.144491544091168,-0.06099400526989,-0.162944168288941,0.0911591261746593,-0.138678733199413,0.0117056638478463,-0.0798263412118928,0.0166165373317117,0.0896412553204731,0.126437177969607,0.0046883175001005,-0.180291821549775,0.288901093872528,0.0456649738267131,0.0341779614716885,-0.0436043787314159,-0.126636307007712,0.136593735035721,0.215135498727286,-0.103183982157116,0.0807653712837431,-0.0047654311962296,-0.225463853394903,0.114602665920634,0.0736591977670385,-0.002753642237723,-0.0756953897939404,0.114055061065844,0.298346057464236,-0.15348358673346,-0.0980193167619394,0.0481989884488786,0.0251507784109078,0.130997623391316,0.261181160420966
stable,0.139362653887211,0.0339429145525393,-0.18785253181941,0.142793541476754,0.121613528757312,-0.237966363210659,0.157958064622531,-0.112590294396816,-0.0305577721308574,0.190471442679428,0.0272755563368619,-0.0623506637939502,-0.21049638991039,-0.0779497660344028,-0.106517623363326,-0.0148557432627185,-0.17161299722891,0.18495914995223,-0.162875670167542,-0.106071607976685,0.124484038040563,0.262485773183922,-0.0627051888448695,-0.0714425159062375,0.0825128465284942,0.0728034346500893,0.0826157731561805,0.211845872362277,-0.139854414441712,0.0936174860266464,-0.0407589445637635,-0.0037968489324269,-0.129721859760597,-0.0600405328169916,0.139191109507734,-0.166695391683899,-0.223327909495279,0.216397516564403,0.0694869099801983,-0.113882595388877,0.330668945880094,-0.207637316919105,0.0778239668227863,0.121178949662637,0.0413879406218462,0.0671882152952049,0.230521337141352,0.353461475766621,-0.0063700146245836,0.193547805218051,0.0334854628739336
stable,-0.118966123102508,-0.0753679755774558,-0.123660117473679,-0.123250360448067,-0.026001359702963,-0.148067977632597,-0.233006056185999,0.0506550740772486,-0.127407117830103,0.11292448340266,-0.016936623725271,-0.136890716545087,0.093465577541959,0.225352705518746,-0.0118966123102508,0.13163216804974,-0.0717530080403952,-0.0344241430071972,-0.0795566029503722,0.0415584681086756,0.000109268540163,0.06868893605999,0.186812780832075,0.164549315773856,0.0229236291550374,-0.0509737739860574,-0.0553809384393,-0.17299031050145,0.0256735540824739,0.0425737549610239,0.171938600802381,0.125057844216597,0.149538550068958,0.0563097210306858,-0.0140592188343109,0.231216783840829,0.0308410454610176,0.244369984362955,-0.0839045802776932,0.005577248404155,-0.108403497553414,0.0420547293952494,0.0791058702221997,0.0797569286073378,0.360845695320914,0.0791422930689207,-0.296618557984248,-0.0874740192563524,-0.0232924104780877,-0.0778902577128859,-0.0762421238987601
stable,-0.173951446303019,0.132182868193834,0.102185599037144,-0.153024005817484,-0.162045665449447,-0.249751450601207,0.0403214998901316,0.0062117990124418,-0.087406735700111,0.316221714120934,-0.33315313139685,0.0244196958269403,-0.0784533155403362,0.00434424522211,0.145078121394137,0.122077405180055,-0.0538409435566287,0.108719528499181,-0.144934617798212,0.145383191975685,0.0205029508276575,0.0752821871268763,0.0416872928555489,0.180383016556773,-0.241157291192071,-0.222950397899222,0.0261367213697978,-0.207852414677544,-0.0010978526849129,-0.0612138171179228,-0.0330198763659754,-0.101977870055629,-0.0796304464355857,0.0665977107692557,-0.143791606639056,-0.091363621565387,-0.126210910855701,-0.134690668796757,0.0073237010004524,0.0476251304575875,-0.104519790394646,0.298025859566234,-0.178774371352097,-0.15081425114456,0.175070372942578,-0.0696042616321435,0.164733096427689,-0.262950770861409,-0.0803359221554155,0.0770774873584205,0.30708766006419
stable,0.062436226086185,0.0442386815667685,-0.120656072910129,-0.0704078981785871,0.0444999638782804,-0.0065474273355333,-0.0781541502375279,-0.192334520368225,-0.0042215024448196,0.177769312297082,-0.0488085604269373,0.0679180314453561,-0.0502891601921713,-0.0702593258838058,0.260513834125093,-0.0849526135194158,-0.0283260764774364,0.012065094972755,-0.220342959525784,0.0425787704112812,-0.0514316299072135,-0.158157769385954,-0.046185490946661,0.0441003556371445,0.10891373843983,0.0520720277295466,-0.0165017710858786,0.0274295195261701,0.0916434899671517,-0.0861924237034526,0.0604740471585565,0.0269889258244049,0.0427888208970064,0.228253153427242,-0.0885644572373743,0.191571166164004,-0.245149409571678,-0.130718003494626,-0.153331731396852,-0.144371285066767,0.0583018177452027,-0.0584555132225626,-0.0254878333288562,-0.0997534879891777,0.195034437587181,0.0085864540018418,0.0646904264207974,-0.0825242249771288,-0.153828680106982,-0.0906393461817334,-0.241066233056482
stable,0.0804164887892064,0.12754555386908,-0.374883288566083,-0.0823676687598284,-0.405786751784995,0.065855991640016,-0.400424674497308,0.42643551726357,0.342278044320163,-0.0613007932875488,0.0380773504793187,-0.269827651200489,-0.462011543043708,-0.371516402827303,0.101292647422252,-0.371479726512066,-0.165461528561354,-0.392436573038634,-0.18107096832633,-0.0931945170178662,0.135526320064707,-0.276532081625859,0.40470846811702,0.225177905030654,-0.294158718728884,-0.190306064503071,-0.379687885862164,0.197714680180997,0.0248078596264796,-0.454800979468063,-0.261964249213621,-0.445631900658749,0.240633304271633,0.212465894169421,0.0773576840984193,0.219999209319153,-0.360190756682039,0.437680475515312,-0.399573783983804,-0.501416576134615,0.322260111463669,0.0280060343151683,-0.17399243948554,0.304978231723874,0.403270756559719,0.278820683696664,-0.229021582867518,0.0456913535225729,0.420273896303711,0.173324930548222,-0.156395143434705
