group,AHR,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXG1,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF1,KLF4,MAFF,MXI1,MYBL2,MYOD1,NFATC1,NFYB,NR2F2,NR3C1,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SREBF1,TBP,TCF12,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,THAP1,USF1,ZBTB7A,ZNF76
progressive,-0.0669586308959507,-0.0679928338875189,0.117442167623896,0.199769535999198,-0.208427979649536,-0.181298189545142,-0.328082860650741,-0.103324094227372,0.305691163321672,0.131848855808765,0.0042811193604451,-0.198927742866526,-0.0475973888444995,-0.0204675987401056,-0.0847084403791446,0.120977698781118,0.317933240593956,0.0479581573299302,0.0031507114394287,-0.297561846783298,-0.157054547324195,0.461567200260126,-0.192602268755307,-0.04408590891964,0.408895001387234,0.238395815172652,0.247078310055353,0.294218725484973,-0.0875464857978666,-0.181707060495297,0.11818775582712,0.17833988796461,-0.0887730986483312,0.0543076826735118,0.0861755655532297,0.436145047653438,-0.390038835215385,-0.294507340273318,-0.276276506142883,0.07410184690748,0.20354557948004,0.0066140888995641,0.351172043718311,0.196354261003787,0.0983214378960656,-0.0330704444978205,-0.111669871857004,0.160614129713778,-0.217447191785305
progressive,0.0138750858601407,0.0507289531553244,-0.0654822090066132,-0.0293601500373863,-0.0451379375450146,-0.404865638252332,-0.137960505609373,-0.122504713765166,-0.168111008638793,-0.282097473489822,0.104268050282323,-0.0711610416160379,-0.199520221988858,0.112815571529498,-0.215093103165219,-0.0251449340798752,0.118348042473731,0.0485920728435306,-0.233446855980215,-0.290440088405729,0.0372929522907578,-0.366577426638273,0.136233437960115,0.251800608795211,0.0395469219347047,-0.0875828204505082,-0.210175351214789,0.0343071743208541,0.342457024214738,-0.222147735427442,-0.119079850799688,0.21980594878438,-0.270095816944131,-0.170921152610467,0.0577543130845096,0.131227869010571,-0.209472815221871,-0.130466788351576,0.0874071864522786,0.184562059806301,-0.296001831683001,0.374041871563033,-0.0480651708488417,-0.268310204628796,0.156899705085135,-0.0325801066715961,-0.0522511144733145,-0.0613255377151787,-0.132954936659829
progressive,-0.111143101901774,-0.0594582907430385,0.18871565200762,-0.343593523946308,-0.0875268032751856,0.0245993169165621,0.229324805637095,0.397373213888045,-0.0949901071854675,0.0034882833493708,0.0985404256696425,0.112040225389711,-0.341135978221375,-0.186692352226316,0.149819622485428,-0.0340620609409156,-0.119641915369941,-0.0079643569221614,-0.239174076270613,-0.173836763521521,-0.0672699457949128,-0.156915487520332,-0.0337137097993232,0.0240028252357531,-0.144479828958826,0.132425925073039,-0.0320960243609693,-0.23547105591615,0.175497396360893,0.089907998064975,0.14105358074426,-0.141497370554782,-0.203675663362309,0.149600113546891,0.0685488239585673,0.0779399889812238,-0.046435684367617,-0.19092028525989,0.240352743831891,-0.244504325930322,-0.201008152565731,0.22379890670608,-0.14129694935003,-0.121445706212707,-0.208037210532384,-0.175416273492303,0.176294309246454,-0.0228098418741352,-0.0247377029865098
progressive,0.600621856417393,-0.0891161436086912,-0.102734621979375,-0.209767914850292,-0.0468519003893281,0.004876643448388,0.003431712056273,-0.123975113443465,-0.0189286012367062,0.300581852844718,0.0216378475969218,0.150886960621607,0.562042188247923,0.190405834195951,-0.238377556414168,0.162482535043329,0.101253567302457,0.0443955170227327,0.371564107482367,0.0826139523441738,-0.193729176397816,-0.397897982103662,-0.344254904171393,-0.0479355989334144,-0.0004696027024373,0.115305525090775,-0.257053294657255,-0.446664416587542,0.179821711748709,-0.032510956322587,-0.116678209913284,0.120471154817586,0.0081999856502525,-0.0374598463405808,-0.189141519227851,0.245493843520335,-0.280894662627152,-0.426363130528327,0.131561003252069,0.361449587737562,-0.569772571195739,-0.203301846870577,0.168731863314227,-0.0908500612792292,-0.0080193692262381,-0.0797240895599439,0.0074052733845892,-0.565437777019394,-0.579056255390077
stable,0.194188169882229,0.335742889759417,0.331620545571292,-0.26803823429992,-0.340387159574918,-0.403047177131372,0.202295864840573,0.166094871787635,0.459794288643122,0.0250697954768592,-0.427885434437122,0.03272599100154,0.208254113777119,0.338810770526616,-0.219188503907756,0.190365860574167,-0.102919681800463,-0.207463025025829,-0.235943184814652,-0.394331694473866,0.053150551920519,0.200611424645753,-0.286167673097778,0.221212533420203,-0.388080163853915,0.365121224703669,0.167883504159454,0.199902338996731,-0.351594571798988,0.105517733028785,0.397616642276479,0.225138070162885,-0.0244996327305026,-0.149856328053836,0.19528411722548,0.186285000308365,0.090795764315752,-0.26775652952507,-0.270140407945116,-0.119980186041699,-0.283446134844864,0.171789746054544,0.438028735816468,0.128747764787705,-0.378856261962348,-0.238948357327175,0.214383122114858,-0.0169360524742655,-0.0662131637406019
stable,-0.318674266334303,0.155793792301694,-0.128386673339159,0.153461753265641,-0.178355703946605,0.243381103087786,0.127401783066652,0.139865739273901,-0.0002830144461228,-0.355601991264409,0.125182949809049,0.0292410525734104,-0.002988632551057,-0.0786780160221458,0.0164714407643485,-0.320859137858371,-0.227894552595945,0.299463245731485,0.146092057088603,-0.0859005446872003,0.446970375050702,-0.221487105535724,-0.0033395704642493,0.108768111933925,-0.331025016763103,-0.224226685374193,0.0409918123764302,0.104647421598376,-0.0588330430600132,-0.254158293196143,0.079685547450343,-0.10223613851741,-0.217264529999571,0.090632546226374,-0.0734592296356409,0.0982512951160005,-0.197578045127268,-0.42712540208857,-0.166955882056778,0.0106300225963734,-0.207800526921224,-0.119918881111164,0.38484304383782,-0.562949695071837,0.176850067093232,0.0769346470340292,0.149759924310355,-0.188917803075909,-0.0554595108622291
stable,0.07711692290246,-0.0563888985833954,0.0335379343144594,-0.0210261392907486,-0.0181895301662395,-0.168191046751947,-0.0853512197718552,0.176714424806006,0.0322686872380469,0.187008425116128,-0.112818449208384,-0.0058584108829432,0.137331630289134,0.0673965680681547,-0.184600920875103,0.150746804014918,0.0953425882167823,0.11920533663204,0.104019540650193,-0.140086935330457,0.0465601383048414,-0.0868146932692134,0.0557746010659858,-0.0598217376512728,-0.142214392173839,-0.0638372559819872,0.0896422686067019,0.136572792179393,0.210871173531385,-0.113866368502789,-0.0496948624010346,0.0461174827408257,-0.0279957059772417,0.163592849158396,-0.18568045842408,0.203138251841641,-0.0403177914735171,-0.1481676578205,-0.0506208255706595,0.194497434556313,-0.0274085098208942,0.164934366530974,0.179939486772407,0.0987528428171078,-0.0700344338782078,-0.130854404995271,-0.121658009808168,-0.135109318682035,-0.202718180745177
stable,-0.0524139367014537,-0.0579864507729488,0.0832267788674018,-0.17399325202871,-0.208378525384168,0.021059696227969,-0.0996830939058749,0.0544180077846001,0.0259422514986993,-0.107174929785856,-0.0063272811411178,0.17163423104228,0.0295735086553257,0.10403422137197,-0.0568827161017831,0.0455412690516388,-0.325804129202774,0.128907634959658,-0.199304370693762,-0.0900067208402353,-0.0064868091875374,-0.139623931477895,0.304420391630515,-0.256479222530551,-0.102301347967737,0.0992025156660358,0.0362068842355112,-0.0599875307052248,-0.0603016015466134,0.002708985638263,-0.183430333024721,-0.135781299659763,-0.363591338148129,0.0698553374265679,-0.195260334717025,-0.19944994003612,-0.0289523463245794,-0.0953020549310763,0.350193973399752,0.0613893834131371,0.0357721703090178,-0.025077808897163,0.20359966334361,-0.0035136052223919,0.159039491777452,-0.0764667779003707,-0.176463942647634,0.165953038489162,0.19806603423343
stable,-0.2011919286302,0.0055956789226934,-0.227463338157142,0.142558505983566,0.0238169871835942,-0.0488460347836563,-0.0944548582049962,0.145472501234824,0.0642846543384161,0.152633758195455,0.118256694633385,0.103752371649652,-0.115347749633862,-0.118095086577855,-0.160239437308791,0.0601939504328369,-0.058087995459224,-0.108151140911083,-0.120079835509822,0.0144841219767914,-0.0959093307047577,0.160012175980704,-0.116913327671799,0.0510125927780926,-0.136235590810992,0.191838862416456,-0.0401646520507049,0.0075097243303656,-0.102302949401626,0.170016724668299,0.0822130479986704,0.0956164161041112,-0.264784698480883,0.0125044232965605,0.207863311172509,-0.167976422967245,-0.0309176411234019,-0.0190040972798696,0.0580475934453417,-0.103116039931006,-0.118130438340002,-0.0470632959211014,0.0862481991351614,0.0848442291527528,0.122599911125728,-0.268703693827462,0.0207767356389539,0.242816103432402,0.0319428422256644
stable,0.153398711191261,0.0282929124592482,-0.172965501430546,-0.233353163830769,0.0443547706201421,-0.070605553232063,0.252927195665258,0.0011948632085426,0.0181112296034246,-0.257482159048126,0.0079729963188206,-0.157750909908437,-0.0582803581960659,0.12223812703151,-0.151573829200032,-0.0918234271776983,0.105893846657688,0.207580326502265,0.133607431500673,-0.0876884763166206,0.119254589807755,0.0683751419094501,-0.163942473807249,-0.189273573828352,0.133889853713601,-0.294226013109612,-0.353150873278771,-0.0040190853378251,0.0018393651816352,-0.168540886761337,0.129313165545123,-0.129943184327809,-0.143231511525843,0.449290291197629,0.0426964453185891,0.101997868438319,-0.301829688073065,-0.0137445476958416,-0.0486200701948791,0.0544785207143395,0.0054674043784828,-0.0613290697766504,0.0861242917527102,-0.0479755682217864,-0.0023390352506621,0.0678392638644068,0.115083430970661,-0.0756022539223321,-0.0538557435268567
