group,ASCL1,ATF3,CDX2,CEBPD,E2F2,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXC6,IRF3,KLF4,MAFF,MXI1,MYBL2,NFYB,NR2F2,RUNX1,SETDB1,SP2,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,-0.280258431756557,0.255813935607636,0.0980183434565386,-0.0898461421874794,-0.125611540682656,-0.206924943309794,0.0471824443857737,0.440433576630116,0.0115612612071101,0.109195030486281,-0.239181102436492,0.0709298998382161,-0.289319960810778,0.0579505213520634,0.269658605992866,0.1756542555126,-0.294487676319154,0.027064407732237,-0.0734055961050193,0.293382025559223,0.319388854303699,0.121068758212502,-0.255813935607636,-0.162843128229046,0.0410052216618084,-0.049201458816953,-0.225288360279092,0.0772273019926087,-0.0039899570901876,-0.245718863451739,0.107151980169016,-0.0217284410212631
progressive,0.0615201155523647,-0.121107662029786,-0.105939922926442,-0.0534970257563876,-0.338111744066233,0.0145821121109365,-0.0828369380759828,-0.021228978474757,-0.208395365248063,0.123128075153591,-0.221601253926843,0.123274481901692,-0.182159275988225,0.0296327258157987,0.0850916019967501,0.154137024401546,-0.189040393149008,0.0083159032921806,0.0625156814394568,0.159876168927135,-0.0841838801585191,-0.0852965714440925,0.129452846671587,-0.2973521053947,-0.224382982140776,0.123596576747516,0.0193842534486747,0.0079059643974957,-0.0751652244754499,0.179582517221634,0.1569480339651,-0.023630049143626
progressive,-0.0335166141173245,0.0560469885239767,-0.310294515161584,0.040473612267442,-0.0101231714000683,0.140298667971836,0.348126470831928,-0.229423583958024,-0.0080966297867715,0.109561992114634,0.0788825362559253,-0.0496192753599201,0.0745433530368663,-0.145686884496602,-0.214837252675495,0.100964687341048,-0.129674821584954,0.0112818763695532,-0.0481363237323077,0.159586575797214,-0.298645477135033,0.0169323512207454,0.226266947374489,-0.0429102305366059,-0.296132565534545,0.0108050430487775,-0.0366589457012364,0.318949039933663,-0.203598291304812,0.237205503753083,-0.197747546458894,0.0216100860975551
progressive,-0.117774603546472,-0.0776857320541124,0.0262564050224731,0.0452173577553458,-0.0824891734131068,-0.182603003842674,-0.0408834257021177,0.0452895899562329,0.129584568391518,0.011593268242385,0.187370329101225,-0.130740283605712,-0.226989691287818,-0.119544292468206,0.0332629285085251,0.202214046383531,0.200191544758691,0.0619391122607172,-0.07371296100532,-0.135399260562932,0.0557632590848673,0.0829586827188732,0.136518859676683,0.0679343849343493,0.105856290400095,0.0973328906954128,-0.0871842664707705,0.270184547418324,0.139697076515717,-0.200552705763127,-0.046950930576637,0.21384343072636
stable,0.291593417521266,0.238676976289058,-0.261264261696308,-0.24416060028526,-0.302836437706903,0.132752491173044,-0.0057102200291028,0.398009664240598,0.0191121700771442,-0.274338370675472,-0.0102633539327543,0.209713182092133,-0.108270477235367,0.155674367318237,-0.120574159702667,-0.203386813701227,-0.419703100615936,0.045976817194813,-0.115794429766115,0.15968174226605,-0.211143147695503,0.284438768312225,-0.378687290183996,0.121124739850695,-0.0299752803182575,0.135675097878247,0.056172674436916,-0.192048333910241,-0.100674206821778,0.125330747916711,-0.405730321412672,0.36809802365924
stable,0.234083442991467,-0.20149555530281,0.399215753516473,-0.357234686962303,-0.0484918620132983,-0.0924397313624133,0.0975262903148572,-0.0824135584939295,-0.311760849927454,-0.156372125662463,0.142966216956689,0.150019578704078,-0.0802885071982418,-0.192554515010847,-0.0492378906596567,0.35689558303214,-0.0125129350230119,0.552728102701229,-0.0584276071670719,-0.137890961468584,-0.344224399508385,-0.0676399306031647,0.0149431798558462,-0.0578285235571175,-0.354804442129468,0.102092889907718,-0.141067234947777,-0.217354315770096,-0.0418680319107824,-0.0332773990133217,0.0719465505162339,0.280924999211306
stable,-0.0985257461470018,0.038729440493492,-0.198884571431373,-0.145377623507805,-0.24301391992559,-0.241587188380248,0.176693477933412,-0.0541300142313448,0.203724622749749,-0.130378882388735,0.0397407945003167,0.0902317402963904,-0.20342211954235,0.180264821770012,-0.0465584040998938,0.230895731736673,-0.0463778051701037,0.181939876843815,0.162575156597069,0.0123574817708892,-0.166737961928731,0.0602929527104327,0.0041582903584175,-0.0682844553536457,0.0309365966730481,-0.217960333390455,-0.0033591400940963,0.136072263650369,0.137300336372941,0.0855632579613157,0.041727382728008,-0.179221862950474
stable,-0.161555951190559,0.0653687686118834,-0.203701762023856,-0.218369365410923,-0.0251696672189489,-0.0689192955072102,0.087516201819987,0.0513510651506312,-0.0502685631269578,0.0277004891693236,0.124686091748885,0.0795040919983597,-0.031253009622705,-0.0338167252809813,-0.274218894311866,0.105435298394184,-0.104802343711833,-0.0181653009939458,0.213391450948469,-0.151010029081475,-0.0883554897609935,0.0811996131238372,-0.0651454901097629,-0.0075755206076595,-0.405152797004016,-0.131340588535298,-0.086530387361964,0.416239970124936,0.0468924725614127,0.0376772504538057,0.153308601518483,-0.195686661865147
stable,0.0363110208611974,-0.242346032197599,0.329595449296106,-0.0876431145723979,0.0554709645905698,-0.166362419736595,0.261369696032163,0.0254237714870519,0.0375476347214967,0.132580148034622,0.205969395090753,-0.0626635145943516,-0.111593044234113,0.0297393014893209,0.0231675821174445,0.0153844859028259,0.0982678989639493,-0.0397230656349212,-0.0812531017269329,-0.0333229579824333,-0.210295019900045,-0.0133806667087899,-0.117967914869044,0.146758304498217,-0.14368948316327,0.259158933294159,-0.0957441972082364,-0.123464537292987,-0.242048235390425,0.163540921173708,-0.0715721817920181,-0.0942451183653429
stable,0.19825736640592,-0.193853575468137,-0.294482729310818,0.0913370826521202,-0.14070437449489,0.0576542284843128,0.0157350559616035,-0.0239062936622523,-0.215756831216159,0.0666208964036089,-0.26721393517883,-0.0060308072941072,-0.063186084095814,-0.0658182350011557,-0.0204064007002045,0.327442465098037,-0.0956974864870682,0.0382529623331261,-0.115764021548396,-0.170019593643943,0.119336226348503,-0.115901414040708,-0.0563815401344772,-0.0759635858808109,-0.231108634436051,-0.101627057207893,-0.270395656053419,-0.0265673693028176,-0.0114903510675496,0.0762528332330463,0.153344483787575,-0.0482609207204695
