group,ASCL1,ATF1,ATF2,ATF3,CDX2,CEBPD,E2F2,E2F7,EHF,EPAS1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,HOXC6,IRF3,KLF1,KLF4,MXI1,MYBL2,MYOD1,NFYB,NR2F2,NR3C1,PAX5,PBX1,PBX3,RUNX1,RXRG,SETDB1,SIX5,SP2,SPI1,SREBF1,TBP,TCF12,TCF21,TCF3,TCF7L2,TEAD4,TFAP2A,USF1
progressive,-0.0458672156612428,0.30244300115868,0.0345455611625816,0.133295547623126,-0.0478993074943358,0.0515764260494566,-0.144205945441281,-0.174735706076559,0.0749696736994681,0.156954902536995,0.0991370515716102,-0.053294027479809,-0.112103732792299,-0.0945890365165925,0.19902404179591,0.0363357373012588,0.033360174259944,0.01848235905337,0.113966483639301,-0.0576243184098525,-0.0999595649326241,0.0954841245859311,0.224667105403988,-0.157898373745217,0.0141520681233265,0.146915401218738,0.164792971036069,-0.0509958283828586,-0.0164744587897185,0.0455285336890606,-0.0354648408013618,-0.108233081681646,0.174880855493209,-0.0266107263857421,0.131892436595515,0.134335785109115,0.0245302514137659,-0.261849547635703,-0.0676638197281098,-0.091129642086446,-0.268768336495996,0.161527109161455,0.0320780210795401,0.126908973290548,0.221304477251608,-0.124852689888014,-0.0681476511169414,-0.0778968536018997
progressive,0.0219281332619227,0.488011341587488,0.548203331548068,-0.177926933648755,0.189523825602041,-0.0170421330988634,-0.296956961717501,0.122591510115313,0.459254581591651,-0.0812959786166853,0.0867117860263414,-0.259546683360583,0.33813475827244,-0.338635131783115,0.018072313856135,0.0373219771491517,0.0477120859296332,0.229200501624956,0.0030022410640484,-0.149346776068451,-0.122856413738611,-0.0637829057430692,-0.137161209396725,0.143371727676276,0.159383680017868,-0.143754366243262,-0.264550418467331,0.30299087758152,-0.451130870477167,-0.242887188828706,-0.476061244803138,-0.522860884919188,0.0892725210515592,-0.129331835641461,-0.189877030433105,0.266110406471199,0.0411483628190174,-0.242180779166577,-0.466819051723616,-0.286743455352552,0.279296720164275,-0.181517849431245,-0.544612415765579,0.32271148064929,-0.0909208102631937,-0.0306110853589257,0.204623332130049,-0.148198860367491
progressive,-0.0634571543565015,0.0687656124181855,-0.0216506516071748,0.0770253431928633,-0.200811111189008,-0.0522844790858815,-0.0325167011413798,0.139897992239324,0.0864540845876233,-0.102791487105983,-0.23352903546991,-0.0138269043014619,0.135399217762861,0.0125237449216984,-0.0106600353675512,0.0575114896863303,-0.0675247363911312,-0.139524292123068,0.0618809064302434,-0.109379149411773,-0.0841064812931962,0.0181148735841398,-0.0719037351893073,-0.0685691803057946,-0.100357645323189,0.0911061719322939,-0.055092020984931,0.127757529488144,-0.0109762431582291,0.254676629228279,-0.0078045831971869,0.0134579952123377,-0.12480625677515,-0.168466887024361,0.152139066560265,-0.0542392181555269,0.168759139679382,-0.0092562644180265,0.161414495086817,-0.205290721556945,0.219726086304105,-0.200264934096018,-0.0789513360997198,0.113585671233215,-0.0541290245315028,0.092097914548511,-0.165290436036187,0.101368552047932
progressive,0.0428112964382411,-0.0058000062913789,-0.0064525069991591,-0.255599027253208,-0.182192697627942,0.0729350791140908,-0.0195750212334041,-0.0297250322433173,0.137895149577535,-0.0901538477916221,0.143695155868914,0.14840766098066,-0.175703940589462,0.241171511603402,0.0448412986402238,-0.284816558946029,-0.0899363475556954,0.0783725850122585,0.0144275156498052,0.281300305131881,0.0619875672391129,-0.0801488369389934,-0.269084041880664,-0.323930351373516,0.045530049387325,-0.0233450253228004,-0.140831402762546,0.0570575618914408,-0.0411075445901486,-0.0691288249853733,0.069636325535869,-0.0726450787995218,0.0037337540500752,0.0819975889443704,0.0075037581394715,-0.0320450347598689,-0.0041687545219286,-0.174870189685076,0.195170211704903,-0.229607749059966,0.0452762991120772,0.157107670417728,-0.29779407302299,-0.226127745285138,0.0156962670260444,-0.0518013061898786,-0.0431375467921312,-0.0475963016286288
stable,0.114949229923278,-0.0168422928772769,0.23240078762915,0.13810254066401,-0.227345775622516,-0.198576753267517,-0.276771591294281,0.241905565951969,0.167508765681914,0.13372153025826,0.256126418694771,0.10012603666934,-0.26697726343315,0.145014930645496,0.252456208827885,-0.169812572878041,0.206411053484695,0.0110464601455323,-0.132264098635658,-0.0267731641661727,-0.235365038922696,-0.0672064814675148,-0.0347217347697081,-0.129366666466338,-0.277999513751065,0.16512748703741,-0.0259345357374858,-0.226186609076167,-0.0160724203590251,0.259104227491783,-0.0358896168539995,-0.324094057142595,0.140227195135764,-0.0443436886581984,0.0128253982789015,0.131130110310031,0.0645492107881653,-0.0171260320569597,0.0993600377235076,-0.0989310395781169,-0.110296101055102,-0.0948521678210395,-0.197097048603506,-0.071182703555492,0.30467680699987,0.119967442991933,-0.208967611281154,0.0302671264879997
stable,0.0373540568649501,-0.123455614589722,0.0858047345345248,-0.204773752440896,0.0991161129894551,-0.188528390913138,0.213301711022227,0.150124036605775,0.0870833575078972,-0.219158260891335,-0.107267334444704,-0.317988966967091,0.208769449232684,0.03881534026309,-0.0566247316779195,-0.0436444252428803,-0.251785979265426,-0.169120720781593,0.224626657357811,0.179897685842874,-0.0518298955277731,0.392160515699237,-0.179657944035367,-0.059981116983022,-0.213941022508914,-0.144153323971187,0.077996001375715,-0.076911455103658,-0.0820830283798874,0.160444350605137,0.0622301234629716,0.0300248073211549,0.0493639797934121,-0.224307001614468,0.07055258906644,-0.0576978616734285,0.144050577482256,-0.114630832818143,0.169657285779347,-0.317635062394104,-0.0838753837979183,0.102267005316694,-0.0990019502239754,-0.0749136067077637,0.319358920152847,-0.464790867097407,0.0193848375784491,0.240061463250664
stable,-0.0836256385059504,-0.0364757376670795,0.130970936967804,-0.0223434909815659,-0.0642449207844985,-0.0260696782105438,-0.130175714083571,-0.144439740561329,0.0251199548802311,0.0852297166667177,0.0252926318493789,0.206026344847106,-0.0103833388027005,0.0969717505687649,-0.0453640574474218,-0.0763459410171424,0.127590103677122,0.0833802554445299,0.0566062369650939,0.0571651650494406,-0.0350716012600622,0.113862284629875,-0.0285189646939817,0.170354918325793,-0.109781655201068,-0.05021264497586,0.0161089435691786,0.153128118587921,-0.0859749541125132,0.0025583456218469,0.0547567757429062,-0.198660308873724,0.137205484380192,0.0277373742020497,0.131457158959878,-0.244187955028759,0.239580206430974,0.0240066428423048,0.020085057990344,-0.145898406537551,0.0917778091020312,0.138018883787493,-0.107636825479022,0.21441935437384,0.355537335344458,-0.0121373732787803,-0.0319134303769651,-0.0131370820475304
stable,0.0006850843778757,0.117489967635,0.167423003562805,-0.0318984901558299,-0.104094765193902,-0.0574990116448721,-0.109982083868104,-0.0622946022900025,0.06270024435585,-0.162639431941848,-0.0332386113511483,-0.0173885232226628,-0.0035446105457637,0.210176675717784,0.192984463223284,0.0042266901675961,0.0026862519027234,-0.176223934013674,-0.0175087134643954,-0.194308559053038,-0.242676117082277,-0.0106448490761166,-0.093664255382209,0.0953328965715965,-0.115256432309469,-0.0908297688480154,-0.014642176199073,0.0158420754457034,0.0308638524915819,-0.0495644525198254,-0.0498959772699378,-0.199520809202842,0.0539533995137606,-0.316030224782373,-0.0914888120068491,-0.0165241550675359,-0.147275112707032,-0.003652781763323,0.105370784926964,-0.0623266530211312,0.259885356527688,0.067988614992084,0.123304170578814,0.112570180406746,0.121738692680247,0.0137838175560328,0.129969721068234,-0.142174038530831
stable,-0.139455661887257,0.0306406044285085,0.113394122741563,-0.0545879469508393,-0.0974715794218552,0.056981664762388,0.0203338958896106,0.0439000731553254,0.255650078714093,-0.0252483865982469,-0.131288560988831,0.147663420413056,0.0541813706771155,0.119919671934829,-0.0628363631040105,-0.0922114988805537,0.0500597037022406,0.067623798727108,-0.242736199819941,-0.165776393407451,0.0230935323475108,-0.140965076303457,0.0378115934563117,-0.0665819470256908,-0.0688994317859164,0.206794857222759,-0.0633903232769591,-0.05902471053785,0.0963992344999087,0.0727060021486553,-0.0286687095009482,-0.0933194192264511,0.190501313053278,-0.223886307329422,0.116468855811599,0.240220509126275,-0.110390540519428,-0.114217439695853,0.0123345077040952,0.0225802298019345,0.0155566246733562,0.0951439302547865,-0.118994710912108,-0.152227239085605,0.0382537451539863,0.12721263384475,0.0404695858457809,0.168154864608735
stable,0.313845098928282,0.124493320032007,0.183349734189262,-0.184732023273301,0.0331822132226499,0.0941629874459016,-0.0862766644611718,-0.0919222240886168,0.0369871458066108,0.0545203915567941,-0.014790493199221,-0.100041353655922,0.0919076736772058,-0.0636944259513921,0.0856946480047342,-0.213636415541134,-0.212290502485622,0.0463794363723729,0.267996752572408,0.181174447683326,-0.063861755682618,0.0615191394454565,-0.0558372037894843,-0.146013378508788,0.0423562476172479,0.045004422494039,-0.234698136058471,-0.147926757609327,-0.23546930786325,0.339941261793803,-0.0234552631944361,0.0576341795987354,0.187278345270215,-0.0467650222747628,0.144158201053893,-0.0680377237575579,0.174153874177547,-0.34111984511809,-0.106378057825386,-0.0188064067486406,-0.160025424697524,0.0592638256767608,-0.0068605189802584,-0.0327020496460888,0.180650632872532,-0.0425890541998229,-0.020421502415255,0.193360417239989
