group,ASCL1,ATF3,CEBPD,E2F2,E2F4,E2F7,EBF1,ESR1,FOSL2,FOXA1,FOXD2,FOXP1,GLIS1,HINFP,HNF4G,HOXA4,HOXA6,IRF3,KLF4,MXI1,MYBL2,NFYB,NR2F2,RUNX1,RXRG,SETDB1,SP2,TBP,TCF12,TCF3,TFAP2A,USF1
progressive,-0.0136395144199003,0.292203142254901,-0.121913684444541,-0.172550682423183,-0.424412615362083,-0.195427539942275,-0.159753113337845,0.455588648321855,-0.0775070819416556,0.094418155375853,-0.336850300567661,0.254676435914435,-0.195547817847213,0.13365280796643,0.197520375488186,0.153330273214188,-0.152343994393701,-0.0338943136113572,-0.285395412835445,0.209042998781188,0.189630144924293,-0.263721334365726,-0.0664174591064281,0.0078902305638929,0.12898602525486,0.208249164608601,-0.401391424357066,-0.0683419055854263,0.134278253072105,-0.126003133212412,0.0138800702297751,-0.0389940967807026
progressive,-0.108472134613286,-0.258828679542711,0.0441381486769657,-0.302439980291172,-0.0473577749067179,0.0893592625403026,-0.116374853540859,0.140609858252084,-0.208895203652191,-0.110755142303474,-0.205499961446271,0.206524387973919,-0.167362025288389,0.155712832202558,0.144707564362678,0.0891543772347729,-0.187821286511995,0.0945984724959902,-0.0228886155606016,0.0887153372943522,-0.0950667817657723,0.251072307261944,-0.143039212589079,-0.22686657188008,-0.156649450742122,-0.18050395417165,-0.0612021676946521,-0.0916130009011291,-0.0754563310936457,0.301210668457994,0.0024586236663561,-0.016654248406627
progressive,0.0324172473083326,0.0634943082853952,0.132912144768076,-0.182737506343793,0.114316463253409,0.0420847124096993,0.2779575067132,-0.297039661558078,-0.0520955704500392,0.10225478627198,-0.0267846492398993,-0.112485034245553,0.216003697306809,-0.202244133016013,-0.268671589321803,-0.0080458873339939,-0.196282450047731,-0.123907618812782,-0.0424137973095485,-0.321697182314895,-0.0047788850673752,0.249088653107589,-0.0131777040330915,-0.203379237453174,0.194904108945464,0.0353790114069753,-0.0906366585033915,0.205735294562239,-0.16869178127052,0.202368136021753,-0.218521912192612,-0.0104830233314278
progressive,-0.0211655654909339,0.0718401190468728,0.069347927888384,0.133458642472697,-0.0927528535507136,0.0342044206824477,0.0776552317500133,0.134614441270837,0.110342666509903,0.0396944649736114,-0.0073320986256989,0.0592346884046613,-0.131724944275488,-0.0767883826514085,0.010293833045932,0.252397562543764,0.168096487704447,0.0055261630036056,-0.165784890108168,-0.0339515896953547,0.0114857505565136,-0.0557672920102421,-0.0218879397397712,0.18575853808852,0.0609683866018709,-0.0115218692689555,-0.174778449506193,0.148303433286304,0.104455316381878,-0.231520946752365,-0.0089574406855829,0.0425478432565189
stable,0.226374398912039,0.256785924264851,-0.248032275283979,-0.344167080943854,-0.183142583946328,0.258102879060276,0.184884051642843,0.424187762799196,-0.0271138319529863,-0.298171108110823,0.043500994737083,0.296665052114004,-0.122941830561619,0.175345053794955,-0.0049282088608281,-0.0674396631503306,-0.125707918033035,-0.0476342067104166,-0.143746821923189,-0.274711946315397,0.271822364181845,-0.322769701124855,0.138231048615171,-0.0507958630214843,-0.0871746890407456,0.138315951195389,0.0861925205559525,-0.255775776520668,-0.189269076950686,0.115419268993906,-0.20049261917426,0.214303760490382
stable,0.209761323493291,-0.0337543052811606,-0.274948688640436,0.129253738605987,-0.630722010322444,-0.0122063539393127,-0.0432317804640963,-0.121135041227057,-0.33171163140275,-0.051927958409729,0.182857522973989,0.0713018652651687,0.0899963832186058,-0.416974938604072,-0.270815739486587,0.23261143689731,0.0921138119631805,0.519064444278323,0.123399670900398,-0.394747598360221,0.0751177662647498,0.0936197906959528,-0.296960889065319,-0.246708756613863,0.108328560424308,0.12563033112864,-0.357992658761883,-0.0266320449585004,-0.0269604162611349,-0.10360680755539,0.217234601415319,0.123886566280167
stable,0.0518639666906869,0.0938174774846159,-0.0551238068535385,-0.134863470449275,0.1576326864344,-0.105737114645181,0.0336052497674574,0.0300564487037436,0.163849860817013,-0.158454418996227,0.108410002978156,0.0433170450448725,-0.0817262697891637,0.295846297328046,0.203613589784096,0.151180731319836,0.245418105113518,0.1505486293492,-0.0286613093542683,-0.263234350657302,-0.158382178771011,-0.0163353209268656,-0.057905055524337,0.117182675327769,0.11830239881861,-0.333537634834257,-0.0942328587796053,0.0251757184876182,0.222269627946011,0.303724996890616,-0.0936143018511972,-0.198836704891718
stable,-0.0679360051214637,0.0839077017379289,-0.220896634744865,-0.0144661923377703,0.251788865162426,-0.11261092295609,-0.0089423566520758,0.0847864937788349,-0.0329825996940017,-0.0336192755603724,0.140201206861676,0.123728339727551,-0.0632929542023915,-0.0553848221970962,-0.357577691628626,0.107618148673801,-0.137018823892681,-0.0572898679819172,0.294722140720972,-0.153205734886511,0.0884421491054606,-0.0471698104314845,0.0126807100959297,-0.388724990937879,-0.0394420201035179,-0.112030043409777,-0.02223582990578,0.396801508266205,0.0897663153439686,0.0823892447420778,0.208769902398078,-0.108387340800308
stable,-0.0145218385310028,-0.193542098865072,-0.214678993099391,0.0069228500571702,0.0156924662374631,-0.058314415532592,0.243475425516498,-0.0161566806727836,0.002124285622499,0.203961694614384,-0.0190933415570934,-0.0286147832902422,-0.0718270922476809,0.0208089166441472,-0.0704394947507991,0.0037994942369163,-0.0005247641442752,-0.0735779879982917,-0.0674019176848978,-0.168489656785006,0.0092035557611359,-0.0535764008068757,0.118843941251115,-0.124601209410905,-0.147251846369095,0.21597576603284,-0.12383929223989,-0.225295375402806,-0.0986253842692778,0.0191538912660482,-0.0717614967296464,-0.0662413815965967
stable,0.112857054626123,-0.385555131983588,-0.08759195409388,-0.120789036918686,-0.360492673334732,0.0854642143183202,0.0392618649061637,0.0341451573506508,-0.187219388618903,0.0007888559031837,-0.054843578296573,0.117213855118936,-0.179403201688275,0.0046390516875301,0.138237950520301,0.18757401191483,0.136956964328893,0.0876209029343639,-0.0991208298165563,0.160000241354003,-0.161556241530008,-0.0992366251784915,-0.190852468099621,-0.11275573368443,0.422363582658749,0.0665099610115474,-0.351388263002574,-0.139272871567597,0.055292285324072,-0.068210705389971,-0.0674435611171501,0.270534151531301
stable,0.0184116729700362,0.120091786655265,0.0577699930658771,-0.113118865077391,0.0200695135384513,-0.10097027445096,0.151517566175677,-0.0270819351719153,-0.0409940871037795,-0.0778708742955318,-0.0084018941771391,0.0469481396007152,-0.168292310371433,-0.0771819468553986,-0.147509472299691,0.0763698721831336,0.0928204835697889,-0.0308878817045907,-0.0717309391840577,0.05645835886704,-0.11023187572034,-0.0777082270078106,0.0105697501691942,-0.050110467580551,0.0694643330530291,-0.0116560016979034,0.0282599662415529,-0.0577119047488339,0.232431106517935,0.165023099888238,-0.0133707688170209,-0.136176441644548
stable,0.643843663029786,-0.657017470423601,-0.67402240621053,-0.628487297228073,0.0965757596036833,-0.67414526145589,0.600704958980417,-0.620656014721205,-0.687922665073327,-0.679928811792795,-0.658027916087006,0.650808879432708,-0.685156814184116,0.647412321542575,-0.626235177964305,0.631127828255806,0.607625976600953,0.676044212966183,0.677222839338989,-0.602029549308758,-0.669739501946679,-0.645942084137914,0.687921303666329,-0.650565880019718,0.609040889241893,0.603930742446092,-0.626444142202329,0.627362810255997,0.689664244976338,0.685503667825821,-0.665155175131568,0.626965842753222
stable,0.0551748301805658,-0.172717198149572,-0.0210429754450598,-0.498250330414718,-0.270570641942702,-0.104624442957138,0.245157349297797,-0.269061447808664,0.290205764865172,0.541750394722795,0.0188145211619219,0.134086624800764,0.506595997821941,0.268773446621786,-0.2406087557553,0.417713886505242,0.292782813068315,0.174212597090429,0.219267910254394,-0.0184364267518828,-0.141046618111357,-0.226157229729151,0.15466247378133,-0.344305949496912,0.34630211395025,-0.240512401636772,-0.0600726543442912,0.156751384379595,0.55876920619999,0.539106386774287,0.0169989676223882,-0.156805185633002
stable,-0.133724167578002,-0.0771594152649713,0.0362880333593448,-0.171197640307466,-0.0595245969721155,-0.0942210334570758,0.0503590260094161,-0.135174247466149,-0.0403837676745356,-0.0303856113657548,-0.0840351888376365,0.120218867496255,-0.0091347900797514,0.226097221928333,0.265999381397719,0.0641909037517083,-0.202837384965041,-0.0473541361557727,0.0646882777749535,-0.314469512248668,-0.330289759954077,0.216929398705906,0.025250459186137,-0.272591370244669,-0.0764829865933579,0.0062729187188299,-0.10135581689845,-0.195229626980807,0.0834661178797198,0.199583245034843,0.0430752180493792,0.0080465732545532
